"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"45","2021-03-15 16:37:00-03","NY","NYBG","375765","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","J. A. Steyermark",NA,NA,NA,"C. E. Blanco","380","1965","11",NA,"Venezuela","Bolívar",NA,"Campamentos El Paraiso y La Yagua, a 48 km NE del caserio Los Rosos, este ultimo a 17km de Upata (sobre la carretera nueva Upata-San Felix)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375765",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","02694670","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","L.A. Gomes",NA,NA,NA,"L.A. Gomes","1007","2013","02","22","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425417","-11.398694",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953038' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694670","NY02694670_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-09-30 03:08:00-03","NY","NYBG","01251445","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,"T. D. Pennington",NA,NA,NA,"R. de Lemos Fróes","22979","1948","02","07","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468488' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251445","NY01251445_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-09-30 03:08:00-03","NY","NYBG","01251440","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,NA,NA,NA,NA,"W. Milliken","744","1987","10","18","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468480' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251440","NY01251440_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1039762","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"M. T. V. do A. Campos","14","1989","11","07","Brazil","Amazonas",NA,"Manaus. Manaus. Distrito Agropecuario da Suframa, 90 km NNE de Manaus, Reserva nº 1501 (km 41)","-59.6854736","-2.3153702",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1329341' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039762","NY01039762_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","612392","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","T. D. Pennington",NA,NA,NA,"S. A. Mori","25508","2002","03","02","French Guiana",NA,NA,"Nouragues Field Station and vicinity. Petit Plateau, junction of lines H and 19.","-52.679567","4.08815",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=328927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612392",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","375756","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","T. D. Pennington",NA,NA,NA,"A. M. Amorim","422","1991","11","20","Brazil","Bahia","Itacaré","Ramal a esquerda na estrada Ubaitaba/Itacaré, a 4km do loteamento da Marambaia","-38.9967","-14.2778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375756","NY00375756_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","01873519","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","A. Alves-Araújo",NA,NA,NA,"A. V. de Melo Silva","527","2010","10","05","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. Trilha próxima do alojamento.","-36.43","-9.2589",NA,NA,"588","588","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873519","NY01873519_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-09-30 03:08:00-03","NY","NYBG","01251444","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,"T. D. Pennington",NA,NA,NA,"R. de Lemos Fróes","23059","1948","03","15","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468487' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251444","NY01251444_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","375761","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","T. D. Pennington",NA,NA,NA,"P. K. H. Dusén",NA,"1911","07","21","Brazil","Paraná","Lapa","Volta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375761","NY00375761_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","01251457","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"N. T. da Silva","60736","1965","12","26","Brazil","Amazonas",NA,"Plants of the Third Serra da Neblina Expedition 1965 - 1966; Rio Negro, Rio Cauaburí, Rio Maturacá, Brasil. Between Camp III and Maloca","-66.117786","0.597056",NA,NA,"200","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251457","NY01251457_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","01252106","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"B. M. Boom","8617","1988","11","23","Brazil","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS project.","-59.74583333","-2.41625",NA,NA,"50","125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1495723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252106","NY01252106_01 NY01252106_02","South America","packeted",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","01251469","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"R. de Lemos Fróes","24888","1949","12","08","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468514' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251469","NY01251469_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01251490","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"S. S. da Silva","s.n.","1989","08","05","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251490","NY01251490_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","02694678","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","A. Alves-Araújo",NA,NA,NA,"L. Nusbaumer","4255","2014","10","28","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.44175","-9.220948",NA,NA,"790",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978485' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694678","NY02694678_01","South America","separate fruit",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","195221","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"W. L. Balée","3225","1987","05","30","Brazil","Maranhão","Monçao","P.I. Guajá, Rio Turiaçu. Guajá Indians. Forest inventory 3km from FUNAI post.","-46.08","-3.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195221","NY00195221_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","375768","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"T. C. Plowman","12540","1982","12","11","Brazil","Amazonas","Tefé","Lago Tefé, northwest shore","-64.8239279","-3.345023",NA,NA,NA,NA,"Fruit collection; wood voucher (missing) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375768","NY00375768_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01251483","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"G. T. Prance","22886","1974","10","13","Brazil","Amazonas",NA,"BR 319, Km 380, Manaus-Porto Velho Road, 2 km south of rio Jutaí.","-62.1301103","-5.5141899",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1328349' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251483","NY01251483_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","01251472","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"S. A. Mori","21807","1991","07","22","Brazil","Amazonas",NA,"Rio Cuieras. Igarapé Lobisomen.","-60.25","-2.52",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330085' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251472","NY01251472_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","1039806","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"L. Riedel","672","1821",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1497250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039806","NY01039806_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","01251473","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"M. G. da Silva","4019","1978","11","29","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468518' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251473","NY01251473_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"66","2016-09-30 01:40:00-03","NY","NYBG","01251481","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"J. E. L. S. Ribeiro","909","1993","07","06","Brazil","Amazonas",NA,"Manaus. Reserva Florestal Ducke-Igarapé da Bolívia.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1329785' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251481","NY01251481_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","01252103","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"P. Kukle","24","1989","11","11","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1495674' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252103","NY01252103_01 NY01252103_02","South America","packeted",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","02447102","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"S. A. Mori","23396","1993","08","27","French Guiana",NA,NA,"Sinnamary River: Above Petit Saut, between Crique Plomb and Crique Tigre, 500m above Saut Tigre in area to be inundated by waters of Petit Saut Dam","-53.02","5",NA,NA,"87","87","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2323960' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447102",NA,"South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","01251466","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"O. C. Nascimento","364","1977","12","30","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468511' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251466","NY01251466_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","01251474","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"B. A. Krukoff","1026","1931","09",NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468519' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251474","NY01251474_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","00749976","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"T. C. Plowman","12540","1982","12","11","Brazil","Amazonas","Tefé","Lago Tefé, northwest shore","-64.8239279","-3.345023",NA,NA,NA,NA,"Fruit collection; wood voucher (missing) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749976","NY00749976_01 NY00749976_02","South America","packeted",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","01251455","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"R. Vilhena","358","1978","12","16","Brazil","Pará","Santarém","Estrada Alter do Chão-Pindobal.","-54.970832","-2.567621",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468498' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251455","NY01251455_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","01251487","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"D. C. Daly","3891","1984","12","15","Brazil","Amapá","Macapá","Rio Falsino, approx. 10 km upstream of confluence with Rio Araguari.","-51.75","-0.83",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468773' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251487","NY01251487_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","195218","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"W. L. Balée","3256","1987","05","31","Brazil","Maranhão","Monçao","P.I. Guajá, Rio Turiaçu. Guajá Indians. Forest inventory 3km from FUNAI post.","-46.08","-3.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195218","NY00195218_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","195220","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"W. L. Balée","3244","1987","05","31","Brazil","Maranhão","Monçao","P.I. Guajá, Rio Turiaçu. Guajá Indians. Forest inventory 3km from FUNAI post.","-46.08","-3.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195220","NY00195220_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"76","2016-09-29 12:41:00-03","NY","NYBG","375776","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa venosa","(Mart.) Baehni","T. D. Pennington",NA,NA,NA,"A. A. Pulle","381","1920","08","03","Suriname",NA,NA,"Ad fl. Kabalebo, pr. Avanaverovallen",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375776",NA,"South America","sheet",NA,"Magnoliophyta","Ericales","venosa",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","375774","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa venosa","(Mart.) Baehni","T. D. Pennington",NA,NA,NA,"G. Jansson","512a","1914","06","03","Brazil","Paraná","Jaguariaíva","Jaguariahyva opp.","-49.713647","-24.340602",NA,NA,"740","740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375774","NY00375774_01","South America","sheet",NA,"Magnoliophyta","Ericales","venosa",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","01251491","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa venosa","(Mart.) Baehni",NA,NA,NA,NA,"G. T. Prance","58922","1964","08","28","Brazil","Pará",NA,"Vicinity of Paragominas, Belém-Brasília, Km 161.","-47.48","-2.97",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1468788' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251491","NY01251491_01","South America","sheet",NA,"Magnoliophyta","Ericales","venosa",NA,NA,NA,NA,NA,NA,NA
"79","2016-09-30 03:33:00-03","NY","NYBG","01252107","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"B. M. Boom","8779","1988","12","08","Brazil","Amazonas",NA,"Manaus. Distrito Agropecuário, Reserva 1501 (Km 41)","-59.833333","-2.516667",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1495728' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252107","NY01252107_01 NY01252107_02","South America","packeted",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","01251459","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","T. D. Pennington",NA,NA,NA,"G. T. Prance","14969","1971","07","27","Brazil","Amazonas",NA,"Basin of Rop Negro - Rio Cuieras just below mouth of Rio Brancinho.","-60.5082321","-2.8301453",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1328336' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251459","NY01251459_01","South America","sheet",NA,"Magnoliophyta","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","1585351","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"J. M. Pires","50433","1961","08","22","Brazil","Amapá",NA,"Rio Araguari. At junction of Rios Mururé and Araguarí.","-51.97","1.43",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2008720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01585351","NY01585351_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
