"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","infraspecificEpithet","relatedCatalogItem","typeStatus","individualCount","fieldNumber","previousCatalogNumber","sex"
"397","2020-12-11 11:43:33-03","UFMG","BHCB","80033","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,NA,NA,"Mota, RC da","2002","02","16","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Trilha que leva ao Pico do Sol","-43.4075012207031","-20.0746994018555",NA,NA,"Planta coletad em campo rupestre; rupícola; flores rosa-escuras;",NA,NA,"1859",NA,NA,"11966","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2020-12-11 11:43:33-03","UFMG","BHCB","40115","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"s.n.",NA,NA,"26557","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2020-03-11 09:00:25-03","URCA","HCDAL","3793","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,NA,NA,"Carmo, F.O.M.B.; et al.","2008","02","20","Brasil","Ceará","Barbalha","Quatro espero, Região do Cariri.","-39.435417","-7.358722","-39.435417","-7.358722","Cerrado.",NA,NA,"HCDAL3793","908","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2021-02-11 17:18:23-03","UFPR","UPCB","27323","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Tardivo, R.C.","1996","05","13","Alquini, Y.","1996","05","12","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.0666999816895","-26.4860992431641",NA,NA,"Epífita..",NA,NA,NA,NA,NA,"33840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2021-02-11 17:18:23-03","UFPR","UPCB","55448","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Kersten, R.","2003","01","01","Kersten, R.","2003","08",NA,"Brasil","Paraná","Porto Amazonas","Ponte dos Arcos","-49.8903007507324","-25.5447006225586",NA,NA,"Epífita em floresta aluvial..",NA,NA,"790",NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2009-08-17 12:45:00-03","MO","MOBOT","1270934","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","B.K. Holst",NA,NA,NA,"Harriet G. Barclay|Pedro Juajibioy C.","1959","2","19","Colombia","Magdalena",NA,"Intendencia Guajira- Sierra Neveda de Santa Marta; entre Pueblo Viejo y Páramo de Macotama. Quebrada (ravine) with trees, between Indian village, San Miguel, and Pueblo Viejo. Grassy slopes dissected by forested ravines.",NA,NA,NA,NA,NA,NA,NA,"Barclay 7087","1700.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2019-10-15 09:37:00-03","MO","MOBOT","1870891","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Bruce K. Holst",NA,NA,NA,"Gerrit Davidse|Ronald L. Liesner|Julian A. Steyermark","1982","10","20","Venezuela","Yaracuy",NA,"5 km N of Salom.",NA,NA,NA,NA,NA,NA,NA,"Davidse 20676","1100.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1","1498",NA,NA
"404","2008-05-27 22:02:00-03","MO","MOBOT","604501","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,NA,NA,"Julian A. Steyermark",NA,NA,NA,"Venezuela","Bolívar",NA,"Hato de Nuria",NA,NA,NA,NA,NA,NA,NA,"Steyermark 88597",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2008-05-27 22:02:00-03","MO","MOBOT","604511","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.",NA,NA,NA,NA,"Julian A. Steyermark|Victor Carreño E.|G.C.K.|E. Dunsterville","1978","2","20","Venezuela","Bolívar",NA,"Gran Sabana: selva de galería y sabana a lo largo de una riachuela, 7 kms. al norte de la Misión de Santa Teresita de Kavanayén",NA,NA,NA,NA,NA,NA,NA,"Steyermark 115517","1160.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2012-05-15 05:10:00-03","MO","MOBOT","1063696","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. Manzanares (QCNE)",NA,NA,NA,"John L. Clark|Claire Watt","1995","5","18","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Station. Montañas de Mache, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane Wet Forest. Mature forest near la casa de papaya.","-79.73333","0.35",NA,NA,NA,NA,NA,"Clark 929","400.00000000","600.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2008-05-27 22:02:00-03","MO","MOBOT","1064326","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé",NA,NA,NA,NA,"José M. Manzanares",NA,NA,NA,"Ecuador","Cotopaxi",NA,"La Maná - Valencia.","-79.33333","-0.91666",NA,NA,NA,NA,NA,"Manzanares Vilaplana 5249","400.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2008-05-27 22:02:00-03","MO","MOBOT","1064346","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé",NA,NA,NA,NA,"José M. Manzanares","1994","1",NA,"Ecuador","Pichincha",NA,"Carretera Mindo - San Miguel de Los Bancos.","-78.8","-0.03333",NA,NA,NA,NA,NA,"Manzanares Vilaplana 5251","800.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2008-05-27 22:02:00-03","MO","MOBOT","1101277","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. Manzanares (QCNE)",NA,NA,NA,"John L. Clark|et al.","1995","11","25","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Station. Mache Mountains, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane wet forest.","-79.73333","0.35",NA,NA,NA,NA,NA,"Clark 1676","500.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2008-05-27 22:02:00-03","MO","MOBOT","1101284","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. Manzanares (QCNE)",NA,NA,NA,"John L. Clark|et al.","1995","11","25","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Station. Mache Mountains, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane wet forest.","-79.73333","0.35",NA,NA,NA,NA,NA,"Clark 1690","500.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"4",NA,NA,NA
"411","2008-05-27 22:02:00-03","MO","MOBOT","1101286","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","H. Luther (SEL)",NA,NA,NA,"John L. Clark|et al.","1995","11","25","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Station. Mache Mountains, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane wet forest.","-79.73333","0.35",NA,NA,NA,NA,NA,"Clark 1692","500.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2008-05-27 22:02:00-03","MO","MOBOT","1336535","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","H. Luther (SEL)",NA,NA,NA,"John L. Clark|et al.","1997","4","6","Ecuador","Manabí","Pedernales","Reserva Ecologica Mache-Chindul. Comunidad Ambache (vía marginal de la costa-Chindul). Premontane Wet Forest.","-79.8","0.25",NA,NA,NA,NA,NA,"Clark 4240","250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"3","32",NA,NA
"413","2009-09-09 19:55:00-03","MO","MOBOT","1337664","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. Manzanares (QCNE)",NA,NA,NA,"John L. Clark","1998","3","16","Ecuador","Esmeraldas","Quinindé","Reserva Ecológica Mache-Chindul. Comunidad Caña Braval. Cabaceras del Río Viche, estero Sabaleta. Tropical Wet Forest.","-79.75","0.4166667",NA,NA,NA,NA,NA,"Clark 4705","250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1","47",NA,NA
"414","2008-05-27 22:02:00-03","MO","MOBOT","1485739","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. M. Manzanares (QCNE)",NA,NA,NA,"José M. Manzanares","1994","8",NA,"Ecuador","Pichincha","Santo Domingo de Los Colorados","Carretero antiguo Quito-Santo Domingo, colecciones cerca de Chiriboga. Remanente de bosque.","-78.76666","-0.21666",NA,NA,NA,NA,NA,"Manzanares Vilaplana 5807","850.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2008-05-27 22:02:00-03","MO","MOBOT","1706359","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. Manzanares (QCNE)",NA,NA,NA,"José M. Manzanares","1999","8","20","Ecuador","Bolívar","Chillanes","Carretera de Chillanes hacia San Vicente, km 50.","-79.15638","-1.92138",NA,NA,NA,NA,NA,"Manzanares Vilaplana 6739","1250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2008-05-27 22:02:00-03","MO","MOBOT","1706434","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. Manzanares (QCNE)",NA,NA,NA,"José M. Manzanares","1991","7","26","Ecuador","Manabí","Jipijapa","Carretera de Puerto Cayo a Jipijapa.","-80.75","-1.33333",NA,NA,NA,NA,NA,"Manzanares Vilaplana 5969","250.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2020-03-19 04:37:00-03","MO","MOBOT","2131591","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","A.J. Gilmartin (WS), Jan",NA,NA,NA,"Calaway H. Dodson|Pete Morgan|Mary E. Fallen","1979","7","28","Ecuador","Pichincha",NA,"Collections from path following ridge line at El Centinela at crest of Montañas de Ila on road from Patricia Pilar to 24 de mayo at km 12. Patricia Pilar is at km 45 on road from Sto. Domingo to Quevedo.","-79.26666","-0.56666",NA,NA,NA,NA,NA,"Dodson 8612","600.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2009-09-02 12:24:00-03","MO","MOBOT","2131592","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","A.J. Gilmartin (WS), Jan",NA,NA,NA,"Calaway H. Dodson|Alwyn H. Gentry|Eugene Schupp","1979","10","7","Ecuador","El Oro",NA,"Road from Piñas to Sta. Rosa. Km 19.","-79.8","-3.66666",NA,NA,NA,NA,NA,"Dodson 8921","460.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2014-01-14 22:10:00-02","MO","MOBOT","2382783","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé",NA,NA,NA,NA,"José M. Manzanares|Alexander Hirtz","2003","12",NA,"Ecuador","Imbabura","Cotacachi","Entre Apuela y Santa Rosa.","-78.5","0.36666",NA,NA,NA,NA,NA,"Manzanares Vilaplana 7634","900.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2014-01-04 11:59:00-02","MO","MOBOT","2383997","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé",NA,NA,NA,NA,"Hans E. Luther|W. John Kress|Gregory K. Brown|S. Roesel","1988","2","19","Ecuador","Pichincha",NA,"Centinela Ridge. Wet premontane forest remnants.","-79.3","-0.61666",NA,NA,NA,NA,NA,"Luther 1221","650.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-09-03 04:36:00-03","MO","MOBOT","2697897","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J.M. Manzanares (QCNE)",NA,NA,NA,"Homero Vargas|W. Defas|L. Chamorro|C. Guarin","2005","2","17","Ecuador","Bolívar","Guaranda","Recinto Río verde, la Laguna, a 8.7 km del recinto Chazo Juan. Bosque Húmedo Montano Bajo.","-79.12777","-1.41694",NA,NA,NA,NA,NA,"Vargas López 5014","1500.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1","46",NA,NA
"422","2019-09-03 04:36:00-03","MO","MOBOT","2699409","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J.M. Manzanares (QCNE)",NA,NA,NA,"Homero Vargas|W. Defas|B. Becerra","2005","4","5","Ecuador","El Oro","Piñas","Parroquia El Placer. Reserva Ecológica Buenaventura, propiedad de la Fundación Jocotoco. Recorrido desde la Cripta de la Virgen hasta la salida a la carretera de Moromoro, sendero Tapaculo de El Oro. Bosque intervenido con parches de bosque primario. Bosque Húmedo Montano.","-79.73944","-3.66527",NA,NA,NA,NA,NA,"Vargas López 5210","1080.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"2","49",NA,NA
"423","2011-02-28 13:11:00-03","MO","MOBOT","3432251","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","J. Manzanares (QCNE)",NA,NA,NA,"José M. Manzanares","2005","8","1","Ecuador","Pichincha","Quito","Casa de Jos|e Manzanares, urbanización El Condado, Quito. Bromeliaceae colectadas en vivo en diferentes regiones del Ecuador, cultivadas por J. Manzanares y florecidas en cultivo.","-78.5","-0.1",NA,NA,NA,NA,NA,"Manzanares Vilaplana 7736","2780.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1","19",NA,NA
"424","2011-01-03 12:19:00-02","MO","MOBOT","602388","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","H. Luther (SEL)",NA,NA,NA,"Calaway H. Dodson","1974","3","6","Ecuador","Los Ríos",NA,"Río Palenque Biological Station. Km 56 Quevedo - Santo Domingo.","-79.36666","-0.58333",NA,NA,NA,NA,NA,"Dodson 5481","150.00000000","220.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2008-05-27 22:02:00-03","MO","MOBOT","602398","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","H. Luther (SEL)",NA,NA,NA,"Calaway H. Dodson",NA,NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dodson 5531",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2008-05-27 22:02:00-03","MO","MOBOT","607953","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","A.J. Gilmartin (WS)",NA,NA,NA,"Alwyn H. Gentry","1974","2","16","Ecuador","Los Ríos",NA,"Río Palenque Field Station halfway between Quevedo and Santo Domingo de los Colorados.","-79.36666","-0.58333",NA,NA,NA,NA,NA,"Gentry 9987","200.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"3371",NA,NA
"427","2008-05-27 22:02:00-03","MO","MOBOT","608381","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","José M. Manzanares (QCNE)",NA,NA,NA,"Alwyn H. Gentry|Robin B. Foster|Carmen Josse","1991","1","21","Ecuador","Manabí","Pichincha","San Sebastian, Machalilla National Park, ridgetop moist forest.","-80.7","-1.6",NA,NA,NA,NA,NA,"Gentry 72596","700.00000000","750.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"2","551",NA,NA
"428","2008-05-27 22:02:00-03","MO","MOBOT","608416","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","H.E. Luther, 1992 (SEL)",NA,NA,NA,"Alwyn H. Gentry|Robin B. Foster|Carmen Josse","1991","1","21","Ecuador","Manabí",NA,"San Sebastian, Machalilla National Park, ridgetop moist forest.","-80.7","-1.6",NA,NA,NA,NA,NA,"Gentry 72610","700.00000000","750.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"2","551",NA,NA
"429","2014-11-15 05:40:00-02","MO","MOBOT","919824","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","venusta","Tillandsia venusta","Mez & Wercklé","H. Luther (SEL)",NA,NA,NA,"Nigel Pitman|Margot S. Bass","1994","11","10","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Reserve. Montañas de Mache, 35 km W of Quinind, 5 km W of Santa Isabela. Premontane Wet Forest. Primary and disturbed forest along southeast ridge trail.","-79.73333","0.35",NA,NA,NA,NA,NA,"Pitman 921","400.00000000","600.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2015-05-20 10:34:00-03","UFERSA","MOSS","10133","S","Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","Fontana, A.P.","2010","09","24","Salles, A.H.","2003","12","17","Brasil","Goiás","Pirenópolis","margem da estrada sentido para o Parque dos Pireneus.","-48.9592","-15.8525",NA,NA,"epífeta; rochoso; frutos imaturos verdes.",NA,NA,"2861",NA,NA,"40887","auto",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","12842",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","Ricardo Moura/16-05-2001",NA,NA,NA,"V. Demuner; et al","2000","06","20","Brasil","Espírito Santo","Santa Teresa","Pedra Alegre","-40.824722","-19.888889","40W49'29","19S53'20","Epífita, frutos de cor verde. Entre a rocha e lavouras de café, ensolarado.","MBML012842","MBML012842","1159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","13813",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","L. Kollmann/05-10-2001",NA,NA,NA,"V. Demuner; et al","2000","10","26","Brasil","Espírito Santo","Santa Teresa","Várzea Alegre","-40.795833","-19.887222","40W47'45","19S53'14","Epífita 6m de altura, folhas prateadas (brancas), brácteas verde claro, fruto verde. Lado esquerdo da cachoeira rochoso.","MBML013813","MBML013813","1522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","16688",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","A. P. Fontana/28-10-00",NA,NA,NA,"A. P. Fontana; et al","2000","10","20","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20","Folhas prateadas, inflorescência prateada, frutos verdes.","MBML016688","MBML016688","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","24366",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","A. P. Fontana/13-06-2005",NA,NA,NA,"A. P. Fontana; et al","2005","03","15","Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta","-40.614444","-20.173056","40W36'52","20S10'23","Epífita, inflorescência rosa com frutos verdes.","MBML024366","MBML024366","1176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","24877",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","L. Kollmann/23-09-2005",NA,NA,NA,"L. Kollmann; et al","2005","09","23","Brasil","Espírito Santo","Santa Teresa","Cachoeira do Strut","-40.731389","-19.833333","40W43'53","19S50'0","Epífita em Nanuza. Frutos verdes.","MBML024877","MBML024877","8345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","28329",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","V. Demuner & L.F.S. Magnago, 14-set-06","2006","09","14","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2006","09","14","Brasil","Espírito Santo","Santa Leopoldina","Morro Agudo, Prop.: Dona Maria","-40.431667","-20.093889","40W25'54","20S5'38","Epífita 2m, frutos verdes, folhas cinzas. Afloramento rochoso.","MBML028329","MBML028329","2878","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","29788",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","L. Kollmann/14-04-2007",NA,NA,NA,"L. Kollmann","2007","04","14","Brasil","Espírito Santo","Santa Teresa","Alto Perdido, fazenda Montanhosa, terreno dos Bride","-40.741944","-19.828056","40W44'31","19S49'41","Epífita no sol, frutos verdes.","MBML029788","MBML029788","9618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","29955",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","2007","04","25","Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Graci","-40.416389","-19.248889","40W24'59","19S14'56","Epífita 3m frutos verdes. Borda de mata.","MBML029955","MBML029955","3784","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","30598",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2007","07","18","Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba.","-40.480972","-20.086944","40W28'51,5","20S5'13","Epífita, frutos imaturos de cor verde.","MBML030598","MBML030598","2918","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","31617",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2007","08","30","Brasil","Espírito Santo","Santa Leopoldina","Colina Verde, Morro do Agudo, D. Maria","-40.43","-20.095556","40W25'48","20S5'44","Epífita, frutos abrindo de cor verde oliva. Ambiente rupestre.","MBML031617","MBML031617","3367","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","31634",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","T.S. Coser & T. Wendt/30-08-2008",NA,NA,NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2007","09","11","Brasil","Espírito Santo","Colatina","Alto moacir. Prop. Lalau","-40.558611","-19.343611","40W33'31","19S20'37","Epífita, folhas de cor prateada, frutos jóvens. Ambiente rupestre.","MBML031634","MBML031634","3422","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","35401",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","F.C. Favoreto/01-03-2012",NA,NA,NA,"V.C. Manhães","2007","05","27","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.550556","-20.939444","41W33'2","20S56'22","Rupícola. Escapo coberto por escamas brancacentas. Brácteas florais rosa. Flor de corola rosa-choque. Planta abundante no local, vegetando os paredões verticais, em local de grande luminosidade.","MBML035401","MBML035401","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","35868",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","A. P. Fontana","2008","04","15","A. P. Fontana; L. Kollmann & K. A. Brahim","2008","04","15","Brasil","Espírito Santo","Santa Leopoldina","Rio das Farinhas, propriedade da Sra. Maria Knak Ule. Mata, dossel 12m.","-40.613611","-20.109444","40W36'49","20S6'34","Epífita, folhas prateadas, inflor rosa.","MBML035868","MBML035868","5028","651","651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-07-10 09:44:38-03","MBML","MBML-HERBARIO","35869",NA,"Plantae","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindley","A. P. Fontana","2008","04","16","A. P. Fontana; L. Kollmann & K. A. Brahim","2008","04","16","Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta, estrada para Rio das Farinhas.","-40.609667","-20.152583","40W36'34,8","20S9'9,3","Epífita na sombra. Inflorescência seca.","MBML035869","MBML035869","5015","624","624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
