"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"226","2020-06-22 14:18:52-03","UNESP-IBILCE","SJRP","33545","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg",NA,"Almeida Neto, A. & Ranga, N. T.","304.0","2008","03","24","América do Sul","Brasil","São Paulo","Fazenda Cambuhy","-48.53722222","-21.62055556",NA,NA,NA,"Árvore P-A 8, I-96. Biota",NA,NA,"Matão (G9)",NA,NA,NA,"-48.53722222","-21.62055556",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"227","2020-08-31 09:07:37-03","INPA","INPA","108186","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, MEG","Irwin, HS","27343","1970","03","10","Southern America","Brasil","Minas Gerais","Serra do Cabral, ca. 2km N. Of Joaquim Felício",NA,NA,"650","650",NA,NA,"INPA0108186","INPA0108186 INPA0108186_e INPA0108186_e1",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-08-31 09:07:37-03","INPA","INPA","211571","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, MEG; Souza, MAD de","Monteiro, JRB","16","1984","04","20","Southern America","Brasil","Mato Grosso","Fazenda 20 de Dezembro, Fazenda 20 de Dezembro. Mata.","-55.8","-15.2",NA,NA,NA,NA,"INPA0211571","INPA0211571 INPA0211571_e INPA0211571_e1 INPA0211571_nd","Chapada dos Guimarães","2013",NA,NA,"-55.8","-15.2",NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-08-31 09:07:37-03","INPA","INPA","211572","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, MEG; Souza, MAD de","Monteiro, JRB","18","1984","02","26","Southern America","Brasil","Mato Grosso","Fazenda 20 de Dezembro, Fazenda 20 de Dezembro. Mata.","-55.8","-15.2",NA,NA,NA,NA,"INPA0211572","INPA0211572 INPA0211572_e INPA0211572_e1 INPA0211572_nd","Chapada dos Guimarães","2013",NA,NA,"-55.8","-15.2",NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-08-31 09:07:37-03","INPA","INPA","211595","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, MEG; Souza, MAD de","Monteiro, JRB","108","1984","08","17","Southern America","Brasil","Mato Grosso","Fazenda 20 de Dezembro,&nf;&nf;&nf;, Fazenda 20 de Dezembro.","-55.8","-15.2",NA,NA,NA,NA,"INPA0211595","INPA0211595 INPA0211595_e INPA0211595_e1 INPA0211595_nd","Chapada dos Guimarães","2013",NA,NA,"-55.8","-15.2",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","10492",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M. Sobral/2013","W. P. Lopes; E. Bausen & W. Pizziolo","657","1999","05","06",NA,"Brasil","Espírito Santo","São Lourenço, Country Club","-40.635556","-19.925556",NA,NA,NA,"Arvore 13m. Dap 17cm. Fuste 10m. Flores beges. Casca viva vermelha.","MBML010492","MBML010492","Santa Teresa",NA,NA,NA,"40W38'8","19S55'32",NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","11634",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","M. Sobral/2002","V. Demuner; et al","685","2000","02","01",NA,"Brasil","Espírito Santo","Pedra da Onça","-40.814722","-19.897778",NA,NA,NA,"Arbusto 1,5m, botões florais, flores brancas, frutos jovebs rosados. Sobre a rocha com leve camada de substrato argilo areno escuro.","MBML011634","MBML011634","Santa Teresa",NA,NA,NA,"40W48'53","19S53'52",NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","12052",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","M. Sobral/2002","V. Demuner; et al","743","2000","02","17",NA,"Brasil","Espírito Santo","Pedra da Paulista","-40.793333","-19.833889",NA,NA,NA,"Arbusto de 1,5m, botões florais, flores brancas, fruto cor verde. Sobre rocha, leve camada de substrato, ensolarado.","MBML012052","MBML012052","Santa Teresa",NA,NA,NA,"40W47'36","19S50'2",NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","12678",NA,"Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","M. Sobral/2002","L. Kollmann; et al","2968","2000","06","01",NA,"Brasil","Espírito Santo","Pedra da Onça","-40.814722","-19.897778",NA,NA,NA,"Arbusto de 2,0m. Frutos verdes.","MBML012678","MBML012678","Santa Teresa",NA,NA,NA,"40W48'53","19S53'52",NA,NA,NA,NA,NA,NA,NA,NA
"235","2017-11-24 14:11:43-02","UFLA","ESAL","24990","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.E.Q.Faria Jr.","Dayliane","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","BR -354","-45.0914001464844","-21.090799331665",NA,NA,NA,"árvore; 5 a 6 m; ; vermelho quando maduro; floresta",NA,NA,"Perdões",NA,NA,NA,NA,NA,"16729","auto",NA,NA,NA,NA,NA,NA
"236","2017-11-24 14:11:43-02","UFLA","ESAL","1979","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Augusto Gabriel","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Bosque Rangel Pietraróia","-49.939998626709","-22.2099990844727","6","6",NA,"; ; ;; floresta",NA,NA,"Marília",NA,NA,NA,NA,NA,"38865","auto",NA,NA,NA,NA,NA,NA
"237","2019-12-19 11:19:50-03","UFG","UFG","12955","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria-Júnior, J.E.Q.","R.R. Brooks; R.D. Reeves","645","1990","06","22",NA,"Brasil","Goiás",NA,"-48.4","-14.35",NA,NA,NA,NA,"UFG0012955",NA,"Macedo","2010","09","01","-48.4","-14.35",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-06-10 10:11:15-03","FZB-BH","BHZB","6246","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana",NA,"M.Sobral","Echternacht, L.A.","370","2004","09","26",NA,"Brasil","MG","Estação Ecológica da Mata do Cedro","-44.617389","-20.430056","781","781",NA,"Doação BHCB 95468. Lat. 20 25' 48.2 S Long. 044 37' 02.6 W. Alt. 781m. Com duplicata.",NA,NA,"Carmópolis de Minas","2006","01",NA,"44W 37' 02.6","20S 25' 48.2",NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-01-26 13:56:41-03","IMA","MAC","62038","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","M.Sobral","M.C.S.Mota; E.C.O.Chagas","11445","2012","03","04",NA,"Brasil","Alagoas","Reserva Biológica de Pedra Talhada.","-36.809167","-9.559167",NA,NA,NA,"Árvore ca. 10 m de alt. Botões verdes.; Mata Atlântica.","MAC0062038","MAC0062038","Quebrangulo","2017",NA,NA,"-36.809167","-9.559167",NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-01 11:49:28-03","UFPE","UFP","35887","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg.","Sobral, M","Lucena, MFA; Falcão, M","942","2001","12","23",NA,"Brasil","Pernambuco",NA,"-36.6875","-8.975830078125",NA,NA,NA,"arbusto, ca de 1,70m alt.; flores brancas.; Vegetação arbórea densa. Solo areno-argiloso.","UFP035887",NA,"Saloá","2006",NA,NA,NA,NA,"26837","auto",NA,NA,NA,NA,NA,NA
"241","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"242","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"243","2020-09-12 05:00:02-03","US","US","483602","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"A. F. M. Glaziou","16063",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"US01898031","US01898031_01 US01898031_02","Cabo Frio",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,"1","Dicotyledonae",NA
"244","2020-09-02 16:33:49-03","Cenargen","CEN","43555","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Glocimar Pereira-Silva","5264","2001","08","21",NA,"Brasil","GO","Margem direita do rio do Carmo, cerca de 500 m de sua foz.","-48.128333","-13.411388","310","310","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência direta (lago).","CEN00043555","CEN00043555","COLINAS DO SUL","2010","09",NA,"-48.128333","-13.411388",NA,NA,NA,NA,NA,"4",NA,NA
"245","2020-09-02 16:33:49-03","Cenargen","CEN","25276","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Taciana Barbosa Cavalcanti","1819","1995","10","07",NA,"Brasil","GO","Fazenda Praia Grande, estrada de acesso pela margem esquerda do rio Praia Grande.","48.3927777","-13.973333","510","510","Exsicatas","Dentro da mata mesofítica.","CEN00025276","CEN00025276","CAMPINACU","2010","09",NA,"48.3927777","-13.973333",NA,NA,NA,NA,NA,"2",NA,NA
"246","2020-09-02 16:33:49-03","Cenargen","CEN","22738","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Bruno Machado Teles Walter","2683","1995","10","06",NA,"Brasil","GO","Pequeno afluente estacional da margem esquerda do córrego Praia Grande, próximo à sede da fazenda Praia Grande.","-48.383333","-13.983333","410","410","Exsicatas","Espécie em plena frutificação, coletada na borda da mata. Futuro reservatório do AHE Serra da Mesa.","CEN00022738","CEN00022738","CAMPINACU","2010","09",NA,"-48.383333","-13.983333",NA,NA,NA,NA,NA,"5",NA,NA
"247","2020-09-02 16:33:49-03","Cenargen","CEN","16420","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Efigênia de Melo","745","1992","06","21",NA,"Brasil","DF","Rio Preto, DF/MG. DF-285.","-47.311111","-16.038333",NA,NA,"Exsicatas","Ramos escandentes. Flor creme-esverdeada. Doação Plantas do Brasil.","CEN00016420","CEN00016420","BRASILIA","2014","07",NA,"-47.311111","-16.038333",NA,NA,NA,NA,NA,"1",NA,NA
"248","2020-09-02 16:33:49-03","Cenargen","CEN","16421","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Efigênia de Melo","754","1992","06","21",NA,"Brasil","DF","Rio Preto, DF/MG, BR-285, DF.","-47.311111","-16.038333",NA,NA,"Exsicatas","Árvore ramos escandente. Flor branca esverdeada. Doação de Plantas do Brasil.","CEN00016421","CEN00016421","BRASILIA","2009","11",NA,"-47.311111","-16.038333",NA,NA,NA,NA,NA,"1",NA,NA
"249","2020-09-02 16:33:49-03","Cenargen","CEN","24195","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Glocimar Pereira-Silva","1221","1992","07","08",NA,"Brasil","GO","Margem dir. do Rio Maranhão. Faz. Ponte Alta ao lado de pequena cachoeira. Área de influência direta da UHE S. da Mesa.","-48.95","-14.666666","450","450","Exsicatas","Botões verdes; cálice verde-claro; corola ligeiramente esverdeada; filetes e estames branco; ramos vináceos.","CEN00024195","CEN00024195","NIQUELANDIA","2010","09",NA,"-48.95","-14.666666",NA,NA,NA,NA,NA,"5",NA,NA
"250","2020-09-02 16:33:49-03","Cenargen","CEN","52878","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Taciana Barbosa Cavalcanti","3345","2003","09","29",NA,"Brasil","TO","Perto da gruta, próximo à área de empréstimo de cascalho.","-46.8205986022949","-11.627799987793",NA,NA,"Exsicatas",NA,"CEN00052878","CEN00052878","DIANOPOLIS","2010","09",NA,"-4651722.0","-1160250.0","77760","auto",NA,NA,NA,"4",NA,NA
"251","2020-09-02 16:33:49-03","Cenargen","CEN","52168","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J. E. Q. Faria Júnior","Taciana Barbosa Cavalcanti","3330","2003","09","29",NA,"Brasil","TO","Próximo a área de empréstimo.","-46.8205986022949","-11.627799987793",NA,NA,"Exsicatas","Imaturos verdes.","CEN00052168","CEN00052168","DIANOPOLIS","2010","09",NA,"-4651722.0","-1160250.0","77760","auto",NA,NA,NA,"4",NA,NA
"252","2020-09-02 16:33:49-03","Cenargen","CEN","93688","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","F. F. M. Santos","Francisco Ferreira de Miranda Santos","559","2015","12","22",NA,"Brasil","GO","Fazenda de propiedade da sra. Kelly. Lat. 15.059.974 S e Long. 47.924.928 W","-47.7841987609863","-14.9856004714966","681","681","Exsicatas","Botão. Doação Flora da Área de Influência Direta da Futura PCH Cocal (Água Fria - GO)","CEN00093688","CEN00093688 CEN00093688_1","AGUA FRIA DE GOIAS","2016","01",NA,NA,NA,"38359","auto",NA,NA,NA,"1",NA,NA
"253","2020-09-02 16:33:49-03","Cenargen","CEN","24970","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","J. E. Q. Faria Júnior","Taciana Barbosa Cavalcanti","1510","1995","07","21",NA,"Brasil","GO","Nas margens do rio Tocantinzinho.","48.3166666","-13.966666","330","330","Exsicatas","Flores velhas verdes.","CEN00024970","CEN00024970","NIQUELANDIA","2009","03",NA,"48.3166666","-13.966666",NA,NA,NA,NA,NA,"2",NA,NA
"254","2020-09-02 16:33:49-03","Cenargen","CEN","17379","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","J. E. Q. Faria Júnior","Bruno Machado Teles Walter","1654","1992","07","06",NA,"Brasil","GO","Fazenda Buritizinho, cerca de 9 km da GO - 342, em local próximo ao córrego Pombal no rio das Almas, margem direita.","-49.05","-14.716666","440","440","Exsicatas","Botões florais verdes. Bacia de inundação da UHE Serra da Mesa.","CEN00017379","CEN00017379","BARRO ALTO","2009","03",NA,"-49.05","-14.716666",NA,NA,NA,NA,NA,"4",NA,NA
"255","2021-03-15 18:28:59-03","USP","SPF","223079","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Giaretta, A","Santos, MF","804","2012","01","13",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Trilha para a Cachoeira Bela Vista e os Três Picos.","-44.607222","-22.434167",NA,NA,NA,"Arvoreta, 3 m alt. Ramo acinzentado. Pedicelo verde. Hipanto e cálice amarelo-esverdeados, pétalas e estames alvos. Material armazenado em sílica-gel.; Na beira da trilha, no sub-bosque da mata.","SPF00223079",NA,"Itatiaia","2016","07",NA,"-44.607222","-22.434167",NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-15 18:28:59-03","USP","SPF","223095","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Giaretta, A","Santos, MF","784","2012","01","09",NA,"Brasil","Rio de Janeiro","Reserva Biológica União, T1, ramal da Trilha Principal, acesso pela Estrada da Macuca.","-42.026167","-22.436361",NA,NA,NA,"Arvoreta, 4 m alt. Ramo imaturo verde, maduro vináceo. Bractéola amarelo-esverdeada. Hipanto amarelo, cálice alvo-esverdeado, pétalas e filetes alvos, anteras amarela. Material armazenado em sílica-gel. Material prensado em álcool.;","SPF00223095",NA,"Casimiro de Abreu","2016","07",NA,"-42.026167","-22.436361",NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-11-13 11:26:43-03","USP","SPF","198818","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana parvifolia","Kiaersk.","Barroso, GM","Martinelli, G","9971","1984","10","04",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual do Paraíso","-42.833333","-22.433333","200","200",NA,NA,"SPF00198818",NA,"Magé","1993","04","30","-42.833333","-22.433333",NA,NA,"parvifolia",NA,NA,NA,NA,NA
"258","2019-11-13 11:26:43-03","USP","SPF","200391","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Freitas, HS","49","2008","04","02",NA,"Brasil","São Paulo",NA,"-44.7215","-22.641667","835","835",NA,NA,"SPF00200391",NA,"Areias","2009",NA,NA,"-44.7215","-22.641667",NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-13 11:26:43-03","USP","SPF","158727","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Proença, C","Marimon, BS","BS233","1999","03","24",NA,"Brasil","Mato Grosso",NA,"-52.353099822998","-14.6732997894287",NA,NA,NA,NA,"SPF00158727",NA,"Nova Xavantina","1999",NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA
"260","2019-11-13 11:26:43-03","USP","SPF","109203","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Hatschbach, G","62762","1995","05","14",NA,"Brasil","Mato Grosso",NA,"-57.2275009155273","-15.3243999481201",NA,NA,NA,NA,"SPF00109203",NA,"Porto Estrela","1995",NA,NA,NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA
"261","2019-11-13 11:26:43-03","USP","SPF","99760","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Wanderley, MGL","2117","1995","04","18",NA,"Brasil","São Paulo",NA,"-47.1300010681152","-23.2999992370605",NA,NA,NA,NA,"SPF00099760",NA,"Cabreúva","2004",NA,NA,NA,NA,"16877","auto",NA,NA,NA,NA,NA,NA
"262","2019-11-13 11:26:43-03","USP","SPF","71596","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M","Dedecca, DM","s.n.","1947","05","28",NA,"Brasil","São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"SPF00071596",NA,"Campinas","2004",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"263","2019-11-13 11:26:43-03","USP","SPF","168702","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, ML","Catharino, ELM","4","1983","12","29",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"SPF00168702",NA,"Piracicaba",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"264","2019-10-07 09:35:14-03","UEFS","HUEFS","33117","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.E.Q.Faria Júnior & M.Ibrahim","Hatschbach, G.","62762","1995","05","14",NA,"Brasil","Mato Grosso","Fazenda Salobrinha.","-57.2275009155273","-15.3243999481201",NA,NA,NA,"Mata.","HUEFS0033117",NA,"Porto Estrela","2010","09",NA,NA,NA,"59745","auto",NA,NA,NA,NA,"Rosanae",NA
"265","2019-10-07 09:35:14-03","UEFS","HUEFS","101868","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","P.S.Neves","Fonseca, R.B.S.","36","2005","07","31",NA,"Brasil","Bahia","Px. a área urbana.","-41.4","-12.55","900","900",NA,"Mata.","HUEFS0101868","HUEFS0101868","Lençóis","2019","07",NA,"41W24'0''","12S33'0''",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"266","2019-10-07 09:35:14-03","UEFS","HUEFS","126820","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M.Sobral & P.S.Neves","Melo, E.","5124","2007","09","21",NA,"Brasil","Bahia","Estrada para Bonito.","-41.133889","-12.045",NA,NA,NA,"Mata.","HUEFS0126820","HUEFS0126820","Utinga","2019","07",NA,"41W8'2''","12S2'42''",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"267","2020-05-08 11:13:48-03","UEFS","HUEFS","184313","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.E.Q.Faria","Ferreira, F. M.","1853","2007","11","17",NA,"Brasil","Bahia","Fazenda Lagoa do Morro.","-39.884167","-13.120556","844","844",NA,"Mata seca.","HUEFS0184313","HUEFS0184313","Brejões",NA,NA,NA,"39W53'3''","13S7'14''",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"268","2019-10-07 09:35:14-03","UEFS","HUEFS","27988","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.E.Q.Faria Júnior & M.Ibrahim","Saar, E.","PCD4729","1997","01","30",NA,"Brasil","Bahia","Caminho para Mata Remanso.","-41.362778","-12.596944","490","490",NA,"Mata com algumas espécies emergentes com maçaranduba, quina, pau-dolho.","HUEFS0027988",NA,"Lençóis","2010","09",NA,"41W21'46''","12S35'49''",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"269","2019-10-07 09:35:14-03","UEFS","HUEFS","82594","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.E.Q.Faria Júnior & M.Ibrahim","Pereira-Silva, G.","5264","2001","08","21",NA,"Brasil","Goiás","Balsa do Rubão (rio tocantins) colinas do Sul km 7 (curso d'agua próximo à sede da faz. Rubão).","-48.139722","-13.788889","330","330",NA,"Mata de galeria perturbada.","HUEFS0082594",NA,"Colinas do Sul","2010","09",NA,"48W8'23''","13S47'20''",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"270","2019-10-07 09:35:14-03","UEFS","HUEFS","64494","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.E.Q.Faria Júnior & M.Ibrahim","Monteiro, J.R.B.","16","1984","04","20",NA,"Brasil","Mato Grosso","Fazenda 20 de Dezembro.","-55.749698638916","-15.460599899292",NA,NA,NA,"Mata.","HUEFS0064494",NA,"Chapada dos Guimarães","2010","09",NA,NA,NA,"107042","auto",NA,NA,NA,NA,"Rosanae",NA
"271","2019-10-07 09:35:14-03","UEFS","HUEFS","82700","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","J.E.Q.Faria Júnior & M.Ibrahim","Silva, G.P.","1221","1992","07","08",NA,"Brasil","Goiás","Margem direita do Rio Maranhão. Fazenda Ponte Alta ao lado de pequena cachoeira. Área de inf. Direta da UHE. Da Mesa.","-48.4597015380859","-14.4738998413086","450","450",NA,"Cerradão. Mata de galeria perturbada. Slo areno-argiloso.","HUEFS0082700",NA,"Niquelândia","2010","09",NA,NA,NA,"74171","auto",NA,NA,NA,NA,"Rosanae",NA
"272","2019-10-07 09:35:14-03","UEFS","HUEFS","35795","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","P.S.Neves","Funch, L.S.","938","1996","11","28",NA,"Brasil","Bahia","Seguindo pela mata ciliar do rio Mandassaia, em direção ao Morro do Pai Inácio.","-41.3899993896484","-12.563099861145",NA,NA,NA,"Mata ciliar","HUEFS0035795",NA,"Lençóis","2019","07",NA,NA,NA,"47385","auto",NA,NA,NA,NA,"Rosanae",NA
"273","2019-10-07 09:35:19-03","UEFS","HUEFS","164303","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana f. parvifolia","Kiaersk.",NA,"Martinelli, G.","9971","1984","10","04",NA,"Brasil","Rio de Janeiro","Estação ecológica Estadual de Paraíso. Centro de primatológia do RJ-FEEMA.","-42.833333","-22.433333","200","200",NA,NA,"HUEFS0164303",NA,"Magé",NA,NA,NA,"42W50'0''","22S26'0''",NA,NA,"f. parvifolia",NA,NA,NA,"Rosanae",NA
"274","2019-10-07 09:35:19-03","UEFS","HUEFS","87565","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D.Legrand",NA,"Warming",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"275","2019-10-07 09:35:19-03","UEFS","HUEFS","193406","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D.Legrand",NA,"Lopes, J.C.","273","2011","04","20",NA,"Brasil","Espírito Santo","Reserva Natural da Vale. Estrada Jueirana Vermelho Km2,4 , próximo ao Rio Barra Seca.","-39","-19","11","11",NA,"Mussununga.","HUEFS0193406",NA,"Linhares",NA,NA,NA,"39W","19S",NA,NA,NA,NA,NA,NA,"Rosanae",NA
