"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"276","2019-10-07 09:35:19-03","UEFS","HUEFS","87566","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D.Legrand",NA,"Glaziou, A.","1298",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"HUEFS0087566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,"Rosanae",NA
"277","2019-10-07 09:35:19-03","UEFS","HUEFS","51054","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","M.Sobral","Guedes, M.L.S.","7368","2000","12","04",NA,"Brasil","Bahia","Litoral Norte, Área da COPENER, Próximo a Cachoeira.","-38.083333","-11.933333",NA,NA,NA,NA,"HUEFS0051054",NA,"Entre Rios","2004",NA,NA,"38W5'","11S56'",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"278","2019-10-07 09:35:19-03","UEFS","HUEFS","87542","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Saint-Hilaire, A.",NA,NA,NA,NA,NA,"Brasil",NA,"São Miguel do Mato Dentro.Itajuru.",NA,NA,NA,NA,NA,NA,"HUEFS0087542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,"Rosanae",NA
"279","2019-09-04 18:25:58-03","F","FMNH-SEEDPLANTS","V0065180F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana",NA,NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0065180F","V0065180F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA
"280","2015-03-07 08:58:53-03","F","FMNH-SEEDPLANTS","V0108712F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0108712F","V0108712F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"281","2015-03-07 08:58:53-03","F","FMNH-SEEDPLANTS","V0108713F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0108713F","V0108713F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"282","2015-03-07 08:58:53-03","F","FMNH-SEEDPLANTS","V0108714F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0108714F","V0108714F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"283","2019-09-04 19:40:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae",NA
"284","2019-01-23 11:00:01-02","F","FMNH-SEEDPLANTS","V0065196F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0065196F","V0065196F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae",NA
"285","2019-09-04 19:42:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Myrtus","glazioviana","Myrtus glazioviana",NA,NA,"A. Glaziou","14805",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae",NA
"286","2020-04-29 16:30:11-03","UFVJM","HDJF","4307","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ","6358","2016","07","19","Southern America","Brasil","Minas Gerais","Estrada de terra saindo do distrito de Roças Novas chegando no hotel Tauá","-43.633889","-19.7675","1106","1106",NA,NA,"HDJF004307","HDJF004307_01","Caeté","2016","07",NA,"-43.633889","-19.7675",NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-04-29 16:30:11-03","UFVJM","HDJF","7206","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ; Otoni, TJO","7318","2017","03","17","Southern America","Brasil","Minas Gerais","Campus JK da UFVJM, estrada para o Córrego Soberbo","-43.568056","-18.196667","1314","1314",NA,NA,"HDJF007206",NA,"Diamantina","2017","03",NA,"-43.568056","-18.196667",NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-04-29 16:30:11-03","UFVJM","HDJF","6624","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ; Gomes, RR; Santos, DMZ; Sousa, DN","7685","2017","05","04","Southern America","Brasil","Minas Gerais","RPPN Fartura da Cemig","-42.531389","-17.880278","832","832",NA,NA,"HDJF006624",NA,"Capelinha","2017","05",NA,"-42.531389","-17.880278",NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-04-29 16:30:11-03","UFVJM","HDJF","4460","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ","6514","2016","09","01","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Lindomar Reis","-49.296944","-14.206944","391","391",NA,NA,"HDJF004460","HDJF004460_01","Alto Horizonte","2016","09",NA,"-49.296944","-14.206944",NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-11-23 11:39:08-03","IAC","IAC","44911","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M.E.G. Sobral","J.A.M.A. Gomes & J. Pena Filho","19","2004","10","18",NA,"Brasil","São Paulo","Bosque dos Jequitibás","-47.042331","-22.801017",NA,NA,NA,"ind. 1092 fitossoc.",NA,NA,"Campinas","2007","05","18","-47.042331","-22.801017",NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-11-23 11:39:08-03","IAC","IAC","46858","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","F.F. Mazine-Capelo","R.B. Torres; E.L. João; A. Simão; A.S. Espeleta & A.C. Lorandi","1541","2005","05","18",NA,"Brasil","São Paulo","Residencial do Manacás","-47.093644","-22.776559",NA,NA,NA,NA,NA,NA,"Campinas","2013","05","14","-47.093644","-22.776559",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-11-23 11:39:08-03","IAC","IAC","47098","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M.E.G. Sobral","A.C. Lorandi; L.C. Bernacci; M.R. Bottignon & J.F. Benedito","6","2006","06","20",NA,"Brasil","São Paulo","IAC, Estação Experimental","-46.927972","-23.111861",NA,NA,NA,NA,NA,NA,"Jundiaí","2007","05","15","-46.927972","-23.111861",NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-11-23 11:39:08-03","IAC","IAC","48378","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M.E.G. Sobral","J.A.M.A. Gomes & J. Pena Filho","205","2005","01","30",NA,"Brasil","São Paulo","Bosque dos Jequitibás","-47.042331","-22.801017",NA,NA,NA,"indivíduo 504 da fitossociologia",NA,NA,"Campinas","2007","05","30","-47.042331","-22.801017",NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-11-23 11:39:08-03","IAC","IAC","50637","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M.F. Casali","M.F. Casali & P.K. Gonçalves","97","2008","09","12",NA,"Brasil","São Paulo","Floresta Nacional de Ipanema - Área 1","-47.6886","-23.3503",NA,NA,NA,NA,NA,NA,"Iperó","2009","06","12","-47.6886","-23.3503",NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-01-25 15:35:33-02","IAC","IAC","39833","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","M.E.G. Sobral","J.E.A. Bertoni & A. Geremias","180","2000","06","09",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa, Monjolinho, Quadra dos Ipês, L6, P1","-47.086761","-22.863721",NA,NA,NA,NA,NA,NA,"Campinas","2002","10","17","-47.086761","-22.863721",NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-01-25 15:35:33-02","IAC","IAC","41899","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","M.E.G. Sobral","J.E.A. Bertoni & A. Geremias","594","2001","09","24",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Tristeza, L9, P22","-47.086761","-22.863721",NA,NA,NA,NA,NA,NA,"Campinas","2002","10","17","-47.086761","-22.863721",NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-01-25 15:35:33-02","IAC","IAC","41907","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","M.E.G. Sobral","J.E.A. Bertoni","602","2001","11","06",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa","-47.077171","-22.870251",NA,NA,NA,NA,NA,NA,"Campinas","2002","10","17","-47.077171","-22.870251",NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-11-23 11:39:08-03","IAC","IAC","44510","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","M.E.G. Sobral","L.C. Bernacci; R.B. Torres; J.A.M.A. Gomes; A. Simão; E.L. João; E.G. Lima; R.O. Pinto; M.S. Dechoum & T.B. Conforti","3786","2004","06","18",NA,"Brasil","São Paulo","Distrito de Barão Geraldo, vila Holândia","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,"Campinas","2007","03","08","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-07-23 12:15:44-03","CEPLAC","CEPEC","121704","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana",NA,"J. E. Q. Faria","F. M. Ferreira","1838","2007","11","17",NA,"Brasil","Bahia","Faz. Lagoa do Morro.","-39.884167","-13.120556",NA,NA,NA,NA,NA,NA,"Brejões",NA,NA,NA,"39W53'3","13S7'14",NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"300","2020-07-23 12:15:44-03","CEPLAC","CEPEC","121719","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana",NA,"J. E. Q. Faria","F. M. Ferreira","1853","2007","11","17",NA,"Brasil","Bahia","Faz. Lagoa do Morro.","-39.884167","-13.120556",NA,NA,NA,NA,NA,NA,"Brejões",NA,NA,NA,"39W53'3","13S7'14",NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"301","2020-07-23 12:15:44-03","CEPLAC","CEPEC","5958","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana",NA,"M. Sobral","T. S. dos Santos","890","1939","07","05",NA,"Brasil","Bahia","Rod. Eunapolis, Itabela, Guaratinga.","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,NA,NA,"EUNÁPOLIS",NA,NA,NA,NA,NA,"37596","auto",NA,NA,NA,NA,NA,"23/01/1986"
"302","2020-07-23 12:15:44-03","CEPLAC","CEPEC","147932","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana parvifolia",NA,"G. M. Barroso","G. Martinelli","9971",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,NA,"MAGÉ",NA,NA,NA,NA,NA,"20531","auto","parvifolia",NA,NA,NA,NA,NA
"303","2020-07-23 12:15:44-03","CEPLAC","CEPEC","61927","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis",NA,"M. Sobral","G. Hatschbach","30097","1972","08","09",NA,"Brasil","Minas Gerais","Pico Itambé.",NA,NA,NA,NA,NA,NA,NA,NA,"ANTONIO DO ITAMBÉ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"304","2020-02-17 11:30:00-03","UEG","HUEG","11707","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, J.E.Q.","Faria, J.E.Q.","6514","2016","09","01","Southern America","Brasil","Goiás",NA,"-49.296944","-14.206944","391","391",NA,"Árvore ca. 4 m de altura, botões florais verdes e flores passadas. Região da Sururuca, fazenda Lindomar Reis. Mata seca antropizada em borda de Cerrado.","HUEG011707",NA,"Alto Horizonte","2016","09",NA,"-49.296944","-14.206944",NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-02-17 11:30:00-03","UEG","HUEG","10960","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, J.E.Q.","Faria, J.E.Q.","3615","2013","05","23","Southern America","Brasil","Distrito Federal","Estrada chegando no Morro da Pedreira.","-47.96","-15.51","766","766",NA,"Arvoreta 2,5m, flor creme.; Mata seca sempre verde, margem do córrego intermitente.","HUEG010960",NA,"Brasília","2013",NA,NA,"-47.96","-15.51",NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-02-17 11:30:00-03","UEG","HUEG","13290","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, J.E.Q.","Faria, J.E.Q.; Zanatta, M R V","2654","2012","05","11","Southern America","Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arvoreta ca. 2,5 m de altura, botões florais verdes.; Fercal, próximo ao Morro da Pedreira. Mata seca sempre verde.","HUEG013290",NA,"Brasília","2012","05",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"307","2019-12-20 18:46:39-03","UFSJ","HUFSJ","5698","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Pott, VJ; et al.","3580","1998","08","27",NA,"Brasil","Mato Grosso do Sul","Rio Negro, saída para Bandeirantes, cascata do Kubota, próximo a nascente.","-55.017778","-19.439444",NA,NA,NA,"Arvoreta de 3 a 4m de altura. Folha verde escuro, solo arenoso com rochas.","HUFSJ005698",NA,"Corumbá","2013",NA,NA,"-55.017778","-19.439444",NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-12-20 18:46:39-03","UFSJ","HUFSJ","5868","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria, JEQ","Faria, JEQ; Zanatta, MRV","2654","2012","05","11",NA,"Brasil","Distrito Federal","Fercal, próximo ao Morro da Pedreira","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arvoreta ca. 2,5 m de altura, botões florais verdes","HUFSJ005868",NA,"Brasília","2012","05",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"309","2019-12-20 18:46:39-03","UFSJ","HUFSJ","7767","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Lopes, WP; Bausen, E; Pizziolo, W","657","1999","05","06",NA,"Brasil","Espírito Santo","Country club.","-40.6002998352051","-19.9356002807617","750","750",NA,"Árvore 13m. DAP 17cm. Fuste 10m. Flores beges. Casca viva vermelha.","HUFSJ007767",NA,"Santa Teresa","2011",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"310","2019-02-27 14:02:46-03","UFSJ","HUFSJ","2864","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Souza, MC","Souza, MC","656","2008","04","03",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbustivo, fruto maduro roxo, fruto imaturo verde, fuste cilindrica, superficie da casca áspera, altura total 2m.","HUFSJ002864",NA,"Linhares","2008","04","03",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"311","2019-02-27 14:02:46-03","UFSJ","HUFSJ","2865","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Siqueira, GS","Lucas, E","949","2006","11","30",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbóreo, botão verde, flor branca, superficie da casca áspera, altura total 4m.","HUFSJ002865",NA,"Linhares","2008","10","21",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"312","2019-02-27 14:02:46-03","UFSJ","HUFSJ","2866","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Siqueira, GS","Lucas, E","939","2006","11","30",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbóreo, botão verde, flor branca, altura total 3m, altura da fuste 2, diâmetro da copa 2.","HUFSJ002866",NA,"Linhares","2008","10","21",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"313","2019-02-27 14:02:46-03","UFSJ","HUFSJ","2867","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Siqueira, GS","Folli, DA","4717","2003","12","17",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbustivo, altura total 1,5m, altura da fuste 1m, diâmetro da copa 1m.","HUFSJ002867",NA,"Linhares","2009","02","27",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"314","2019-02-27 14:02:46-03","UFSJ","HUFSJ","2868","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Folli, DA","Folli, DA","3083","1997","12","15",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbustivo, botão verde, flor branca, superficie da casca áspera.","HUFSJ002868",NA,"Linhares","2008","10","21",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"315","2019-02-27 14:02:46-03","UFSJ","HUFSJ","2871","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Folli, DA","Folli, DA","5417","2006","12","14",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbóreo, botão verde, fruto imaturo verde, fuste cilindrica, superficie da casca [aspera, altura total 3m, altura da fuste 2m, diâmetro da copa 2m.","HUFSJ002871",NA,"Linhares","2008","10","21",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"316","2019-02-27 14:02:46-03","UFSJ","HUFSJ","2872","S","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Siqueira, GS","Lughadha, EN","184","1999","02","09",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Porte arbustivo, fruto maduro verde.","HUFSJ002872",NA,"Linhares","1999","02","09",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"317","2019-12-20 18:46:41-03","UFSJ","HUFSJ","5721","S","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2398","2012","02","20",NA,"Brasil","Minas Gerais","Estação Ecológica de Peti, estrada chegando no mirante do Cruzeiro","-43.368056","-19.889722","811","811",NA,"Árvore ca. 6 m de altura, normalmente saindo ca. de 3 caules ou indivíduos juntos, caule com ritidoma acinzentado se soltando em placas grande, botão floral cinza, flor branca com pequenas manchas vermelhas (coletado material em síli","HUFSJ005721",NA,"São Gonçalo do Rio Abaixo","2012","02",NA,"-43.368056","-19.889722",NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-12-20 18:46:41-03","UFSJ","HUFSJ","8344","S","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","4250","2014","11","02",NA,"Brasil","Minas Gerais","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.","-43.368333","-19.890278","815","815",NA,"Arvoreta, ca. 4m de altura. Caule acinzentado soltando placas de ritidoma. Botões florais verdes.","HUFSJ008344",NA,"São Gonçalo do Rio Abaixo","2014","11",NA,"-43.368333","-19.890278",NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-02-27 14:02:48-03","UFSJ","HUFSJ","5390","S","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Sobral, M","Simão, MVRC","466","2013","10","09",NA,"Brasil","Minas Gerais","Estação de Pesquisa Treinamento e Educação Ambiental Mata do Paraíso. Floresta Estacional Semidecidual.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arvoreta de 4m. Botão floral envolto pelo cálice verde. Fruto imaturo verde com densa pubscência hialina.","HUFSJ005390",NA,"Viçosa","2013",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"320","2020-11-04 17:29:57-03","UEM","HUEM","7197","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M","Leitão Filho, HF","s.n.","1970","05","08",NA,"Brasil","São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"IAC - 20981","HUEM000008373","HUEM000008373","Campinas","2009","08","01",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"321","2020-11-04 17:29:57-03","UEM","HUEM","7227","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Fernandes, T.M. in dup.ESA","Mantovani, W; Catharino, ELM","s.n.","1985","08","22",NA,"Brasil","São Paulo","Beira do Ribeirão Passa Cinco, Mata ciliar","-47.7099990844727","-22.4300003051758",NA,NA,NA,"Arvoreta de 2,5 a 4m de altura; frutos verdes","HUEM000008374","HUEM000008374","Ipeúna","2014","12","01",NA,NA,"12906","auto",NA,NA,NA,NA,NA,NA
"322","2019-11-01 15:05:35-03","UnB","UB","180778","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Bucci, F","1358","2000","09","05","Southern America","Brasil","Goiás","PA - SALV - CB. UHE Cana Brava. Arraial São Félix. Unidade 1. Margem dir. do rio Tocantins. Amorreado.","-48.054444","-13.525833",NA,NA,NA,"Arbusto 1,80m. Fruto vermelha.; Cerrado. Mata semidecídua secundária. Cambissolo areno-argiloso, amarelado.",NA,NA,"Cavalcante","2013","03",NA,"-48.054444","-13.525833",NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-11-01 15:05:35-03","UnB","UB","191710","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O. Berg","Faria, JEQ","Faria, JEQ; Zanatta, MRV","2654","2012","05","11","Southern America","Brasil","Distrito Federal","Fercal, próximo ao Morro da Pedreira","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arvoreta ca. 2,5 m de altura, botões florais verdes; Mata seca sempre verde",NA,NA,"Brasília","2012","05",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
