"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"187","2020-10-14 10:01:54-03","FURB","FURB","28926","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Schmitt, JL","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","17","Brasil","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Coleta Extra IFFSC (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; Fruto verde;","FURB26235","FURB26235","2419","2010","05","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-10-14 10:01:54-03","FURB","FURB","29358","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Funez, L.A.","Funez, L.A.","2016","07","27","Brasil","Santa Catarina","Apiúna","Subida, margem do Rio Itajaí-Açu, próximo ao Ativa Rafting.","-49.4363889","-27.0766667","-49.4363889","-27.0766667","111","111",NA,"FURB47308","FURB47308_1 FURB47308_2 FURB47308_3","5379","2016","07","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-10-14 10:01:54-03","FURB","FURB","31717","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Korte, A","Korte, A.; Kniess, A.","2010","10","13","Brasil","Santa Catarina","Águas Mornas","Rio Miguel.","-48.9608333","-27.7202778","-48.9608333","-27.7202778","460","460","Florística IFFSC 284 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; flor bráctea vermelha, flor amarela","FURB26206","FURB26206","4729","2010","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-10-14 10:01:54-03","FURB","FURB","32879","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2010","02","04","Brasil","Santa Catarina","Corupá","Poço d#?#Anta.","-49.2327778","-26.46","-49.2327778","-26.4600000","280","280","Regeneração IFFSC 953 /L/22 Florística IFFSC 953 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no fragmento Habito: erva terrícola; flor escapo floral vermelho","FURB26221","FURB26221","1742","2010","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-10-14 10:01:54-03","FURB","FURB","33523","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Korte, A","Korte, A.; Rigon-Junior, M.J.","2010","12","07","Brasil","Santa Catarina","Araranguá",NA,"-49.3208334","-28.8902777","-49.3208334","-28.8902777","8","8","Florística IFFSC 27 (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: erva terrícola;","FURB26220","FURB26220","5483","2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-10-14 10:01:54-03","FURB","FURB","33868","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Verdi, M","Verdi, M.; Dreveck, S.","2010","10","10","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho - APA Rio Vermelho/Humbold.","-49.2972222","-26.325","-49.2972222","-26.3250000","470","470","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Densa; Estágio Médio; encosta Habito: erva terrícola; flor escapo floral alaranjado","FURB26203","FURB26203","5715","2010","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-10-14 10:01:54-03","FURB","FURB","36461","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.","2010","04","14","Brasil","Santa Catarina","Rodeio","Santa Clara.","-49.3208334","-26.8186111","-49.3208334","-26.8186111","192","192","Regeneração IFFSC 747 /O/30 Florística IFFSC 747 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; Fruto verde;","FURB26183","FURB26183","2087","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-08 08:52:27-03","FURB","FURB","3748","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Uller, H.F.; Silva, D.A.","2008","04","12","Brasil","Santa Catarina","Salete","Cipriano.","-50.0041667","-26.9780556","-50.0041667","-26.9780556","415","415",NA,"FURB26219","FURB26219 FURB26219_1 FURB26219_2 FURB26219_3","118","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-08 08:52:27-03","FURB","FURB","39063","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Funez, L.A.","Funez, L.A.","2012","09","08","Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf.","-49.0697223","-27.0038889","-49.0697223","-27.0038889","171","171",NA,"FURB26236","FURB26236 FURB26236_1","892","2012","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-08 08:52:27-03","FURB","FURB","42249","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Funez, L.A.","Funez, L.A.","2013","10","10","Brasil","Santa Catarina","Rodeio","Bairro Ipiranga.","-49.3872222","-26.8916666","-49.3872222","-26.8916666","335","335",NA,"FURB26234","FURB26234","2240","2013","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-10-14 10:01:54-03","FURB","FURB","43345","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Funez, L.A.","Gasper, A.L. de; Bittencourt, F.","2013","12","13","Brasil","Santa Catarina","Timbó","Morro Azul.","-49.2119444","-26.7627778","-49.2119444","-26.7627778","537","537",NA,"FURB26233","FURB26233","3206","2014","01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-10-14 10:01:54-03","FURB","FURB","47351","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Gasper, A.L. de; Pastório, F.F.","2015","02","07","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889","60","60",NA,"FURB26232","FURB26232","3669","2015","06","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-10-14 10:01:54-03","FURB","FURB","5351","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Verdi, M.; Stival-Santos, A.","2007","02","16","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"Exicata A e B.","FURB26182","FURB26182 FURB26182_1","857","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-11-08 08:52:27-03","FURB","FURB","54176","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Lichtenfelz, F.A.","Lichtenfelz, F.A.","2016","10","19","Brasil","Santa Catarina","Blumenau",NA,"-49.0916666","-26.9208334","-49.0916666","-26.9208334",NA,NA,"Erva. Raque vermelho-alaranjado.","FURB54176","FURB54176","14","2017","04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-10-14 10:01:54-03","FURB","FURB","54596","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Funez, L.A.","Funez, L.A.; Marascalchi, M.N., Kassner-Filho, A.","2017","08","21","Brasil","Santa Catarina","Blumenau","Ponte do Salto.","-49.1025","-26.8797223","-49.1025000","-26.8797223","42","42","Brácteas vermelhas, flores amarelas Habitat: Borda da floresta Habito: Erva","FURB54596","FURB54596_1 FURB54596_2","6427","2017","08","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-10-14 10:01:54-03","FURB","FURB","54693","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","08","20","Brasil","Santa Catarina","Biguaçu",NA,"-48.69","-27.45","-48.6900000","-27.4500000","66","66","brácteas vermelhas Habitat: interior da U.A. Habito: erva","FURB54693","FURB54693_1 FURB54693_2","862","2017","08","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-10-14 10:01:54-03","FURB","FURB","5597","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Alvarenga Braga, JM","Luz, D.R. da; Barroso, G.V.","2007","03","26","Brasil","Santa Catarina","Indaial","Mono - Parque Nacional da Serra do Itajaí.","-49.1491666","-27.05","-49.1491666","-27.0500000",NA,NA,"Exicata A e B.","FURB26198","FURB26198 FURB26198_1",NA,"2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-11-08 08:52:27-03","FURB","FURB","58310","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gebien, W.","Gebien, W.","2017","10","07","Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. Interior do fragmento.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100",NA,"FURB58310","FURB58310","104","2018","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-10-14 10:01:54-03","FURB","FURB","65381","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Schwirkowski, P.","Schwirkowski, P.","2019","06","29","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Nas margens do Rio Natal.","-49.2802778","-26.3288889","-49.2802778","-26.3288889","350","350","FOD. Mata ciliar Habitat: Mata ciliar. Heliófita. Cálice vermelho, corola amarela Habito: Herbácea","FURB65381","FURB65381","3450","2019","06","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-10-14 10:01:54-03","FURB","FURB","573","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Lourdes, M.","1991","09","17","Brasil","Santa Catarina","Blumenau","Morro da Banana.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"terrestre; altitude 80 anm; arbusto; altura 1,5m. Inflorescência vermelha.","FURB26196","FURB26196",NA,"2010","05","24","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-10-14 10:01:54-03","FURB","FURB","62136","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Topanotti, Z.P.","2004","10","21","Brasil","Santa Catarina","Criciúma","Morro Estevão.","-49.37","-28.6780556","-49.3700000","-28.6780556",NA,NA,NA,"FURB62136","FURB62136_1 FURB62136_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-16 17:55:17-03","UCS","HUCS","42005","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga, J.M.A.","Verdi, M.","2010","02","19","Brasil","Santa Catarina","Lauro Muller","Rio Oratório / Cabo Aereo","-49.499722","-28.35","-49.499722","-28.35","449","449","FURB:19644; Ecótono FOD, estádio médio de regeneração",NA,NA,"3681","2010","05","19",NA,NA,"Angiospermae","Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-16 17:55:17-03","UCS","HUCS","6364","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdio","Kress, W.L.","Wasum, R.A.","1989","12","02","Brasil","Santa Catarina",NA,"Serra do Faxinal - estrada para Itaimbezinho",NA,NA,NA,NA,NA,NA,"beira de estrada",NA,NA,"s.n.","1990","02",NA,NA,NA,"Angiospermae","Zingiberales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-02-21 19:34:13-03","UNEMAT","HERBAM","4755","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Piva, JH","Cabral, F.F.; Piva, J.H.; Pedroga, J.A.; Rodrigues, L.; Ribeiro, I.L. & Zampieri, A.","2009","11","25","Brasil","Mato Grosso","Alta Floresta","Parque Zoobotânico","-56.0861015319824","-9.87555980682373",NA,NA,NA,NA,NA,"HERBAM004755",NA,"185","2009","12",NA,"109392","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-06-27 10:25:19-03","UFES","VIES","20558","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"Milward de Azevedo, M.; Borges, K.F.; Cortelete, M.A.; Conceição, S.F.; Cruz, F.M. & Souza, C.","2010","08","28","Brasil","Espírito Santo","Alegre","Parque Estadual da Cachoeira da Fumaça.","-41.5331001281738","-20.763599395752",NA,NA,NA,NA,NA,"VIES020558","VIES020558","274",NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-04-27 16:10:09-03","UFES","VIES","37069","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Luber, J.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","2013","01","19","Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores.","-41.178889","-20.602222","41º10'44''W","20º36'8''S",NA,NA,NA,"VIES037069","VIES037069","1617","2014","04","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-04-27 16:10:09-03","UFES","VIES","37070","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Luber, J.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","2014","01","06","Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores.","-41.178889","-20.602222","41º10'44''W","20º36'8''S",NA,NA,NA,"VIES037070","VIES037070","1933","2014","04","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-08-16 08:39:34-03","UTFPR","HCF","13856","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","E. Barboza & J. Cordeiro","M.G. Caxambu","2014","03","25","Brasil","PR","Guaraqueçaba","Propriedade do Sr. Macuco","-48.403806","-25.182639","48°24'13,7 W","25°10'57,5 S","26","26","erva ereta, semi-ciófila, entouceirada. Brácteas alaranjadas e flores amarelas.",NA,NA,"5122","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-08-16 08:39:34-03","UTFPR","HCF","10583","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2012","04","28","Brasil","SP","Pariquera-Açu","Propriedade do Sr. Flávio","-47.869361","-24.809278","47°52'09,7 W","24°48'33,4 S","20","20","erva ciófila, ereta, entouceirada, ca. 2 m. Flores amarelas e brácteas vermelhas. Frutos imaturos verdes.",NA,NA,"4012","2012","05","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-08-16 08:39:34-03","UTFPR","HCF","13820","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2014","03","24","Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.384722","-25.176833","48°23'05 W","25°10'36,6 S","25","25","erva ciófila, ripária, ca. 2 m. Flores amarelas e brácteas vermelhas. Frutos imaturos verdes.",NA,NA,"5086","2014","05","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-08-16 08:39:34-03","UTFPR","HCF","16533","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2015","03","27","Brasil","SP","Eldorado","Fazenda Itaipava/ Catre","-48.104806","-24.555361","48°06'17,3 W","24°33'19,3 S","38","38","erva ca. 1,80 m, ereta, semi-ciófila. Flores amarelas envoltas por brácteas vermelhas.",NA,NA,"5965","2015","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-08-16 08:39:34-03","UTFPR","HCF","6893","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","A.R. Silva","2008","05","23","Brasil","SC","Bombinhas","cachoeira da Praia Triste","-48.560944","-27.192722","48°33'39,4 W","27°11'33,8 S","80","80","erva ereta, ca. 1 m, ciófila, ripária. Com brácteas vermelhas e flores amarelas.",NA,NA,"693","2011","02","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-08-16 08:39:34-03","UTFPR","HCF","11387","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2012","11","03","Brasil","SC","São Francisco do Sul","arredores","-48.7035","-26.191861","48°42'12,6 W","26°11'30,7 S","28","28","erva ciófila, ripária, ereta, entouceirada, ca. 1,80 m. Flores amarelas em brácteas vermelhas.",NA,NA,"4352","2012","11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-08-16 08:39:36-03","UTFPR","HCF","10279","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2012","02","02","Brasil","PR","Campina Grande do Sul","estrada para o Morro Alpino","-48.816639","-25.111","48°48'59,9 W","25°06'39,6 S","871","871","erva ca. 2 m, semi-ciófila. Inflorescências de cor amarela, envolvida por brácteas vermelhas. Frutos maduros roxos.",NA,NA,"3732","2012","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-08-16 08:39:36-03","UTFPR","HCF","15523","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2014","11","01","Brasil","PR","Guaraqueçaba","estrada Pedra Chata, beira do Rio Serra","-48.348389","-25.124222","48°20'54,2 W","25°07'27,2 S","44","44","erva ca. 2 m, ripária, semi-ciófila. Flores amarelas com brácteas vermelhas. Frutos imaturos verdes.",NA,NA,"5758","2014","12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-08-16 08:39:36-03","UTFPR","HCF","10340","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2012","02","04","Brasil","PR","Guaratuba","Rio São João - estrada Castelhanos","-48.914056","-25.810944","48°54'50,6 W","25°48'39,4 S","258","258","erva semi-ciófila, ca. 2,5 m, entouceirada. Flores com brácteas vermelhas e flores amarelas. Frutos imaturos verdes e maduros roxos.",NA,NA,"3793","2012","03","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-08-16 08:39:34-03","UTFPR","HCF","3260","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","M.G. Caxambu","M.G. Caxambu","2005","10","08","Brasil","PR","Morretes","Comunidade do Candonga/ rio Sagrado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"subarbusto entouceirado, em subosque. Flores amarelas, envolvidas por brácteas vermelhas em inflorescências axilares à folha.",NA,NA,"954","2011","02","21","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-21 16:29:22-03","MBM","MBM","425450","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga, J.M.A.","Braga, J.M.A.; Bovini, M.G.; Lira Neto, J.A.; Bovini, M.G.; Lira Neto, J.A.","1997","07","12","Brazil","Rio de Janeiro","Mangaratiba","Reserva Ecológica Rio das Pedras, Trilha para Lagoa Seca","-44.040599822998","-22.9596996307373",NA,NA,"300","350","Erva robusta, com aproximadamente 2,5m de altura, semi-ciófila. Pseudocaule com 4 folhas adultas e completas. Folhas com bainha e pecíolo crassos, lâmina discolor e subcartácea. Inflorescência com brácteas externas vermelho-vivas, li","MBM425450",NA,"4201","2014","06","02","17272","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-12-21 16:29:22-03","MBM","MBM","402220","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Ariati, V.","Ariati, V.; Bonaldi, R.A.; Bonaldi, R.A.","2013",NA,NA,"Brazil","Paraná","Paranaguá","Parque Nacional Saint-Hilaire/Lange","-48.633444","-25.647472","-48.633444","-25.647472",NA,NA,"Herbácea em sub-bosque.; Floresta Ombrófila Densa Submontana.","MBM402220","MBM402220","1171","2013",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-12-21 16:29:22-03","MBM","MBM","405516","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Lozano, E.D.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2016","06","25","Brazil","Paraná","Morretes","Parque Estadual do Pau Oco, trilha para o Salto Fortuna","-48.895778","-25.574056","-48.895778","-25.574056",NA,NA,"Herbácea, 2 m, brácteas vermelhas, flores esverdeadas, interior da mata.; Floresta Ombrófila Densa Submontana.","MBM405516","MBM405516","3371","2016",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-12-21 16:29:22-03","MBM","MBM","407499","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Cordeiro, J.; Barboza, E.","Caxambu, M.G.","2014","03","25","Brazil","Paraná","Guaraqueçaba","Propriedade do Sr. Macuco.","-48.403806","-25.182639","-48.403806","-25.182639","26","26","Erva ereta, semi-ciófila, entouceirada. Brácteas alaranjadas e flores amarelas.; Relevo: plano; Vegetação: Floresta Ombrófila Densa das Terras Baixas.","MBM407499","MBM407499","5122","2016",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-12-21 16:29:22-03","MBM","MBM","16498","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Andersson, L.","Hatschbach, G.","1970","09","23","Brazil","Paraná","Antonina","Rio São João","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM016498","MBM016498","24741",NA,NA,NA,"38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-12-21 16:29:22-03","MBM","MBM","395391","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Barboza, E.","Engels, M.E.; Bonaldi, R.A.; Bonaldi, R.A.","2013","07","11","Brazil","Paraná","Paranaguá","Quintilha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Terrestre. Folhas verdes. Inflorescência com raque e brácteas vermelhas. Flores amarelas acatanhado. Botões amarelos. Frutos imaturos verdes.; No sub-bosque.","MBM395391","MBM395391","1226","2015","02","12","24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-12-21 16:29:22-03","MBM","MBM","118909","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Andersson, L.","Kummrow, R.; Cordeiro, J.; Cordeiro, J.","1987","12","29","Brazil","Paraná","Guaratuba","Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM118909","MBM118909 MBM118909_1","2975",NA,NA,NA,"41937","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-21 16:29:22-03","MBM","MBM","59831","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Andersson, L.","Hatschbach, G.","1977","11","11","Brazil","Paraná","Morretes","Fartura","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM059831","MBM059831","40500",NA,NA,NA,"30514","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-12-21 16:29:22-03","MBM","MBM","74989","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Andersson, L.","Hatschbach, G.","1950","10","01","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM074989","MBM074989","2030",NA,NA,NA,"24916","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-12-21 16:29:22-03","MBM","MBM","415150","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Fernandes, U.G.","Fernandes, U.G.; Ribeiro, W.; Ribeiro, W.","2018","07","01","Brazil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"Erva rizomatosa, folhas grandes, membranáceas, levemente discolores; inflorescência com brácteas vermelhas; flores com corola amarelo-esverdeadas. Ocasional na área.; Coletada em Juquehy, no interior da mata. Solo arenoso-argiloso. Á","MBM415150","MBM415150 MBM415150_1","591","2018",NA,NA,"41977","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-21 16:29:22-03","MBM","MBM","227215","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Ribas, O.S.","Motta, J.T.",NA,NA,NA,"Brazil","Paraná","Antonina","Fazenda Thá","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM227215",NA,"554",NA,NA,NA,"38300","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-21 16:29:22-03","MBM","MBM","160991","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emygdeo de Mello Filho","Hatschbach, G.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","1993","01","08","Brazil","Paraná","Guaratuba","Serra da Prata, encosta ocidental","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM160991","MBM160991 MBM160991_1","58499",NA,NA,NA,"41937","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
