"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"138","2020-04-22 16:26:30-03","UFPB","JPB","55724","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Oliveira, MN; Ferreira, EMS; Miranda, FM; Silva, GS; Silva, TO; ?","2011","11","04","Brasil","Bahia","Itamari","Fazenda Mesquita., Floresta Estacional Semi Decidual","-39.635833","-13.718778","-39.635833","-13.718778",NA,NA,"Erva, Folhas grandes, alternas dísticas, margem inteira. Brácteas vermelhas vistosas.","JPB0055724",NA,"181",NA,NA,NA,NA,NA,"Angiosperma","Monocotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-04 13:19:19-03","UDESC","LUSC","3991","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Schmtz, L.","Gheller, A.","2009","09","13","Brasil","Santa Catarina","Fraiburgo",NA,"-50.9213981628418","-27.0261001586914",NA,NA,NA,NA,NA,"LUSC004547","LUSC004547",NA,NA,NA,NA,"24284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-08 08:52:27-03","FURB","FURB","12839","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Beckhauser, T.A.; Piaz, G.K.","2006","05","31","Brasil","Santa Catarina","Blumenau","A.D. Hering, Velha.","-49.1163889","-26.9036111","-49.1163889","-26.9036111",NA,NA,NA,"FURB26223","FURB26223 FURB26223_1 FURB26223_2","29","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-08 08:52:27-03","FURB","FURB","12890","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Beckhauser, T.A.","2006","09","01","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38",NA,"FURB26201","FURB26201 FURB26201_1 FURB26201_2 FURB26201_3","78","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:01:54-03","FURB","FURB","13363","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Verdi, M.; Gasper, A.L. de","2009","05","22","Brasil","Santa Catarina","Orleans","Rio Hipólito - Parque Nacional de São Joaquim.","-49.4994444","-28.2602778","-49.4994444","-28.2602778","646","646","Florística IFFSC 117(Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: herbácea;","FURB26212","FURB26212 FURB26212_1","2174","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:01:54-03","FURB","FURB","14123","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Alvarenga Braga, JM","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","09","14","Brasil","Santa Catarina","Navegantes","Leiteiro.","-48.7786111","-26.8225","-48.7786111","-26.8225000","178","178","Florística IFFSC 753 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; mata ciliar Habito: erva terrícola;","FURB26217","FURB26217","850","2010","05","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:01:54-03","FURB","FURB","14358","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga, JMA","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2008","09","24","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.86","-29.07","-49.8600000","-29.0700000","80","80","Florística IFFSC 10 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: herbácea; flor vermelha","FURB26225","FURB26225","2696","2010","05","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:01:54-03","FURB","FURB","15335","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Rigon-Junior, MJ","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","10","20","Brasil","Santa Catarina","Morro Grande","Rio Morto.","-49.68","-28.7997222","-49.6800000","-28.7997222","60","60","Florística IFFSC 30 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola; flor amarela","FURB26230","FURB26230","2885","2010","08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:01:54-03","FURB","FURB","15378","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Rigon-Junior, MJ","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","15","Brasil","Santa Catarina","Gaspar","Gasparinho - aos fundos da capela Santo Antonio.","-48.9602778","-26.9994444","-48.9602778","-26.9994444","92","92","Florística IFFSC 638 (Erva Terrícola), em local úmido Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no interior do fragmento Habito: erva terrícola;","FURB26231","FURB26231","1047","2010","08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:01:54-03","FURB","FURB","18471","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","Florística IFFSC 51 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor amarela","FURB26207","FURB26207","3303","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:01:54-03","FURB","FURB","15481","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","28","Brasil","Santa Catarina","Guabiruba","Aymoré.","-49.0494444","-27.09","-49.0494444","-27.0900000","256","256","Florística IFFSC 579 (Erva Terrícola) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; comum no interior do fragmento Habito: erva terrícola; flor vermelha e amarela","FURB26213","FURB26213 FURB26213_1","1084","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:01:54-03","FURB","FURB","16133","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","05","Brasil","Santa Catarina","Botuverá","Lageado Alto - Recanto Feliz.","-49.14","-27.18","-49.1400000","-27.1800000","307","307","Florística IFFSC 519 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; encosta de beira de rio Habito: herbácea;","FURB26192","FURB26192","1151","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:01:54-03","FURB","FURB","16141","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2009","10","17","Brasil","Santa Catarina","Joinville","Piraberaba - Rio da Prata.","-48.96","-26.19","-48.9600000","-26.1900000","15","15","Florística IFFSC 1049 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: herbácea; flor amarelo-esverdeada","FURB26199","FURB26199 FURB26199_1","1186","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:01:54-03","FURB","FURB","16328","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","2009","11","04","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB26202","FURB26202","403","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 10:01:54-03","FURB","FURB","16402","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Florística IFFSC 47","FURB26208","FURB26208","2955","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:01:54-03","FURB","FURB","16459","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2009","11","17","Brasil","Santa Catarina","Joinville","Pirai.","-48.9619444","-26.28","-48.9619444","-26.2800000","85","85","Regeneração IFFSC 1027 /O/41 Florística IFFSC 1027 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum na subunidade O Habito: erva terrícola; flor sépala vermelha, pétala verde-amarelado","FURB26211","FURB26211","1266","2009","12","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 10:01:54-03","FURB","FURB","16495","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Korte, A.; Kniess, A.","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola; flor amarela","FURB26240","FURB26240 FURB26240_1","835","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:01:54-03","FURB","FURB","16749","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","07","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.5886111","-28.7080556","-49.5886111","-28.7080556","124","124","Florística IFFSC 39 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; flor amarela","FURB26210","FURB26210","3095","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 10:01:54-03","FURB","FURB","16884","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","311","311","Florística IFFSC 37 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola;","FURB26204","FURB26204","3138","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:01:54-03","FURB","FURB","17675","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2009","12","15","Brasil","Santa Catarina","Joinville","Serra Dona Francisca - SC-301.","-49.0477777","-26.1925","-49.0477777","-26.1925000","27","27","Florística IFFSC 1048 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor escapo floral vermelho","FURB26214","FURB26214 FURB26214_1","1541","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:01:54-03","FURB","FURB","17774","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2009","09","16","Brasil","Santa Catarina","Garuva","Fazenda ComFloresta.","-48.9313889","-25.9988889","-48.9313889","-25.9988889",NA,NA,"Coleta Extra IFFSC (Erva Terrícola) Habitat: Floresta Ombrófila Densa; beira da estrada, comum na margem do rio Habito: erva terrícola; flor vermelha","FURB26205","FURB26205","1071","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:01:54-03","FURB","FURB","18047","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Alvarenga Braga, JM","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","26","Brasil","Santa Catarina","Canelinha","Moura.","-48.8711111","-27.1819445","-48.8711111","-27.1819445","260","260","Florística IFFSC 522 (Erva Terrícola) Comum no local Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor amarela","FURB26193","FURB26193","1369","2010","05","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:01:54-03","FURB","FURB","18233","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2009","12","08","Brasil","Santa Catarina","Corupá","Rio Mandioca.","-49.3202778","-26.3705556","-49.3202778","-26.3705556","368","368","Florística IFFSC 992 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no interior do fragmento Habito: erva terrícola; flor escapo floral vermelho","FURB26187","FURB26187 FURB26187_1","1490","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:01:54-03","FURB","FURB","18341","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Florística IFFSC e142a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: terrícola;","FURB26239","FURB26239","826","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:01:54-03","FURB","FURB","18435","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","12","14","Brasil","Santa Catarina","São João Batista","Canudos.","-48.8675","-27.3597222","-48.8675000","-27.3597222","231","231","Florística IFFSC 428 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: flor brácteas vermelhas e flores amarelas","FURB26237","FURB26237","1445","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:01:54-03","FURB","FURB","19029","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","11","06","Brasil","Santa Catarina","Vitor Meireles","Pratinha.","-49.8591667","-26.7294445","-49.8591667","-26.7294445","590","590","Florística IFFSC e798a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor amarela, brácteas vermelha","FURB26186","FURB26186","593","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:01:54-03","FURB","FURB","19478","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Florística IFFSC e466a (Erva Terrícola). Comum no fragmento. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: herbácea; flor vermelha","FURB26195","FURB26195","257","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:01:54-03","FURB","FURB","19623","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","11","19","Brasil","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Florística IFFSC e47a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no interior do fragmento Habito: erva terrícola; flor amarela e brácteas vermelhas","FURB26200","FURB26200","615","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:01:54-03","FURB","FURB","19644","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga, JMA","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","02","19","Brasil","Santa Catarina","Lauro Muller","Rio Oratório/Cabo Aereo.","-49.4997222","-28.35","-49.4997222","-28.3500000","449","449","Florística IFFSC 95 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: herbácea; Fruto roxo;","FURB26226","FURB26226","3681","2010","05","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:01:54-03","FURB","FURB","19914","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2010","02","01","Brasil","Santa Catarina","Jaraguá do Sul","Ano Bom / Braço Esquerdo.","-49.1397222","-26.3680556","-49.1397222","-26.3680556","205","205","Regeneração IFFSC 994 /L/1 Florística IFFSC 994 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no interior do fragmento Habito: erva terrícola; Fruto verde; flor sépalas vermelhas","FURB26184","FURB26184","1710","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:01:54-03","FURB","FURB","19935","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","05","Brasil","Santa Catarina","Antônio Carlos","Santa Maria.","-48.8702778","-27.5394444","-48.8702778","-27.5394444","220","220","Florística IFFSC 350 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: erva terrícola;","FURB01898","FURB01898","1689","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 10:01:54-03","FURB","FURB","21107","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","555","555","Florística IFFSC 74 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola; flor amarela","FURB26209","FURB26209","3520","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 10:01:54-03","FURB","FURB","21267","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Florística IFFSC e226a (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: herbácea;","FURB26215","FURB26215","1229","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-10-14 10:01:54-03","FURB","FURB","21346","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2010","01","26","Brasil","Santa Catarina","Jaraguá do Sul","Garibaldi.","-49.1758334","-26.5522222","-49.1758334","-26.5522222","180","180","Florística IFFSC 907 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; flor escapo floral vermelho","FURB26238","FURB26238","1617","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 10:01:54-03","FURB","FURB","21693","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","2010","02","20","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.0516667","-26.4622222","-49.0516667","-26.4622222","219","219","Florística IFFSC 955 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: herbácea; flor escapo floral vermelho","FURB26185","FURB26185","1762","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 10:01:54-03","FURB","FURB","21795","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.87","-27.63","-48.8700000","-27.6300000","413","413","Florística IFFSC 316 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola; flor bráctea vermelha","FURB26188","FURB26188","1881","2010","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
