"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","eventTime","infraspecificEpithet"
"2065","2020-06-15 15:30:53-03","UNESP-RC","HRCB","3327","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Moraes, P.L.R. de","Beltrati, C.M.","25","1983","08","03","Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,"Árvore até 6m. DAP=15cm. Flores creme.",NA,NA,"1994","09","23",NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2066","2020-06-15 15:30:53-03","UNESP-RC","HRCB","33390","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"Udulutsch, R.G.","58","2000","10","04","Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,"Árvore; flores brancas muito perfumadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2067","2020-06-15 15:30:53-03","UNESP-RC","HRCB","3548","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Moraes, P.L.R. de","Furlan, A.","48","1983","10","26","Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,"Árvore até 10m. DAP=20cm. Botões florais creme - fruto verde.",NA,NA,"1994","09","23",NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2068","2020-06-15 15:30:53-03","UNESP-RC","HRCB","3555","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Baitello, J.B.","Furlan",NA,NA,NA,NA,"Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2069","2020-06-15 15:30:53-03","UNESP-RC","HRCB","3781","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Moraes, P.L.R. de","Beltrati, C.M.","53","1983","12","07","Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,"Árvore até 12m. DAP=40cm.",NA,NA,"1994","09","23",NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2070","2020-06-15 15:30:53-03","UNESP-RC","HRCB","4060","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Moraes, P.","Cesar, O.","136","1984","02","03","Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,"Árvore. Flores creme.",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2071","2020-06-15 15:30:53-03","UNESP-RC","HRCB","4645","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Moraes, P.L.R. de","Turma Biologia","s/nº","1984","08","15","Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,"Árvore até 10m. Flores amareladas.",NA,NA,"1994","09","23",NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2072","2020-06-15 15:30:53-03","UNESP-RC","HRCB","51221","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Prata, E.M.B.","Prata, E.M.B.","s/nº","2004","09","21","Brasil","São Paulo","Rio Claro","Região de confluência do Córrego Bandeirantes no Ribeirão Claro, fundo do campus da UNESP","-47.560001373291","-22.4099998474121",NA,NA,"Árvore com 15m de altura, flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"2073","2020-06-15 15:30:53-03","UNESP-RC","HRCB","19048","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Baitello, J.B.","Tamashiro",NA,NA,NA,NA,"Brasil","São Paulo","Tanabi","Fazenda N. S. Aparecida","-49.6399993896484","-20.6200008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33016","auto",NA,NA,NA,NA,NA,NA,NA
"2074","2020-06-15 15:30:53-03","UNESP-RC","HRCB","19337","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Baitello, J.B.","Aguiar",NA,NA,NA,NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"<ll>dwc_commonname:</ll> Canelinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"2075","2020-06-15 15:30:53-03","UNESP-RC","HRCB","13078","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Baitello, J.B.","Schlittler, F.H.M.","s/nº","1985","09","11","Brasil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,NA,"1996","11","19",NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"2076","2020-06-15 15:31:00-03","UNESP-RC","HRCB","46974","PreservedSpecimen","Plantae","Lauraceae","Oreodaphne","tweediei","Oreodaphne tweediei","Meisn.","Pivetta, J.","Fr. Daniel","s/nº","1954","08","22","Brasil","Rio Grande do Sul","Vale Veneto",NA,NA,NA,NA,NA,"Árvore, flor branca-amarelada. <ll>dwc_commonname:</ll> canela guaiá",NA,NA,NA,NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077","2017-11-24 14:11:07-02","UFLA","ESAL","14634","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Ary T. O.Filho","Carvalho, DA; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Conquista","Mata dos Dourados","-47.5416984558105","-19.9372005462646",NA,NA,"árvore; 8,0; branca;; floresta",NA,NA,NA,NA,NA,"5","5",NA,NA,NA,NA,NA,"30156","auto",NA,NA,NA,NA,NA,NA,NA
"2078","2019-03-22 17:32:56-03","UFLA","ESAL","30517","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Bernacci, LC","Haber, L; Benedito, JF","s.n.","2008","04","09","Brasil","São Paulo","Campinas","IAC Faz. Santa Elisa, Regeneração de mata em direção ao cerrado, ao fundo do Monjolinho","-47.060001373291","-22.8999996185303",NA,NA,"IAC 50392; Árvore, ca. 8m, em floração",NA,NA,"2008","04","09","620","620",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"2079","2017-11-24 14:11:07-02","UFLA","ESAL","12690","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Ary T. O.Filho","Carvalho, DA; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Macaia","-44.7580986022949","-21.0331001281738",NA,NA,"árvore; 10,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA
"2080","2017-11-24 14:11:07-02","UFLA","ESAL","12212","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,"árvore; 8,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081","2017-11-24 14:11:07-02","UFLA","ESAL","12638","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,"árvore; 5,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082","2017-11-24 14:11:07-02","UFLA","ESAL","14407","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","L.Cézanne","Renilton J. de Mendonça","s.n.",NA,NA,NA,"Brasil","Goiás","Porongatu","Fazenda Nova Jerusalem",NA,NA,NA,NA,"árvore; 5,0; amarela;; cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083","2017-11-24 14:11:08-02","UFLA","ESAL","24233","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Alves, FM","Faxina, C","195","2009","10","24","Brasil","Mato Grosso do Sul","Naviraí","Corrego Tarumã","-54.169722","-23.12","-54.169722","-23.12","Doação CGMS; Árvore 8m; Fruto verde.; Mata ciliar",NA,NA,"2010","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084","2017-11-24 14:11:08-02","UFLA","ESAL","24251","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Domingos, DQ","Silva, SM da; et al.","9","2005","08","31","Brasil","Mato Grosso do Sul","Dourados","Horto Florestal","-54.783333","-22.25","-54.783333","-22.25","Doação DDMS",NA,NA,"2016","10",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085","2017-11-24 14:11:08-02","UFLA","ESAL","24209","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Alves, FM","Alves, FM","40","2005","08","20","Brasil","Mato Grosso do Sul","Campo Grande","Reserva Guariroba","-54.6464004516602","-20.4428005218506",NA,NA,"Doação CGMS; Árvore 7m; Mata ciliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"2086","2017-11-24 14:11:08-02","UFLA","ESAL","24249","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Domingos, DQ","Sciamarelli, A; et al.","901","2001","08","03","Brasil","Mato Grosso do Sul","Carapó","Fazenda Rancho Verde","-54.8222007751465","-22.6341991424561",NA,NA,"Doação DDMS; Árvore 10m; flores brancas.",NA,NA,"2016","10",NA,NA,NA,NA,NA,NA,NA,NA,"38411","auto",NA,NA,NA,NA,NA,NA,NA
"2087","2017-11-24 14:11:08-02","UFLA","ESAL","24248","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Domingos, DQ","Pereira, ZV; et al.","745","1999","07","20","Brasil","Mato Grosso do Sul","Dourados","Fazenda Paradouro","-54.8055992126465","-22.2210998535156",NA,NA,"Doação DDMS; Árvore 7m; flores brancas.",NA,NA,"2016","10",NA,NA,NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"2088","2017-11-24 14:11:08-02","UFLA","ESAL","24252","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"Sangalli, A; et al.","18","1999","09","11","Brasil","Mato Grosso do Sul","Dourados","Mata do Azulão","-54.8055992126465","-22.2210998535156",NA,NA,"Doação DDMS; Àrvore 3m; Frutos pequenas drupas, dispostas em cacho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"2089","2017-11-24 14:11:07-02","UFLA","ESAL","16808","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"Botrel, RT","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ingaí",NA,"-44.9171981811523","-21.4011001586914",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA
"2090","2017-11-24 14:11:07-02","UFLA","ESAL","13081","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Ary T. O.Filho","Oliveira Filho, AT","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Itutinga","Camargos","-44.6577987670898","-21.2980995178223",NA,NA,"; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA
"2091","2017-11-24 14:11:07-02","UFLA","ESAL","20507","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Marcos Sobral","Silva, AC da","s.n.",NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista",NA,"-45.7541999816895","-22.159200668335",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA
"2092","2017-11-24 14:11:07-02","UFLA","ESAL","20506","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Marcos Sobral","Silva, AC da","s.n.",NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista",NA,"-45.7541999816895","-22.159200668335",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA
"2093","2017-11-24 14:11:07-02","UFLA","ESAL","17553","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","L.Cézanne","?","s.n.",NA,NA,NA,"Brasil","São Paulo","Buritizal","Fazenda Pedra Branca","-47.7000007629395","-20.1900005340576",NA,NA,"árvore; 12m; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15008","auto",NA,NA,NA,NA,NA,NA,NA
"2094","2017-11-24 14:11:07-02","UFLA","ESAL","16803","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Ary. T. O.Filho","Botrel, RT","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ingaí",NA,"-44.9171981811523","-21.4011001586914",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA
"2095","2017-11-24 14:11:07-02","UFLA","ESAL","16529","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"Rodrigues, LA; et al.","340",NA,NA,NA,"Brasil","Minas Gerais","Luminárias","Mata do Galego","-44.9033012390137","-21.511100769043",NA,NA,"árvore; 8.5m; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19291","auto",NA,NA,NA,NA,NA,NA,NA
"2096","2017-11-24 14:11:07-02","UFLA","ESAL","20937","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez",NA,"Loures, L","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Fino",NA,"-46.3689002990723","-22.2831001281738",NA,NA,"árvore; 6, m; ; roxo",NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"19042","auto",NA,NA,NA,NA,NA,NA,NA
"2097","2017-11-24 14:11:07-02","UFLA","ESAL","17116","S","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","Oliveira Filho, T","Carvalho, WAC","70",NA,NA,NA,"Brasil","Minas Gerais","Piedade do Rio Grande",NA,"-44.1960983276367","-21.468599319458",NA,NA,"árvore; 10m; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15268","auto",NA,NA,NA,NA,NA,NA,NA
"2098","2020-06-25 16:06:18-03","FUVATES","HVAT","1997","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","P. Moraes","E. Mundeleski","s.n.","2006","09","01","Brasil","Rio Grande do Sul","Vespasiano Correa",NA,"-51.859167","-29.0675","-51º51'33''W","-29º4'3''S",NA,"HVAT00001997",NA,"2014","08","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099","2019-11-07 11:44:36-03","FUVATES","HVAT","647","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","A. Muller","s.n.","2010","09","18","Brasil","Rio Grande do Sul","Teutônia",NA,"-51.806111","-29.448056","-51º48'22''W","-29º26'53''S","Em mata virgem.","HVAT00000647",NA,"2010","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100","2020-05-14 15:50:14-03","FUVATES","HVAT","5819","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","T. Azeredo",NA,"2019","09","05","Brasil","Rio Grande do Sul","Forquetinha","Bauereck. Mata ciliar.","-52.146944","-29.354167","52º8'49''W","29º21'15''S","Arbórea","HVAT00005819",NA,"2019","09","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101","2020-06-25 16:06:18-03","FUVATES","HVAT","4473","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","C. Rebelo","C. Rebelo","33","2000","09","11","Brasil","Santa Catarina","Joinville","Rodovia SC 301.","-48.845556","-26.304444","-48º50'44''W","-26º18'16''S","Doação do Herbário UNIVILLE, registro UNIVILLE 6075 - JOINVILLEA","HVAT00004473",NA,"2000","09","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102","2019-11-07 11:44:36-03","FUVATES","HVAT","370","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","M. Teixeira","s.n.","2012","10","04","Brasil","Rio Grande do Sul","Muçum","Linha Caravágio, nas margens do Rio Taquari.","-51.841944","-29.316944","-51º50'31''W","-29º19'1''S","Arbórea; Mata ciliar do Rio Taquari","HVAT00000370",NA,"2012","10","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103","2020-06-25 16:06:18-03","FUVATES","HVAT","3168","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","M. Grins","M. Grins","1364","2007","11","15","Brasil","Rio Grande do Sul","Piratini","Projeto de Assentamento Passo dos Dorneles.","-53.104167","-31.448056","-53º6'15''W","-31º26'53''S","Duplicata de registro ICN 169341; Árvore alta com flores amarelas; Em floresta de galeria","HVAT00003168",NA,"2007","11","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104","2020-06-25 16:06:18-03","FUVATES","HVAT","1807","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","C. M. Zerwes","C. M. Zerwes","30","2012","08","18","Brasil","Rio Grande do Sul","Imigrante","Linha Ernesto Alves.","-51.833333","-29.352778","-51º49'60''W","-29º21'10''S","árvore","HVAT00001807",NA,"2012","09","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105","2019-11-07 11:44:36-03","FUVATES","HVAT","5263","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","M. H. Kronhardt","s.n.","2017","09","02","Brasil","Rio Grande do Sul","Santa Clara do Sul","picada Santa Clara.","-52.116667","-29.463611","-52º6'60''W","-29º27'49''S","Arbórea; Borda de fragmento.","HVAT00005263",NA,"2017","09","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106","2020-06-25 16:06:18-03","FUVATES","HVAT","4685","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","M. Grings","M. Grings","1894","2016","10","15","Brasil","Rio Grande do Sul","Nova Petrópolis","Linha Brasil, Trilha Ecoviv, fundos Escola Bom Pastor.","-51.023611","-29.342222","-51º1'25''W","-29º20'32''S","Arbórea.; Borda de fragmento de mata.","HVAT00004685",NA,"2016","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107","2019-11-07 11:44:36-03","FUVATES","HVAT","4017","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","C. Brackmann","C. Brackmann","s.n.","2012","04","02","Brasil","Rio Grande do Sul","Teutônia","Pontes Filho.","-51.706944","-29.454167","-51º42'25''W","-29º27'15''S","planta arbórea; mata ciliar","HVAT00004017",NA,"2012","07","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108","2019-11-07 11:44:36-03","FUVATES","HVAT","4101","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","M. Dameda","s.n.","2012","09","04","Brasil","Rio Grande do Sul","Estrela","Linha São José - Costão, na margem do Rio Taquari.","-51.923056","-29.437222","-51º55'23''W","-29º26'14''S","arvoreta; Mata Ciliar, Rio Taquari","HVAT00004101",NA,"2012","09","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109","2019-11-07 11:44:36-03","FUVATES","HVAT","1556","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","L.R.M. Baptista","L.R.M. Baptista","s.n.","1984","09","30","Brasil","Rio Grande do Sul","Esmeralda",NA,"-51.190278","-28.053611","-51º11'25''W","-28º3'13''S","Árvore com nós. -Doação do Herbário ICN, registro ICN 62676.","HVAT00001556",NA,"1984","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110","2019-11-07 11:44:36-03","FUVATES","HVAT","4076","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","L. Scherer","s.n.","2012","08","27","Brasil","Rio Grande do Sul","Roca Sales","Propriedade de Ivan Grande.","-51.822222","-29.245278","-51º49'20''W","-29º14'43''S",NA,"HVAT00004076",NA,"2012","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111","2020-05-14 15:50:14-03","FUVATES","HVAT","5830","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","L.J. de Vargas","L.J. de Vargas",NA,"2019","08","19","Brasil","Rio Grande do Sul","Forquetinha","Zona Urbana. Mata ciliar do arroio Forquetinha.","-52.096944","-29.376111","52º5'49''W","29º22'34''S","Arbórea","HVAT00005830",NA,"2019","08","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112","2020-10-20 15:00:15-03","FUVATES","HVAT","4145","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","A. M. Pavan","s.n.","2012","12","12","Brasil","Rio Grande do Sul","Cruzeiro do Sul","Bairro Glucostark, na margem do Rio Taquari.","-51.977778","-29.531389","51º58'40''W","29º31'53''S","espécie arbórea; mata ciliar do Rio Taquari","HVAT00004145",NA,"2012","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","2019-11-07 11:44:36-03","FUVATES","HVAT","1136","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","P. Moraes","G. L. Ely Jr","s.n.","2013","09","06","Brasil","Rio Grande do Sul","Roca Sales","Linha Bento Gonçalves.","-51.88","-29.215","-51º52'48''W","-29º12'54''S","Arbórea.; Mata ciliar do Rio Taquari.","HVAT00001136",NA,"2014","08","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","2019-11-07 11:44:36-03","FUVATES","HVAT","496","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Markus","E. Markus","s.n.","2014","08","09","Brasil","Rio Grande do Sul","Estrela","Propriedade leiteira.","-51.906111","-29.481944","-51º54'22''W","-29º28'55''S","Árvore.; Próximo a curso d#?#água. Floresta Estacional Decidual.","HVAT00000496",NA,"2014","08","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115","2019-11-07 11:44:36-03","FUVATES","HVAT","3835","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","C. M. Zerwes","C. M. Zerwes","s.n.","2014","09","15","Brasil","Rio Grande do Sul","Imigrante","Localidade: Wielsmann.","-51.771944","-29.331944","-51º46'19''W","-29º19'55''S","Arbórea, flores brancas.; Borda de mata em estagio médio de regeneração.","HVAT00003835",NA,"2014","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116","2020-06-25 16:06:18-03","FUVATES","HVAT","4404","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Freitas","E. Freitas","832","2011","12","15","Brasil","Rio Grande do Sul","Mato Leitão","Santo Antônio.","-52.128611","-29.524444","-52º7'43''W","-29º31'28''S",NA,"HVAT00004404",NA,"2011","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117","2019-11-07 11:44:36-03","FUVATES","HVAT","1218","PreservedSpecimen","Plantae","Lauraceae","Nectandra","megapotamica","Nectandra megapotamica","(Spreng.) Mez","E. Musskopf; E. Freitas","E. Musskopf","s.n.","2003","09","24","Brasil","Rio Grande do Sul","Estrela",NA,"-51.966389","-29.501944","-51º57'59''W","-29º30'7''S",NA,"HVAT00001218",NA,"2004","03","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
