"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"105","2021-02-11 17:18:06-03","UFPR","UPCB","19215","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Cervi, A.C.",NA,"1988","03","21",NA,"Brasil","Paraná","Balsa Nova","BR 376, São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Erva prostrada, inflorescências alvas. Campo..",NA,NA,NA,NA,NA,NA,"27346","auto","2000","08","31",NA,NA,NA,NA,NA
"106","2021-02-11 17:18:06-03","UFPR","UPCB","11951","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Cure, J.R.",NA,"1981","02","16",NA,"Brasil","Paraná","Curitiba","Parque da Cidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto","2000","08","31",NA,NA,NA,NA,NA
"107","2021-02-11 17:18:06-03","UFPR","UPCB","37706","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Goldenberg, R.","488","1999","03","12",NA,"Brasil","Paraná","Campo Largo","Serra de São Luiz do Purunã, próximo ao Cristo Redentor","-49.5283012390137","-25.4585990905762",NA,"Trepadeira com capítulos brancos. Vegetação sobre afloramento rochoso..",NA,NA,NA,NA,NA,NA,"53742","auto","2000","08","31",NA,NA,NA,NA,NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","1807121","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","H. Robinson","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11101A","1976","3","10","South America","Brazil","Santa Catarina",NA,"5 km S of Ponte Alta along Highway BR-116 to Lajes. Open treeless grassland on low, rolling hills.",NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1152",NA
"109","2009-08-21 06:32:00-03","MO","MOBOT","2457312","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Barroso, G. M.","Balduino Rambo","Rambo 51433","1951","12","26","South America","Brazil","Mato Grosso do Sul",NA,"Passo do Socorro, p. de Vacaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2016-11-15 05:15:00-02","MO","MOBOT","2457327","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M. R., 12-12-","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 40784","1987","1","12","South America","Brazil","Paraná",NA,"Vila Velha, alrededores del camping","-50.16","-25.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","3351740","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Harold Robinson","Ronaldo Wasum","Wasum 18961","2002",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Mun. Sao Francisco de Paula.",NA,NA,NA,NA,NA,NA,"830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2016-11-15 05:15:00-02","MO","MOBOT","2457535","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","kleiniana","Mikania kleiniana","Cabrera","Cristóbal, C. L., //","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44686","1994","1","29","South America","Brazil","Rio Grande do Sul",NA,"12 km. E de Canela, camino a Sao Francisco de Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-08-31 08:53:03-03","INPA","INPA","126786","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, WC","Hatschbach, GG","43636","1981","02","21","Southern America","Brasil","Paraná","Balsa Nova","Rio das Pombas a 1 km L. Campo limpo.","-49.6356010437012","-25.5839004516602",NA,NA,"INPA0126786","INPA0126786 INPA0126786_e",NA,NA,NA,NA,"27346","auto","1981",NA,NA,NA,NA,NA,NA,NA
"114","2020-08-31 08:53:03-03","INPA","INPA","203682","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Robinson, HE","Ribas, OS","798","1995","03","16","Southern America","Brasil","Paraná","Curitiba","Vila Macedo.","-49.2731018066406","-25.4277992248535",NA,NA,"INPA0203682","INPA0203682 INPA0203682_e",NA,NA,NA,NA,"25180","auto","1998",NA,NA,NA,NA,NA,NA,NA
"115","2019-05-23 11:07:53-03","UFLA","ESAL","30799","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Mansanares, ME","Mansanares, ME; Van den Berg, E; Andrade, EA; Mendes, CN; Domingos, DQ","1270","2010","05","01",NA,"Brasil","Minas Gerais","Itumirim","Ponto 8","-44.8711013793945","-21.3169002532959",NA,"Flores do capítulo creme.",NA,NA,NA,NA,NA,NA,"16596","auto","2012","12","20",NA,NA,NA,NA,NA
"116","2019-05-23 11:07:53-03","UFLA","ESAL","14068","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Martins, CPV","Lourenço, RA","261",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"erva; 0.50; ;",NA,NA,NA,NA,NA,NA,NA,NA,"2017","02",NA,"-44.999444","-21.245278",NA,NA,NA
"117","2019-05-23 11:07:53-03","UFLA","ESAL","30797","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Mansanares, ME","Mansanares, ME; Coelho, FF; Van den Berg, E; Ferreira, GRD; Domingos, DQ","1570","2010","05","21",NA,"Brasil","Minas Gerais","Carrancas","Ponto 19","-44.586139","-21.60375",NA,"Erva prostrada. Flores creme, anteras castanhas, invólucro verde. Afloramento em campo graminoso.",NA,NA,NA,NA,NA,NA,NA,NA,"2012","12","20","-44.586139","-21.60375",NA,NA,NA
"118","2019-05-23 11:07:53-03","UFLA","ESAL","30798","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Mansanares, ME","Mansanares, ME; Van den Berg, E; Domingos, DQ; Meireles, EP","2328","2011","05","10",NA,"Brasil","Minas Gerais","Carrancas","Chapada do Abanador","-44.568472","-21.595444",NA,"Erva prostrada. Flores creme, anteras castanhas, invólucro verde.",NA,NA,NA,NA,NA,NA,NA,NA,"2012","12","20","-44.568472","-21.595444",NA,NA,NA
"119","2019-05-23 11:07:53-03","UFLA","ESAL","30800","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Mansanares, ME","Mansanares, ME; Van den Berg, E; Andrade, EA; Mendes, CN; Domingos, DQ","1198","2010","05","01",NA,"Brasil","Minas Gerais","Carrancas","Ponto 9 - Afloramento acima do camping","-44.58425","-21.606694",NA,"Planta prostrada. Brácteas verdes, corola branca, estames vináceos.",NA,NA,NA,NA,NA,NA,NA,NA,"2012","12","20","-44.58425","-21.606694",NA,NA,NA
"120","2019-05-23 11:07:53-03","UFLA","ESAL","25237","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Martins, CPV","Lacerda L.; Siviero F.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mindurí","Chapada do Abanador","-44.6039009094238","-21.6819000244141",NA,"erva; ; amarelada;",NA,NA,NA,NA,NA,NA,"15713","auto","2017","02","02",NA,NA,NA,NA,NA
"121","2021-01-26 14:12:24-03","CPACT","ECT","5827","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","G.Heiden","G.Heiden; J.R.V.Iganci | S.Bernardson | H.Nomoto","2313","2015","02","07",NA,"Brasil","Santa Catarina","Lajes","Estrada para Coxilha Rica. Campo de altitude subtropical (campos de cima da serra), campo sujo.","-50.3075","-27.856944",NA,NA,"ECT0005827","ECT0005827","968","968",NA,NA,NA,NA,"2015","02","07","50º18'27''W","27º51'25''S",NA,NA,NA
"122","2021-01-26 14:12:24-03","CPACT","ECT","3445","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","M.R.Ritter","M.R.Ritter","1282","2001","01","20",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","a 5,5 km de Silveira para São Joaquim passando Lageadinho. Em cima de barranco na beira de estrada. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-50.065278","-28.748611",NA,NA,"ECT0003445","ECT0003445","1180","1180",NA,NA,NA,NA,"2001","01","20","50º3'55''W","28º44'55''S",NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","3411371","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"O. S. Ribas & J. Da Cruz","798","1995","3","16","South America","Brazil","Paraná",NA,"Vila Macedo (mun Curitiba)",NA,NA,NA,NA,"US01673267","US01673267_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"124","2020-09-12 05:00:02-03","US","US","3452263","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"J. A. Lombardi","4516","2002","2","19","South America","Brazil",NA,NA,"São Gonçalo do Rio Preto-MG. Parque Estadual do Rio Preto, trilha do alojamento até o Córrego das Éguas","-43.354","-18.125",NA,NA,"US01673261","US01673261_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"125","2020-09-12 05:00:02-03","US","US","2645286","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"L. Smith & R. M. Klein","11418","1957","2","18","South America","Brazil","Santa Catarina",NA,"Mun. Joaçaba: Campo, and bog, campos of Palmas, 62 km west of Caçador",NA,NA,NA,NA,"US01673262","US01673262_01","1000","1200","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"126","2020-09-12 05:00:02-03","US","US","3406224","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"S. Diesel","2499","2001","3","17","South America","Brazil","Rio Grande do Sul",NA,"São Francisco de Paula /RS - BR",NA,NA,NA,NA,"US01673264","US01673264_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"127","2020-09-12 05:00:02-03","US","US","1234474","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"P. K. Dusén","13842","1912","2","19","South America","Brazil","Paraná",NA,"Curityba, in campo",NA,NA,NA,NA,"US01673269","US01673269_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"128","2020-09-12 05:00:02-03","US","US","2557804","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Reitz & Klein, --","17440","1965","12","12","South America","Brazil","Paraná",NA,"Serra de São Luiz, Balsa Nova, Paraná, Campo",NA,NA,NA,NA,"US01673265","US01673265_01","1100",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"129","2020-09-12 05:00:02-03","US","US","2985442","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"R. Kummrow","1506","1981","3","18","South America","Brazil","Paraná",NA,"Serra do Puruña (Balsa Nova)",NA,NA,NA,NA,"US01673258","US01673258_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"130","2020-09-12 05:00:02-03","US","US","2779272","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"G. Davidse, T. P. Ramamoorthy & D. Vital","11101A","1976","3","10","South America","Brazil","Santa Catarina",NA,"5 km S of Ponte Alta along Highway BR-116 to Lajes",NA,NA,NA,NA,"US01673263","US01673263_01","900",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"131","2020-09-12 05:00:02-03","US","US","2645297","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"L. Smith & R. M. Klein","12214","1957","3","16","South America","Brazil","Santa Catarina",NA,"Mun. lajes: Campo, Morro Pinheiro Seco, 3 km east of Lajes",NA,NA,NA,NA,"US01673260","US01673260_01","900","950","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"132","2020-09-12 05:00:02-03","US","US","2269594","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"L. Smith & R. M. Klein","11234","1957","2","11","South America","Brazil","Santa Catarina",NA,"Mun. Lajes: campo, 2 km east of Indios",NA,NA,NA,NA,"US01673268","US01673268_01","800","900","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"133","2020-09-12 05:00:02-03","US","US","1401475","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"A. F. Regnell","III 716","1866","2","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,"As annotated [unsigned, undated; unknown script], Type number of M. decumbens Malme but date of collection different","US01117533","US01117533_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Possible type"
"134","2020-09-12 05:00:02-03","US","US","3491951","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"R. Romero, J. N. Nakajima & F. Guilherme","865","1994","4","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Morro próximo a sede administrativa, Parna Serra da Canastra, São Roque de Minas",NA,NA,NA,NA,"US01673266","US01673266_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"135","2020-09-12 05:00:02-03","US","US","3671885","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"G. Hatschbach, E. L. Barbosa & E. F. Costa","76069","2005","3","11","South America","Brazil","Rio Grande do Sul",NA,"Santo Inácio (Mun. Bom Jesus)",NA,NA,NA,NA,"US01673257","US01673257_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"136","2020-09-12 05:00:02-03","US","US","3128496","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"R. Kummrow, A. P. Chautems & J. Cordeiro","3128","1989","3","10","South America","Brazil","Paraná",NA,"Serra do Purunâ (mun. Balsa Nova)",NA,NA,NA,NA,"US01673259","US01673259_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"137","2020-09-12 05:00:02-03","US","US","2251086","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","kleiniana","Mikania kleiniana","Cabrera",NA,"L. Smith & R. M. Klein","11878","1957","2","26","South America","Brazil","Santa Catarina",NA,"14-15 km campo R Irani, Mun Joaçaba: Campo, 3-15 km east of Ponte Serrada",NA,NA,NA,NA,"US01673536","US01673536_01","700","900","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"138","2019-11-13 11:16:27-03","USP","SPF","214089","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Oliveira, CT","Fernandes, AC","450","2011","12","14",NA,"Brasil","Minas Gerais","Moeda","Entrada da cidade, Campo alterado.","-43.955556","-20.278611",NA,NA,"SPF00214089",NA,"1338","1338",NA,NA,NA,NA,"2015","01",NA,"-43.955556","-20.278611",NA,NA,NA
"139","2019-11-13 11:16:27-03","USP","SPF","214090","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Oliveira, CT","Fernandes, AC","365","2010","12","08",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Margem da BR 259, Campo.","-43.595","-18.571111",NA,NA,"SPF00214090",NA,"1084","1084",NA,NA,NA,NA,"2015","01",NA,"-43.595","-18.571111",NA,NA,NA
"140","2021-03-15 18:25:32-03","USP","SPF","222672","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Oliveira, CT","Siniscalchi, CM","329","2013","03","06",NA,"Brasil","Minas Gerais","Datas","Morro do Coco. A 3 km a nordeste de Datas, na estrada Diamantina-Datas.","-43.678639","-18.430222",NA,"Subarbusto ereto, ca. 30 cm alt. Ramos arroxeados. Flores alvas, invólucro verde claro. Abundante no local.; Transição cerrado-campo rupestre, em baixada próxima a curso d'água.","SPF00222672",NA,"13","13",NA,NA,NA,NA,"2013","03",NA,"-43.678639","-18.430222",NA,NA,NA
"141","2019-10-07 09:11:42-03","UEFS","HUEFS","150989","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Forzza, R.C.","3054","2004","03","09",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata em frente a entrada do parque.","-43.793098449707","-21.8425006866455",NA,"Mata.","HUEFS0150989","HUEFS0150989",NA,NA,"Asteranae",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-07 09:11:42-03","UEFS","HUEFS","150980","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Saavedra, M.M.","274","2006","05","16",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Trilha subida do Monjolinho - Gruta dos Viajantes.","-43.879167","-21.704167",NA,"Campo Rupestre.","HUEFS0150980","HUEFS0150980","1500","1500","Asteranae",NA,NA,NA,NA,NA,NA,"43W52'45''","21S42'15''",NA,NA,NA
"143","2018-05-14 16:46:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens",NA,"RRC ID Flag","R. Romero","648","1994","2","20","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"648",NA
"144","2020-07-21 15:08:14-03","UNISANTA","HUSC","11229","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","C.Paiva","Sampaio, P.S.P.; Sampaio, A.F.P.","1453","2016","01","25",NA,"Brasil","Minas Gerais","São Thomé das Letras","Pico do Gavião.","-44.919525","-21.627092",NA,"Erva com 40cm de altura, flores brancas.; Campo rupestre.",NA,NA,"1458","1458",NA,NA,NA,NA,"2018","11",NA,"-44.919525","-21.627092",NA,NA,NA
"145","2020-11-12 16:58:23-03","UEL","FUEL","54012","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, MR","Ritter, MR","1485","2015","01","31",NA,"Brasil","Rio Grande do Sul","Aratinga","Estação Ecológica Estadual Aratinga","-50.259444","-29.317222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.259444","-29.317222",NA,NA,NA
"146","2019-11-01 14:54:15-03","UnB","UB","122764","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, WC","Hatschbach, G","43636","1981","02","21","Southern America","Brasil","Paraná ","Balsa Nova","Rio das Pombas, 1km L","-49.6356010437012","-25.5839004516602",NA,"Capítulos alvescentes.; Decumbente.; Campo limpo",NA,NA,NA,NA,NA,NA,"27346","auto","1981",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-01 14:54:15-03","UnB","UB","123097","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Oliveira, CT","Cervi, AC","UPCB19215","1988","03","21","Southern America","Brasil","Paraná ","Balsa Nova","BR-376, São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Inflorescência alva.; Erva prostrada.; Campo",NA,NA,NA,NA,NA,NA,"27346","auto","2013","11",NA,NA,NA,NA,NA,NA
"148","2019-11-01 14:54:15-03","UnB","UB","122765","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Hoehne, W","1850","1945","09","25","Southern America","Brasil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-05-06 11:53:45-03","UFU","HUFU","5530","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Nakajima, J.N.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","865","1994","04","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,5 m. Brácteas esverdeadas, corola e estigma branco.; Campo rupestre.","HUFU00058354","HUFU00058354",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA,NA
"150","2019-05-06 11:53:45-03","UFU","HUFU","5151","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Nakajima, J.N.","Romero, R.; Nakajima, J.N.","648","1994","02","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base da colina próxima à sede.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,8 m. Brácteas esverdeadas, corola e estiletes esbranquiçados.; Campo rupestre.","HUFU00058356","HUFU00058356",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA,NA
"151","2019-05-06 11:53:45-03","UFU","HUFU","8304","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Zanini, E. & César, R.","828","1995","03","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada do Chapadão.","-46.3657989501953","-20.2453002929688",NA,"Herbácea prostrada. Brácteas e corola creme.; Campo rupestre.","HUFU00058355","HUFU00058355",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA,NA
"152","2019-05-06 11:53:45-03","UFU","HUFU","14477","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4089","1997","04","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Brácteas verdes, corola e ramos do estilete creme.; Campo limpo.","HUFU00058357","HUFU00058357",NA,NA,NA,NA,"57119","auto","1998","07",NA,NA,NA,NA,NA,NA
"153","2019-05-06 11:53:45-03","UFU","HUFU","55189","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Borges, R.","Ferreira, F.M.; Medeiros, E.; Forzza, R.C.; Borges, D.A.L.; Cateano, K.L.; Silva, B.R.; et al.","718","2004","03","30",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Trilha Monjolinho - Lagoa Seca.","-43.793098449707","-21.8425006866455",NA,"Liana. Brácteas involucrais verdes, flores creme.; Campo rupestre.","HUFU00048142","HUFU00048142",NA,NA,NA,NA,"30417","auto","2006",NA,NA,NA,NA,NA,NA,NA
"154","2019-05-06 11:53:45-03","UFU","HUFU","46384","S","Plantae",NA,NA,"Asteraceae","Mikania","kleiniana","Mikania kleiniana","Cabrera",NA,"Tannus, J.L.S.","1045","2005","12","21",NA,"Brasil","São Paulo","Itararé","Unidade de Pesquisa e Desenvolvimento de Itararé","-49.205278","-24.268333",NA,"Erva reptante, com odor desagradavel, capítulos cremes.; Campo altimontano. Campo úmido.","HUFU00048187","HUFU00048187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.205278","-24.268333",NA,NA,NA
"155","2020-08-20 14:55:12-03","UFSC","FLOR","50288","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Campestrini, S.","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","201","2013","01","18",NA,"Brasil","Paraná","Palmas","Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas.","-51.606389","-26.535556",NA,"Campo natural seco. Liana com flores brancas.","FLOR0050288",NA,"1305","1305",NA,NA,NA,NA,"2013","02","07","51º36'23''W","26º32'8''S",NA,NA,NA
"156","2020-08-20 14:55:12-03","UFSC","FLOR","50584","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Campestrini, S.","Campestrini, S.; Trevisan, R.; Michelena, E. & Venturi, S.","454","2013","04","19",NA,"Brasil","Santa Catarina","Água Doce","Interior de Água Doce Próx. Eólicas. Unidade de amostragem UAP6UAL2.","-51.637222","-26.663056",NA,"Campo natural seco e pedregoso. Erva com capítulos de flores brancas.","FLOR0050584",NA,"1232","1232",NA,NA,NA,NA,"2013","06","05","51º38'14''W","26º39'47''S",NA,NA,NA
"157","2020-08-20 14:55:12-03","UFSC","FLOR","9471","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Reitz, R.; Klein, R.M.","17440","1965","12","12",NA,"Brasil","Paraná","Balsa Nova","Serra de São Luiz.","-49.6356010437012","-25.5839004516602",NA,"erva, flor creme","FLOR0009471",NA,"1100","1100",NA,NA,"27346","auto","2001","07","03",NA,NA,NA,NA,NA
"158","2020-08-20 14:55:12-03","UFSC","FLOR","37027","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Ritter, M.R.","1304","2001","01","23",NA,"Brasil","Santa Catarina","Lages","A 5 km da cidade, vindo de Painel.","-50.326099395752","-27.8160991668701",NA,NA,"FLOR0037027",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA
