"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"43","2021-03-15 16:37:00-03","NY","NYBG","3843966","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"E. M. Zardini","1999","02","13","Paraguay","Alto Paraguay",NA,"Parque Nacional Defensores del Chaco. Cerro León Area.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4131574' target='other'> <mi>dwc_moreinfo</mi></a>","-60.0867","-20.5844",NA,NA,"50146","South America","sheet",NA,"NY03843966","Selaginellales","NY03843966_01",NA,NA,NA,NA,NA
"44","2021-02-18 09:30:43-03","UNESP-IBB","BOTU","19845","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Rodrigues Jr., C.E.","1992","07","22","Rodrigues Jr., C.E.","1992","07","12","Brasil","São Paulo","Monte Alto","Serra Tabarama","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,"144",NA,NA,NA,"BOTU019845",NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:32:37-03","UFRJ","RFA","18080","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"A.P. Duarte","1962","11","27","Brasil","Minas Gerais","Várzea da Palma","Faz. Mãe d#?#Água",NA,NA,NA,NA,NA,NA,"-44.7308006286621","-17.5981006622314","60948","auto","7535",NA,NA,NA,"RFA55607",NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 11:32:37-03","UFRJ","RFA","23622","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","C.E. Jascone","2008","11","19","F. Segadas-Vianna","1944","04","16","Brasil","Rio de Janeiro","Rio de Janeiro","Morro dos Cabritos",NA,NA,NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232","57442","auto","484",NA,NA,NA,"RFA55605",NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 11:32:37-03","UFRJ","RFA","21156","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,NA,"1879","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado",NA,NA,NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,"RFA55609",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 11:32:37-03","UFRJ","RFA","18130","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","C.E. Jascone","2008","11","19","C. Pereira","1976","06","08","Brasil","Rio de Janeiro","Rio de Janeiro","Sta. Maria Madalena e São Fidélis, Terras Frias",NA,NA,NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,"RFA55608",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-19 15:45:40-03","UNEB","HUNEB","3404","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spreng",NA,NA,NA,NA,"Guedes, M.L.","1999","12","20","Brasil","Bahia","Pindobaçu","Piemonte Diamantina, margem direita do Rio Itapicuru-açu.","40W21'","10S44'",NA,NA,NA,NA,"-40.35","-10.733333",NA,NA,"46393",NA,NA,NA,"HUNEB0003404","Florideophycidae",NA,"Lycopsida",NA,NA,NA,NA
"50","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02826","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"Regina Wels Windisch","1975","12","01","Brasil","Minas Gerais","Gran Mogol","beira do rio itacambiruçu",NA,NA,NA,NA,NA,"GEOGRAFIA: usada como remédio para os rins;",NA,NA,NA,NA,"365","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"51","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03436","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"Castellani, E.D.","1989","09","30","Brasil","Mato Grosso","Alto Garça","38 km da BR 364",NA,NA,NA,NA,NA,"GEOGRAFIA: rupícola, de local iluminado, encontrada seca;",NA,NA,NA,NA,"57","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"52","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02829","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"Castellani, E.D.","1989","09","30","Brasil","Mato Grosso","Alto Garça","38 km da BR 364",NA,NA,NA,NA,NA,"GEOGRAFIA: rupícola, de local iluminado, encontrada seca;",NA,NA,NA,NA,"57","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"53","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02827","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"Regina Wels Windisch","1976","06","10","Brasil","Bahia","Lagôa da Boca","60 km de Jequié",NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,NA,NA,NA,"527","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"54","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03656","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"Castellani, E.D.","1989","09","30","Brasil","Mato Grosso","Alto Garça","38 km da BR 364",NA,NA,NA,NA,NA,"GEOGRAFIA: rupícola, em local ensolarado, encontrada seca;",NA,NA,NA,NA,"57","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"55","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03644","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"A.P. Duarte","1971","12","04","Brasil","Espírito Santo","Colatina","sentido Patrimonio 15",NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;","-40.6305999755859","-19.539400100708","57036","auto","13992","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"56","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","13731","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring",NA,NA,NA,NA,"P.G. Windisch","1992","10","23","Brasil","Mato Grosso","Cocalinho","bacia do rio araguaia",NA,NA,NA,NA,NA,"GEOGRAFIA: formação de rochas calcáreas, sobre pedras;","-50.9958000183105","-14.3971996307373","293587","auto","7147","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"57","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03657","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"A.P. Duarte","1962","11","27","Brasil","Minas Gerais","Varzea da Palma","faz. mãe d'água",NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;","-44.7308006286621","-17.5981006622314","60948","auto","7535","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"58","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03430","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","Castellani, E.D.",NA,NA,NA,"A.P. Duarte","1962","11","27","Brasil","Minas Gerais","Varzea da Palma","faz. mãe d'água",NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;","-44.7308006286621","-17.5981006622314","60948","auto","7535","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"59","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03683","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","A. Sehnem",NA,NA,NA,"J.P.P. Caranta","1977","05","29","Brasil","Rio de Janeiro","Rio de Janeiro","pedra da gávea",NA,NA,NA,NA,NA,"GEOGRAFIA: rupícola;","-43.2075004577637","-22.9027996063232","57442","auto","1656","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"60","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07529","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","I.A. Rodrigues",NA,NA,NA,"Rodrigues Jr., C.E.","1992","07","12","Brasil","São Paulo","Monte Alto","serra Tabarama",NA,NA,NA,NA,NA,"GEOGRAFIA: mata seca semi-decídua, encosta da serra;","-48.4900016784668","-21.2600002288818","21949","auto","144","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"61","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","12158","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","06","03","Brasil","São Paulo","Monte Alto","serra tabarana",NA,NA,NA,NA,NA,"GEOGRAFIA: serra com mata seca semi decídua de encosta com plantação olerícolas;","-48.4900016784668","-21.2600002288818","21949","auto","1780","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"62","2021-04-05 09:58:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15071","S","Plantae","Tracheophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arnott) Spring","M.R. Pietrobom-Silva",NA,NA,NA,"Rodrigues Jr., C.E.","1994","04","05","Brasil","São Paulo","Monte Alto","serra tabarana",NA,NA,NA,NA,NA,"GEOGRAFIA: serra com mata seca semi decídua de encosta;","-48.4900016784668","-21.2600002288818","21949","auto","770","América do Sul",NA,NA,NA,"Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"63","2021-03-30 12:51:06-03","EAO","IAN","105575","PreservedSpecimen","Plantae","Fern","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Bautista, HP","1974","03",NA,"Magalhães, MG","1953","12","30","Brasil","Minas Gerais","Januária","Na pedra, afloramento Calcário. Barreiro, 8km O de Januária.",NA,NA,NA,NA,NA,"Herbácea. Em pequenos grupos.","-44.3616981506348","-15.4881000518799","148972","auto","6097","Southern America",NA,NA,"IAN105575",NA,NA,NA,NA,NA,NA,NA
"64","2020-11-26 18:09:50-03","CPAN-UFMS","COR","12744","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","E.L.M. Assis",NA,NA,NA,"E.L.M. Assis & A. Takahasi","2005","08","11","Brasil","Mato Grosso do Sul","Corumbá","Antiga Estrada para o Menck. Bancada Laterítica; ; Afloramento de rocha e surgências.",NA,NA,NA,NA,NA,NA,"-57.6533012390137","-19.0091991424561","295160","auto","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-26 18:09:50-03","CPAN-UFMS","COR","12752","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","E.L.M. Assis",NA,NA,NA,"E.L.M. Assis & H.I. Ishii","2001","06","12","Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque - Bancada Laterítica. Bancada Laterítica; ; Afloramento de rocha e surgências.",NA,NA,NA,NA,NA,NA,"-57.6533012390137","-19.0091991424561","295160","auto","238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-26 18:09:50-03","CPAN-UFMS","COR","13390","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","E.L.M. Assis",NA,NA,NA,"E.L.M. Assis; M.C. Mendes","2007","01","06","Brasil","Mato Grosso do Sul","Corumbá","Faz. Monjolinho - Maria Coelho. Bancada laterítica; ; plano.",NA,NA,NA,NA,NA,NA,"-57.6533012390137","-19.0091991424561","295160","auto","867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-26 18:09:50-03","CPAN-UFMS","COR","16221","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Assis, E. L. M.",NA,NA,NA,"Assis, E.L.M.","2011","07","29","Brasil","Mato Grosso do Sul","Corumbá","Sítio Monjolinho. Região de Maria Coelho. Bancada laterítica.",NA,NA,NA,NA,NA,NA,"-57.6533012390137","-19.0091991424561","295160","auto","997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-26 18:09:50-03","CPAN-UFMS","COR","16217","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Assis, E. L. M.",NA,NA,NA,"Assis, E.L.M.","2011","04","29","Brasil","Mato Grosso do Sul","Corumbá","Sítio Monjolinho. Região de Maria Coelho. Floresta estacional.",NA,NA,NA,NA,NA,NA,"-57.6533012390137","-19.0091991424561","295160","auto","994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 21:33:18-03","UFBA","ALCB","95836","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Melo, E","2009","10",NA,"Melo, E; Silva, BM; Guedes, ML; Gomes, FS","2009","10","25","Brasil","Bahia","São Gabriel","Irecê, Estrada para Jussara","-41.942778","-11.165","770","770",NA,"em roseta. Estróbilos verde-claros.; beira da estrada.","-41.942778","-11.165",NA,NA,"6934","Southern America",NA,NA,"ALCB000275",NA,"ALCB000275",NA,NA,NA,NA,NA
"70","2021-02-08 21:33:18-03","UFBA","ALCB","54937","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","2001","11",NA,"Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","2001","08","07","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Assentamento Várzea do Curral","-40.836111","-11.135278",NA,NA,NA,"procumbente. Folhas micrófilas, lígulas membranáceas, discolores. Material estéril.","-40.836111","-11.135278",NA,NA,"424","Southern America",NA,NA,"ALCB000268",NA,"ALCB000268",NA,NA,NA,NA,NA
"71","2021-02-08 21:33:18-03","UFBA","ALCB","132458","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","2018","05",NA,"Guedes, ML; Gama, HC; Lopes, R","2018","04","20","Brasil","Bahia","Conceição do Coité","Serrote, Faz. do Sr. Oscar.","-39.466667","-11.933333",NA,NA,NA,"Folhas micrófilas, com lígula. Aparelho esporífero do tipo estróbilo na porção terminal dos ramos.","-39.466667","-11.933333",NA,NA,"30388","Southern America",NA,NA,"ALCB049182",NA,"ALCB049182",NA,NA,NA,NA,NA
"72","2021-02-08 21:33:18-03","UFBA","ALCB","07626","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,"1980","11",NA,"Grupo Pedra do Cavalo","1980","11",NA,"Brasil","Bahia","Cachoeira","Vale dos Rios Paraguaçu e Jacuípe. Ipuaçu. Alt. 40m/120m.","-39.083333","-12.533333",NA,NA,NA,"Com folhas semelhantes a escamas.; Solo arenoso.","-39.083333","-12.533333",NA,NA,"924","Southern America",NA,NA,"ALCB000273",NA,"ALCB000273",NA,NA,NA,NA,NA
"73","2021-02-08 21:33:18-03","UFBA","ALCB","024341","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","1992","01",NA,"Guedes, ML","1992","01","15","Brasil","Bahia","Caetité","10 Km após São Timóteo.","-42.466667","-14.066667",NA,NA,NA,"De mais ou menos 10cm. Crescendo sobre rocha.","-42.466667","-14.066667",NA,NA,"2761","Southern America",NA,NA,"ALCB000266",NA,"ALCB000266",NA,NA,NA,NA,NA
"74","2021-02-08 21:33:18-03","UFBA","ALCB","034539","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Harley, RM; Funch, L; Bautista, HP; Hind, DJN","1996","06","27","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Leito pedregoso do rio Ventura","-41","-11","724","724",NA,"frondes curtas.; Vegetação no leito pedregoso do rio. Afloramentos rochosos.","-41","-11",NA,NA,"PCD&nf;3123","Southern America",NA,NA,"ALCB000271",NA,"ALCB000271",NA,NA,NA,NA,NA
"75","2021-02-08 21:33:18-03","UFBA","ALCB","00012","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Torrend, Padre CSJ","1935","09",NA,"Torrend, Padre CSJ","1935","09",NA,"Brasil","Bahia","Bananeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s/n","Southern America",NA,NA,"ALCB000263",NA,"ALCB000263",NA,NA,NA,NA,NA
"76","2021-02-08 21:33:18-03","UFBA","ALCB","026789","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","1983","12",NA,"Guedes, ML","1983","12","04","Brasil","Bahia","Raso da Catarina","Caminho para a casa 1.",NA,NA,NA,NA,NA,"Bastante frequente.; Lugares sombreados, úmidos.",NA,NA,NA,NA,"851","Southern America",NA,NA,"ALCB000267",NA,"ALCB000267",NA,NA,NA,NA,NA
"77","2021-02-08 21:33:18-03","UFBA","ALCB","046293","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","1999","12",NA,"Guedes, ML; Silva, LB da; Loureiro, DM; Alves, L. de J.; Barros, DA","1999","12","20","Brasil","Bahia","Pindobaçu","Piemonte da Diamantina, Margem direita do Rio Itapicuru-açu.","-40.35","-10.733333",NA,NA,NA,"Herva procumbente. Folhas micrófilas com lígula na base. Aparelho esporífero na porção terminal dos ramos. Heterosporadas.; Caatinga arbustiva-arbórea, de ca. 5m. de altura.","-40.35","-10.733333",NA,NA,"6995","Southern America",NA,NA,"ALCB000265",NA,"ALCB000265",NA,NA,NA,NA,NA
"78","2021-02-08 21:33:18-03","UFBA","ALCB","00013","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Torrend, Padre CSJ",NA,NA,NA,"Torrend, Padre CSJ",NA,NA,NA,"Brasil","Pernambuco","Granito","Sertão de Pernambuco.","-39.6","-7.7",NA,NA,NA,NA,"-39.6","-7.7",NA,NA,"s/n","Southern America",NA,NA,"ALCB000262",NA,"ALCB000262",NA,NA,NA,NA,NA
"79","2021-02-08 21:33:18-03","UFBA","ALCB","10877","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Santana, W","1980","08",NA,"Santana, W","1980","08","07","Brasil","Bahia","Castro Alves","Vale do Paraguaçu (?).","-39.416667","-12.75",NA,NA,NA,NA,"-39.416667","-12.75",NA,NA,"s/n","Southern America",NA,NA,"ALCB000272",NA,"ALCB000272",NA,NA,NA,NA,NA
"80","2021-02-08 21:33:18-03","UFBA","ALCB","117717","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","2014","11",NA,"Guedes, ML; Costa, TF; Alunos de Botânica BIOC05","2014","11","01","Brasil","Bahia","Abaíra","Chapada Diamantina, Caminho de Abaíra, 3 km para João Correia.","-41.816667","-13.233333",NA,NA,NA,"rizomatosa. Ramos recobertos por micrófilas e lígulas. Aparelho esporífero estróbilos na porção terminal dos ramos.","-41.816667","-13.233333",NA,NA,"22778","Southern America",NA,NA,"ALCB000261",NA,"ALCB000261",NA,NA,NA,NA,NA
"81","2021-02-08 21:33:18-03","UFBA","ALCB","133334","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","2018","10",NA,"Guedes, ML; Alunos de Botânica Econômica","2018","06","28","Brasil","Bahia","Araci","Fazenda Mulungu.","-38.955","-11.334722","257","257",NA,"rizomatosa. Ramos recobertos por micrófilas e lígulas. Aparelho esporífero estróbilo na porção terminal dos ramos.","-38.955","-11.334722",NA,NA,"30566","Southern America",NA,NA,"ALCB052988",NA,"ALCB052988",NA,NA,NA,NA,NA
"82","2021-02-08 21:33:18-03","UFBA","ALCB","61972","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML","2003","08",NA,"Oliveira, VF de; Junior, LAJ de; Mota, AC da; Botelho, RB; Guedes, ML; Roque, N; et al.","2003","04","27","Brasil","Bahia","Contendas do Sincorá","Serra Geral, Fazenda corcovado","-41.162222","-13.918611",NA,NA,NA,"prostrada, com micrófilas discolores; ligulas verdes; aparelho esporífero na porção terminal dos ramos, em espiga.","-41.162222","-13.918611",NA,NA,"06","Southern America",NA,NA,"ALCB000264",NA,"ALCB000264",NA,NA,NA,NA,NA
"83","2021-02-08 21:33:18-03","UFBA","ALCB","66797","PreservedSpecimen","Plantae","Fern Ally","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Guedes, ML",NA,NA,NA,"Rodarte, ATA","2003","05","11","Brasil","Bahia","Canudos","Nordeste","-39.133333","-9.9",NA,NA,NA,"rupícola, ramos aéreos recoberto com micrófilas e lígulas, na porção terminal dos ramos ficam os estróbilos que são heterosporados.; arbustiva","-39.133333","-9.9",NA,NA,"141","Southern America",NA,NA,"ALCB000270",NA,"ALCB000270",NA,NA,NA,NA,NA
