"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"253","2019-11-01 15:13:58-03","UnB","UB","160399","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Mori, S; Bolten, A","7386","1975","07","23","Southern America","Panama",NA,NA,NA,"UB0009017","Monocotyledonae",NA,"R. Br.","Davidse, G","Chiquiri","a. On road to Dos Lagunas, 2 km W of El Hato del Volcan. Moist, sandy road-side ditch. 1300 m alt.&nf;b. Dos Lagunas, 4 km W of El Hato del Volcan. 1300 m alt.",NA,NA,NA,NA,"1300","1300",NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-11-01 15:13:58-03","UnB","UB","77546","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Irwin, HS","16960","1966","06","11","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledonae",NA,"R. Br.","Tucker, GC","Mato Grosso","30km ao S de Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-01 15:13:58-03","UnB","UB","158933","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Bidá, A","420","1984","03","14","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledonae",NA,"(Willd. ex Link) C.B. Clarke","Acra, LA","Paraná ","Santa Mônica Clube de Campo.","-49.22","-25.29",NA,"Colombo",NA,NA,"bromoides",NA,"-49.22","-25.29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-11-01 15:13:58-03","UnB","UB","158933","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Bidá, A","420","1984","03","14","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledonae",NA,"(Willd. ex Link) C.B. Clarke","Acra, LA","Paraná ","Santa Mônica Clube de Campo.","-49.22","-25.29",NA,"Colombo",NA,NA,"bromoides",NA,"-49.22","-25.29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-11-01 15:14:17-03","UnB","UB","77850","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Anderson, WR","7456","1973","03","19","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledonae",NA,"(R. Br.) Urb.","Koyama, TM","Goiás","Teresina de Goiás, 9km ao S de Teresina de Goiás","-47.2647","-13.7764",NA,"Teresina de Goiás",NA,NA,NA,NA,"-47.2647","-13.7764",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-11-27 11:33:31-03","UFU","HUFU","18868","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.; Amaral, A.F.","2128","1999","01","29",NA,"Brasil",NA,NA,"Vereda.","HUFU00077911",NA,NA,"R. Br.","Silva, L.P.","Minas Gerais","Estação Ecológica do Panga, Meio esquerdo da vereda 4.","-48.2771987915039","-18.9186000823975",NA,"Uberlândia",NA,NA,NA,"2017",NA,NA,"03","16",NA,NA,"58223","auto",NA,NA,NA
"259","2020-11-27 11:33:31-03","UFU","HUFU","20389","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Lemos, M.T.O.","s.n.","1999","01","22",NA,"Brasil",NA,NA,"Vereda.","HUFU00077910",NA,NA,"R. Br.","Silva, L.P.","Minas Gerais","Estação Ecológica do Panga, Vereda 4.","-48.2771987915039","-18.9186000823975",NA,"Uberlândia",NA,NA,NA,"2016",NA,NA,"02","24",NA,NA,"58223","auto",NA,NA,NA
"260","2019-11-28 15:45:15-03","UFU","HUFU","17901","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.; Barbosa, A.A.A.","s.n.","1998","10","02",NA,"Brasil",NA,NA,"Vereda.","HUFU00027371",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido, A 20 km do centro de Uberlândia. Meio da vereda 2, partindo da direita.","-48.2771987915039","-18.9186000823975","HUFU00027371","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"261","2020-11-27 11:33:31-03","UFU","HUFU","37585","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Oliveira, G.C.","1779","2002","11","27",NA,"Brasil",NA,NA,"Herbácea ca. de 0,45 m.; Vereda.",NA,NA,NA,"R. Br.","Silva, L.P.","Minas Gerais","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,"Uberlândia",NA,NA,NA,"2017",NA,NA,"03","16",NA,NA,"58223","auto",NA,NA,NA
"262","2019-11-28 15:45:15-03","UFU","HUFU","21281","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.","2758","1999","09","24",NA,"Brasil",NA,NA,"Vereda.","HUFU00054368",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estação Ecológica do Panga, Fundo esquerdo da vereda 4.","-48.2771987915039","-18.9186000823975","HUFU00054368","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"263","2019-11-28 15:45:15-03","UFU","HUFU","18248","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Amaral, A.F.; Lemos, M.T.O.","s.n.","1998","11","20",NA,"Brasil",NA,NA,"Ca. 40 cm. Espiguetas bem próximas de cor marrom claro com verde claro.","HUFU00027367",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido","-48.2771987915039","-18.9186000823975","HUFU00027367","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"264","2019-11-28 15:45:15-03","UFU","HUFU","16629","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.","s.n.","1997","10","27",NA,"Brasil",NA,NA,"Herb'acea.; Vereda.","HUFU00027345",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido, A 20 km do centro de Uberlândia.","-48.2771987915039","-18.9186000823975","HUFU00027345","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"265","2019-11-28 15:45:15-03","UFU","HUFU","16630","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.","s.n.","1997","10","27",NA,"Brasil",NA,NA,"Erva.; Vereda.","HUFU00027369",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido, A 20 km do centro de Uberlândia.","-48.2771987915039","-18.9186000823975","HUFU00027369","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"266","2019-11-28 15:45:15-03","UFU","HUFU","21644","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.; Amaral, A.F.","2862","1999","11","05",NA,"Brasil",NA,NA,"Erva.; Vereda.","HUFU00025998",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido, Fundo direito da vereda 2.","-48.2771987915039","-18.9186000823975","HUFU00025998","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"267","2019-11-28 15:45:15-03","UFU","HUFU","21150","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Mendes, S.; Araújo, G.M.","2726","1999","09","10",NA,"Brasil",NA,NA,"Vereda.","HUFU00027372",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido, Fundo esquerdo da vereda 2.","-48.2771987915039","-18.9186000823975","HUFU00027372","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"268","2019-11-28 15:45:15-03","UFU","HUFU","21388","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.; Amaral, A.F.","2780","1999","10","08",NA,"Brasil",NA,NA,"Vereda.","HUFU00025997",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido, Meio direito da vereda 2.","-48.2771987915039","-18.9186000823975","HUFU00025997","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"269","2019-11-28 15:45:15-03","UFU","HUFU","19662","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Barbosa, A.A.A.","1845","1999","03","12",NA,"Brasil",NA,NA,"Erva.; Vereda.","HUFU00027344",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Estrada para Campo Florido, Vereda 2 (esquerdo, meio).","-48.2771987915039","-18.9186000823975","HUFU00027344","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"270","2020-11-27 11:33:31-03","UFU","HUFU","41048","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Oliveira, G.C.","2560","2003","01","22",NA,"Brasil",NA,NA,"Herbácea, ca. 0,5 m.; Vereda.","HUFU00077908",NA,NA,"R. Br.","Silva, L.P.","Minas Gerais","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.","-48.2771987915039","-18.9186000823975",NA,"Uberlândia",NA,NA,NA,"2016",NA,NA,"02","24",NA,NA,"58223","auto",NA,NA,NA
"271","2019-11-28 15:45:14-03","UFU","HUFU","16550","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.","1284","1997","11","03",NA,"Brasil",NA,NA,"Erva.; Vereda.","HUFU00027373",NA,NA,"R. Br.","Pereira-Silva, L...","Minas Gerais","Rodovia Uberlândia - Prata, A 25 km do centro de Uberlândia.","-48.2771987915039","-18.9186000823975","HUFU00027373","Uberlândia",NA,NA,NA,"2019",NA,NA,"09","30",NA,NA,"58223","auto",NA,NA,NA
"272","2020-08-20 14:59:05-03","UFSC","FLOR","6884","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Smith, L.B.; Reitz, R.","14268","1965","01","05",NA,"Brasil",NA,NA,NA,"FLOR0006884",NA,"Poales","R.Br.","Pereira-Silva, L.","Santa Catarina","Próximo a Encruzilhada de Boava, 8km ao sul de São Joaquim.","-49.933333","-28.333333",NA,"São Joaquim","1300","1300",NA,"2016","49º56'W","28º20'S","03","03",NA,NA,NA,NA,NA,NA,NA
"273","2020-08-20 14:59:03-03","UFSC","FLOR","57435","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Ardissone, R.E.; Weber, P.; Campestrini, S.; Hassemer, G.N. & Trevisan, R.","88","2012","04","21",NA,"Brasil",NA,NA,NA,"FLOR0057435",NA,"Poales","R.Br.","Pereira-Silva, L.","Santa Catarina","Fazenda Invernada Grande.","-49","-28",NA,"Bom Jardim da Serra",NA,NA,NA,"2016","49º0'W","28º0'S","03","03",NA,NA,NA,NA,NA,NA,NA
"274","2020-08-20 14:59:03-03","UFSC","FLOR","33085","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Trevisan, R.","1168","2012","04","20",NA,"Brasil",NA,NA,NA,"FLOR0033085",NA,"Poales","R.Br.","Pereira-Silva, L.","Santa Catarina","Fazenda Invernada Grande.","-49.681389","-28.326389",NA,"Bom Jardim da Serra",NA,NA,NA,"2016","49º40'53''W","28º19'35''S","03","03",NA,NA,NA,NA,NA,NA,NA
"275","2020-08-20 14:59:05-03","UFSC","FLOR","59844","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Weber, P.; Trevisan, R.; Campestrini, S. & Venturi, S.","180","2013","01","19",NA,"Brasil",NA,NA,NA,"FLOR0059844",NA,"Poales","R.Br.","Trevisan, R.","Paraná","Refúgio da Vida Silvestre dos Campos de Palmas.","-51.606389","-26.536389",NA,"Palmas",NA,NA,NA,"2013","51º36'23''W","26º32'11''S","05","21",NA,NA,NA,NA,NA,NA,NA
"276","2020-08-20 14:59:05-03","UFSC","FLOR","61543","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pereira-Silva, L.","41a","2015","12","03",NA,"Brasil",NA,NA,NA,"FLOR0061543",NA,"Poales","R.Br.","Pereira-Silva, L.","Santa Catarina","Parque Nacional de São Joaquim.","-49.628333","-28.140278",NA,"Urubici","1337","1337",NA,"2016","49º37'42''W","28º8'25''S","03","24",NA,NA,NA,NA,NA,NA,NA
"277","2020-08-20 14:59:05-03","UFSC","FLOR","64377","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Damasceno-Junior, G.A.; Guglieri, A.; Caporal, F.J.M.; Macedo-Alves, F.; Bertazzoni, E.C.","4343","2006","12","09",NA,"Brasil",NA,NA,"Erva Habitat: Campo inundável (área degradada), borda de brejo, estrutura mais alongada. Solo arenoso. Relevo fundo de vale com curso d#?#água","FLOR0064377",NA,"Poales","R.Br.","Silva, L.P.","Mato Grosso do Sul","APA do Guariroba.","-54.389722","-20.504722",NA,"Campo Grande",NA,NA,NA,"2017","54º23'23''W","20º30'17''S","03","17",NA,NA,NA,NA,NA,NA,NA
"278","2020-08-20 14:59:05-03","UFSC","FLOR","64378","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pina, T.C.; Cristaldo, A.C.M.; Pott, V.J.; Pott, A.","47","2005","12","02",NA,"Brasil",NA,NA,"Erva anfíbia, 60cm de altura. Ocasional. Projeto Levantamento Florístico de Áreas Prioritárias em Mato Grosso do Sul","FLOR0064378",NA,"Poales","R.Br.","Silva, L.P.","Mato Grosso do Sul","Fazenda Modelo, Embrapa, 300m da sede, ao longo do açude e estrada.","-54.815833","-20.549444",NA,"Campo Grande","510","510",NA,"2017","54º48'57''W","20º32'58''S","03","17",NA,NA,NA,NA,NA,NA,NA
"279","2020-08-20 14:59:05-03","UFSC","FLOR","64441","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Salis, S.M.; Silva, M.P.; Tomas , W.M.; Braun, S.M.","612","1992","03","27",NA,"Brasil",NA,NA,"Erva cespitosa esverdeada.","FLOR0064441",NA,"Poales","(Link) C.B.Clarke","Silva, L.P.","Mato Grosso do Sul","Fazenda Fazendinha, invernada São Pedro.","-56.383333","-19.483333",NA,"Mato Grosso do Sul","90","90","bromoides","2017","56º23'W","19º29'S","03","16",NA,NA,NA,NA,NA,NA,NA
"280","2020-08-20 14:59:05-03","UFSC","FLOR","64447","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Pott, V.J.; Scremin-Dias, E.; Pott, A.","8457","2005","12","08",NA,"Brasil",NA,NA,"Erva aquática anfíbia. Ocasional Habitat: Campo graminoso úmido em vale próximo a capim navalha. Solo argiloso de origem calcária. Relevo plano.","FLOR0064447",NA,"Poales","(Link) C.B.Clarke","Silva, L.P.","Mato Grosso do Sul","Local Fazenda Baía das Garças, divisa com Fazenda Princezinha.","-56.833889","-21.05",NA,"Bonito","550","550","bromoides","2017","56º50'2''W","21º3'S","03","17",NA,NA,NA,NA,NA,NA,NA
"281","2021-04-05 20:16:45-03","UFSC","FLOR","67538","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, G.M.","2758","1999","09","24",NA,"Brasil",NA,NA,"Rara. Duplicata de HUFU 21281","FLOR0067538",NA,"Poales","R.Br.","Pereira-Silva, L.","Minas Gerais","Estação Ecológica do Panga, fundo esquerdo da Vereda 4.","-48.2771987915039","-18.9186000823975","FLOR0067538","Uberlândia",NA,NA,NA,"2016",NA,NA,"02","25",NA,NA,"58223","auto",NA,NA,NA
"282","2020-08-20 14:59:03-03","UFSC","FLOR","20468","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Falkenberg, D.B.","5250","1990","02","12",NA,"Brasil",NA,NA,"inflorescência amarronzada, 0,6m altura. Planta alcoolizada antes da secagem.","FLOR0020468",NA,"Poales","R.Br.","Pereira-Silva, L.","Rio Grande do Sul","Beira da BR 290, cerca de 21 km após trevo de Alegrete, em direção a Rosário do Sul, em uma várzea.","-55.7919006347656","-29.7831001281738",NA,"Alegrete",NA,NA,NA,"2016",NA,NA,"03","03",NA,NA,"89305","auto",NA,NA,NA
"283","2020-08-20 14:59:05-03","UFSC","FLOR","19616","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Bertels, A.","1041","1954","01","17",NA,"Brasil",NA,NA,"Oxhydrophytia","FLOR0019616",NA,"Poales","(Link) C.B.Clarke","Bertels, A.; Barros, M.","Rio Grande do Sul",NA,"-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,"bromoides",NA,NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA
"284","2020-08-20 14:59:03-03","UFSC","FLOR","525","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Reitz, R.; Klein, R.M.","14009","1962","12","17",NA,"Brasil",NA,NA,NA,"FLOR0000525",NA,"Poales","R.Br.",NA,"Santa Catarina","Morro do Pinheiro Seco.","-50.326099395752","-27.8160991668701",NA,"Lages","950","950",NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA
"285","2020-08-20 14:59:03-03","UFSC","FLOR","38258","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Mattos, J.","32576","2000","01","31",NA,"Brasil",NA,NA,NA,"FLOR0038258",NA,"Poales","R.Br.","Pereira-Silva, L.","Santa Catarina","Fazenda Araucária, na barra do Rio Postinho com o Rio Rondinha.","-49.9317016601562","-28.2938995361328",NA,"São Joaquim",NA,NA,NA,"2016",NA,NA,"03","03",NA,NA,"48290","auto",NA,NA,NA
"286","2020-08-20 14:59:03-03","UFSC","FLOR","38259","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Mattos, J.","32681","2001","01","20",NA,"Brasil",NA,NA,NA,"FLOR0038259",NA,"Poales","R.Br.","Pereira-Silva, L.","Santa Catarina","Fazenda Araucária, na barra do Rio Postinho com o Rio Rondinha.","-49.9317016601562","-28.2938995361328",NA,"São Joaquim",NA,NA,NA,"2016",NA,NA,"03","03",NA,NA,"48290","auto",NA,NA,NA
"287","2020-08-20 14:59:05-03","UFSC","FLOR","64441","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Salis, S.M.; Silva, M.P.; Tomas , W.M.; Braun, S.M.","612","1992","03","27",NA,"Brasil",NA,NA,"Erva cespitosa esverdeada.","FLOR0064441",NA,"Poales","(Link) C.B.Clarke","Silva, L.P.","Mato Grosso do Sul","Fazenda Fazendinha, invernada São Pedro.","-56.383333","-19.483333",NA,"Mato Grosso do Sul","90","90","bromoides","2017","56º23'W","19º29'S","03","16",NA,NA,NA,NA,NA,NA,NA
"288","2020-08-20 14:59:05-03","UFSC","FLOR","64447","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Pott, V.J.; Scremin-Dias, E.; Pott, A.","8457","2005","12","08",NA,"Brasil",NA,NA,"Erva aquática anfíbia. Ocasional Habitat: Campo graminoso úmido em vale próximo a capim navalha. Solo argiloso de origem calcária. Relevo plano.","FLOR0064447",NA,"Poales","(Link) C.B.Clarke","Silva, L.P.","Mato Grosso do Sul","Local Fazenda Baía das Garças, divisa com Fazenda Princezinha.","-56.833889","-21.05",NA,"Bonito","550","550","bromoides","2017","56º50'2''W","21º3'S","03","17",NA,NA,NA,NA,NA,NA,NA
"289","2020-08-20 14:59:05-03","UFSC","FLOR","19616","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Bertels, A.","1041","1954","01","17",NA,"Brasil",NA,NA,"Oxhydrophytia","FLOR0019616",NA,"Poales","(Link) C.B.Clarke","Bertels, A.; Barros, M.","Rio Grande do Sul",NA,"-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,"bromoides",NA,NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA
"290","2021-02-08 12:51:18-03","UFRGS","ICN","083243","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Arzivenco, L","405","1978","12","09","América do Sul","Brasil",NA,NA,"Banhado da divisa","ICN00006389","Monocotyledon",NA,"R.Br.","Silva, LP","RS",NA,"-51.190299987793","-28.0536003112793","ICN00006389","Esmeralda",NA,NA,NA,"2015",NA,NA,"11","05",NA,NA,"38649","auto",NA,NA,NA
"291","2021-02-08 12:51:18-03","UFRGS","ICN","185114","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Hagelund, K","6580","1973","02","10","América do Sul","Brasil",NA,NA,"Doação Karner Hagelund","ICN00006384","Monocotyledon",NA,"R.Br.","Pedersen, TM","RS","Granja Piratini","-54.2630996704102","-28.2992000579834","ICN00006384","Santo Ângelo",NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,"25915","auto",NA,NA,NA
"292","2021-02-08 12:51:18-03","UFRGS","ICN","155128","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Setubal, R; Kray, J; De Marchi, T","321","2007","02","12","América do Sul","Brasil",NA,NA,"em campo úmido","ICN00006385","Monocotyledon",NA,"R.Br.","Silva, LP","RS","Fazenda do Cilho","-50.4166984558105","-28.6678009033203","ICN00006385","Bom Jesus",NA,NA,NA,"2015",NA,NA,"11","05",NA,NA,"55856","auto",NA,NA,NA
"293","2021-02-08 12:51:18-03","UFRGS","ICN","089771","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Longhi-Wagner, HM; Araújo et al, AC","2384","1991","01","05","América do Sul","Brasil",NA,NA,"Pouco comum.","ICN00006401","Monocotyledon",NA,"R.Br.","Silva, LP","RS","para Sant' Ana do Livramento","-54.9141998291016","-30.25830078125","ICN00006401","Rosário do Sul",NA,NA,NA,"2015",NA,NA,"11","05",NA,NA,"71660","auto",NA,NA,NA
"294","2021-02-08 12:51:18-03","UFRGS","ICN","185113","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Hagelund, K","6582","1973","02","10","América do Sul","Brasil",NA,NA,"Doação Karner Hagelund","ICN00041918","Monocotyledon",NA,"R.Br.",NA,"RS","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,"Santo Ângelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25915","auto",NA,NA,NA
"295","2021-02-08 12:51:18-03","UFRGS","ICN","149077","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Boldrini, II; Eggers, L","1342","2004","12","13","América do Sul","Brasil",NA,NA,NA,"ICN00006400","Monocotyledon",NA,"R.Br.","Silva, LP","SC","Cajuru. (Probio Ponto 2) S27°59'50 8 W 50°16'58 6","-50.282778","-27.997222","ICN00006400","Lages","1135","1135",NA,"2015","-50.282778","-27.997222","11","06",NA,NA,NA,NA,NA,NA,NA
"296","2021-02-08 12:51:18-03","UFRGS","ICN","150204","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Hefler, SM; Longhi-Wagner, HM","397","2004","01","17","América do Sul","Brasil",NA,NA,"campo sujo, em baixada úmida, em meio a touçeira de gramíneas","ICN00006383","Monocotyledon",NA,"R.Br.","Silva, LP","PR","PR 449 próx. ao Rio Chopin S 26°46'07.3 W 052°06'52.4","-52.114444","-26.435278","ICN00006383","Palmas",NA,NA,NA,"2015","-52.114444","-26.435278","11","05",NA,NA,NA,NA,NA,NA,NA
"297","2021-02-08 12:51:18-03","UFRGS","ICN","163673","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pott, VJ; Pott, A; Tsuji, R","7556","2005","03","13","América do Sul","Brasil",NA,NA,"Doação Herbário HMS n° 8426; erva cespitosa ereta, 1,20-1,40 m alt., esparsa; campo úmido de vereda, perturbado, com bovinos, solo areno-siltoso, relevo vale em ondulado","ICN00006387","Monocotyledon",NA,"R.Br.","Silva, LP","MS","MS-080 11 km SE de Rio Negro","-54.999167","-19.539167","ICN00006387 ICN00006387_1","Rio Negro","340","340",NA,"2015","-54.999167","-19.539167","11","05",NA,NA,NA,NA,NA,NA,NA
"298","2021-02-08 12:51:18-03","UFRGS","ICN","163675","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pott, VJ; Cristaldo, ACM; Pott, A; O.A. Corsino Jr.","7340","2004","11","13","América do Sul","Brasil",NA,NA,"Doação Herbário HMS n° 14758; erva aquática anfíbia, 50-70 cm alt.; campo graminoso úmido de vereda, em cerrado, solo hidromórfico, relevo plano","ICN00006390","Monocotyledon",NA,"R.Br.","Silva, LP","MS","Córrego Morgado próximo à ponte","-51.600833","-19.851111","ICN00006390","Inocência","400","400",NA,"2015","-51.600833","-19.851111","11","05",NA,NA,NA,NA,NA,NA,NA
"299","2021-02-08 12:51:18-03","UFRGS","ICN","163676","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pott, VJ; Pott, A; Cristaldo, ACM; Hatschbach, G","5979","2002","11","11","América do Sul","Brasil",NA,NA,"Doação Herbário HMS n° 5326; erva 50-60 cm de altura, ocasional; brejo graminoso (1,3m de altura), com Eryngium floribundum, solo calcáreo encharcado com musgos e matéria orgânica, relevo plano","ICN00006388","Monocotyledon",NA,"R.Br.","Silva, LP","MS","Fazenda Baía das Garças próximo à sede direção cachoeiras do Aquidaban","-56.851667","-21.024722","ICN00006388","Bonito",NA,NA,NA,"2015","-56.851667","-21.024722","11","05",NA,NA,NA,NA,NA,NA,NA
"300","2021-02-08 12:51:18-03","UFRGS","ICN","190238","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Silva Filho, PJS","1565","2012","03","07","América do Sul","Brasil",NA,NA,"Turfeira","ICN00006386","Monocotyledon",NA,"R.Br.","Silva, LP","RS","-29.078563 -50.423716","-50.423611","-29.078333","ICN00006386","Jaquirana","933","933",NA,"2015","-50.423611","-29.078333","11","05",NA,NA,NA,NA,NA,NA,NA
"301","2021-02-08 12:51:18-03","UFRGS","ICN","112409","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, AC","413","1996","12","12","América do Sul","Brasil",NA,NA,"No banhado.","ICN00006381","Monocotyledon",NA,"R.Br.","Silva, LP","RS","Em direção ao Morro Negro, próximo ao Rio Marco","-50.0657997131348","-28.7483005523682","ICN00006381","São José dos Ausentes",NA,NA,NA,"2015",NA,NA,"11","05",NA,NA,"42598","auto",NA,NA,NA
