"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"43","2021-03-15 16:37:00-03","NY","NYBG","797696","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G.Sancho","K. A. Freitas",NA,NA,NA,"G. G. Hatschbach","15437","1966","12","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797696","NY00797696_01","Palmas","floccosum","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","860249","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"A. F. Regnell","N¦ II175",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860249","NY00860249_01",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00863679","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"Helmreichen","43",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863679","NY00863679_01","Brasilia",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","860709","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"H. S. Irwin","7827","1965","08","17","Brazil","Distrito Federal","Brasília","-47.77671","-15.7833",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860709","NY00860709_01","Ca. 15 km E of Brasília",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","860702","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"Collector unspecified","99",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860702","NY00860702_01",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","1019477","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"H. C. de Lima","4614","1993","02","10","Brazil","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282847' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019477","NY01019477_01","Reserva Biológica de Poço das Antas. Estada para Juturnaiba, entroncamento com a estrada do Aristides.",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","797707","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"L. Riedel","525","1825","11",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"L. Riedel: Iter Brasiliense 1824-1829 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797707","NY00797707_01","Pr. Campinas",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","797736","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"R. A. Wasum","246","1999","11","02","Brazil","Rio Grande do Sul","Sao Francisco de Paula","-50.5833","-29.4483",NA,NA,"830","830","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797736","NY00797736_01","Linha Sao Paulo",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","797726","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"Martii Herbar. Florae Brasil.","694","1839","08",NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797726","NY00797726_01","Bahia",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","797710","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G.Sancho","K. A. Freitas",NA,NA,NA,"L. R. Landrum","3903","1981","11","30","Brazil","Paraná","Mandirituba","-49.25","-25.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797710","NY00797710_01","Cachoeira and surroundings to rio Barigui","floccosum","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","797743","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G.Sancho","K. A. Freitas",NA,NA,NA,"G. G. Hatschbach","44448","1981","12","01","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797743","NY00797743_01","Cachimba","floccosum","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","797723","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"J. B. E. Pohl","365","1818","01",NA,"Brazil","Rio de Janeiro",NA,"-43.448386","-22.913514",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797723","NY00797723_01","Circa Rio de Janeiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","797717","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G.Sancho","K. A. Freitas",NA,NA,NA,"Capt. Wilkes",NA,NA,NA,NA,"Brazil","Rio de Janeiro",NA,"-43.448386","-22.913514",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797717","NY00797717_01","Near Rio Janeiro","floccosum","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","797709","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"B. Luschnath",NA,NA,NA,NA,"Brazil","Rio de Janeiro",NA,"-43.448386","-22.913514",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797709","NY00797709_01","Rio Janeiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","797702","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"J. Mattos","16296","1974","12","03","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797702","NY00797702_01","Perto de Tatuí",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","797719","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"S. B. Jones, Jr.","22745",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Cultivator: Samuel B. Jones # 76-105 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797719","NY00797719_01","22 km SW of Sao Paulo",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","860250","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"B. A. S. Pereira","2148","1992","07","30","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860250","NY00860250_01","APA de Cafuringa, Fazenda Palestina. na estrada que vai da sede a barragem da fazenda.",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","797746","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"L. Riedel","744","1832","07",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Iter Brasiliense 1833-35 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797746","NY00797746_01","Rio de Janeiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","797694","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"B. J. Pickel","3519","1949","12","27","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797694","NY00797694_01","In a thicket, Serra da Cantareira",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","797721","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"J. R. Pirani","2790","1993","05","10","Brazil","Espírito Santo","Serra","-40.3078","-20.1286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797721","NY00797721_01","Estrada Vitória-Jacaraípe. Maguinhos, Mata de Tabuleiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","1015037","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"C. Luchiari","279","1994","02","08","Brazil","Rio de Janeiro","Silva Jardim","-42.3917","-22.6508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015037","NY01015037_01","Reserva Biológica de Poço das Antas, Estr. Juturnaiba, direita - Km 6.",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","797729","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"J. H. Kirkbride Jr.","4933","1982","11","04","Brazil","Distrito Federal","Brasília","-48.17","-15.58",NA,NA,"960","960","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797729","NY00797729_01","Córregozinho temporário que entra Córrego Barreiro",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","797727","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"A. Schinini","33692","1997","12","10","Paraguay","Amambay",NA,"-55.75","-22.42",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797727",NA,"Camino a Col. Ortiz, cercano al Hito 1/51",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","797716","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"C. Medri","553","1997","12","06","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797716","NY00797716_01","Salto das Orquídeas, Sapopema",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","860247","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"J. Bowie","109","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00860247","NY00860247_01",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","797730","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"J. S. Blanchet","3251",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797730","NY00797730_01","Jacobina",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","797725","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"Schott","155",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"-43.448386","-22.913514",NA,NA,NA,NA,"Dupl. n° 656 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797725","NY00797725_01","Ad Rio de Janeiro (Pl. arborea)",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","797713","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"Schott","155",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"-43.448386","-22.913514",NA,NA,NA,NA,"Dupl. n° 656 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797713","NY00797713_01","Ad Rio de Janeiro (Pl. arborea)",NA,"South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","797712","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"Z. A. Trinta","1124","1966","01","15","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797712","NY00797712_01","Douradinho","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","797738","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"R. A. Wasum","12221","1997","12","13","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914","-30.5122",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797738","NY00797738_01","Caçapava do Sul- Rio Camaqua- Passo da Barquinha","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","797700","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"M. Sobral","4609","1985","12",NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797700","NY00797700_01","Gruta Linha Um, Jaguari","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","797732","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"B. Rambo","33030","1945","11","10","Brazil","Rio Grande do Sul","Porto Alegre","-51.153181","-30.11284",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797732","NY00797732_01","Porto Alegre","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","02692455","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho",NA,NA,NA,NA,"K. A. Freitas","61","2014","01","21","Brazil","Rio Grande do Sul","Encruzilhada do Sul","-52.6006","-30.5575",NA,NA,"416",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987594' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692455","NY02692455_01","Estrada para Pinheirinho entre Encruzilhada e Santana de Boa Vista","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2016-09-29 11:53:00-03","NY","NYBG","797734","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"G. J. Schwarz","557","1945","01","24","Argentina","Misiones","Candelaria",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797734",NA,"Arroyo Martín Chico","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","797737","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"R. A. Wasum","12228","1997","12","12","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914","-30.5122",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797737","NY00797737_01","Caçapava do Sul- Minas de Camaqua","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","797731","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,NA,"361",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797731","NY00797731_01",NA,"ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","797720","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G.Sancho","K. A. Freitas",NA,NA,NA,"A. Jasper","8091","1992","01","22","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914","-30.5122",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797720","NY00797720_01","Caçapava do Sul- Seival","ceanothifolium","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","797728","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G.Sancho","K. A. Freitas",NA,NA,NA,"R. D. Macedo","5624","2000","10","20","Brazil","Minas Gerais",NA,"-44.9853","-21.7222",NA,NA,"1100","1100","(A. Macedo) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797728","NY00797728_01","Sao Thome das Letras","floccosum","South America","sheet",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
