"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"199","2008-05-27 22:02:00-03","MO","MOBOT","222691","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Osvaldo Morrone|José F. Pensiero","1992","4","28","Paraguay","San Pedro",NA,"10 km. al N de San Estanilao, 1 km. al E de la ruta 3.","-56.41666","-24.58333",NA,NA,NA,NA,NA,NA,NA,NA,"Morrone 373","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","1"
"200","2009-08-21 04:37:00-03","MO","MOBOT","2228108","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Zuloaga, F. O., VI-","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","2000","3","8","Argentina","Misiones","Concepción","alrededores de Prefectura Naval Argentina, cerca de la desembocadura del Arroyo Santa María en el Río Uruguay","-55.35","-27.96666",NA,NA,"60.00000000",NA,NA,NA,NA,NA,"Deginani 1801","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2018-05-17 05:28:00-03","MO","MOBOT","2228122","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Zuloaga, F. O. & Morrone, O., /07/","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","1997","4","21","Argentina","Misiones","General Manuel Belgrano","Parque Prov. Uruguaí, Ruta Prov. 19, 50 km de Wanda camino a Deseado","-54.16666","-25.85",NA,NA,"260.00000000",NA,NA,NA,NA,NA,"Morrone 1970","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2009-11-09 18:57:00-02","MO","MOBOT","2252714","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Nicora, E. G.","Angel L. Cabrera|et al.","1978","2","14","Argentina","Misiones","Cainguás","Aristóbulo del Valle, Salto Encantado","-54.9","-27.08333",NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 29199","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2014-10-05 19:12:00-03","MO","MOBOT","2252757","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Nicora, E. G.","R.E. Porta","1944","1","26","Argentina","Misiones","Montecarlo","Colonia Montecarlo","-54.78333","-26.56666",NA,NA,NA,NA,NA,NA,NA,NA,"Porta 213","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2014-04-04 05:43:00-03","MO","MOBOT","226786","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Rodolfo Vásquez|et al.","1991","6","25","Peru","Loreto","Maynas","Dtto. Amazonas, Explor Camp (Sucusari). Bosque inundable. (Isla en el Río Napo frente a ala desembocadura de la Qda. Sucusari).","-72.9","-3.25",NA,NA,"140.00000000",NA,NA,NA,NA,NA,"Vásquez Martínez 16820","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"422","6"
"205","2008-05-27 22:02:00-03","MO","MOBOT","2281524","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, 2004 (MO)","Saúl Altamirano|et al.","2004","6","10","Bolivia","Cochabamba","Chapare","San Miguelito. Selvas amazonicas inundadas estacionalmente, caracterizadas por Eschweilera coriacea, Hura crepitans, Terminalia amazonica, Guarea grandiflora y Poulsenia armata. Suelos profundos arcillosos mal drenados. 20K 239436 - UTM 817091",NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,"Altamirano Azurduy 2382","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2010-11-21 08:41:00-02","MO","MOBOT","2428411","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Nicora, E. G.","G.J. Schwarz","1948","12","17","Argentina","Misiones","Iguazú","Cataratas del Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,"Schwarz 7212","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2018-05-17 05:29:00-03","MO","MOBOT","2297539","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Aliscioni, S. S. & Morrone, J. J.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","2002","3","10","Argentina","Misiones","General Manuel Belgrano","Ruta provincial 17, paraje Dos Hermanas.","-53.76666","-26.28333",NA,NA,"780.00000000",NA,NA,NA,NA,NA,"Múlgura 3222","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2008-05-27 22:02:00-03","MO","MOBOT","230121","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Percy Núñez V.|A.M. Lees|S.D. Wright","1987","5","3","Peru","Madre de Dios","Manu","Parque Nacional Manu, Cocha Juarez, Río Manu.",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,"Núñez Vargas 8003","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-22","4"
"209","2008-05-27 22:02:00-03","MO","MOBOT","230775","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Elsa M. Zardini|et al.","1987","5","25","Paraguay","Presidente Hayes",NA,"Puente Remanso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 2551","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-16","4"
"210","2008-05-27 22:02:00-03","MO","MOBOT","232998","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Elsa M. Zardini|Leongino Guerrero","1993","6","10","Paraguay","Central",NA,"Acosta Ñu: Creek, affluent of Paraguay River. Gallery forest.","-57.53333","-25.43333",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 36176","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"827","4"
"211","2008-05-27 22:02:00-03","MO","MOBOT","233525","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Carlos E. Cerón|Nelson Gallo","1988","9","29","Ecuador","Napo",NA,"Río Yasuní y lagunas de JATUN-COCHA. Bosque parcialmente inundado y varzea. Bosque húmedo Tropical.","-75.68333","-0.96666",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Cerón Martínez 5176","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-22","3"
"212","2018-05-17 05:29:00-03","MO","MOBOT","2338319","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Morrone, O.","Osvaldo Morrone|María E. Múlgura|Silvia S. Denham","2003","5","1","Argentina","Salta","Orán","Ruta Nac. 50, 15 km del Puente Internacional Argentina-Bolivia camino a la ciudad de Orán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morrone 4543","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2008-05-27 22:02:00-03","MO","MOBOT","237177","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Swallen","Guillermo Klug","1936","5",NA,"Peru","San Martín",NA,"Alto Rio Huallaga","-76.3655556","-6.5013889",NA,NA,"400.00000000","800.00000000",NA,NA,NA,NA,"Klug 4374","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2008-05-27 22:02:00-03","MO","MOBOT","237671","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Philip J. Barbour",NA,NA,NA,"Peru","Madre de Dios","Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbour 4832","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2018-02-24 05:31:00-03","MO","MOBOT","2402781","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","López, M. G., //","Sara G. Tressens|Victor Maruñak|M. M. Sosa","1997","3","21","Argentina","Misiones","San Pedro","Ruta 20 y arroyo Piray Guazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tressens 5721","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2008-05-27 22:02:00-03","MO","MOBOT","240367","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","R. Frey|Paolo Bettella|R.C. Quevedo","1990","5","5","Bolivia","Santa Cruz","Chiquitos","Southern border of Laguna Cáceres. Las Piedritas, zona militar, 500 m NNE of the plaza central of Puerto Suarez.","-57.79166","-18.96666",NA,NA,"80.00000000",NA,NA,NA,NA,NA,"Frey 520","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","6"
"217","2014-12-11 12:42:00-02","MO","MOBOT","240691","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","1991","6","18","Paraguay","Central",NA,"Tavarory. Avaí River near confluence with Paraguay River.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 27515A","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"585","2"
"218","2013-10-09 05:40:00-03","MO","MOBOT","240839","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Elsa M. Zardini|Ramón Velásquez","1989","5","28","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Forest, 10 kms S of Melgarejo on road to the Antena.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 12378","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","5"
"219","2008-05-27 22:02:00-03","MO","MOBOT","241143","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Alwyn H. Gentry","1983","6","29","Peru","Loreto","Maynas","Small island in Río Amazonas below Yanamono Island. Sandy beach, seasonally inundated.","-72.75","-3.45",NA,NA,"120.00000000",NA,NA,NA,NA,NA,"Gentry 42335","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-152","5"
"220","2008-05-27 22:02:00-03","MO","MOBOT","241776","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse, 1999 (MO)","Elsa M. Zardini|M. Vera","1994","6","16","Paraguay","Central",NA,"Tavarory. 2 km southeast from entrance, on Paraguay River. Gallery forest.","-57.55055","-25.47222",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 39534","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"908","4"
"221","2008-05-27 22:02:00-03","MO","MOBOT","242049","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Alwyn H. Gentry|Camilo Díaz S.","1987","6","18","Peru","Ucayali","Coronel Portillo","UCAYALI: Quebrada Shesha, tributary of Río Abujao, 1-2 days upriver by Peki-peki, ca 60-70 km NE of Pucallpa.","-73.91666","-8.03333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Gentry 58423","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-160","4"
"222","2009-10-24 09:08:00-02","MO","MOBOT","2426926","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Nicora, E. G.","Fernando O. Zuloaga|et al.","1979","4","9","Argentina","Misiones","Libertador General San Martín","Salto Encantado","-54.9","-27.08333",NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga 672","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2010-02-15 15:39:00-02","MO","MOBOT","2428394","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Zuloaga, F. O. & Morrone, O., 4-","F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","2000","3","14","Argentina","Misiones","Cainguás","Predio UNLP Reserva Privada Valle del Arroyo Cuña Pirú. Márgenes del arroyo Cuña Pirú, cerca del balneario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biganzoli 798","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2010-02-15 15:39:00-02","MO","MOBOT","2438812","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Zuloaga, F. O., 4-","F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","2000","3","17","Argentina","Misiones","Cainguás","Predio UNLP Reserva Privada. Arroyo Liso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biganzoli 937","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2012-05-02 13:01:00-03","MO","MOBOT","2453013","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Nicora, E. G.","Carlos B. Villamil|et al.","1966","1","10","Argentina","Misiones",NA,"Ruta 12, a orillas del Arroyo San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Villamil s.n.2","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"226","2012-04-13 09:01:00-03","MO","MOBOT","2480652","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Roberto M. Klein|et al.","1969","3","12","Brazil","Santa Catarina",NA,"Florianópolis. Vargem Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klein 8252","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2014-03-29 22:04:00-03","MO","MOBOT","2516218","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Morrone, O.","A.L. Woolston","1955","4","21","Paraguay","San Pedro",NA,"Primavera","-56.51666","-24.63333",NA,NA,NA,NA,NA,NA,NA,NA,"Woolston 63","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2015-08-23 05:45:00-03","MO","MOBOT","2666426","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J. (IBUG)","Simon Lægaard|S.A. Renvoize","1988","3","7","Ecuador","Los Ríos",NA,"On road Puebloviejo - Puerto Pechiche. Roadside, disturbed ground, swamps.","-79.56666","-1.5",NA,NA,"30.00000000",NA,NA,NA,NA,NA,"Lægaard 70626","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2015-08-23 05:45:00-03","MO","MOBOT","2666454","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Judziewicz, E. J. (IBUG)","Simon Lægaard|S.A. Renvoize","1988","3","7","Ecuador","Los Ríos",NA,"Near Puerto Pechiche.","-79.55","-1.41666",NA,NA,"30.00000000",NA,NA,NA,NA,NA,"Lægaard 70642","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2009-06-27 16:40:00-03","MO","MOBOT","2667374","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Laegaard, S. (AAU)","Simon Lægaard","1999","2","25","Ecuador","Sucumbíos",NA,"Rio Napo opposite Pompeyo","-76.05","-0.03333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"Lægaard 19608","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-07-11 20:13:00-03","MO","MOBOT","2696834","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, 2005 (MO)","Alejandro Araujo M.|A. Antezana|D. Choque A.|Remberto Jove|Gerardo Jove","2005","5","30","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, Resina.","-68.5658333","-14.325",NA,NA,"660.00000000",NA,NA,NA,NA,NA,"Araujo Murakami 1817","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-04","4"
"232","2020-09-02 05:42:00-03","MO","MOBOT","2701507","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, 2005 (MO)","L. Cayola","2005","5","20","Bolivia","La Paz","Franz Tamayo","Parque Nacional y Área Natural de Manejo Integrado Madidi. NW de Apolo, Asariamas, Río Resina.","-68.5597222","-14.33",NA,NA,"700.00000000",NA,NA,NA,NA,NA,"Cayola Pérez 1699","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-14","4"
"233","2011-06-08 12:20:00-03","MO","MOBOT","2939893","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Manuel Rimachi Y.","1993","4","21","Peru","Loreto","Maynas","Dtto. Punchana. Río Nanay, margen de Bieja Cocha, frente al caserio de Padre Cocha, ca 10 minutos de Bellavista.",NA,NA,NA,NA,"90.00000000",NA,NA,NA,NA,NA,"Rimachi Y. 10536","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2011-03-24 16:52:00-03","MO","MOBOT","2940091","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Calvin R. Sperling|Steven R. King","1982","8","10","Bolivia","Pando","Manuripi","Lago Bay, a black water lake formed by the Rio Arroyo just upstream from its junction with Rio Manuripi. Inundated forest and floating mats of vegetation on lake.","-68.66666","-11.95",NA,NA,NA,NA,NA,NA,NA,NA,"Sperling 6558","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2015-08-23 05:45:00-03","MO","MOBOT","2940228","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"S.A. Renvoize|Stephan G. Beck|Thomas A. Cope","1981",NA,NA,"Bolivia","Santa Cruz","Ichilo","Yapacani to Puerto Grether. Marshy ground, secondary forest beside road.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Renvoize 3967","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2012-04-20 10:36:00-03","MO","MOBOT","2940285","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"J. Hoock","1956",NA,NA,"French Guiana",NA,NA,"Haut Itamy Cyetcs. Entre C4 et C5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoock 176","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2008-05-27 22:02:00-03","MO","MOBOT","2940440","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"J. Hoock","1956","2","28","French Guiana",NA,NA,"Distillerie Aubin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoock 473","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2008-05-27 22:02:00-03","MO","MOBOT","2940495","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Tim Killeen","Timothy J. Killeen","1987","4","12","Bolivia","Santa Cruz","Nuflo de Chavez","Pueblo of Concepción. Environs of Pueblo. Along margins of Rio Zapoco.","-62.13333","-16.03333",NA,NA,"480.00000000",NA,NA,NA,NA,NA,"Killeen 2450","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","2940556","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"J. Hoock",NA,NA,NA,"French Guiana",NA,NA,"Approuagne Carbet face Crifue Ipoucin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoock 477","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","2940626","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Tim Killeen","Timothy J. Killeen","1986","2","4","Bolivia","Santa Cruz","Nuflo de Chavez","20 km W of Santa Rosa de la Roca.","-61.66666","-15.83333",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"Killeen 1743","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2008-05-27 22:02:00-03","MO","MOBOT","2940701","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Tim Killeen","Timothy J. Killeen","1984","12","29","Bolivia","Santa Cruz","Nuflo de Chavez","25 km W of Concepción on road to San Ignacio de Velasco. Rolling plain of precambrian shield; artificial pond adjacent to road.","-61.83333","-16",NA,NA,"420.00000000",NA,NA,NA,NA,NA,"Killeen 683","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2008-05-27 22:02:00-03","MO","MOBOT","2940858","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Tim Killeen","Timothy J. Killeen","1985","10","31","Bolivia","Santa Cruz","Nuflo de Chavez","Est. Las Madres, 13 km N of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, savanna forest and savanna wetland.","-62","-16",NA,NA,"500.00000000",NA,NA,NA,NA,NA,"Killeen 1362A","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2009-07-17 06:11:00-03","MO","MOBOT","2941314","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Sidney T. McDaniel|Manuel Rimachi Y.","1973","8","7","Peru","Loreto","Maynas","Dtto. Iquitos. Sacarita de Yanayacu, east bank of Rio Amazonas near Northern most Padre Isla. Sandy low ground near river.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McDaniel 17628","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-07-02 04:35:00-03","MO","MOBOT","2941349","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse","Steven R. Hill|C.A. Cid Ferreira|José Guedes|J. Santos Lima|Bruce W. Nelson|Carol A. Todzia|James L. Zarucchi","1983","7","9","Brazil","Amazonas",NA,"Ilha Tupinambarana, paraná Urariá, white water, between rio Abacaxis and rio Paraconi, varzea.","-58.5","-3.83333",NA,NA,NA,NA,NA,NA,NA,NA,"Hill 13032","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2008-05-27 22:02:00-03","MO","MOBOT","2941406","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Robin B. Foster","1989","10","1","Peru","Madre de Dios","Manu","Parque Nacional Manu, Zona Reservada; Rio Manu; Cocha Juarez; North end of lake. Filling in lake-margin.","-71.06666","-12.08333",NA,NA,"350.00000000",NA,NA,NA,NA,NA,"Foster 13291","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2008-05-27 22:02:00-03","MO","MOBOT","2941562","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","E.C. Tenório","William C. Steward","1971","5","19","Brazil","Acre",NA,"Cruzeiro do Sul, Rio Jurua & Rio Moa. Vicinity of Periquito, Rio Jurúa-Mirim. Sandy beach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steward 13159","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2011-06-08 11:53:00-03","MO","MOBOT","2941639","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"José Schunke V.","1973","8","1","Peru","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo. Quebrada Luís Sálas (5 Km. Noreste de Puerto Pizana). Al borde de la quebrada en bosque pantanosos.",NA,NA,NA,NA,"350.00000000","370.00000000",NA,NA,NA,NA,"Schunke Vigo 6601","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2015-06-12 05:56:00-03","MO","MOBOT","2941696","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","T. Sendulski","Vicki A. Funk|Brian Kahn|S. Wiser","1986","6","3","Peru","Madre de Dios",NA,"Laguna Coco Cocha. 5.2 km east of lodge. Along edge of lake.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Funk 8419","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2016-08-25 17:29:00-03","MO","MOBOT","2941760","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse","Filomeno Encarnación","1982","2","19","Peru","Loreto","Requena","Pungal abajo de J. Herrera, margen izquierda del río Ucayali, arriba del caño Iricahua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Encarnación Cajañaupa 26002","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"250","2009-08-21 06:33:00-03","MO","MOBOT","2941831","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Shunsuke Tsugaru|Yotaro Sano","1987","8","15","Brazil","Amazonas",NA,"River side and small islets of Rio Solimões within 100 km. upper-stream from Manaus. Collected by boat. River side exposed by the receding water in dry season.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsugaru B-1049","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
