"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"251","2009-07-17 06:11:00-03","MO","MOBOT","2941849","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Sidney McDaniel","Sidney T. McDaniel|Manuel Rimachi Y.","1980","3","1","Peru","Loreto","Maynas","Dtto. Iquitos. Río Momón (trib. Río Nanay), vicinity Balcón. Locally abundant on mudflat.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,"McDaniel 23265","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2012-03-06 05:13:00-03","MO","MOBOT","2941983","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","C.A. Cid Ferreira|William R. Buck|Bruce W. Nelson|F. Almeida|C.D.A. da Mota|J. Lima","1979","8","16","Brazil",NA,NA,"Rio Uatumã, Município de Itapiranga, 30 minutos de motor de popa, acima de cachoeira Balbina, lado direito do rio Uatumã, próximo ao igarapés Sta Luzia; mata de várzea; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cid Ferreira 387","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2009-08-22 07:22:00-03","MO","MOBOT","2942004","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. McDaniel","Sidney T. McDaniel|Manuel Rimachi Y.|Walter C. Holmes|John Bruza","1978","5","26","Peru","Loreto","Maynas","Dtto. Indiana, Rio Amazonas, across river from Indiana ca 3 km up river, open sandy area, subj. to inundation. Ca. 15 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McDaniel 21642","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2011-06-08 11:53:00-03","MO","MOBOT","2942120","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","D. Simpson","José Schunke V.","1970","4","23","Peru","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo. En banco de arena húmeda a orilla de la quebrada. Al Nor-Oeste del vivero del Instituo Agropecuario de Tocache.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schunke Vigo 3961","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2012-03-06 05:13:00-03","MO","MOBOT","2942186","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","C.A. Cid Ferreira|William R. Buck|Bruce W. Nelson|F. Almeida|C.D.A. da Mota|J. Lima","1979","8","16","Brazil",NA,NA,"Vicinity of Rio Uatumã. Rio Uatumã, Município de Itapiranga, 30 minutos de motor de popa, acima da cachoeira Balbina , lado direito do rio Uatumã, próximo ao igarapé Sta. Luzia; mata de várzea; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cid Ferreira 387","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2008-05-27 22:02:00-03","MO","MOBOT","2942288","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas B. Croat","1972","7","2","Peru","Loreto",NA,"Bocade Muyui, ca 3 km W of Iquitos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croat 17497B","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-09-04 04:40:00-03","MO","MOBOT","2942450","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Herbert H. Smith","1898",NA,NA,"Colombia",NA,NA,"Plants of Santa Marta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smith 2748","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2008-05-27 22:02:00-03","MO","MOBOT","2942582","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas R. Soderstrom","1969","1","16","Colombia",NA,NA,"Intendencia de Caquetá: Miramar, Río Orteguaza, between Río Gúecochará and Tres Esquinas. Habitat. Growing at river's edge,",NA,NA,NA,NA,"340.00000000",NA,NA,NA,NA,NA,"Soderstrom 1387","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2009-08-22 06:53:00-03","MO","MOBOT","2942657","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. McDaniel","Manuel Rimachi Y.","1978","6","1","Peru","Loreto","Maynas","Dtto. Iquitos. Río Amazonas, Cotillo Isla, in front of Padre Isla, lowland freq. inundated, glumes greenish.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rimachi Y. 3621","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2008-05-27 22:02:00-03","MO","MOBOT","2942792","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse","John D. Dwyer|Jerome V. Dwyer","1972","7","27","Ecuador","Napo",NA,"Lago Agrio (Amazon Basin )near Rio Aguarico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dwyer 10278","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2008-05-27 22:02:00-03","MO","MOBOT","2942940","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"G. Colonnello","1999","6","8","Venezuela",NA,NA,"Creciendo en área baja, inundable al lado del camino formando una colonia.","-62.01194","9.10666",NA,NA,"8.00000000","10.00000000",NA,NA,NA,NA,"Colonnello 2820","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2010-04-14 18:01:00-03","MO","MOBOT","2942979","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas Morong","1888",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morong 693","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2009-05-15 13:24:00-03","MO","MOBOT","2943018","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse","Pedro Jörgensen",NA,NA,NA,"Paraguay",NA,NA,"Villenica F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 4571","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2009-06-28 10:39:00-03","MO","MOBOT","2943111","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. McDaniel","Sidney T. McDaniel","1968","9","11","Peru","Loreto","Maynas","Iquitos, swamp out Calle Putumayo on edge of town toward Río Nanay, locally abundant in open swamp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McDaniel 10978","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2018-07-18 05:22:00-03","MO","MOBOT","3420314","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Giuseppe Colonello|et al.","1999","6","8","Venezuela","Delta Amacuro",NA,"Guasina, Orillas Cano Tucupita.","-62.03555","9.08472",NA,NA,"8.00000000","10.00000000",NA,NA,NA,NA,"Colonello 2806","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2010-04-23 21:28:00-03","MO","MOBOT","3420488","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Osvaldo Morrone|et al.","2002","10","31","Bolivia","Santa Cruz","Nuflo de Chavez","291 km de Santa Cruz camino a Concepcion, pasando 56 km San Javier.","-62.03333","-16.11666",NA,NA,"480.00000000",NA,NA,NA,NA,NA,"Morrone 4287","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2008-08-07 03:32:00-03","MO","MOBOT","3421408","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Nur Ritter|et al.","1994","6","1","Bolivia","Cochabamba","Carrasco","Town of Chimore. The road between the community of Senda F and the Rio Chimore; ca. 0.5 km east of the turn-off towards the river.","-65.12916","-16.875",NA,NA,"220.00000000",NA,NA,NA,NA,NA,"Ritter 1117","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2017-09-25 15:40:00-03","MO","MOBOT","3449762","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Sidney T. McDaniel|Manuel Rimachi Y.","1979","5","20","Peru","Loreto","Maynas","Dtto. Mazan. Timicurru, above baradero de Mazan, low area burned last year near Rio Amazonas, sandy silty alluvium.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McDaniel 22429","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"269","2018-06-03 05:28:00-03","MO","MOBOT","882738","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Alberto Dik","1994","5","22","Ecuador","Napo","Orellana","Comunidad de Pompeya. Carretera y oleoducto de Maxus en construcción, Km 0-5. Bosque húmedo Tropical. Suelo aluvial. Malezas adventivas en el borde de la carretera.","-76.6","-0.4333333",NA,NA,"248.00000000",NA,NA,NA,NA,NA,"Dik 1296","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"270","2018-06-03 05:28:00-03","MO","MOBOT","882742","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Alberto Dik","1994","5","22","Ecuador","Napo","Orellana","Comunidad de Pompeya. Carretera y oleoducto de Maxus en construcción, Km 0-5. Bosque húmedo Tropical. Suelo aluvial. Malezas adventivas en el borde de la carretera.","-76.6","-0.43333",NA,NA,"248.00000000",NA,NA,NA,NA,NA,"Dik 1300","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2011-06-09 18:09:00-03","MO","MOBOT","936687","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse, June 2000 (MO)","Bonifacio Mostacedo C.","1994","6","9","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Aserradero El Tarbo, zona Sur del Parque. Bosque alto, húmedo.","-60.63333","-14.88888",NA,NA,"225.00000000",NA,NA,NA,NA,NA,"Mostacedo C. 2173","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2012-04-12 05:10:00-03","MO","MOBOT","968482","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Fuentes","Alfredo F. Fuentes","1995","4","6","Bolivia","Santa Cruz","Nuflo de Chavez","Estancia San Miguelito, 200 km NE de la ciudad de Santa Cruz; puesto San Pablo. Campo cerrado (sabana arbolada), 8 km al NE del puesto.","-61.66666","-17.15",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 637","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"273","2012-04-12 05:10:00-03","MO","MOBOT","968561","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Fuentes","Alfredo F. Fuentes","1995","4","15","Bolivia","Santa Cruz","Nuflo de Chavez","Estancia San Miguelito, 200 km NE de la ciudad de Santa Cruz; puesto San Lorenzo. Laguneta cubierta de helofitos como Thalia geniculata, Rhabdadenia sp, cyperaceas y otras, 1 km al S del puesto. 609695 8102900 (UTM)",NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 669","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"274","2021-02-01 15:09:00-03","MO","MOBOT","216924","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Renvoize","Simon Lægaard","1984","1","20","Ecuador","Napo",NA,"Along Río Cuyabeno, app. 3 hours in canoe below Puerto Bolívar. On sandy rivershore.","-75.9333333","-0.1833333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Lægaard 51250","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"275","2008-05-27 22:02:00-03","MO","MOBOT","216934","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Renvoize","Simon Lægaard","1984","2","17","Ecuador","Napo",NA,"At Río Aquarico above San Pablo. Sandy riverbanks.","-78.46666","-0.21666",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Lægaard 51436","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2008-05-27 22:02:00-03","MO","MOBOT","216913","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. Lægaard","J.E. Lawesson","1983","6","16","Ecuador","Napo",NA,"Río Lagarto Cocha. Near Redondo Cocha. Black water in undated forest.","-75.25","-0.58333",NA,NA,"190.00000000",NA,NA,NA,NA,NA,"Lawesson 44488","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-06-13 04:36:00-03","MO","MOBOT","249653","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"J.E. Lawesson|T. Læssøe|P.M. Jørgensen","1983",NA,NA,"Ecuador","Napo",NA,"Río Lagarto Cocha. Near Redondo Cocha. Terra firme. Primary rain forest.","-75.21666","-0.55",NA,NA,"190.00000000",NA,NA,NA,NA,NA,"Lawesson 44484","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2016-10-13 15:31:00-03","MO","MOBOT","100934045","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse & M. Nee","Michael H. Nee|M.J. Flores Villegas","2008","5","16","Bolivia","Santa Cruz","Ichilo","Lowlands in floodplain of Río Ichilo, between highway and pipeline, 2.2 km E of center of Río Ichilo bridge (and border with Depto. Chochabamba), S side of mian Villa Tunari-Buena Vista highway.","-64.3205556","-17.2580556",NA,NA,"245.00000000",NA,NA,NA,NA,NA,"Nee 55668","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"279","2008-05-27 22:02:00-03","MO","MOBOT","1092124","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","E. Gutiérrez","E. Gutiérrez","1996","5","27","Bolivia","Beni","Moxos","Provincia Moxos; territorio Indigena, Parque Nacional Isiboro Sécure (TIPNIS), sector: San José de Patrocinio. Arroyo Chaymata, entre Patrocinio y San Marcos, confluyente del Isiboro. Vegetación acuática, con tarope, pochi y cañuelas. a 1,5 km. bajios de pampa.","-65.26666","-15.81666",NA,NA,"150.00000000",NA,NA,NA,NA,NA,"Gutiérrez Crespo 2015","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2009-07-27 09:38:00-03","MO","MOBOT","228930","PreservedSpecimen","Plantae","Poaceae","Panicum","cordatum","Panicum cordatum","Buse",NA,"Auguste F.M. Glaziou","1870","2","10","Brazil","Rio de Janeiro",NA,"Quinta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou 4326","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2015-02-26 22:03:00-03","MO","MOBOT","229462","PreservedSpecimen","Plantae","Poaceae","Panicum","donacifolium","Panicum donacifolium","Raddi",NA,"G. Raddi",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raddi s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2015-02-26 22:03:00-03","MO","MOBOT","229473","PreservedSpecimen","Plantae","Poaceae","Panicum","donacifolium","Panicum donacifolium","Raddi",NA,"G. Raddi",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raddi s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-08-01 18:19:30-03","UNESP-IBILCE","SJRP","00983","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","T. Senduliy","Giorgio de Marinis",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","represa","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,"Tracheophyta","Poales",NA,"América do Sul",NA,"Até 1,5 m de altura;","20305","auto",NA,NA,NA,NA,"Liliopsida",NA,NA,NA
"284","2020-08-31 09:21:17-03","INPA","INPA","54150","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, TB; Gomes-Silva, AC","Junk, WJ","1975","06","24","Brasil","Amazonas","Manaus","Rio Solimões, Rio Solimões, Costa do Baixio.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"INPA0054150","INPA0054150 INPA0054150_e","Monocotyledon","Poales","331","Southern America",NA,NA,"138090","auto",NA,"2012",NA,NA,NA,NA,NA,NA
"285","2020-08-31 09:21:17-03","INPA","INPA","31523","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, TB; Gomes-Silva, AC","Maas, PJM","1971","05","19","Brasil","Acre","Cruzeiro do Sul","Rio Juruá-Mirim, Vicinity of Periquito, Rio Juruá-Mirim; sandy beach.","-72.229028","-8.740647","-72.229028","-8.740647",NA,NA,"INPA0031523","INPA0031523 INPA0031523_e","Monocotyledon","Poales","P13159","Southern America",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA
"286","2020-08-31 09:21:17-03","INPA","INPA","87449","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Prance, GT","Ferreira, CAC","1979","08","16","Brasil","Amazonas","Itapiranga","Rio Uatumã, acima da Cachoeira Balbina., Rio Uatumã, 30 minutos de motor de popa, acima da Cachoeira Balbina, lado direito do Rio Uatumã, próximo ao igarapé Santa Luzia.","-58.99988","-2.180964","-58.99988","-2.180964",NA,NA,"INPA0087449","INPA0087449 INPA0087449_e INPA0087449_nd","Monocotyledon","Poales","387","Southern America",NA,NA,NA,NA,NA,"2014","06",NA,NA,NA,NA,NA
"287","2020-08-31 09:21:17-03","INPA","INPA","235989","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Filgueiras, TS; Viana, PL","Zappi, DC","2010","08","29","Brasil","Roraima","Rorainópolis","Reserva Popular Xixuaú-Xipariná, Beira esquerda do Rio Jauaperi, proximidades do Lago Atucurá e Atucurazinho","-61.892742","-1.333973","-61.892742","-1.333973","29","29","INPA0235989","INPA0235989 INPA0235989_e","Monocotyledon","Poales","2962","Southern America",NA,NA,NA,NA,NA,"2014","05",NA,NA,NA,NA,NA
"288","2020-08-31 09:21:17-03","INPA","INPA","196139","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Filgueiras, TS; Viana, PL","Mattos, G","1998","09","06","Brasil","Amazonas","Boa Vista do Ramos","Comunidade Nossa Senhora de Fátima, Comunidade Nossa Senhora de Fátima do Igarapé Açú do Massauari.","-57.5903015136719","-2.96971988677979",NA,NA,NA,NA,"INPA0196139","INPA0196139 INPA0196139_e INPA0196139_e1","Monocotyledon","Poales","2","Southern America",NA,NA,"66873","auto",NA,"2014","05",NA,NA,NA,NA,NA
"289","2020-08-31 09:21:17-03","INPA","INPA","128484","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, TB; Gomes-Silva, AC","Hill, SR","1983","07","09","Brasil","Amazonas","Maués","Ilha Tupinambarana, paraná Urariá, Ilha Tupinambarana, paraná Urariá, white water, between rio Abacaxis and rio Paraconi, várzea. A component of riverside grass mats and floating islands.","-58.5","-3.833333","-58.5","-3.833333",NA,NA,"INPA0128484","INPA0128484 INPA0128484_e","Monocotyledon","Poales","13032","Southern America",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA
"290","2021-01-10 20:52:22-03","INPA","INPA","108944","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, TB; Gomes-Silva, AC","Yamakoshi, M","1979","07","16","Brasil","Pará","Santarém","Rio Mojú, Rio Moju.","-54.2","-2.8","-54.2","-2.8",NA,NA,"INPA0108944","INPA0108944 INPA0108944_e","Monocotyledon","Poales","82","Southern America",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA
"291","2020-08-31 09:21:17-03","INPA","INPA","148227","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, TB; Gomes-Silva, AC","Colares, IG","1987","06","09","Brasil","Amazonas",NA,"Igarapé Esperança, Rio Uatumã, Igarapé Esperança, margem esquerda do rio Uatumã, acima da Barragem da UHE de Balbina.",NA,NA,NA,NA,NA,NA,"INPA0148227","INPA0148227 INPA0148227_e","Monocotyledon","Poales","245","Southern America",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA
"292","2020-08-31 09:21:17-03","INPA","INPA","212904","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Filgueiras, TS; Viana, PL","Ferreira, CAC","2000","03","19","Brasil","Rondônia","Porto Velho","Igarapé da estrada que dá acesso a Vila JOCUM, Igarapé da estrada que dá acesso a Vila JOCUM, margem direita. Área aberta, alagada, solo arenoso de cor escura.","-63.9","-8.683333","-63.9","-8.683333",NA,NA,"INPA0212904","INPA0212904 INPA0212904_1 INPA0212904_2 INPA0212904_2e INPA0212904_e","Monocotyledon","Poales","12574","Southern America",NA,NA,NA,NA,NA,"2014","05",NA,NA,NA,NA,NA
"293","2020-08-31 09:21:17-03","INPA","INPA","244758","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Filgueiras, TS; Viana, PL","Pereira-Silva, G da","2010","06","20","Brasil","Rondônia","Porto Velho","UHE Jirau, Margem esquerda do rio Madeira, sítio J. G.","-64.816111","-9.493056","-64.816111","-9.493056","90","90","INPA0244758","INPA0244758 INPA0244758_e","Monocotyledon","Poales","15414","Southern America",NA,NA,NA,NA,NA,"2014","05",NA,NA,NA,NA,NA
"294","2020-08-31 09:21:17-03","INPA","INPA","31882","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, TB; Gomes-Silva, AC","Prance, GT","1971","06","25","Brasil","Amazonas",NA,"Rio Purús, Lago Prêto, 2 km north of Lábrea, Rio Purus south of Lago Preto, 2 Km north of Lábrea; lake margin.","-64.798211","-7.247012","-64.798211","-7.247012",NA,NA,"INPA0031882","INPA0031882 INPA0031882_e","Monocotyledon","Poales","13666","Southern America",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA
"295","2020-08-31 09:21:17-03","INPA","INPA","39919","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Filgueiras, TS; Viana, PL","Prance, GT","1973","07","23","Brasil","Amazonas",NA,"Ilha Aramaçá, quase enfrente a Tabatinga, Ilha Aramaçá, almost opposite Tabatinga. Várzea forest, white water flooded.","-69.9164","-4.3331","-69.9164","-4.3331",NA,NA,"INPA0039919","INPA0039919 INPA0039919_e INPA0039919_e1 INPA0039919_nd INPA0039919_num","Monocotyledon","Poales","16729","Southern America",NA,NA,NA,NA,NA,"2014","05",NA,NA,NA,NA,NA
"296","2020-08-31 09:21:17-03","INPA","INPA","31025","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gibertoni, TB; Gomes-Silva, AC","Maas, PJM","1971","04","30","Brasil","Acre","Cruzeiro do Sul","Serra do Moa, Serra de Moa; river margin near guard's house.","-72.8956","-7.6144","-72.8956","-7.6144",NA,NA,"INPA0031025","INPA0031025 INPA0031025_e","Monocotyledon","Poales","P12680","Southern America",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA
