"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","class","monthIdentified","dayIdentified","individualCount","fieldNumber","order","previousCatalogNumber"
"196","2017-08-14 13:10:00-03","MO","MOBOT","100992029","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"A. Lindig","Lindig s.n.","1860","7",NA,"South America","Colombia","Distrito Capital",NA,"Bogota, Azerradero.","-74.0666667","4.7","2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"197","2011-02-28 12:00:00-03","MO","MOBOT","90127781","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Thomas van der Hammen|Roberto Jaramillo M.","van der Hammen 1968","1967","10","29","South America","Colombia","Distrito Capital",NA,"Santa Fe De Bogota, entre Bogota y Puente Comun, La Torca y la Francia","-74.16666","4.58333","2750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2018-07-04 15:46:00-03","MO","MOBOT","90067217","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"William C. Steere","Steere 8673","1943","8","10","South America","Ecuador","Napo",NA,"Above La Fama, valley of Rio Chingual E of El Pun, Cordillera Oriental.","-77.51666","0.66666","2195.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"199","2018-06-18 19:24:00-03","MO","MOBOT","101051037","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","W.C. Steere","William C. Steere","Steere 9129","1943","10","22","South America","Ecuador","Napo",NA,"Wet Cinchona forest, on east slope of Cordillera Oriental (east of San Gabriel), drainage of Río Cofanes.","-77.75","0.5833333","2440.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"200","2009-06-25 13:30:00-03","MO","MOBOT","90127733","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Steere","William C. Steere","Steere 7317","1942","11","15","South America","Colombia","Norte de Santander","Chitaga","Chitaga, Chucarima, Rio Valegra, Quebrada Colorado.","-72.48333","7.21666","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2009-06-25 13:30:00-03","MO","MOBOT","90127744","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Steere","William C. Steere","Steere 7299","1942","11","15","South America","Colombia","Norte de Santander","Chitaga","Chitaga, Chucarima, Río Valegra, Quebrada Colorado.","-72.48333","7.21666","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2012-05-23 15:02:00-03","MO","MOBOT","90127592","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Linares","G. Lozano C.","Lozano Contreras 4417","1984","10","2","South America","Colombia","Huila","La Plata","La Plata, La Candelaria, Finca Merenberg.","-76.1666667","2.4166667","2450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"203","2008-05-27 22:02:00-03","MO","MOBOT","90127573","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Linares","Jaime Aguirre","Aguirre Ceballos 6370","1984","9","30","South America","Colombia","Huila","La Plata","La Plata, La Candelaria, Finca Merenberg-Agua Bonita, bosque El Yarumal.","-76.16666","2.41666","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2015-02-10 05:56:00-02","MO","MOBOT","90162530","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","S. Churchill, Abr","S. P. Churchill|R.N. Ledezma|M. Muñoz","Churchill 22410","2003","4","11","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Serranía de Siberia. Ca. 3.5 km al sur de Locotal (13.5 km norte de El Empalme). Bosque montano húmedo, arriba del Río Chua Khocha. <22404-22435>","-64.72611","-17.78638","2010.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","03-13",NA,NA
"205","2009-10-20 19:03:00-02","MO","MOBOT","90127677","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Ellsworth P. Killip|Albert C. Smith","Killip 20701","1927","3","12","South America","Colombia","Norte de Santander","Toledo","Toledo, Páramo Hatico, via Toledo-Pamplona.","-72.46666","7.31666","2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2011-04-06 15:24:00-03","MO","MOBOT","90080381","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","spc","S. P. Churchill|Pilar Franco|Juan David Parra","Churchill 18887","1995","1","25","South America","Colombia","Norte de Santander","Toledo","Vereda El Enconto. Alto de La Virgin, ca. 5 km NO de La Mesa. Bosque montano húmedo secundario. <18871-18901>","-72.31666","7.1","2050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95-13",NA,NA
"207","2020-07-10 09:43:09-03","MBML","MBML-HERBARIO","18729",NA,"Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","O. Yano/2010","J. Rossini; et al","143","2002","12","11",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Sobre árvore , filídios verde escuros.","MBML018729",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"208","2015-10-18 22:31:14-02","MNHN","RECOLNAT_MNHN_PC","PC0657916","PreservedSpecimen",NA,NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Lindig, A.",NA,"1860","6",NA,NA,"[Colombie]",NA,NA,"Nova Granata, Azerradero",NA,NA,"2500","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0657916' target='other'> <mi>dwc_moreinfo</mi></a>","PC0657916","PC0657916_01 PC0657916_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2015-10-13 23:24:40-03","MNHN","RECOLNAT_MNHN_PC","PC0657915","PreservedSpecimen",NA,NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Lindig, A.",NA,"1860","6",NA,NA,"[Colombie]",NA,NA,"Nova Granata, Azerradero",NA,NA,"2500","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0657915' target='other'> <mi>dwc_moreinfo</mi></a>","PC0657915","PC0657915_01 PC0657915_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-08-31 12:27:38-03","MNHN","RECOLNAT_MNHN_PC","PC0729123","PreservedSpecimen",NA,NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Lindig, A.",NA,NA,NA,NA,NA,"Colombie",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0729123' target='other'> <mi>dwc_moreinfo</mi></a>","PC0729123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Bryophyta","Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Robinson, --","J. Cuatrecasas","21739","1946","7","26","South America - Neotropics","Colombia","Valle del Cauca",NA,"Los Carpatos Mun. (?), Hoya del Rio Cali, Pichindé, entre Los Carpatos y El Olivo",NA,NA,"2025",NA,NA,NA,NA,"2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"212","2020-12-27 13:39:09-03","MN","R-BRYOPHYTA","142933","PreservedSpecimen","Plantae","Bryophyta","Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Sehnem, A.","Sehnem, A.","5612",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Taimbé","São Francisco de Paula",NA,NA,"950",NA,"Ex Coleção de P. Aloysio Sehnem S.J. (ASSL)","R000142933",NA,"950",NA,NA,NA,NA,NA,NA,"Bryopsida",NA,NA,NA,NA,"Hookeriales",NA
"213","2020-12-27 13:39:09-03","MN","R-BRYOPHYTA","82056","PreservedSpecimen","Plantae","Bryophyta","Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Dias, M.S.","Dusén, P.K.H.","204",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Retiro","-44.5633010864258","-22.4960994720459","2100",NA,NA,"R000082056",NA,"2100","19648","auto",NA,NA,NA,"2015","Bryopsida","10",NA,NA,NA,"Hookeriales",NA
"214","2021-03-04 11:15:05-03","UEFS","HUEFS","171025","PreservedSpecimen","Plantae",NA,"Daltoniaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"Penha, L.T.","891","2009","10","29",NA,"Brasil","Espírito Santo","Domingos Martins","Parque Estadual Pedra Azul-Trilha do Mirante.","-40.6591987609863","-20.3633003234863",NA,NA,"Mata atlântica.","HUEFS0171025",NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-05-19 18:50:02-03","UNESP-IBILCE","SJRP-BRYOPHYTA","20855","S","Plantae","Bryophyta","Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.",NA,"D.F. Peralta","135","1999","04","16","América do Sul","Brasil","São Paulo","São José dos Alpes",NA,NA,NA,NA,NA,"DUPLICATAS: SP;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bryopsida",NA,NA,NA,NA,"Hookeriales",NA
"216","2016-08-23 11:12:12-03","NHMLondon","NHM-LONDON-BOT","BM001153846","S","Plantae",NA,"Adelotheciaceae","Adelothecium","bogotense","Adelothecium bogotense","Hampe",NA,"Harley, R.M.; Harley, R.M.","s.n.","1988","11","27",NA,"Brasil","Bahia",NA,NA,"-41.844147","-13.442881",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.844147","-13.442881",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:6079176"
"217","2019-10-04 16:05:55-03","MCN-FZBRS","HAS","18590","PreservedSpecimen","Plantae","Bryophyta","Hookeriaceae","Adelothecium","bogotense","Adelothecium bogotense","(Hampe) Mitt.","Sehnem, A.","Sehnem, A.","s.n.","1951","02",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Cambará do Sul - RS)","Itaimbezinho.",NA,NA,NA,NA,"Altitude de 950 m. Habitat ad arborem in silva nebulari.","HAS0018590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
