"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"214","2019-11-21 10:14:45-03","IBt","SP","420366","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Wanderley, MGL; et al.","2841","2009","10","27",NA,"Brasil","Tocantins","Caminho para as dunas.","438","438",NA,NA,"SP040921","SP040921","Rodrigues, RS","Mateiros","-46.664806","-10.568347","-46.664806","-10.568347",NA,NA,"2012","11","11",NA,NA,NA,NA,NA
"215","2019-11-21 10:14:45-03","IBt","SP","161809","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Davidse, G; Ramamoorthy, TP; Vital, DM","12222","1976","04","09",NA,"Brasil","Distrito Federal","3 km W of the Goiás-Distrito Federal, border along Highway BR-020-030.","870","870",NA,NA,"SP040927","SP040927","Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1984",NA,NA,NA,NA,NA,NA,NA
"216","2019-11-21 10:14:45-03","IBt","SP","219599","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Filgueiras, TS","772","1980","09","29",NA,"Brasil","Distrito Federal","Lago Norte.",NA,NA,NA,NA,NA,NA,"Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1981",NA,NA,NA,NA,NA,NA,NA
"217","2019-11-21 10:14:45-03","IBt","SP","211019","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Pereira, BAS","341","1982","09","14",NA,"Brasil","Distrito Federal","Lago Sul, proximidades do córrego Taquari.",NA,NA,NA,NA,NA,NA,"Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1986","06","23",NA,NA,NA,NA,NA
"218","2019-11-21 10:14:45-03","IBt","SP","210999","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Mendonça, RC; Alvarenga, D","629","1986","05","22",NA,"Brasil","Distrito Federal","Reserva Ecológica do IBGE",NA,NA,NA,NA,"SP040928","SP040928","Filgueiras, TS","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1986","06",NA,NA,NA,NA,NA,NA
"219","2019-11-21 10:14:45-03","IBt","SP","358738","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Oliveira, FCA; Fonseca, ML","22","1994","07","27",NA,"Brasil","Distrito Federal","Reserva Ecológica do IBGE, Perto do viveiro.",NA,NA,NA,NA,NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-11-21 10:14:45-03","IBt","SP","261910","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Wanderley, MGL; Kral, R; Cavalcanti, TB","1687","1988","11","29",NA,"Brasil","Goiás","Chapada dos Veadeiros, Estrada para o Parque Nacional da Chapada dos Veadeiros. Face N.",NA,NA,NA,NA,NA,NA,"Filgueiras, TS","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"44724","auto","1999",NA,NA,NA,NA,NA,NA,NA
"221","2020-11-26 10:01:02-03","IBt","SP","256323","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Lopes, RD; Mendonça, RC; Resende, MLF","1","1991","12","03",NA,"Brasil","Goiás","km 03 do trecho de Terezina de Goiás / Monte Alegre de Goiás.",NA,NA,NA,NA,NA,NA,"Filgueiras, TS","Goiás","-50.1403007507324","-15.9343996047974",NA,NA,"63502","auto","1992","01",NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:14:45-03","IBt","SP","256307","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Pereira Noronha, MR","467","1984","12","19",NA,"Brasil","Mato Grosso do Sul","Fazenda de Ensino e Pesquisa da Unesp - Campus de Ilha Solteira.",NA,NA,NA,NA,"SP040920","SP040920","Sendulsky, T","Selvíria","-51.4188995361328","-20.3672008514404",NA,NA,"74358","auto","1992","04","01",NA,NA,NA,NA,NA
"223","2019-11-21 10:14:45-03","IBt","SP","358747","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Alvarenga, D","862","1994","10","26",NA,"Brasil","Minas Gerais","Parque Nacional Grande Sertão Veredas",NA,NA,NA,NA,NA,NA,"Filgueiras, TS","Formoso","-46.2318992614746","-14.9467000961304",NA,NA,"79140","auto","1995",NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:14:45-03","IBt","SP","69268","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Macedo, A","1246","1948","09","26",NA,"Brasil","Minas Gerais","Carmo.",NA,NA,NA,NA,NA,NA,"Swallen, JR","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 10:14:45-03","IBt","SP","69342","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Macedo, A","1370","1948","11","12",NA,"Brasil","Minas Gerais","Serra de São Vicente",NA,NA,NA,NA,"SP040924","SP040924","Filgueiras, TS","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,"50022","auto","1981",NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 10:14:45-03","IBt","SP","97151","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Matos, MER; Gusman, AB; Chacur, F","63","1965","10","04",NA,"Brasil","Minas Gerais","Estrada para Fazenda Mãe D'água, km 10.",NA,NA,NA,NA,NA,NA,"Shirasuna, RT","Várzea da Palma","-44.7308006286621","-17.5981006622314",NA,NA,"60948","auto","2002","11",NA,NA,NA,NA,NA,NA
"227","2019-11-21 10:14:45-03","IBt","SP","97138","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Matos, MER; Gusman, AB; Chacur, F","64","1965","10","04",NA,"Brasil","Minas Gerais","Estrada para Fazenda Mãe D'água, km 10.",NA,NA,NA,NA,NA,NA,"Shirasuna, RT","Várzea da Palma","-44.7308006286621","-17.5981006622314",NA,NA,"60948","auto","2002","11",NA,NA,NA,NA,NA,NA
"228","2019-11-21 10:14:45-03","IBt","SP","40005","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Kuhlmann; et al.","s.n.","1939","03","14",NA,"Brasil","São Paulo","Serra de Cunha","1200","1200",NA,NA,"SP040925","SP040925","Longhi Wagner, HM","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"38855","auto","2001",NA,NA,NA,NA,NA,NA,NA
"229","2019-11-21 10:14:45-03","IBt","SP","93625","S","Plantae",NA,NA,"Poaceae","Arthropogon","villosus","Arthropogon villosus","Nees","Mimura, I","557","1962","09","12",NA,"Brasil","São Paulo","6,8 - 7,2 km ao SSE em linha reta da praça principal de São José dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna.","635","635",NA,NA,"SP040926","SP040926","Longhi Wagner, HM","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,"39297","auto","2001",NA,NA,NA,NA,NA,NA,NA
