"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","infraspecificEpithet"
"241","2020-02-11 18:25:54-03","UFMG","BHCB-SL","148288","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Souza, FS","2011","02","06","Souza, FS; Giudicelli, GC; Giacomin, LL; Machado, TM","1382","2011",NA,NA,"Brasil","Espírito Santo","Santa Teresa","DATUM SAD 69","-40.535889","-19.9715","-40.535889","-19.9715","760","760","Epífita no interior de mata ombrofila. PRENSADO EM ÁLCOOL",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-02-11 18:25:54-03","UFMG","BHCB-SL","30377","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Leoni, LS","1948","1992","08","18","Brasil","Minas Gerais","Carangola","Córrego Água Limpa, Reserva Ecológica Municipal.","-42.35","-20.766667","-42.35","-20.766667","800","800","No interior da mata; herbácea epífita pendente; esporângios localizados na base da folha no ápice dos ramos.",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-02-11 18:25:54-03","UFMG","BHCB-SL","163775","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Souza, JF","2013","09","18","Souza, JF; Salino, A","153","2012",NA,NA,"Brasil","Minas Gerais","Simonésia","Mata do Sossego, Trilha das Hortências e Trilha 2.","-42.076944","-20.069722","-42.076944","-20.069722","1298","1298",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-01-12 15:24:19-03","UFMG","BHCB-SL","58992!","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; et al.","10183","2005","03","24","Brasil","São Paulo","Barra do Turvo","Parque Estadual do Jacupiranga, Núcleo Cedro. Trilha do Áriete. Fragmento de Floresta Ombrófila Densa Montana muito degradada.","-48.414722","-24.965278","-48.414722","-24.965278","700","700","Epífita a 1,5 m de altura, em árvore caída. Beira de trilha, interior de mata.",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-01-12 15:24:19-03","UFMG","BHCB-SL","121522","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Almeida, TE","2008","07","16","Almeida, TE; Souza, DT","1469","2008",NA,NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Chapada; nascente do Rio Preto. Capão de mata","-43.334139","-18.2315","-43.334139","-18.2315","1536","1536","Epífita a 1,5m de altura, no interior do capão",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-02-11 18:25:54-03","UFMG","BHCB-SL","87154","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; Lombardi, JA; Mota, RC; Almeida, TE; Viana, PL","9447","2004","03","07","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Floresta Ombrófila Densa Montana.","-40.049278","-16.413889","-40.049278","-16.413889","820","820","Epífita a 3,5 m de altura; interior de mata.",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-02-11 18:25:54-03","UFMG","BHCB-SL","81051","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; et al.","8525","2003","04","16","Brasil","São Paulo","Eldorado","Parque Estadual Intervales, Trilha da Cachoeira das Pedrinhas. Estrada de São Pedro, Rio do Carmo.","-48.374444","-24.3075","-48.374444","-24.3075","790","790","Epífita à 1 m de altura em interior de mata.",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-02-11 18:25:54-03","UFMG","BHCB-SL","118262","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Viana, PL; Mota, NFO; Echternacht, LA; Silva, LVC; Maciel, GM","3972","2008","03","12","Brasil","Minas Gerais","Aiuruoca","Parque Estadual do Papagaio, Descida do Retiro dos Pedros, passando pela Macieira em direção ao Vale do Matutu.","-44.666667","-22.066667","-44.666667","-22.066667","1900","1900","Epífita. Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-01-12 15:24:19-03","UFMG","BHCB-SL","82378","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; Mota, RC","8873","2003","08","07","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Minicipal do Ribeirão do Campo, Área com Matas de Galeria, Campo Limpo e Campo Rupestre, na direção da Cachoeira do Poço Grande.","-43.59275","-19.08725","-43.59275","-19.08725","1280","1280","Epífita a 1 m de altura, no interior de Mata de Galeria.",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-01-12 15:24:19-03","UFMG","BHCB-SL","90396","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Øllgaard, BO","2014","02",NA,"Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","9967","2004","10","31","Brasil","Minas Gerais","Felício dos Santos","APA Águas Vertentes; Região da Mata do Isidoro, Entorno do PArque Estadual Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.284778","-18.210389","-43.284778","-18.210389","1150","1350","Epífita pendente a 6m de altura, em Mata de Galeria.","BHCB001856","BHCB001856",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-02-11 18:25:54-03","UFMG","BHCB-SL","147956","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Fernandes, R; Chaves, C; Hattori, EKO; Vale, AA","892","2011",NA,NA,"Brasil","Minas Gerais","Delfim Moreira","Serra da Mantiqueira, Fazenda Boa Esperança, trilha dos Romeiros.","-45.314306","-22.588278","-45.314306","-22.588278","1558","1558","Mata ciliar. Planta epífita, coletada próximo ao curso d'água no interior da mata.",NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-02-11 18:25:54-03","UFMG","BHCB-SL","108619","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Vervloet, RR; Bausen, E","1436","2002","12","04","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi. Trilha da cachoeira, partindo da sede.","-40.6002998352051","-19.9356002807617",NA,NA,"780","780","Epífita, em galho caído, baixada, dossel 18 m.",NA,NA,"23813","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-02-11 18:25:54-03","UFMG","BHCB-SL","108617","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Vervloet, RR; Bausen, E; Pizziolo, W; Demuner, V","1790","2003","02","06","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, Trilha da preguiça.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Epífita em galho caído, flores de cor bege, fundo de vale, aberto, dossel de 16 m.",NA,NA,"23813","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-02-11 18:25:54-03","UFMG","BHCB-SL","108667","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Kollmann, L; Bausen, E; Pizziolo, W","5604","2002","02","20","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Nova Lombardia, Estrada para Nova Lombardia.","-40.6002998352051","-19.9356002807617",NA,NA,"850","850","Epífita na sombra.",NA,NA,"23813","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-02-11 18:25:54-03","UFMG","BHCB-SL","108665","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Kollmann, L; Fontana, AP","7497","2005","02","25","Brasil","Espírito Santo","Santa Teresa","Santo Antônio, Propriedade de Sebastião Casoto.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Epífita em árvore caída.",NA,NA,"23813","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-01-12 15:24:19-03","UFMG","BHCB-SL","79942","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Antunes, F; Salino, A",NA,NA,NA,"Mota, RC","1768","2002",NA,NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"Planta coletada em mata de galeria; epífita.",NA,NA,"60318","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-02-11 18:25:54-03","UFMG","BHCB-SL","107693","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Vasconcelos, MF","s.n.","2007","05","11","Brasil","Minas Gerais","Gonçalves","Brejo Grande, Sertão do Cantagalo.","-45.8558006286621","-22.658899307251",NA,NA,"1700","1700","Floresta paludosa.",NA,NA,"15843","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-02-11 18:25:54-03","UFMG","BHCB-SL","129578","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Salimena, FRG; Wanderley, MGL; Viana, PL; Konno, TUP","1368","2006","06","02","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha da ponte em direção ao Serrote de São Gabriel.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Planta epífita com ramos pendentes. Interior de mata ciliar.",NA,NA,"20815","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-01-12 15:24:19-03","UFMG","BHCB-SL","58992","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A","2014","03",NA,"Salino, A","6626","2001",NA,NA,"Brasil","São Paulo","Itanhaém","Floresta Ombrófila Densa da Planície Litorânea","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Epífita a 1,5m de altura, no interior de floresta",NA,NA,"26998","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-02-11 18:25:54-03","UFMG","BHCB-SL","30126","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A","1735","1993","05","08","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha de Anchieta, Trilha da praia do Leste. Floresta Atlântica de encosta.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Epífita pendente, crescendo a ca. de 8 m de altura, no interior da floresta.",NA,NA,"34265","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-11-12 17:00:51-03","UEL","FUEL","46035","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,"2015","06","20","Gasper, AL; Dreveck, S; Brogni, E","1655","2008","03","25","Brasil","Santa Catarina","Ponte Alta","Morro do Funil, 58.586900 S 69.828050 W","-50.1325","-27.275","-50.1325","-27.275","1135","1135",NA,"FUEL002538",NA,NA,NA,"Tracheophyta","Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-08-20 20:39:32-03","UFSC","FLOR","3765","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Ollg.","Gasper, A.L. de","2010",NA,NA,"Klein, R.M.; Bresolin, A.","9954","1971","11","18","Brasil","Santa Catarina","Governador Celso Ramos","Vargem do Macário.","-48.5592002868652","-27.3146991729736",NA,NA,"5","5","epífita. Exemplar único","FLOR0003765",NA,"13751","auto",NA,"Lycopodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2018-07-27 21:52:59-03","UFMT","UFMT","43761","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Bohn, A.; Lannoy, L.C.",NA,NA,NA,"Lannoy, L.C.; Bohn, A.; Labiak, P.; Nunes, M.G.","73","2017","10","20","Brasil","Paraná","Paranaguá","Ilha do Mel, trilha para o Forte.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita, ereta.",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-02-08 12:46:41-03","UFRGS","ICN","187801","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Nervo, MH","2012","10","07","Nervo, MH; Velho, FSC","1374","2012","10","07","Brasil","RS","Cambará do Sul","Parque Nacional Aparados da Serra","-49.993889","-29.072778","-49.993889","-29.072778","1051","1051","Epífita.; Floresta Ombrófila Densa Altomontana. Interior de floresta.",NA,NA,NA,NA,"Fern",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","43183","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Pairet Jr., M.","11","2004","11",NA,"Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; Vale do Encantado.","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"mata atlântica ; epífita sobre árvore na mata; Projeto Mata Atlântica","HAS0043183",NA,"28094","auto","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
