"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem","sex"
"89","2020-09-02 16:35:08-03","Cenargen","CEN","25419","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","615","1996","08","17",NA,"Brasil","DF","BRASILIA","Mansões Setor Park way. Campo em área baixada, onde a pista cruza o Córrego do Cedro, um pouco antes do conjunto 1 da quadra 19.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área não queimada. Em áreas recém queimadas próximas não foi observada um único exemplar. Quase todas as plantas observadas encontravam-se já em final de floração. Flores completamente verdes, passando para verde claro ou verde-amarelada a medida que envelhecem. Flora do Brasil - Brasilia/Distrito Federal. Projeto Bio Bio Cerrado; Long: 48, Lat: 16, qd: b; Coordenadas aprox. Papavero & Vanzolini, 1968.","CEN00025419","CEN00025419",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"90","2020-09-02 16:35:08-03","Cenargen","CEN","15038","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","87","1990","07","22",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00015038","CEN00015038",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"91","2021-03-25 13:53:06-03","UNIVILLE","JOI","14696","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","Mancinelli, W. S.","Mancinelli, W.S.",NA,"2011","02","12",NA,"Brasil","Santa Catarina","Joinville","Bairro Bom Retiro.","-48.8456001281738","-26.3043994903564","10","10",NA,"; HABITAT: lagoa; HABITO: macrófita aquática","JOI014696",NA,NA,NA,"37150","auto","2011","02","22",NA,NA,NA,NA,NA,NA,NA
"92","2019-10-07 09:20:03-03","UEFS","HUEFS","117565","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J.A.N.Batista","Pastore, J.F.B.","1756","2007","01","11",NA,"Brasil","Goiás","Pirinópolis",NA,"-48.906944","-15.841667","915","915",NA,"Campo rupestre. Arenoso. Levemente inclinado.","HUEFS0117565","HUEFS0117565","48W54'25''","15S50'30''",NA,NA,"2013","12",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"93","2019-10-07 09:20:03-03","UEFS","HUEFS","191496","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Rezende, J.M.","865","2003","04","03",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE na mata do Taquara.","-47.890278","-15.955","1127","1127",NA,NA,"HUEFS0191496","HUEFS0191496","47W53'25''","15S57'18''",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA
"94","2019-10-07 09:20:03-03","UEFS","HUEFS","117687","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J.A.N.Batista","Pastore, J.F.B.","1870","2007","03","15",NA,"Brasil","Goiás","Colinas do Sul","Estrada entre São Jorge e Colinas do Sul.","-47.890556","-14.221111","774","774",NA,"Cerrado rupestre. Solo pedregoso.","HUEFS0117687","HUEFS0117687","47W53'26''","14S13'16''",NA,NA,"2013","12",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"95","2019-10-07 09:20:03-03","UEFS","HUEFS","80935","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J.A.N.Batista","van den Berg, C.","1363","2004","02","19",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Estrada na APA do Intendente.","-43.553056","-19.143611","1355","1355",NA,NA,"HUEFS0080935","HUEFS0080935","43W33'11''","19S8'37''",NA,NA,"2006","02",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"96","2019-10-07 09:20:03-03","UEFS","HUEFS","86090","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J.A.N.Batista","Borba, E.L.","1623","2003","06","28",NA,"Brasil","Bahia","Mucugê","Capão do Correia.","-41.377222","-13.143889","1220","1220",NA,NA,"HUEFS0086090","HUEFS0086090","41W22'38''","13S8'38''",NA,NA,"2006","02",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"97","2019-10-07 09:20:03-03","UEFS","HUEFS","90537","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J.A.N.Batista","van den Berg, C.","1238","2004","02","09",NA,"Brasil","Goiás","Alto Paraíso","Parque Nacional dos Veadeiros, Vale da Lua, 35 Km W de Alto Paraíso. Ponto 8.","-47.366667","-13.9",NA,NA,NA,NA,"HUEFS0090537","HUEFS0090537","47W22'","13S54'",NA,NA,"2013","12",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"98","2019-10-07 09:20:03-03","UEFS","HUEFS","117178","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J.A.N.Batista","Ribeiro, P.L.","171","2005","03","12",NA,"Brasil","Bahia","Rio de Contas","Serra do Porco Gordo, Fazenda Jordão, caminho para o garimpo.","-45.871944","-13.437778","1235","1235",NA,NA,"HUEFS0117178","HUEFS0117178","45W52'19''","13S26'16''",NA,NA,"2013","12",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"99","2019-10-07 09:20:03-03","UEFS","HUEFS","22689","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J.A.N.Batista","França, F.","1566","1996","03","24",NA,"Brasil","Bahia","Rio de Contas","Campo do Queiroz.","-41.8114013671875","-13.5789003372192","1450","1450",NA,"Entre rochas. Encosta.","HUEFS0022689","HUEFS0022689",NA,NA,"49773","auto","2006","02",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"100","2019-10-07 09:20:03-03","UEFS","HUEFS","191490","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Hoehne",NA,"Bianchetti, L.B.","802","1989","05","26",NA,"Brasil","Distrito Federal","Brasilia","Entre o MI 12 e 13 do lago norte - caminho do paranoá.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"HUEFS0191490","HUEFS0191490",NA,NA,"70570","auto",NA,NA,NA,"var. pygmaea",NA,NA,NA,"Lilianae",NA,NA
"101","2019-07-09 12:46:57-03","F","FMNH-SEEDPLANTS","V0433473F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,NA,"H. S. Irwin et al.","25913","1970","2","3","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0433473F","V0433473F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA
"102","2019-07-09 12:46:58-03","F","FMNH-SEEDPLANTS","V0433477F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,"RRC ID Flag","H. S. Irwin et al.","26099","1970","2","5","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"V0433477F","V0433477F_01 V0433477F_02",NA,NA,NA,NA,NA,NA,NA,NA,"26099",NA,NA,"Monocotyledoneae",NA,NA
"103","2020-07-23 12:17:19-03","CEPLAC","CEPEC","21168","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,"SpeciesLink/lacunas","R. M. Harley","19506","1977","02","17",NA,"Brasil","Bahia","RIO DE CONTAS","NE da rampa baixa do Pico das Almas. 25Km WNW Vila do Rio de Contas.","-41.95","-13.55",NA,NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO! <ll>dwc_commonname:</ll> Habenaria",NA,NA,"41W57'0","13S33'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/1991",NA
"104","2020-07-23 12:17:19-03","CEPLAC","CEPEC","21174","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,"SpeciesLink/lacunas","R. M. Harley","19760","1977","03","20",NA,"Brasil","Bahia","RIO DE CONTAS","25Km WNW Vila Rio de Contas. A NE rampa baixa Pico das Almas.","-41.95","-13.55",NA,NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"41W57'0","13S33'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/1991",NA
"105","2020-07-23 12:17:19-03","CEPLAC","CEPEC","22166","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,"SpeciesLink/lacunas","R. M. Harley","19506","1977","02","17",NA,"Brasil","Bahia","RIO DE CONTAS","25Km WNW Vila do Rio de Contas. A NE rampa baixa do Pico das Almas.","-41.95","-13.55",NA,NA,NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"41W57'","13S33'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994",NA
"106","2020-07-23 12:17:19-03","CEPLAC","CEPEC","25624","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,"J. A. N. Batista","R. M. Harley","20789","1980","03","22",NA,"Brasil","Bahia","BARRA DA ESTIVA","15-19Km a W cidade, Rod. p/ Jussiape. Serra do Sincora.","-41.45","-13.583333",NA,NA,NA,NA,NA,NA,"41W27'","13S35'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/1998",NA
"107","2019-11-01 15:15:28-03","UnB","UB","87322","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Kraenzl.","Batista, JAN","Irwin, HS","5184","1964","08","16","Southern America","Brasil","Distrito Federal",NA,"Ca. 20km E of Brasília",NA,NA,NA,NA,NA,"Occasional; Strict, simple herb. P. green; Limestone slopes","UB0019712","UB0019712",NA,NA,NA,NA,"1997","01","07",NA,NA,NA,NA,NA,NA,NA
"108","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Fernandes, A","s.n.","1991","08","13","Southern America","Brasil","Distrito Federal",NA,"Reserva Ecológica do Guará - SIA. Margem direita do Riacho do Guará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","02",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"109","2019-11-01 15:15:28-03","UnB","UB","87492","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Heringer, EP","9722","1964","08","08","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UB0019714","UB0019714",NA,NA,"70570","auto","2003","02",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"110","2019-11-01 15:15:28-03","UnB","UB","21702","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Todzia, CA","2364","1983","08","10","Southern America","Brasil","Distrito Federal","Brasília","Córrego Vicente Pires on road to Taguatinga","-47.9296989440918","-15.7797002792358","1060","1060",NA,"Herb 1,0m tall growing in swampy field. Flowers yellowish-green; Mata ciliar alagada","UB0019726","UB0019726",NA,NA,"70570","auto","2003","02",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"111","2019-11-01 15:15:28-03","UnB","UB","87490","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Heringer, EP","s.n.","1968","08","25","Southern America","Brasil","Distrito Federal","Brasília","SIA","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Planta de 80cm, flores esverdeadas, florescendo fora de época; Lugar brejoso","UB0019721","UB0019721",NA,NA,"70570","auto","2003","02",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"112","2019-11-01 15:15:28-03","UnB","UB","19912","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Kraenzl.","Pabst, GFJ","Irwin, HS","12854","1966","02","14","Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-01 15:15:28-03","UnB","UB","4372","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Kraenzl.","Batista, JAN","Todzia, CA; Kirkbride Junior, JH","2365","1963","08","10","Southern America","Brasil","Distrito Federal","Brasília","Córrego Vicente Pires, estrada para Taguatinga","-48","-15.816667","1060","1060",NA,"Erva. Flor verde-amarelado; Mata ciliar alagada.",NA,NA,"-48","-15.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-01 15:15:28-03","UnB","UB","87489","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Heringer, EP","s.n.","1968","08","25","Southern America","Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,NA,NA,"Planta de 50cm, flores esverdeadas, florescendo entre gramas, sem auxílio do fogo; Lugar brejoso","UB0019723","UB0019723",NA,NA,NA,NA,"2003","02",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"115","2019-11-01 15:15:28-03","UnB","UB","87491","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Heringer, EP","9728","1964","08","08","Southern America","Brasil","Distrito Federal",NA,"Guará, Setor Industrial",NA,NA,NA,NA,NA,"Em brejo","UB0019716","UB0019716",NA,NA,NA,NA,"1993","02","18","pygmaea",NA,NA,NA,NA,NA,NA
"116","2019-11-01 15:15:28-03","UnB","UB","87493","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Heringer, EP","9726","1964","08","08","Southern America","Brasil","Distrito Federal",NA,"Guará, Setor Industrial",NA,NA,NA,NA,NA,"Em brejo","UB0019718","UB0019718",NA,NA,NA,NA,"2003","02",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"117","2019-11-01 15:15:28-03","UnB","UB","87494","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Fernandes, A","s.n.","1991","08","13","Southern America","Brasil","Distrito Federal",NA,"Reserva Ecológica do Guará - SIA. Margem direita do Riacho do Guará",NA,NA,NA,NA,NA,NA,"UB0019713","UB0019713",NA,NA,NA,NA,"2003","02",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"118","2020-06-30 11:00:27-03","UFU","HUFU","78693","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Cardoso, J.C.F.","s.n.","2018","03","14",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Coordenadas: m. alt.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva terrestre, ca. de 48 cm; Flores verdes, ca. de 2 cm.; Cerrado sentido restrito.","HUFU00075900",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-05-06 12:01:21-03","UFU","HUFU","23200","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne",NA,"Barbosa, A.A.A.","3371","2000","05","26",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3 (sudeste), lado direito.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva rara. Flores esverdeadas.; Vereda.","HUFU00030561","HUFU00030561",NA,NA,"58223","auto",NA,NA,NA,"pygmaea",NA,NA,NA,NA,NA,NA
"120","2019-05-06 12:01:21-03","UFU","HUFU","20170","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, J.A.N.","Araújo, G.M.","s.n.","1999","05","28",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 4, lado esquerdo, meio.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Vereda.","HUFU00030564","HUFU00030564",NA,NA,"58223","auto","2000","02","22","pygmaea",NA,NA,NA,NA,NA,NA
"121","2019-05-06 12:01:21-03","UFU","HUFU","20941","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne",NA,"Barbosa, A.A.A.; Faria, P.","2207","1999","07","09",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Borda e meio direito da vereda 2.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com flor esverdeada.; Vereda.","HUFU00030562","HUFU00030562",NA,NA,"58223","auto",NA,NA,NA,"pygmaea",NA,NA,NA,NA,NA,NA
"122","2019-05-06 12:01:21-03","UFU","HUFU","20732","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne",NA,"Lemos, M.T.O.","s.n.","1999","06","11",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2, borda direita.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva, ca. de 70 cm. Flor esverdeada.; Vereda.","HUFU00030563","HUFU00030563",NA,NA,"58223","auto",NA,NA,NA,"pygmaea",NA,NA,NA,NA,NA,NA
"123","2020-06-30 11:00:27-03","UFU","HUFU","78691","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Cardoso, J.C.F.","s.n.","2018","03","18",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Peca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva terrestre, ca. de 48 cm; Flores verdes, ca. de 2 cm.; Cerrado sentido restrito.","HUFU00075902",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-28 15:45:53-03","UFU","HUFU","79631","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Hemsing, P.K.B.; Oliveira, L.M. & Marques, C.A.","930","2019","02","27",NA,"Brasil","Minas Gerais","Uberlândia","Bacia do Rio Uberabinha, Bom Jardim.","-48.468611","-19.028889",NA,NA,NA,"Planta, ca. 1,2 m. Flores verdes.; Cerrado/Cerradão.","HUFU00077147",NA,"-48.468611","-19.028889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-28 15:45:53-03","UFU","HUFU","79650","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Hemsing, P.K.B.; Oliveira, L.M.","994","2019","03","25",NA,"Brasil","Minas Gerais","Uberlândia","Bacia do Rio Uberabinha, Ponto 37.","-48.073056","-19.146667",NA,NA,NA,"Terrícola. Cálice verde, corola amarela.; Campo úmido.","HUFU00077179",NA,"-48.073056","-19.146667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-05-06 12:01:21-03","UFU","HUFU","20534","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, J.A.N.","Faria, P.","s.n.","1999","06","25",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 4.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva rara, ca. 90 cm. Flor esverdeada.; Vereda.","HUFU00030565","HUFU00030565",NA,NA,"58223","auto","2000","02","22","pygmaea",NA,NA,NA,NA,NA,NA
"127","2019-05-06 12:01:21-03","UFU","HUFU","20553","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, J.A.N.","Faria, P.","s.n.","1999","06","25",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 4 (esquerdo, meio).","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva rara, ca. 70 cm. Flor esverdeada.; Vereda.","HUFU00030560","HUFU00030560",NA,NA,"58223","auto","2000","02","22","pygmaea",NA,NA,NA,NA,NA,NA
"128","2019-05-06 12:01:21-03","UFU","HUFU","20751","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne",NA,"Lemos, M.T.O.","s.n.","1999","06","25",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 4, meio do lado esquerdo.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea rara, ca. 1,0 m. Flor verde-amarelada.; Vereda.","HUFU00030559","HUFU00030559",NA,NA,"58223","auto",NA,NA,NA,"pygmaea",NA,NA,NA,NA,NA,NA
"129","2021-03-03 15:27:58-03","MN","R-TIPOS","2726","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Hoehne","Batista, J.A.N.","Hoehne, F.C.","2146","1909","06",NA,NA,"Brasil","Mato Grosso","Ponte de Pedra",NA,NA,NA,NA,NA,NA,NA,"R000002726","R000002726_001",NA,NA,NA,NA,"1997","09","08",NA,NA,"Holotypus",NA,NA,NA,NA
"130","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in campis humidis ad Barra de S. João prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:11:54-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","in pratis et campis humidiusculis ad Lagoa Santa.","-43.8897","-19.6272",NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-01 10:23:35-03","UEPA","MFS","009253","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","aff. nuda","Habenaria aff. nuda","Lindl.","Campos, N R","Navarro, P","2","2020","02","01",NA,"Brasil","Pará","Xinguara","Coeltada em área de canga","-49.287042","-6.977147",NA,NA,NA,"Ervas com flores verdes","MFS009253",NA,"-49.287042","-6.977147",NA,NA,"2020","02","12",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:13:26-03","IBt","SP","42475","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Hoehne, FC","CRONDON2146","1909","06",NA,NA,"Brasil","Mato Grosso","Ponte de Pedra","Campo úmido na margem do rio Sacuruina",NA,NA,NA,NA,NA,"Flor do Holótipo","SP002152","SP002152",NA,NA,NA,NA,"1996","12","03","pygmaea",NA,"Type",NA,NA,NA,NA
"135","2019-11-21 10:13:26-03","IBt","SP","108036","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","Batista, JAN","Irwin, HS; Soderstrom, TR","s.n.","1964","08","16",NA,"Brasil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília","-47.9296989440918","-15.7797002792358","700","1000",NA,NA,NA,NA,NA,NA,"70570","auto","1993","05","24",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:13:26-03","IBt","SP","348129","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne","Batista, JAN","Batista, JAN","939","1999","08","31",NA,"Brasil","Distrito Federal","Brasília","Parque do Guará II, do lado e um pouco abaixo da pista de kart","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","1999","08",NA,"pygmaea",NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:13:26-03","IBt","SP","105498","S","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","Batista, JAN","Kuhlmann, M","3801","1956","06","21",NA,"Brasil","São Paulo","Mogi Guaçu","Reserva Florestal (Fazenda Campininha)","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,NA,NA,NA,"39309","auto","1996","12","10",NA,NA,NA,NA,NA,NA,NA
"138","2010-08-16 16:34:52-03","AMES","HU-HERB","AMES 00099964","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindley",NA,"R. Spruce","1221",NA,NA,NA,"South America","Brazil",NA,NA,"Campo de Januauri on the south side of the Rio Negro opposite the Barra",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1221","Photograph of type",NA,NA,NA,"undetermined"
"139","2019-11-21 16:29:29-03","GH","HU-HERB","GH 01946083","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindley",NA,"H. S. Irwin, E. Onishi, S. F. da Fonseca, R. Souza, R. Reis dos Santos & J. F. Ramos","25913","1970","2","3","South America","Brazil",NA,NA,"ca. 2 km N. of Paracatú.",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25913",NA,NA,NA,NA,"undetermined"
