"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"332","2008-05-27 22:02:00-03","MO","MOBOT","240337","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"G. Davidse","R. Frey|Paolo Bettella|R.C. Quevedo","Frey 518","1990","5","5","Bolivia","Santa Cruz","Chiquitos","Southern border of Laguna Cáceres. Las Piedritas, zona militar, 500 m NNE of the plaza central of Puerto Suarez.","-57.79166","-18.96666",NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,"6",NA,"7",NA
"333","2020-07-22 16:16:00-03","MO","MOBOT","2514680","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Morrone, O.","Émile Hassler|Teodoro Rojas","Hassler 2781","1903","2",NA,"Paraguay","Presidente Hayes",NA,"Gran Chaco, Santa Elisa","-57.6166667","-23.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,"1",NA,NA,NA
"334","2008-05-27 22:02:00-03","MO","MOBOT","2854121","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"G.Davidse","Rubén A. Montes","Montes 450","1974","8","28","Venezuela","Guárico",NA,"Carretera Barbacoa el Sombrero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"335","2008-05-27 22:02:00-03","MO","MOBOT","2854299","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Francisco J. Roldán","Roldán 1701","1991","9","5","Colombia","Córdoba",NA,"Municipio Chimá: Sistema Cenagoso de Lorica Ciénaga Marsi, caño oriental","-75.65","9.16666",NA,NA,"6.00000000","10.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"336","2008-05-27 22:02:00-03","MO","MOBOT","2854498","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Nélida S. Troncoso|et al.","Troncoso 3226","1982","1","25","Argentina","Entre Ríos","Gualeguaychú","Al N de Paranacito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"337","2008-05-27 22:02:00-03","MO","MOBOT","2854841","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"L.S.P. Sarahyba|et al.","Sarahyba 256","1982","12","11","Brazil","Rio de Janeiro",NA,"Rio de Janeiro, Barra da Tijuca, área próxima ao Riocentro e Autódromo. Pequena mata paludosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"338","2008-05-27 22:02:00-03","MO","MOBOT","2854949","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Manuel Rimachi Y.","Rimachi Y. 4895","1980","2","27","Peru","Loreto","Maynas","Dtto. Mazán. Río Amazonas, a little above barader de Mazán",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"339","2008-05-27 22:02:00-03","MO","MOBOT","2856215","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","F. Sarmiento","Sarmiento 2124","1984","6",NA,"Colombia","Bolívar",NA,"Canal del Dique, cruce con el oleoducto cerca a Maria La Baja.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"340","2013-05-24 05:54:00-03","MO","MOBOT","2856322","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"G. Davidse","G. Coimbra S.","Coimbra Sanz 66","1989","2","13","Bolivia","Santa Cruz","Andrés Ibáñez","Cantón Cotoca. Lugar Jardín Botánico.",NA,NA,NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"341","2008-05-27 22:02:00-03","MO","MOBOT","2856392","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","J.J. de Granville","Granville 8339","1986","6","30","French Guiana","Cayenne",NA,"Anse de Montabo-Ile de Cayenne. Mangroves. Végétation pionnière sur de vase.","-52.3","4.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"342","2008-05-27 22:02:00-03","MO","MOBOT","2856479","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","J.J. de Granville","Granville 6859A","1984","4","19","French Guiana",NA,NA,"Haute rivière de Kaw. Grand Marais à végétation herbacée.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"343","2012-04-16 09:20:00-03","MO","MOBOT","2856504","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Merlier","Merlier","Merlier GY 169","1982","11","12","French Guiana","Cayenne",NA,"Fossé de la route vers l'ORSTOM de Cayenne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"344","2008-05-27 22:02:00-03","MO","MOBOT","2856575","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Daniel Poveda","Poveda 19",NA,NA,NA,"Ecuador","Esmeraldas",NA,"Cupa",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"345","2008-05-27 22:02:00-03","MO","MOBOT","2856646","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"William A. Rodrigues|Dionizio F. Coêlho","Rodrigues 9629","1975","6","18","Brazil","Amazonas",NA,"Estrada Manaus-Porto Velho, km 70.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"346","2008-05-27 22:02:00-03","MO","MOBOT","2856692","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","Georges Cremers","Cremers 9603","1987","3","15","French Guiana",NA,NA,"Savanne et Plaine de Kaw-Montagne de Kaw. Riviére de Kaw, amont du village de Kaw. Marais.","-52.38333","4.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"347","2011-11-08 05:06:00-02","MO","MOBOT","2856807","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","Ricardo Callejas|Julio C. Betancur B.|Francisco J. Roldán","Callejas Posada 4332","1987","7","5","Colombia","Bolívar","Achi","Corregimiento La Raya, ciénaga La Raya en bosques alrededor de ciénaga grande, refugio El Paraíso, 3-4 h de Caucasia, sobre el río Cauca","-74.5","8.33333",NA,NA,"20.00000000","80.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"348","2008-05-27 22:02:00-03","MO","MOBOT","2856896","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"G. Davidse","J.J. de Granville","Granville 3183","1979","9","27","French Guiana","Cayenne",NA,"Cayenne, plage de Zéphyr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"349","2008-05-27 22:02:00-03","MO","MOBOT","2856918","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Lewis","Lewis 624","1977","2","9","Argentina","Santa Fé","9 de Julio","Villa Minetti.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"350","2014-02-02 05:30:00-02","MO","MOBOT","2859070","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Francisco J. Roldán|E. Arévalo","Roldán 1724","1991","11","1","Colombia","Bolívar","San Martin de Loba","Corregimiento La Ribona, Isla de Monpós, finca Buenaventura","-74.08333","9",NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"351","2008-05-27 22:02:00-03","MO","MOBOT","2859482","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"G. Davidse (MO)","Charles N. Horn|Steven R. Hill","Horn 10017","1995","8","12","Guyana",NA,NA,"Demerara-Mahaica District (region IV); Roadside along coastal highway at Plantation Hope (rice fields) just east of mile marker 18. East of Georgetown.","-58","6.75",NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"352","2013-02-21 05:40:00-03","MO","MOBOT","2860493","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Omar Zambrano|D. Pacheco|G. Sthormes","Zambrano 1971","1989","8","4","Venezuela","Zulia",NA,"Region Sur-Oeste. Carretera Machiques La Fría. Sector Santa Rosa a 13 Kms de la alcabala de Aricuaiza. Frente a la Hacienda La Carolina. Distrito Perijá.","-72.61666","9.4",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"353","2015-08-22 05:41:00-03","MO","MOBOT","2860624","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"RW","R.C. Wingfield","Wingfield 6452","1978","8","12","Venezuela","Falcón",NA,"F6. Boca de Aroa, estuario, en terreno anegada diariamente a marea alta.",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"354","2008-05-27 22:02:00-03","MO","MOBOT","2860667","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","Anibal Castillo|Amelia De Franca","Castillo 2566","1987","11","23","Venezuela","Anzoátegui",NA,"Dttro. Peñalver. Municipio Federación. Zona de Manglar con influencia del Río Unare, cerca de la línea de costa","-65.13222","10.06611",NA,NA,"0E8","21.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"355","2015-08-22 05:41:00-03","MO","MOBOT","2860703","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"RW","R.C. Wingfield","Wingfield 6806","1978","11","6","Venezuela","Falcón",NA,"F8. Hato Uverito, 5 km NNO de Cerro Socopo. Cultivada experimentalmente como pasto.",NA,NA,NA,NA,"520.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"356","2011-10-27 17:26:00-02","MO","MOBOT","2860806","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","Anibal Castillo|Amelia De Franca","Castillo 2578","1987","11","23","Venezuela","Anzoátegui",NA,"Dtro. Peñalver. Municipio Federación. Riveras del Río Unare. Sector Pueblo Unare, Viejo (Ruinas).","-65.13222","10.06611",NA,NA,"0E8","21.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"357","2015-08-22 05:41:00-03","MO","MOBOT","2860819","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"RW","R.C. Wingfield","Wingfield 6004","1978","4","25","Venezuela","Falcón",NA,"F2. Ca. 10 km SSE de Mene de Mauroa. En aguas someras en una charca.",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"358","2015-08-22 05:41:00-03","MO","MOBOT","2860882","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","R.C. Wingfield","Wingfield 6222","1978","5","7","Venezuela","Falcón",NA,"Charca, F4. 1 km O de Guamacho, carretera Coro-Mirimire.",NA,NA,NA,NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"359","2015-08-22 05:41:00-03","MO","MOBOT","2861008","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","R.C. Wingfield","Wingfield 6222A","1979","5","7","Venezuela","Falcón",NA,"F4. Carretera Coro-Mirimire, entre Guamacho y Huequito. En aguas someras y sobre barro al margen de una charca.",NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"360","2015-08-22 05:41:00-03","MO","MOBOT","2861087","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"R.C. Wingfield","Wingfield 5619","1978","10","28","Venezuela","Falcón",NA,"F5. Curarí, carretera Coro-Mirimire cerca del Río Hueque. En aguas someras al lado de charcas en un río estacional.",NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"361","2008-05-27 22:02:00-03","MO","MOBOT","2861180","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Anibal Castillo|Amelia De Franca","Castillo 2578","1987","11","23","Venezuela","Anzoátegui",NA,"Dtro. Peñalver. Municipio Federación. Riveras del Río Unare. Sector Pueblo Unare, Viejo (Ruinas).","-65.13222","10.06611",NA,NA,"0E8","21.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"362","2014-09-15 15:22:00-03","MO","MOBOT","2861371","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","Michel Hoff","Hoff 5726","1989","10","20","French Guiana",NA,NA,"Pri ori Cabassou-Ile de Cayenne. Digue de boue récente.","-52.28333","4.86666",NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"363","2008-05-27 22:02:00-03","MO","MOBOT","2861512","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","George S. Bunting|Ender Sánchez|Luis Alfonso G.","Bunting 7397","1979","4","29","Venezuela","Zulia",NA,"Dtto. Colón: alrededores de Casigua El Cubo, sector Los Manueles, en la Finca Campo Humo, unos 12 km. al norte de Casigua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"364","2013-10-05 06:35:00-03","MO","MOBOT","2861595","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"G. Davidse","Julian A. Steyermark|Ronald L. Liesner|Ángel C. González","Steyermark 120350","1979","11","14","Venezuela","Táchira",NA,"Alluvial flats, al El Vado, along Río Lobatera, in Parcelamiento Guarumito, 5.5 km west of La Fria (by air), 18 km (by road), near Venezuelan-Colombian border","-72.30833","8.20138",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"365","2008-05-27 22:02:00-03","MO","MOBOT","2861658","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","Basil Stergios","Stergios 9338","1986","8","26","Venezuela","Portuguesa",NA,"Fundo El Chaparral, camino hacia El Rocio desde Guanare.","-69.68333","9.075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"366","2008-05-27 22:02:00-03","MO","MOBOT","2861811","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Gerrit Davidse","Juan Guillermo Ramírez","Ramírez Arango 4602","1993","5","19","Colombia","Bolívar","San Martin de Loba","Correg. La Ribona. Reserva Natural El Garcero. Finca La Buenaventura. Bh-T/Bs-T.","-74.08333","9",NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"367","2018-06-03 05:28:00-03","MO","MOBOT","882819","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"G. Davidse (MO)","Alberto Dik","Dik 1378","1994","5","29","Ecuador","Napo","Orellana","Parque Nacional Yasuni. Carretera y oleodcuto de Maxus en construcción, Km 29-41. Bosque húmedo Tropical. Suelo rojo. Malezas adventivas en el borde de la carretera.","-76.4833333","-0.5833333",NA,NA,"240.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,"1",NA,NA,NA
"368","2008-05-27 22:02:00-03","MO","MOBOT","2861903","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Julio C. Betancur B.|M. Berrio","Betancur B. 1989","1990","9","18","Colombia","Sucre","Tolu","Arroyo Villero, 20.5 km Tolú-Coveñas, Litoral Caribe, Golfo de Morrosquillo","-76.0004247","9.0003822",NA,NA,"0E8","5.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"polystachya",NA,NA,NA,NA,NA,NA,NA,NA
"369","2015-03-19 15:38:00-03","MO","MOBOT","100780862","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"J.R. Ramírez","Ramírez 153","1949","5","2","Paraguay","Ñeembucú",NA,"Pilar","-58.2833333","-26.8833333",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,NA,NA
"370","2008-05-27 22:02:00-03","MO","MOBOT","1269231","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse (MO)","Fátima Mereles","Mereles H. 4442","1992","3","2","Paraguay","Cordillera",NA,"Río Salado, entre Ciervo-Cua y Paso-Pe. Bordeando el Embalsado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,NA,NA
"371","2008-05-27 22:02:00-03","MO","MOBOT","1536001","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse","Michael H. Nee","Nee 31351","1985","8","17","Bolivia","Pando","Madre de Dios","Along Río Madre de Dios, 14 km. (by air) WNW of Riberalta. Sandbar with silty sediments, some shrubs to 5 m. tall on one end, mostly scattered annuals.","-66.2","-10.95",NA,NA,"125.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"372","2008-05-27 22:02:00-03","MO","MOBOT","1591196","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse, XI/2001 (MO)","Jean Petitbon","Petitbon 320","2001","8","27","Suriname","Saramacca",NA,"Route côtière entre Boscamp et Karl-Francois. Rossé marécageux en bord de route; some individuals among myriads of E. polystachya.","-55.83333","5.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"373","2014-04-24 10:38:00-03","MO","MOBOT","1724267","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Gerrit Davidse","Davidse 2866","1971","11","3","Venezuela","Amazonas","Autana","Isla Carestia, a small island in the Río Orinoco, ca. 5 km NNW of Sanariapo.",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"2",NA,"576",NA
"374","2014-12-11 10:34:00-02","MO","MOBOT","1843471","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse","Gerrit Davidse|Nelson A. Rosa|Milton G. da Silva|Carlos S. Rosário","Davidse 18113","1980","4","9","Brazil","Pará","Capanema","Rio Quatipuru, in vicinity of Miraselvas, ca. 30 km by road W of Bragança.","-46.9833333","-1.0666667",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,"1377",NA
"375","2013-08-23 04:12:00-03","MO","MOBOT","224101","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse","Baltasar Trujillo","Trujillo 17461","1980","11","4","Venezuela","Delta Amacuro",NA,"Departamento Tucupita. Selva ribereña a lo largo de los caños Curiapito y Jana-mana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,"80-60",NA
"376","2020-03-02 04:32:00-03","MO","MOBOT","226369","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse, (MO)","R. M. Rueda","Rueda 539","1992","6","14","Colombia","Amazonas",NA,"Municipio Leticia; Isla Mocagua, Frente al Parque Nacional Natural Amacayacu.","-70.219992","-3.846769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"4",NA,"11",NA
"377","2014-04-04 05:43:00-03","MO","MOBOT","226797","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse (MO)","Rodolfo Vásquez|et al.","Vásquez Martínez 16822","1991","6","25","Peru","Loreto","Maynas","Dtto. Amazonas, Explor Camp (Sucusari). Bosque inundable. (Isla en el Río Napo frente a ala desembocadura de la Qda. Sucusari).","-72.9","-3.25",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"8",NA,"422",NA
"378","2014-04-04 05:43:00-03","MO","MOBOT","226808","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 9209","1987","6","13","Peru","Loreto","Maynas","Dtto. Iquitos. carretera Iquitos-Nauta, Km 45. Bosque inundable estacional (Itaya).","-73.33333","-4.16666",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,"87-20",NA
"379","2015-01-23 05:49:00-02","MO","MOBOT","226985","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Rodolfo Vásquez|A. Tye|et al.","Vásquez Martínez 12661","1989","8","8","Colombia","Amazonas","Puerto Nariño","Parque Nacional Amacayacu. Proyecto: Inventario y Ecología de las aves del parque Amacayacu. Bosque inundable estacional (Ribereño) aguas del Río Amazonas.","-70.25","-3.75",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"6",NA,"127",NA
"380","2008-05-27 22:02:00-03","MO","MOBOT","231811","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Baltasar Trujillo","Trujillo 4512",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"381","2008-05-27 22:02:00-03","MO","MOBOT","231832","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Leandro Aristeguieta","Aristeguieta 4041","1959","12",NA,"Venezuela","Delta Amacuro",NA,"Abundante en las márgenes del Orinoco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
