"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"382","2011-06-09 17:35:00-03","MO","MOBOT","232855","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 35519","1992","3","13","Paraguay","Central",NA,"Estero del Ypoá: Puerto Guyratí-Villa Oliva, 4.5 km S of Puerto Guyratí on trail to Paraguay River. Savanna and patches of forest on clay soil.","-57.61666","-25.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"2",NA,"815",NA
"383","2008-05-27 22:02:00-03","MO","MOBOT","235397","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse","Alwyn H. Gentry|Nestor Jaramillo|Juan Celedonia Ruiz M.","Gentry 22139","1978","5","22","Peru","Loreto","Maynas","Padre Isla in Río Amazonas below Iquitos, inundated Cocha with mostly floating vegetation.",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"3",NA,"1417",NA
"384","2014-12-11 11:52:00-02","MO","MOBOT","238666","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse (MO)","Elsa M. Zardini|C. Velázquez","Zardini 22415","1990","8","3","Paraguay","Central",NA,"Tavarory, on Río Paraguay. Along tributary of Río Paraguay, Arroyo Abaí.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"4",NA,"400",NA
"385","2008-05-27 22:02:00-03","MO","MOBOT","241173","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse","Alwyn H. Gentry","Gentry 42337","1983","6","29","Peru","Loreto","Maynas","Small island in Río Amazonas below Yanamono Island. Sandy beach, seasonally inundated.","-72.75","-3.45",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"4",NA,"83-152",NA
"386","2009-07-17 06:53:00-03","MO","MOBOT","2439724","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Zuloaga, F. O.","Arturo E. Burkart","Burkart 8339","1937","3","27","Argentina","Entre Ríos",NA,"Delta del Paraná, Arroyo Brazo Largo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"387","2009-08-21 06:32:00-03","MO","MOBOT","2479022","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Balduino Rambo","Rambo s.n.24","1946","1","31","Brazil","Santa Catarina",NA,"Sombrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"388","2008-05-27 22:02:00-03","MO","MOBOT","2479042","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Martínez Crovetto, R.","Per Dusén","Dusén 11461","1911","2","25","Brazil","Paraná",NA,"Porto Don Pedro II, in litore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-07-22 16:16:00-03","MO","MOBOT","2514693","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Morrone, O.","Émile Hassler","Hassler 1689","1916","4",NA,"Paraguay",NA,NA,"Trinidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,NA,NA
"390","2011-12-22 05:01:00-02","MO","MOBOT","2514706","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Morrone, O.","Teodoro Rojas","Rojas 1689","1916",NA,NA,"Paraguay","Central",NA,"Trinidad, Jardín Botánico, barranca del Río Paraguay","-57.63333","-25.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"391","2008-05-27 22:02:00-03","MO","MOBOT","2855258","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse","Bruce W. Nelson|S.P. Nelson","Nelson 1165","1981","5","23","Brazil","Amazonas",NA,"Manacapurú, Lago Calado. Vegetation of flooded varzea lake.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"392","2008-05-27 22:02:00-03","MO","MOBOT","2855718","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse","R. Hahn","Hahn 181","1981","6",NA,"Peru","Loreto",NA,"Rio Nanay, Environs Iquitos. From floating island on Rio Nanay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"393","2011-11-08 05:06:00-02","MO","MOBOT","2855868","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse","Ricardo Callejas|Julio C. Betancur B.|Francisco J. Roldán|C. Martínez","Callejas Posada 4374","1987","7","6","Colombia","Bolívar","Achi","Corregimiento La Raya, ciénaga La Raya en bosques alrededor de ciénaga grande, refugio El Paraíso, 3-4 h de Caucasia, sobre el río Cauca","-74.5","8.33333",NA,NA,"20.00000000","80.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"394","2008-05-27 22:02:00-03","MO","MOBOT","2855969","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"T. Rojas","Rojas 13784","1946","11","18","Paraguay","Chaco",NA,"Paraguayo, Bahia Negra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"395","2008-05-27 22:02:00-03","MO","MOBOT","2856004","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Manuel Rimachi Y.","Rimachi Y. 3599","1978","5","30","Peru","Loreto","Maynas","Dtto. Iquitos, Río Nanay, Morona Cocha, lowland area, shoreline freq. inundated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"396","2015-08-23 05:45:00-03","MO","MOBOT","2859261","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"S.A. Renvoize","Renvoize 5372","1992","9","13","Colombia","Valle del Cauca",NA,"Cauca Valley. Swampy ground beside Laguna Sonso, near Buga.",NA,NA,NA,NA,"937.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"397","2008-05-27 22:02:00-03","MO","MOBOT","2860886","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","G. Davidse","Benedito V. Rabelo|R. Nonato|C. Penafort|L.C. Pinto","Rabelo 2266","1983","6","21","Brazil","Amapá",NA,"Praia do Araxá-Macapá. Ilha flutuante em margem do rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"398","2015-08-13 05:50:00-03","MO","MOBOT","2861216","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"R.M. Harley","Harley 16273","1974","2","21","Brazil","Bahia",NA,"Lagoa da Eugenia southern end near Camaleão. Waste ground with scattered shrubs and marshy lake margin.","-39.71666","-10.66666",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"399","2008-05-27 22:02:00-03","MO","MOBOT","2861230","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Agnes Chase","Chase 7918","1924","12","13","Brazil","Bahia",NA,"Near Rio São Francisco, Joazeiro.",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"400","2008-05-27 22:02:00-03","MO","MOBOT","2861250","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Troels M. Pedersen","Pedersen 1735","1952","5","28","Argentina","Corrientes","Mburucuyá","Along the muddy shores of the Santa Lucia estero. Estancia Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"401","2012-05-24 05:04:00-03","MO","MOBOT","2861295","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Juan Revilla","Revilla Cardenas 629","1976","5","20","Peru","Loreto","Maynas","Distrito Iquitos; Río Itaya; a 20 minutos (deslizador, 40 Hp.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"402","2015-08-13 05:51:00-03","MO","MOBOT","2861393","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"A.S. Hitchcock","Hitchcock 16791","1919","11","17","Guyana",NA,NA,"Vreed-en-Hoop: In water of canal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"403","2008-05-27 22:02:00-03","MO","MOBOT","2861410","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Thomas Morong","Morong 1070","1888",NA,NA,"Paraguay",NA,NA,"Pilcomayo River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"404","2008-05-27 22:02:00-03","MO","MOBOT","2861450","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Hugh M. Curran","Curran 256","1918","5","12","Brazil","Bahia",NA,"Joazeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"405","2020-09-04 04:40:00-03","MO","MOBOT","2861476","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Herbert H. Smith","Smith 108","1898",NA,NA,"Colombia","Magdalena","Santa Marta","Plants of Santa Marta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"406","2011-10-30 04:57:00-02","MO","MOBOT","2861696","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse","I. Malave|Hector Canales","Malave 028","1982","8","19","Venezuela","Delta Amacuro",NA,"Dpto. A. Díaz: Caño Daudacana. Bosque húmedo de pantano.","-61","8.78333",NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"407","2008-05-27 22:02:00-03","MO","MOBOT","2861934","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse","Basil Stergios|R. Tejos","Stergios 14791","1990","8","22","Venezuela","Apure",NA,"En sabana inundable del Hato Sta. Luisa, 13 km al sur de San Fernando, carretera Biruaca-San Juan de Payara. Manchas rojo-brillantes en la lemma; estigmas rojo-oscuros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"408","2008-05-27 22:02:00-03","MO","MOBOT","879642","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse (MO)","Shunsuke Tsugaru|Yotaro Sano","Tsugaru B-870","1987","8","10","Brazil","Amazonas",NA,"River side and small islets of Rio Amazonas within 100 km downstream from Manaus. Collected by boat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,NA,NA
"409","2013-01-28 05:13:00-02","MO","MOBOT","942927","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse (MO)","René Guillén V.","Guillén Villarroel 1938","1994","6","20","Bolivia","Santa Cruz","Velasco","Campamento EL REFUGIO, a 2800 m al NE de la casa, en la Bahía de Las Petas. Colchas y Taropes. Cuerpo de agua con material órganico en suspención.","-61.0475","-14.7630556",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,"1",NA,NA,NA
"410","2012-05-24 05:04:00-03","MO","MOBOT","993868","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.",NA,"Alwyn H. Gentry|Juan Revilla","Gentry 20797","1977","11","22","Peru","Loreto","Maynas","Río Yavari between Emilia and Brazilian village of Paumarí (above Atalaia del Norte), riverside vegetation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,"1368",NA
"411","2008-05-27 22:02:00-03","MO","MOBOT","1529007","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart. Crov.","Gerrit Davidse","Michael H. Nee","Nee 31931","1985","9","15","Bolivia","Beni","Vaca Diez","Rio Beni [here also called the Rio Madre de Dios], 11 km. (by air) NE of Riberalta.","-66.05","-10.9",NA,NA,"125.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"spectabilis",NA,NA,NA,NA,NA,NA,NA,NA
"412","2015-05-20 10:36:30-03","UFERSA","MOSS","10629","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, R.C.","Oliveira, R.C.","2272","2008","09","27","Brasil","Rio Grande do Norte","Cruzeta","13 Km de São José do Seridó.","-36.7897","-6.41167",NA,NA,NA,NA,NA,NA,"2008","09","27","coletada em áreas úmidas; abundante; caule e espiguetas vináceas.","América do Sul",NA,NA,NA,NA,NA,"23687","auto",NA,NA,NA,NA,NA,NA
"413","2015-05-20 10:36:30-03","UFERSA","MOSS","10614","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, R.C.","Oliveira, R.C.","2257","2009","09","27","Brasil","Rio Grande do Norte","Jucurutu",NA,"-37.075","-5.983333","37W04'30","5S59'00",NA,NA,NA,NA,"2009","09","27",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2015-05-20 10:36:30-03","UFERSA","MOSS","10623","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Marques, C.E.M.","Oliveira, R.C.","2266","2008","09","27","Brasil","Rio Grande do Norte","Jucurutu","Estrada de Jucurutú, 8 Km da RPPN Stoessel de Brito.","-37.075","-5.983333","37W04'30","5S59'00",NA,NA,NA,NA,"2009","09","22","planta coletada em lagoa periódica, na margem seca; abundante.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2015-05-20 10:36:30-03","UFERSA","MOSS","478","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, O.F. de","Oliveira, O.F. de","274","1973","06","20","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM.","-37.344444","-5.191944","37W20'40","5S11'31","10","10",NA,NA,"1995","11","08","Erva não hidrófita; cultivada; solo bem drenado; interesse econ. forrageira; flr. esverdeada.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2015-05-20 10:36:30-03","UFERSA","MOSS","521","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, O.F. de","Menese Neto, V.","s.n.","1973","05","25","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM.","-37.344444","-5.191944","37W20'40","5S11'31","10","10",NA,NA,"1995","11","08","Erva não hidrófita; cultivada; solo bem drenado; interesse econ. forrageira; flor esverdeada.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2015-05-20 10:36:30-03","UFERSA","MOSS","5914","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ferreira, C.G.T.","Fernandes, A.","108","1988","06","19","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","-37.438889","-6.691667","37W26'20","6S41'30","250","250",NA,NA,"2006","05","06",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2015-05-20 10:36:30-03","UFERSA","MOSS","6513","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ferreira, C.G.T.","Fernandes Júnior, F.W.","5","1999","11","01","Brasil","Rio Grande do Norte","Apodi",NA,"-37.798889","-5.664167","37W47'56","5S39'51","67","67",NA,NA,"2007","01","14","Coletado na margem da lagoa; flor amarela.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2015-05-20 10:36:30-03","UFERSA","MOSS","9079","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ferreira, C.G.T.","Ferreira, C.G.T.","306","2007","01","15","Brasil","Rio Grande do Norte","Serra Negra do Norte","Fazenda Solidão.","-37.3972","-6.66556",NA,NA,"167","167",NA,NA,"2007","01","17","erva estonolífera; coletada na margem de açude, solo alagado; inflorescência ereta; colmo espesso; abundante; flor purpúrea.","América do Sul",NA,NA,NA,NA,NA,"25572","auto",NA,NA,NA,NA,NA,NA
"420","2015-05-20 10:36:30-03","UFERSA","MOSS","6306","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ferreira, C.G.T.","Menezes, K. de P.","13","1994","07","28","Brasil","Rio Grande do Norte","Rafael Godeiro",NA,"-37.7167","-6.07556",NA,NA,NA,NA,NA,NA,"2007","01","14","Flor violeta.","América do Sul",NA,NA,NA,NA,NA,"10083","auto",NA,NA,NA,NA,NA,NA
"421","2015-05-20 10:36:30-03","UFERSA","MOSS","13789","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, R.C.; Silva, A.S.","Azevedo, C.A.deS.","33","2011","08","27","Brasil","Rio Grande do Norte","Caicó","Sítio Batentes, várzea do Rio Seridó.","-37.0978","-6.45833",NA,NA,NA,NA,NA,NA,"2013","07","22","erva, ca. 60cm; heliófila; folha membranácea.","América do Sul",NA,NA,NA,NA,NA,"34880","auto",NA,NA,NA,NA,NA,NA
"422","2015-05-20 10:36:30-03","UFERSA","MOSS","10265","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, R.C.","Oliveira, R.C.","2155","2008","05","30","Brasil","Rio Grande do Norte","Luís Gomes","Estrada para Tigre de Cima.","-38.41","-6.398056","38W24'36","6S23'53","583","583",NA,NA,"2008","05","30","erva aquática; aparentemente cultivada; abundante.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2015-05-20 10:36:30-03","UFERSA","MOSS","10615","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, R.C.","Oliveira, R.C.","2258","2008","09","27","Brasil","Rio Grande do Norte","Jucurutu","Estrada de Jucurutú, saída para Caíco, 1 Km antes do povoado Aroeira.","-37.075","-5.983333","37W04'30","5S59'00",NA,NA,NA,NA,"2008","09","27","erva estolonífera; coletada em lagoa temporária; frequente.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2015-05-20 10:36:30-03","UFERSA","MOSS","1661","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, O.F. de","Oliveira, O.F. de","1167","1980","06","18","Brasil","Rio Grande do Norte","Pau dos Ferros",NA,"-38.206944","-6.108333","38W12'25","6S06'30","150","150",NA,NA,"1981","04","16","Herbácea; coletada na água de açúde, próximo a estrada; interesse econ. forrageira; ocasional; flor marrom-avermelhada.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2015-05-20 10:36:30-03","UFERSA","MOSS","5183","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Ferreira, C.G.T.","Vasconcelos, E.","14","1997","05","21","Brasil","Rio Grande do Norte","Caicó","Sítio Mundo Novo.","-37.097778","-6.458333","37W05'52","6S27'30","151","151",NA,NA,"2007","01","14",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2015-05-20 10:36:30-03","UFERSA","MOSS","5380","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, O.F. de","Oliveira, C.J. de","1","1995","06","02","Brasil","Rio Grande do Norte","Mossoró",NA,"-37.344167","-5.1875","37W20'39","5S11'15","16","16",NA,NA,"1998","05","11","Próximoà Fábrica de Cimento.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2015-05-20 10:36:30-03","UFERSA","MOSS","8919","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Oliveira, R.C.; Marques, C.E.M.","Oliveira, R.C.","1674","2006","05","21","Brasil","Rio Grande do Norte","Angicos",NA,"-37.079722","-6.142778","37W04'47","6S08'34","171","171",NA,NA,"2008","06","04","Erva aquática; coletada em logoa, na margem direita da pista principal; freqüênte.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2020-08-31 09:21:12-03","INPA","INPA","2419","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Gibertoni, TB; Gomes-Silva, AC","Moraes, JC de","864","1953","07","15","Brasil","Paraíba","Areia","Escola de Agronomia do Nordeste; lugares pantanosos.","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"INPA0002419","INPA0002419 INPA0002419_e","2012",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,"15425","auto",NA,NA,NA,NA,NA,NA
