"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","imagecode","locality","infraspecificEpithet","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"96","2009-07-09 17:06:00-03","MO","MOBOT","3387152","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Gert G. Hatschbach","1981",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Hatschbach 2566",NA,"Palmeira. Rio do Salto.",NA,"T.D. Pennington","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2010-04-13 14:20:00-03","MO","MOBOT","3387317","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","F. Javier Fernández Casas|William J. Hahn|Aurelio Schinini","1982",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Fernández Casas 7451",NA,"Unos 5 km al Norte de Yhu, en una zona inundable en mayor o menor grado,.",NA,"T.D. Pennington",NA,NA,NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2012-05-02 10:36:00-03","MO","MOBOT","3387377","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","F. Javier Fernández Casas|J. Molero","1982","2","22","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Fernández Casas 6411",NA,"De Yhu, en un cercado tipico sobre suelo arenoso.",NA,"T.D. Pennington","Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2012-05-02 10:26:00-03","MO","MOBOT","3387391","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","F. Javier Fernández Casas|J. Molero","1982","1",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Fernández Casas 6365",NA,"A Yhu, en cerra do sobre suleo arenoso suelto.",NA,"T.D. Pennington","Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2009-07-01 16:16:00-03","MO","MOBOT","3387423","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Anonymous","1978","11","1","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Anonymous 18313",NA,"In fruticeto vasto nanduro Kai nuncupato, Ype-jhu, canendiyu.",NA,"T.D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2013-11-06 16:08:00-02","MO","MOBOT","405676","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","William J. Hahn|et al.","1983","3","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Hahn 1200",NA,"Parque Nacional Cerro Cora; semi-deciduous forest. Aspidosperma polyneuron, Tabebuia, Balfourodendron & Parapiptadenia dominant. Soil red, somewhat sandy.",NA,"W.D. Stevens","Amambay",NA,"-56.0833333","-22.6666667","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"83-17","5",NA
"102","2013-11-06 16:07:00-02","MO","MOBOT","405791","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","James C. Solomon|Milan Vavrek|Lidia Pérez de Molas|Esmerio Gonzalez|Reinilda Duré","1982","2","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Solomon 6823",NA,"Parque Nacional Cerro Corá. Open sandy campo with low shrubs and palms, NE of park headquarters.",NA,"W.D. Stevens","Amambay",NA,"-56.05","-22.65","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"261","4",NA
"103","2013-11-06 15:40:00-02","MO","MOBOT","981426","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Nélida Soria","1993","2",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Soria Rey 6123",NA,"Parque Nacional Cerro Corá, cerca de la Col. Aceite-i.",NA,"W.D. Stevens","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"104","2013-11-06 15:29:00-02","MO","MOBOT","985650","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Nélida Soria","1992","11",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Soria Rey 5744",NA,"Parque Nacional Cerro Cor, camino a la Administración.",NA,"W.D. Stevens","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2018-04-03 14:43:00-03","MO","MOBOT","989200","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Nélida Soria","1993","2",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Soria Rey 5962",NA,"Parque Nacional Cerro Corá, Cerro Muralla.",NA,"W.D. Stevens","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"106","2020-08-31 08:54:26-03","INPA","INPA","204525","S","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Kirkbride Junior, JH","1981","02","19","Southern America","Brasil",NA,NA,NA,"INPA0204525","Dicotyledon Asterids","Ericales","Rizzini",NA,"3883","INPA0204525 INPA0204525_e","Na região de Barra Alta, Córrego São Gonçalo.",NA,"Proença, CEB","Distrito Federal","Brasília","-47.516667","-15.8","950","950","1992",NA,NA,"-47.516667","-15.8",NA,NA,NA,NA,NA,NA
"107","2020-08-31 08:55:02-03","INPA","INPA","159653","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Freitas, MA de","1986","02","15","Southern America","Brasil",NA,NA,NA,"INPA0159653","Dicotyledon Asterids","Ericales","(Pierre) T.D.Penn.",NA,"143",NA,"BR 364, Jarú-Ouro Preto, Fazenda Olhos D'Agua, ca 12 km da cidade.",NA,"Terra-Araujo, MH","Rondônia","Porto Velho","-63.9039001464844","-8.76194000244141",NA,NA,"2011","333357","auto",NA,NA,NA,"01",NA,NA,NA,NA
"108","2020-08-31 08:55:02-03","INPA","INPA","177212","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Macêdo, M","1993","11","21","Southern America","Brasil",NA,NA,NA,"INPA0177212","Dicotyledon Asterids","Ericales","(Pierre) T.D.Penn.",NA,"3409",NA,"Primavera do Leste, Morro de Primavera do Leste, divisa com Poxoréu.",NA,NA,"Mato Grosso","Primavera do Leste","-54.2","-15.5",NA,NA,NA,NA,NA,"-54.2","-15.5",NA,NA,NA,NA,NA,NA
"109","2019-12-19 11:20:27-03","UFG","UFG","23525","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Ratter, J.A.; Proença, C.; Fonseca-filho, J.; Santos, J.B.; Oliveira, N.R. & Pais, N.O.","1993","11","12",NA,"Brasil",NA,NA,"Dwarf subshrub, growing in groups.",NA,NA,NA,"(Pierre) T.D. Penn.",NA,"7139",NA,"Fazenda Maracaná, nr Caiapônia. In dense cerrado on sandy soil.",NA,"Ferreira, H.D.","Goiás","Caiapônia","-51.816667","-16.95",NA,NA,"1999",NA,NA,"-51.816667","-16.95",NA,"09","19",NA,NA,NA
"110","2019-12-19 11:20:27-03","UFG","UFG","47496","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Bringel, J.B.","2012","02","02",NA,"Brasil",NA,NA,NA,"UFG0047496",NA,NA,"(Pierre) T.D. Penn.",NA,"922","UFG0047496",NA,NA,"Bringel, J.B.","Distrito Federal","Brasília","-47.540278","-15.699167","1159","1159","2012",NA,NA,"-47.540278","-15.699167",NA,"02","01",NA,NA,NA
"111","2021-03-01 11:52:08-03","UFPE","UFP","60312","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Yoshida-Arns, K; Alves, M; Alves-Araújo, A; Pessoa, E; Almeida, GO; Jesus, B; Ribeiro, M",NA,NA,NA,NA,"Brasil",NA,NA,"Arbusto geoxílico, frutos amarelos.; Cerrado.","UFP060312",NA,NA,"(Pierre) T.D. Penn.",NA,"BHRG302",NA,NA,NA,NA,"Bahia","Formosa do Rio Preto","-46.0625","-11.160278",NA,NA,NA,NA,NA,"-46.0625","-11.160278",NA,NA,NA,NA,NA,NA
"112","2020-09-12 05:00:02-03","US","US","2428017","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. M. Felippe","1962","9","13","South America - Neotropics","Brazil",NA,NA,NA,"US02706115",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"65","US02706115_01","Estado de S. Paulo. Município de Itirapina, 5km. da rodovia Washington Luiz, na estrada Itirapina-Rio Claro.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","3132620","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. Hatschbach","1974","2","11","South America - Neotropics","Brazil",NA,NA,NA,"US02706111",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"34017","US02706111_01","Coxim, arredores.",NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","3338864","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","1966","4","13","South America - Neotropics","Brazil",NA,NA,NA,"US02706113",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"14714","US02706113_01","Planalto do Brasil. (Drainage of the Rio Corrente, Western Bahia). Campinas, ca. 10 km. S. of Rio Piau, ca. 150 km. S.W. of Barreiras.",NA,NA,"Bahia",NA,NA,NA,"850",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","1573106","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","P. Jörgensen","1932","1",NA,"South America","Paraguay",NA,NA,NA,"US02706117",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"7596",NA,"In the campo. Estancia Primera [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","2859331","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Taxonomy Class of Univ. of Brasília","1977","11","16","South America - Neotropics","Brazil",NA,NA,NA,"US02706110",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"570","US02706110_01","Brasilia, south side of campus of Universidade de Brasília.",NA,NA,"Distrito Federal",NA,"-47.85","-15.75",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","3108833","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. Hatschbach & A. Manosso","1989","1","27","South America","Brazil",NA,NA,NA,"US02706107",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"52579","US02706107_01","Rod. PR-11, prox. Rio Diamante (mun. Jaguariaíva).",NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","2994173","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","E. P. Heringer","1980","10","2","South America - Neotropics","Brazil",NA,NA,NA,"US02706109",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"17873","US02706109_01","Luziana - GO, margem do Rio Vermelho.",NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"119","2020-09-12 05:00:02-03","US","US","2057298","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. Hatschbach","1951","11","10","South America","Brazil",NA,NA,NA,"US02706116",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"2566","US02706116_01","Mun. Palmeira. Rio do Salto.",NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","2564697","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. Hatschbach","1964","8","23","South America","Brazil",NA,NA,NA,"US02706114",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"11349","US02706114_01","Mun. Ponta Grossa. Parque Vila Velha.",NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","3187506","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. Hatschbach","1982","12","11","South America - Neotropics","Brazil",NA,NA,NA,"US02706108",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"45901","US02706108_01","Lagoa Bonita (mun. Amambai).",NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"122","2020-09-12 05:00:02-03","US","US","3097281","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","G. Hatschbach","1969","6","12","South America","Brazil",NA,NA,NA,"US02706112",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"21621","US02706112_01","Rio Quero-Quero (mun. Palmeira).",NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"123","2020-09-12 05:00:02-03","US","US","3314765","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","ex herb. Da Reserva Ecologica Do IBGE","1995","1","28","South America - Neotropics","Brazil",NA,NA,NA,"US02706106",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"917","US02706106_01","GO. Municipio de Cristalina. BR 040 Km 115 ao lado da Policia Rodoviaria.",NA,NA,"Goiás",NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","1484603","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","L. Riedel","1826","9",NA,"South America","Brazil",NA,NA,NA,"US02706118",NA,"Ebenales","(Pierre) T.D. Penn.",NA,"518","US02706118_01","In arenosis camp. Rio Pardo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"125","2020-09-02 16:39:47-03","Cenargen","CEN","81172","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","João Bernardo de Azevedo Bringel Jr.","2012","02","02",NA,"Brasil","Exsicatas",NA,"Planta com rizomas e desprovida de caule aéreo. folhas formando rosetas, frutos amarelso alaranjados com 1-2 semente, polpa alaranjada, adocicada - BRASIL - Distrito Federal - HERBARIO UB","CEN00081172",NA,NA,"(Pierre) T.D.Penn.",NA,"922","CEN00081172","Distrito Federal - Rodovia DF-250, ca. 17 Km do trevo com a DF-020.",NA,"J. B. Bringel","DF","BRASILIA","-47.540277","-15.699166","1159","1159","2012",NA,NA,"-47.540277","-15.699166",NA,"02",NA,NA,"1",NA
"126","2020-09-02 16:39:47-03","Cenargen","CEN","96297","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Carlos Romero Martins","2016","10","30",NA,"Brasil","Exsicatas",NA,"Doação Flora do Brasil - Distrito Federal.","CEN00096297",NA,NA,"(Pierre) T.D.Penn.",NA,"2321","CEN00096297","Parque Nacional de Brasília - Entorno da estrada Trilha Cristal, apos o decantador",NA,"C. E. B. Proença","DF","BRASILIA","-47.936666","-15.732777",NA,NA,"2016",NA,NA,"-47.936666","-15.732777",NA,"11",NA,NA,"1",NA
"127","2020-09-02 16:39:47-03","Cenargen","CEN","47163","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Aécio Amaral-Santos","2002","05","14",NA,"Brasil","Exsicatas",NA,"Área de influência da AHE Queimado; influência indireta. Flores vináceas com anteras brancas. Presença de látex.","CEN00047163",NA,NA,"(Pierre) T.D.Penn.",NA,"1093","CEN00047163","2,5 km após a fazenda do Sr. Edileno (após a ponte sobre o rio Preto) sentido Palmital - BR-251.",NA,"B. M. T. Walter","GO","CRISTALINA","-47.6136016845703","-16.7686004638672",NA,NA,"2013","85457","auto","-4735111.0","-1621111.0",NA,"02",NA,NA,"4",NA
"128","2019-06-05 10:34:06-03","UFG","HJ","4260","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Souza, L.F.","2005","01","18",NA,"Brasil",NA,NA,NA,"HJ00004260",NA,NA,"(Pierre) T.D.Penn.",NA,"1901",NA,"RPPN Pousada das Araras.",NA,NA,"Goiás","Serranópolis","-51.995278","-18.439444",NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA
"129","2020-06-05 10:41:17-03","UFG","HJ","7527","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Souza, L.F.","2012","10","29",NA,"Brasil",NA,NA,NA,"HJ00007527",NA,NA,"(Pierre) T.D.Penn.",NA,"5372",NA,"GO 206, próximo a Itumirim.",NA,NA,"Goiás","Aporé","-52.140833","-18.544167","538","538",NA,NA,NA,"52º8'27''W","18º32'39''S",NA,NA,NA,NA,NA,NA
"130","2019-12-09 17:30:57-03","UFPR","EFC","15258","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Völtz, R.R.; et al.","2016","10","13",NA,"Brasil",NA,NA,"Arbusto geófito, crescendo próxima ao chão em área aberta; flores atropurpúreas.","EFC015258",NA,NA,"(Pierre) T.D.Penn.",NA,"989",NA,"Parque Estadual do Guartelá",NA,"Völtz, R.R.","Paraná","Tibagi","-50.2531","-24.5639","970","970","2016",NA,NA,"-50.2531","-24.5639",NA,"10","13",NA,NA,NA
"131","2021-03-15 18:30:05-03","USP","SPF","224127","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Antar, GM","2015","10","14",NA,"Brasil",NA,NA,"Subarbusto ca. 20 cm alt. Látex branco abundante. Botões florais verdes. Perianto vináceo. Ovário verde. Anteras alvas. Comum.; Campo sujo. Solo arenoso seco.","SPF00224127",NA,NA,"(Pierre) T.D.Penn.",NA,"865",NA,"Estação Ecológica de Itirapina",NA,"Antar, GM","São Paulo","Itirapina","-47.91","-22.25","763","763","2016",NA,NA,"-47.91","-22.25",NA,"01",NA,NA,NA,NA
"132","2019-11-13 11:31:50-03","USP","SPF","182062","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Paula-Souza, J","2006","10","11",NA,"Brasil",NA,NA,NA,"SPF00182062",NA,NA,"(Pierre) T.D.Penn.",NA,"8374",NA,"Parque Nacional das Emas",NA,"Terra-Araujo, MH","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,"2011","44163","auto",NA,NA,NA,"07",NA,NA,NA,NA
"133","2019-11-13 11:31:50-03","USP","SPF","71667","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Toledo, JF","1940","09","24",NA,"Brasil",NA,NA,NA,"SPF00071667",NA,NA,"(Pierre) T.D.Penn.",NA,"s.n.",NA,NA,NA,"Fiaschi, P","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"2006","26585","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-13 11:31:49-03","USP","SPF","15229","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Grotta, AS","1954","01","05",NA,"Brasil",NA,NA,NA,"SPF00015229",NA,NA,"(Pierre) T.D.Penn.",NA,"s.n.",NA,NA,NA,"Terra-Araújo, MH","São Paulo","Indaiatuba","-47.2099990844727","-23.0900001525879",NA,NA,"2011","17640","auto",NA,NA,NA,"07",NA,NA,NA,NA
"135","2019-11-13 11:31:50-03","USP","SPF","98659","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Tamashiro, JY","1994","09","26",NA,"Brasil",NA,NA,NA,"SPF00098659",NA,NA,"(Pierre) T.D.Penn.",NA,"635",NA,NA,NA,"Terra-Araujo, MH","São Paulo","Itatinga","-48.6100006103516","-23.1000003814697",NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-13 11:31:50-03","USP","SPF","168917","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Assis, MA","1996","10","23",NA,"Brasil",NA,NA,NA,"SPF00168917",NA,NA,"(Pierre) T.D.Penn.",NA,"857",NA,NA,NA,"Carneiro, CE","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,"1996","22843","auto",NA,NA,NA,"10",NA,NA,NA,NA
"137","2019-10-07 09:13:01-03","UEFS","HUEFS","248016","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Buttura, E.","1987","10","06",NA,"Paraguai",NA,NA,NA,"HUEFS0248016","Angiospermae","Ericales","(Pierre) T.D.Penn.",NA,"865","HUEFS0248016","Hernandarias, Reserva Tatí Yupí.",NA,NA,"Alto Paraná",NA,"-54.566667","-25.366667",NA,NA,NA,NA,NA,"54W34'","25S22'","Asteranae",NA,NA,NA,NA,NA
"138","2019-10-07 09:13:01-03","UEFS","HUEFS","106462","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Assis, M.A.de","1996","10","23",NA,"Brasil",NA,NA,NA,"HUEFS0106462","Angiospermae","Ericales","(Pierre) T.D.Penn.",NA,"857","HUEFS0106462",NA,NA,NA,"São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"139","2019-09-04 17:28:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","pumilum","Chrysophyllum pumilum","E. Hassler",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,"Spermatophyta",NA,NA,"Lectotype","4552",NA,"region of Rio Carimbatay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"140","2019-01-23 10:02:13-02","F","FMNH-SEEDPLANTS","V0071944F","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","pumilum","Chrysophyllum pumilum","E. Hassler",NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0071944F","Spermatophyta",NA,NA,"Isolectotype","4552","V0071944F_01","region of Rio Carimbatay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"141","2015-04-16 14:07:44-03","F","FMNH-SEEDPLANTS","V0291693F","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","pumilum","Chrysophyllum pumilum",NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0291693F","Spermatophyta",NA,NA,NA,NA,"V0291693F_01",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"142","2019-09-04 18:37:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapotaceae","Ecclinusa","floribunda","Ecclinusa floribunda","A. Glaziou","1894",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,"Type [status unknown]","21790",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"143","2018-04-04 16:32:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","P. Jörgensen",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"4596",NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"4596",NA,NA
"144","2015-04-16 14:15:01-03","F","FMNH-SEEDPLANTS","V0317471F","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes",NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0317471F","Spermatophyta",NA,NA,NA,NA,"V0317471F_01",NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"145","2015-04-16 14:15:02-03","F","FMNH-SEEDPLANTS","V0317472F","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes",NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0317472F","Spermatophyta",NA,NA,NA,NA,"V0317472F_01",NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"146","2015-04-16 14:15:02-03","F","FMNH-SEEDPLANTS","V0317473F","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes",NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0317473F","Spermatophyta",NA,NA,NA,NA,"V0317473F_01",NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"147","2019-01-25 16:05:13-02","IAC","IAC","26449","S","Plantae","Sapotaceae-3.Chrysophylloideae","Pradosia","brevipes","Pradosia brevipes","G.M. Furlani","1997","08","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D.Penn.",NA,"s/nº",NA,"Boçorva (Boçoroca) das Três Cruzes",NA,"C.E. Carneiro","São Paulo","Casa Branca","-47.0864","-21.7739",NA,NA,"1997",NA,NA,"-47.0864","-21.7739",NA,"01","15",NA,NA,NA
"148","2021-03-10 11:38:57-03","UNILA","EVB","406","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Buttura, E.","1987","10","06",NA,"Paraguai",NA,NA,NA,"EVB000406",NA,NA,"(Pierre) T.D.Penn.",NA,"865","EVB000406","Reserva Tatí Yupí. Refugio Biologico Tati Yupi",NA,NA,"Alto Parana","Cidade do Leste","-54.579722","-25.366389","233","233",NA,NA,NA,"54º34'47''W","25º21'59''S",NA,NA,NA,NA,NA,NA
