"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","infraspecificEpithet","class","individualCount","relatedCatalogItem"
"150","2020-07-23 12:15:14-03","CEPLAC","CEPEC","76086","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"G. C. P. Pinto",NA,"1995","10","01",NA,"Brasil","Bahia","SALVADOR","Parque São Bartolomeu, B. Rio do Cobre.","-38.510799407959","-12.9710998535156","26018",NA,"<ll>dwc_commonname:</ll> Folha-de-serra",NA,NA,"auto","G. C. P. Pinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/1995"
"151","2020-07-23 12:15:14-03","CEPLAC","CEPEC","7156","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"R. S. Pinheiro","1206","1971","04","20",NA,"Brasil","Bahia","URUÇUCA","Rod. Uruçua/Taboquinhas.","-39.2844009399414","-14.5930995941162","33791",NA,NA,NA,NA,"auto","L. C. Pederneira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/07/2008"
"152","2021-04-08 17:13:00-03","UESB","HUESB","2450","S","Plantae","Dicotyledoneae",NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Macedo, G.E.L.; A.F. Souza.; A.F. Souza.","500","2004","02","28",NA,"Brasil","Bahia","Jequié","Fazenda Brejo Novo, Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.","-41.058333","-13.944722",NA,NA,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata.; Arbustivo. Folhas verdes, discolor. Flores em botões verdes, eixo floral vináceo.; Floresta Estacional (Mata de Cipó) em zona de transição.",NA,NA,NA,"R.M.de Castro","2005","05","-41.058333","-13.944722",NA,"617","750",NA,NA,NA,NA,NA,NA
"153","2021-03-04 15:45:55-03","IF","SPSF","27626","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"N.M.Ivanauskas","4559","2000","04","20","América do Sul","Brasil","SP","São Sebastião","Parque Estadual da Serra do Mar","-45.6","-23.75",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa de encosta&nf;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"154","2021-03-04 15:45:55-03","IF","SPSF","31417","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","J.P.Souza & A.Zidko & C.G.Mendonça","3342","2000","04","21","América do Sul","Brasil","SP","São Sebastião","Parque Estadual da Serra do Mar","-45.6","-23.75",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Floresta Ombrófila Densa de Encosta&nf;Arbusto 1,8m altura; frutos tipo baga, imaturos verdes e maduros acinzentados.; GEOGRAFIA: trilha das cachoeiras, interior de mata;",NA,NA,NA,"A.Santos","2011","07",NA,NA,"19",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"155","2021-03-04 15:45:55-03","IF","SPSF","34380","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"N.M.Ivanauskas & F.M.Souza & R.Cielo-Filho & C.O.Araújo & D.Souza. & Sr.Rosendo. (Guia)","6001","2005","02","16","América do Sul","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba / Instituto Agronômico de Campinas.Trilha dos Escravos.","-45.0699996948242","-23.4300003051758","34265",NA,"COLETA: XLS: SPSFNovo;&nf;Arvoreta de 3m. Látex branco-leitoso. Flores em botão.; GEOGRAFIA: UTM: X=487519 Y=7411169 ZONA=23;",NA,NA,"auto","A.Santos","2011","07",NA,NA,"19",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"156","2021-03-04 15:45:55-03","IF","SPSF","28332","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa subsp. racemosa",NA,"J.A.Pastore & C.Moura","1070","2001","08","17","América do Sul","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727","25482",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira&nf;;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subsp. racemosa","Magnoliopsida",NA,NA
"157","2021-03-04 15:45:55-03","IF","SPSF","47464","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","G.D.Colletta & A.G.Aguirre","1271","2013","08","27","América do Sul","Brasil","SP","Ilhabela",NA,"-45.3499984741211","-23.7700004577637","23719",NA,"COLETA: Árvore, 6 metros, Frutos atropurpúreos.; GEOGRAFIA: Ao lado da cachoeira do gato, Floresta Ombrófila Densa.;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"158","2021-03-04 15:45:55-03","IF","SPSF","29248","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa",NA,"J.A.Pastore & C.Moura","1116","2002","02","01","América do Sul","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727","25482",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da pedreira, mata de encosta&nf;;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"159","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-23 08:49:02-03","IBt","SP","423542","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Brade, AC","19746","1949","05","04",NA,"Brasil","Espírito Santo","Cachoeiro do Itapemirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-26 10:01:01-03","IBt","SP","366798","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Silva, BM","141","2001","06","02",NA,"Brasil","Bahia","Alagoinhas",NA,"-38.4192008972168","-12.1356000900269","24621",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-10 11:27:57-03","IBt","SP","396967","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Castro, RM","1056","2004","12","10",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662","61245",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-30 07:49:00-03","IBt","SP","441015","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Oliveira, RP","937","2003","05","29",NA,"Brasil","Bahia","Santa Teresinha",NA,"-39.5233001708984","-12.771900177002","25196",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-08-13 18:02:45-03","IBt","SP","293395","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Hoffmann, WA","255","1995","10","17",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,NA,NA,NA,"auto","Machado, AFP","2008","11",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-08 08:53:12-03","IBt","SP","332807","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Miranda, CAB","517","1988","04","07",NA,"Brasil","Paraíba","João Pessoa",NA,"-34.8630981445312","-7.11499977111816","15975",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-30 07:49:00-03","IBt","SP","444920","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Bovini, MG","692","1995","01","18",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","21463",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-23 08:49:02-03","IBt","SP","426196","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","98","2010","11","01",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","21463",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-23 08:49:02-03","IBt","SP","426195","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","97","2010","11","01",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","21463",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-30 07:49:00-03","IBt","SP","444923","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Bovini, MG","683","1995","01","18",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","21463",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-01-07 09:34:37-03","IBt","SP","446890","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Braga, JMA","993","1994","01","21",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344","38539",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-01-11 11:20:40-03","IBt","SP","474905","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","221","2011","06","30",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-01-11 11:20:40-03","IBt","SP","474907","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","219","2011","06","30",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-01-11 11:20:40-03","IBt","SP","474906","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","220","2011","06","30",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-01-11 11:20:40-03","IBt","SP","474904","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","222","2011","06","30",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-01-11 11:20:40-03","IBt","SP","474903","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","223","2011","06","30",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-01-11 11:20:40-03","IBt","SP","474902","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Santos, A","224","2011","06","30",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-10-22 10:13:28-03","IBt","SP","345032","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Sampaio, PSP","331","1999","08","19",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-10-22 10:13:28-03","IBt","SP","345031","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Martins, SE","500","1999","06","22",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656","37616",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-10-22 10:13:28-03","IBt","SP","350652","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Esteves, GL","2757","2000","08","11",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.4099998474121","-23.6200008392334","30093",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-11-26 10:01:01-03","IBt","SP","366784","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Melo, E","2533","1998","11","13",NA,"Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727","26836",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-23 08:49:02-03","IBt","SP","408950","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Ivanauskas, NM","4559","2000","04","20",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar","-45.4099998474121","-23.7600002288818","41977",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-11-19 09:29:32-03","IBt","SP","363283","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Lobo, PC","29368","1993","11","16",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758","34265",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2014-09-23 10:58:53-03","G","G","G00438494","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Gaudichaud-Beaupré, C.",NA,"1834",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00438494",NA,NA,"Neto, S. R.","1998","01","-42.9125","-22.48222222","01",NA,NA,"ISOTYPUS of Sorocea racemosa Gaudich.",NA,NA,NA,NA,NA
"184","2014-09-23 10:58:53-03","G","G","G00438495","S","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Gaudichaud-Beaupré, C.",NA,"1834",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00438495",NA,NA,"Berg, C. C.","1969","01","-42.9125","-22.48222222","01",NA,NA,"ISOTYPUS of Sorocea racemosa Gaudich.",NA,NA,NA,NA,NA
