"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","locality","decimalLongitude","decimalLatitude","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"95","2020-12-21 16:45:00-03","MBM","MBM","251499","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Souza, J.P.; et al.; et al.","3351","Southern America","Brazil","São Paulo",NA,NA,"MBM251499","MBM251499","(L.) Wettst.",NA,NA,"Parque Estadual da Serra do Mar","-45.4099998474121","-23.7600002288818",NA,"São Sebastião",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-04 11:37:14-03","MNHN","RECOLNAT_MNHN_P","P03397864","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance, G.T.|Pena, B.S.|Ramos, J.F.",NA,NA,"Brasil","Amazonas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03397864' target='other'> <mi>dwc_moreinfo</mi></a>","P03397864","P03397864_01","(L.) Wettst.","1966","11","Road Manaus-Caracaraí, km 12 .",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3117",NA
"97","2016-01-08 10:53:18-02","MNHN","RECOLNAT_MNHN_P","P01167174","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Blanchet",NA,NA,"Bresil",NA,"hb","Avec P03399202 et P01167175 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167174' target='other'> <mi>dwc_moreinfo</mi></a>","P01167174","P01167174_01","(L.) Wettst.",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2016-01-07 13:17:05-02","MNHN","RECOLNAT_MNHN_P","P01167175","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Salzmann",NA,NA,"Bresil",NA,"hb","Avec P03399202 et P01167174 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167175' target='other'> <mi>dwc_moreinfo</mi></a>","P01167175","P01167175_01","(L.) Wettst.",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2016-01-08 10:55:26-02","MNHN","RECOLNAT_MNHN_P","P01167176","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Philcox","Richard",NA,NA,"[Guyane française]",NA,"hb","Avec P03397877 et P01167177 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167176' target='other'> <mi>dwc_moreinfo</mi></a>","P01167176","P01167176_01","(L.) Wettst.",NA,NA,"Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2015-09-04 11:32:00-03","MNHN","RECOLNAT_MNHN_P","P03397877","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Philcox","Salzmann",NA,NA,"Bresil",NA,"hb","Avec P01167176 et P01167177 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03397877' target='other'> <mi>dwc_moreinfo</mi></a>","P03397877","P03397877_01 P03397877_02","(L.) Wettst.","1830","1","Bahia",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2015-09-04 11:32:01-03","MNHN","RECOLNAT_MNHN_P","P03397884","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance, G.T.|Maas, P.J.M.|Monteiro, O.P.|Steward, W.C.|Ramos, J.F.|Coelho, D.F.|Atchley, A.A.|Woolcott, D.B.|Pinheiro, W.S.",NA,NA,"Brasil","Amazonas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03397884' target='other'> <mi>dwc_moreinfo</mi></a>","P03397884","P03397884_01","(L.) Wettst.","1971","7","Rio Curuquetê, vicinity of Cachoeira Santo Antonio.",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14397",NA
"102","2015-09-04 11:32:01-03","MNHN","RECOLNAT_MNHN_P","P03397887","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance, G.T.|Pena, B.S.|Ramos, J.F.",NA,NA,"Brasil","Amazonas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03397887' target='other'> <mi>dwc_moreinfo</mi></a>","P03397887","P03397887_01","(L.) Wettst.","1967","1","Cachoeira baixa Tarumã.",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3864",NA
"103","2015-09-04 11:33:48-03","MNHN","RECOLNAT_MNHN_P","P03399189","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Salzmann",NA,NA,"Brasil","Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399189' target='other'> <mi>dwc_moreinfo</mi></a>","P03399189","P03399189_01","(L.) Wettst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2015-09-04 11:33:48-03","MNHN","RECOLNAT_MNHN_P","P03399190","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Moricand",NA,NA,"Brasil","Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399190' target='other'> <mi>dwc_moreinfo</mi></a>","P03399190","P03399190_01","(L.) Wettst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2098",NA
"105","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399197","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399197' target='other'> <mi>dwc_moreinfo</mi></a>","P03399197","P03399197_01","(L.) Wettst.","1876","8","Belém, a Queimados.",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8890",NA
"106","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399198","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,NA,NA,NA,"Brasil","Pernambuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399198' target='other'> <mi>dwc_moreinfo</mi></a>","P03399198","P03399198_01","(L.) Wettst.","1866","1","Brésil.",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1097",NA
"107","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399202","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Gardner",NA,NA,"Bresil",NA,"hb","Avec P01167174 et P01167175 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399202' target='other'> <mi>dwc_moreinfo</mi></a>","P03399202","P03399202_01 P03399202_02","(L.) Wettst.",NA,NA,"Province de Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1097",NA
"108","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399203","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399203' target='other'> <mi>dwc_moreinfo</mi></a>","P03399203","P03399203_01","(L.) Wettst.","1876","10","Belém, a Queimados.",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8890",NA
"109","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399204","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Jobert",NA,NA,"Brasil","Pará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399204' target='other'> <mi>dwc_moreinfo</mi></a>","P03399204","P03399204_01","(L.) Wettst.","1877","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA
"110","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399209","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Burchell",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399209' target='other'> <mi>dwc_moreinfo</mi></a>","P03399209","P03399209_01","(L.) Wettst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9280",NA
"111","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399211","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Gardner",NA,NA,"Brasil","Pernambuco","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399211' target='other'> <mi>dwc_moreinfo</mi></a>","P03399211","P03399211_01","(L.) Wettst.","1838","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1097",NA
"112","2015-09-04 11:34:08-03","MNHN","RECOLNAT_MNHN_P","P03399212","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Blanchet",NA,NA,"Brasil","Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399212' target='other'> <mi>dwc_moreinfo</mi></a>","P03399212","P03399212_01","(L.) Wettst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2098",NA
"113","2015-09-04 11:33:48-03","MNHN","RECOLNAT_MNHN_P","P03399191","PreservedSpecimen",NA,NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Spruce",NA,NA,"Brasil","Pará","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03399191' target='other'> <mi>dwc_moreinfo</mi></a>","P03399191","P03399191_01","(L.) Wettst.","1850","11",NA,"-54.7083015441895","-2.44305992126465","1","Santarém",NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,"709",NA
"114","2013-08-23 04:12:00-03","MO","MOBOT","3251291","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis (ISC)","Gustavo A. Romero G.","Romero-González 2125","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1989","10","Vegetacion en los alrededores de San Juan de Ucata.","-67.8166667","4.3333333","20",NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"115","2008-05-27 22:02:00-03","MO","MOBOT","3031002","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","J.S. de la Cruz","de la Cruz 3820","South America","Guyana","North West",NA,NA,NA,NA,"(L.) Wettst.","1923","4","Waini River.","-59.66666","8.33333","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2014-04-13 05:22:00-03","MO","MOBOT","1876763","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","R. Liesner","Gerrit Davidse|Fany Llanos","Davidse 5381","South America","Colombia","Vichada",NA,NA,NA,NA,"(L.) Wettst.","1973","12","31 km W of Las Gaviotas along road to Puerto Gaitán. Open treeless Trachypogon vestitus savanna.","-71.202","4.595","30",NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"915",NA
"117","2016-10-13 06:00:00-03","MO","MOBOT","3391474","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Deborah Q. Lewis (ISC)","David A. Neill|Christopher Davidson|Sharon R. Christoph","Neill 15894","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,"(L.) Wettst.","2007","9","Cordillera del Cóndor region. Upper Río Wawaime watershed, tributary of Río Quimi. Near site of proposed EcuaCorriente copper mine. Dense, wet cloud forest on steep slopes on substrate of mixed sandstone and clay soil. Dwarf forest on exposed ridges with higher quartzite sand content.","-78.4352777","-3.5786111","20","El Pangui","1320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"416","2"
"118","2009-02-13 13:13:00-02","MO","MOBOT","771015","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.Q. Lewis (ISC)","Thomas B. Croat|A. Rosas Jr.","Croat 62439","South America","Brazil","Acre",NA,NA,NA,NA,"(L.) Wettst.","1986","8","CRUZEIRO DO SUL: Along Rio Moa, upstream from its mouth at Río Juruá; Vicinity of International airport.","-72.6","-7.6333333","21",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-66","3"
"119","2009-06-25 13:32:00-03","MO","MOBOT","3029832","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls, 15 June","William R. Anderson","Anderson 10717","South America","Brazil","Pará",NA,NA,NA,NA,"(L.) Wettst.","1974","2","Alto Tapajós, Rio Cururú. Forest and shrubby campo S of Missão Cururú, at Maloca Duas Casas.","-57.51666","-7.58333","9",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2008-05-27 22:02:00-03","MO","MOBOT","475267","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Erik Asplund","Asplund 9414","South America","Ecuador","Napo",NA,NA,NA,NA,"(L.) Wettst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2009-05-06 09:39:00-03","MO","MOBOT","100185244","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H. Holmgren","Steven R. Hill","Hill 12765","South America","Brazil","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1983","6","3 km E of Borba; region of the rio Madeira.","-59.5833333","-4.3833333","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"122","2013-08-23 04:12:00-03","MO","MOBOT","100185329","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H. Holmgren","Milton G. da Silva|Carlos S. Rosário","Silva 3689","South America","Brazil","Pará",NA,NA,NA,NA,"(L.) Wettst.","1978","11","Itaituba km 63 da estrada Itaituba, Jacareacanga, parque Nacional do Tapajós (I.B.D.F.) reserva Biolog. Descampado dos arredores dos alojamentos.",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"123","2020-01-15 04:34:00-03","MO","MOBOT","100244454","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","E. Feltz (MO)","Jehizon Terán","Terán Aguilar 3029","South America","Bolivia","Cochabamba",NA,NA,NA,NA,"(L.) Wettst.","2008","10","Santa Isabel 2. Bosque siempre verde de la yunga (montano inferior), estrato arboreo de unos 20-22 mt de altura. Con penidentes del 15%, exposicion este, suelos pedregosos, cubiertos por briofitos y materia organica en descomposicion.","-65.8027778","-17.1802778","31","Chapare","1646.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"124","2011-06-08 17:16:00-03","MO","MOBOT","100366254","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Foster's catalog notes file","José Steinbach","Steinbach G. 5199","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"(L.) Wettst.","1920","12","Buena Vista",NA,NA,"10","Sara","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"125","2011-06-08 17:16:00-03","MO","MOBOT","100366267","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Foster's catalog notes file","José Steinbach","Steinbach G. 5509","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"(L.) Wettst.","1921","4","Buena Vista",NA,NA,"1","Sara","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"126","2013-06-19 17:57:00-03","MO","MOBOT","100456511","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","M. Nee","Djaja D. Soejarto|Jorge Caranqui","Soejarto 10081","South America","Ecuador","Pastaza",NA,NA,NA,NA,"(L.) Wettst.","1997","6","Parroquia Simón Bolivar, Los Vencedores, E.E. Pastaza.","-77.9333333","-1.5","13","Pastaza","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"127","2015-04-21 05:44:00-03","MO","MOBOT","100535660","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Eric Feltz (MO)","G.A. Parada|Ivan Linneo|et al.","Parada-Gutierrez 1244","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"(L.) Wettst.","2009","1","Camino Principal a la propiedad Juan Deriba.","-63.5676695","-17.1188611","4","Sara","252.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"128","2015-08-06 16:26:00-03","MO","MOBOT","100837341","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Juan Revilla","Revilla Cardenas 633","South America","Peru","Loreto",NA,NA,NA,NA,"(L.) Wettst.","1976","5","Distrito: Iquitos. Río Itaya, caserio Pena Negra.",NA,NA,"20","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"129","2015-08-10 10:21:00-03","MO","MOBOT","100837835","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls","J.S. de la Cruz","de la Cruz 2521","South America","Guyana",NA,NA,NA,NA,NA,"(L.) Wettst.","1922","10","Waramuri Mission, Moruka River, Pomeroon District.",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"130","2015-08-10 10:31:00-03","MO","MOBOT","100837852","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D. Qualls Lewis (ISC)","John J. Wurdack|L.S. Adderley","Wurdack 42663","South America","Venezuela",NA,NA,NA,NA,NA,"(L.) Wettst.","1959","5","Common along trail between San Fernando de Atabapo and Río Orinoco.",NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"131","2015-08-10 11:35:00-03","MO","MOBOT","100837951","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls","Julian A. Steyermark|Ronald L. Liesner|Ángel C. González","Steyermark 119847","South America","Venezuela","Táchira",NA,NA,NA,NA,"(L.) Wettst.","1979","11","Forested slopes, Cerro Las Minas, 18-20 km southeast of Santa Ana, on sandstone substrate.","-72.2166667","7.6","10",NA,"1150.00000000","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"132","2014-04-04 05:49:00-03","MO","MOBOT","1159543","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","U. Molau (GB)","Rodolfo Vásquez|et al.","Vásquez Martínez 21469","South America","Peru","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1996","11","Distrito Imaza, Yamayakat. Bosque secundario, hacia la rivera del río Marañón.","-78.33972","-5.05555","1","Bagua","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6"
"133","2018-06-26 15:28:00-03","MO","MOBOT","1742185","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls","Gerrit Davidse","Davidse 3796","South America","Venezuela","Guárico",NA,NA,NA,NA,"(L.) Wettst.","1973","11","Ca. 32 km SSE of Calabozo on Finca Becerra.",NA,NA,"6",NA,"65.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"666","1"
"134","2013-10-05 06:33:00-03","MO","MOBOT","1825264","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","R. Liesner","Gerrit Davidse|Ángel C. González","Davidse 12302","South America","Venezuela","Apure",NA,NA,NA,NA,"(L.) Wettst.","1977","4","Distrito Pedro Camejo; area between the Río Cinaruco near the mouth of Caño San Miguel and the southern part of the Galerias de Cínaruco.","-67.2833333","6.55","29",NA,"38.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1256","1"
"135","2014-04-24 09:17:00-03","MO","MOBOT","1826337","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Gerrit Davidse|Ángel C. González","Davidse 12572","South America","Venezuela","Apure",NA,NA,NA,NA,"(L.) Wettst.","1977","5","27 km directly (in a straight line) WSW of Paso de Cinaruco along the banks of the Río Cinaruco.","-67.75","6.5166667","2","Pedro Camejo","65.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1261","1"
"136","2008-05-27 22:02:00-03","MO","MOBOT","1910691","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H.Holmgren & K.A.Vincent (FVG2005)","Ronald L. Liesner","Liesner 6191","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1979","4","4.5 km NE of San Carlos de Río Negro; 0.5 km beyond IVIC study site. Roadside and forest.","-67.03333","1.93333","5",NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186",NA
"137","2017-09-14 17:42:00-03","MO","MOBOT","1914062","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H.Holmgren & K.A.Vincent (FVG2005)","Ronald L. Liesner","Liesner 6843","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1979","4","San Carlos de Río Negro. Weeds and introduced plants around town.","-67.0608333","1.9202778","21",NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","1"
"138","2008-05-27 22:02:00-03","MO","MOBOT","1915402","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H.Holmgren & K.A.Vincent (FVG2005)","Ronald L. Liesner","Liesner 7100","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1979","5","Conuco (cultivated area). IVIC study site 4 km NE of San Carlos de Río Negro.","-67.05","1.91666","1",NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"226",NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","1933567","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","N.H.Holmgren & K.A.Vincent (FVG2005)","Ronald L. Liesner","Liesner 3485A","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1977","11","Forest, roadside and stream 3 km E of San Carlos de Río Negro.","-67.05","1.91666","14",NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"346",NA
"140","2012-04-12 05:10:00-03","MO","MOBOT","2102757","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","E. Feltz (MO)","F. Miranda|Alfredo F. Fuentes","Miranda Aviles 176","South America","Bolivia","La Paz",NA,NA,NA,NA,"(L.) Wettst.","2004","5","Área Natural de Manejo Integrado Apolobamba, Wayrapata, aprox. a 1 Km NE del caserío.","-68.4916666","-15.09","13","Bautista Saavedra","1470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-01","3"
"141","2020-08-26 07:45:00-03","MO","MOBOT","2158725","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Deborah Q. Lewis (ISC)","L. Cayola|et al.","Cayola Pérez 1279","South America","Bolivia","La Paz",NA,NA,NA,NA,"(L.) Wettst.","2004","9","Area Natural de Manejo Integrado Apolobamba, Quita Calzon. Bosque yungueño subandino inferior pluvial.","-68.5122222","-15.1511111","10","Bautista Saavedra","788.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-10","1"
"142","2011-02-05 07:32:00-02","MO","MOBOT","2746954","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","U. Molau (GB)","Gloria Calatayud|Isau Huamantupa|V. Chama","Calatayud Hermosa 2627","South America","Peru","Cusco",NA,NA,NA,NA,"(L.) Wettst.","2004","7","Dist. Vilcabamba, Espiritupampa. Bosque Primario.","-73.21194","-12.91444","23","La Convención","1544.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"143","2013-07-30 13:34:00-03","MO","MOBOT","3000468","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Deborah Q. Lewis (ISC)","Sidney T. McDaniel|Paul E. Nace|Manuel Rimachi Y.","McDaniel 29934","South America","Peru","Loreto",NA,NA,NA,NA,"(L.) Wettst.","1988","6","Dtto. Indiana. Monte Carmelo, mature rainforest over clay",NA,NA,"3","Maynas","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"144","2009-08-24 12:35:00-03","MO","MOBOT","3028692","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Basil Stergios|Gerardo Aymard","Stergios 7298","South America","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1984","11","Selvas pluviales por la orilla del Rîo Negro, entre San Carlos del Rîo Negro y la boca del Casiquiare.",NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2010-01-01 17:31:00-02","MO","MOBOT","3028826","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","D.A. Qualls Lewis, (ISC), 6 Oct.","John J. Wurdack|Joseph V. Monachino","Wurdack 40871","South America","Venezuela","Bolívar",NA,NA,NA,NA,"(L.) Wettst.","1955","12","Piedra Marimare, east bank of Rio Orinoco opposite head of Isla El Gallo. 2 km E of Río Orinoco at Isla El Gallo. Locally frequent, edges of morichal and savanna at east base of Piedra Marimare.",NA,NA,"20",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
