"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"447","2014-10-27 12:22:00-02","MO","MOBOT","23292","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Constancio Velásquez","Zardini 15029","1989","10","16","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 6 kms S of route to Coronel Oviedo. Gallery forest along tributaries of Chorro Creek.","-56.3333333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","156",NA
"448","2018-05-17 05:29:00-03","MO","MOBOT","2412113","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Zuloaga, F. O., //",NA,NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5584","1996","4","16","Argentina","Misiones","San Pedro","Ruta Nac. 14, de Piñalito a Bernardo de Irigoyen, 4 km de Piñalito, selva secundaria","-53.81666","-26.41666",NA,NA,"860.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2018-06-22 05:25:00-03","MO","MOBOT","2455039","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"Pe. Raulino Reitz","Reitz 5820",NA,NA,NA,"Brazil","Santa Catarina",NA,"Brusque. Azambuja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2014-12-21 13:43:00-02","MO","MOBOT","2796128","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","A.J.M. Leeuwenberg",NA,NA,NA,"Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","Heringer 3799","1980",NA,NA,"Brazil",NA,NA,"Brasília DF, Bacia do Rio São Bartolomeu. Árvore latescente com cerca de 10m de altura e 15cm de diametro; casca saliente; frutos imaturos cor verde acinzentada; página inferior das folhas da mesma cor; beira de mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2009-11-20 06:16:00-02","MO","MOBOT","3125400","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","F. Markgraf",NA,NA,NA,"Gert G. Hatschbach|R. Kummrow","Hatschbach 45586","1982","10","10","Brazil","Minas Gerais",NA,"Serra da Mantiqueira (mun. Itamonte).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2014-12-21 13:43:00-02","MO","MOBOT","3272794","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","kurt Potgieter !/",NA,NA,NA,"Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","Heringer 5779","1980",NA,NA,"Brazil","Distrito Federal",NA,"Corrego quilombo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2009-12-04 16:23:00-02","MO","MOBOT","3273056","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","kurt Potgieter I/",NA,NA,NA,"Gert G. Hatschbach|J.M. Silva","Hatschbach 51522","1987","10","21","Brazil","Mato Grosso do Sul",NA,"Iguatemi, arredores",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2009-12-05 05:17:00-02","MO","MOBOT","3274865","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","C. P. Quinet",NA,NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 73950","2002","11","9","Brazil","Mato Grosso do Sul",NA,"Projeto Guaicurus (Mun. Bonito)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2011-03-01 23:21:00-03","MO","MOBOT","3275002","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter",NA,NA,NA,"Aurelio Schinini|Victor Maruñak|M.G. Pellegrini","Schinini Cacace 28787","1994",NA,NA,"Argentina","Misiones",NA,"Dep. Guarani Predio Guarani, Picada al ayo. Soberbio. Selva de laurel y guatambu, con helechos arborescentes.","-54.2","-26.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2016-11-01 11:02:00-02","MO","MOBOT","32781","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","Zardini 14799","1989","9","27","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 5 kms S of route to Coronel Oviedo. Along Chorro Creek.","-56.3333333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","150",NA
"457","2013-12-22 19:31:00-02","MO","MOBOT","3279905","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Stephen F. Smith",NA,NA,NA,"A. Kegler","Kegler 403","1999","11","30","Brazil","Rio Grande do Sul",NA,"Mun de Caxias do Sul - Aqudo - Criúva. Habitat no potreiro.",NA,NA,NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2008-05-27 22:02:00-03","MO","MOBOT","3440457","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","S.F. Smith",NA,NA,NA,"A. Kegler","Kegler 1137","2001","3","2","Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul - São Virgilio, no capoeirão.",NA,NA,NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2015-04-21 05:44:00-03","MO","MOBOT","3466402","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","A. Fuentes (LPB)",NA,NA,NA,"G.A. Parada|Ivan Linneo|Aquilino Molina","Parada-Gutierrez 212","2007","7","25","Bolivia","Santa Cruz","Andrés Ibáñez","Monumento Natural Espejillos entre 500-1100 msnm con bosque hidrofítico chiquitano, Cerrado y sabanas abiertas, y pequeñas áreas con bosque Tucumano-Boliviano con helechos arbóreos.","-63.4463889","-17.8727778",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"460","2015-03-19 10:04:00-03","MO","MOBOT","3586700","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","M. Nee",NA,NA,NA,"Maribel Vargas C.","Vargas Contreras 325","2007","2","2","Bolivia","Santa Cruz","Florida","Comunidad de Bella Vista. Sendero Chorro el Fraile. Bosque semideciduo.","-63.6744445","-18.2544444",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"461","2015-04-21 05:44:00-03","MO","MOBOT","3586701","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","M. Nee",NA,NA,NA,"Luzmila Arroyo P.|M. Vargas|Ivan Linneo|C. Roth","Arroyo Padilla 3335","2006","6","14","Bolivia","Santa Cruz","Florida","Comunidad Bella Vista, sendero Chorro el Fraile. Bosque semideciduo.","-63.6733334","-18.2938889",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"462","2013-10-09 05:41:00-03","MO","MOBOT","420899","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 15126","1989","10","16","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 8 kms S of route to Coronel Oviedo on the road to Cantera Jhú. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","157",NA
"463","2008-05-27 22:02:00-03","MO","MOBOT","421787","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","Zardini 9562","1989","1","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest on western side of Cerro Peró, on trail to cave.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","9",NA
"464","2013-10-09 05:41:00-03","MO","MOBOT","421862","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 9618","1989","1","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Acatí, near Destacamento Tororo. Forest on slopes.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","11",NA
"465","2013-10-09 05:41:00-03","MO","MOBOT","422470","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 14260","1989","9","20","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú. Tall forest 5 kms S from route.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"5","139",NA
"466","2021-02-03 11:57:00-03","MO","MOBOT","422524","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","ACD Castello",NA,NA,NA,"Elsa M. Zardini|et al.","Zardini 12226","1989","5","28","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 10 kms E of Melgarejo. Forest on plains.","-56.5","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"3","89",NA
"467","2013-10-09 05:41:00-03","MO","MOBOT","422546","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 14303","1989","9","20","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú. Tall forest 5 kms S from route.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","139",NA
"468","2008-05-27 22:02:00-03","MO","MOBOT","422741","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","Zardini 14426","1989","9","20","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Isolated peak 10 kms W of Melgarejo. Tall forest.","-56.41666","-25.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","142",NA
"469","2013-10-09 05:41:00-03","MO","MOBOT","422919","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 14576","1989","9","27","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú. Tall forest 2 kms S of route to Coronel Oviedo.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","145",NA
"470","2008-05-27 22:02:00-03","MO","MOBOT","422966","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|et al.","Zardini 4238","1988","1","19","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Torörö, camino a cerro Polilla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"5","88-10",NA
"471","2016-11-01 11:03:00-02","MO","MOBOT","423217","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","Zardini 14841","1989","9","27","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú, 5 kms S of route to Coronel Oviedo. Along Chorro Creek.","-56.3333333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"6","150",NA
"472","2008-05-27 22:02:00-03","MO","MOBOT","423750","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","M.E. Endress (Z)",NA,NA,NA,"William J. Hahn","Hahn 2656","1984","8","4","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui. Streamside.","-56.83333","-26.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"2","84-38",NA
"473","2013-10-09 05:41:00-03","MO","MOBOT","764794","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 10629","1989","2","8","Paraguay","Caaguazú",NA,"Ruta 2, km 122. Forest patch near road, ca. 100 m away from road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","45",NA
"474","2008-05-27 22:02:00-03","MO","MOBOT","961082","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 40979","1994","9","15","Paraguay","Concepción",NA,"Estancia Garay Cué. Arroyo Tagatiyá-Guazú. Gallery forest on limestone.","-57.36555","-22.69333",NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"5","954",NA
"475","2008-05-27 22:02:00-03","MO","MOBOT","961438","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 41190","1994","9","16","Paraguay","Concepción",NA,"Arroyo Tagatiyá-Guazú at Estancia Bello Horizonte. Gallery forest on limestone.","-57.43777","-22.75916",NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"5","959",NA
"476","2017-06-06 10:30:00-03","MO","MOBOT","100974948","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","S. Mori (CEPEC)",NA,NA,NA,"Scott A. Mori|Brian M. Boom|A.M. de Carvalho|Talmon S. dos Santos","Mori 13787","1981","4","28","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"36070","auto",NA,NA,"1",NA,NA
"477","2011-12-22 05:01:00-02","MO","MOBOT","1072679","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.",NA,NA,NA,NA,"Teodoro Rojas","Rojas 9775","1942","9","2","Paraguay","Central",NA,"Horto Botanico. (Asunción).","-57.66666","-25.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"478","2015-03-19 10:05:00-03","MO","MOBOT","100169781","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","M. Nee",NA,NA,NA,"D. Villarroel|L.H. Morales|R.A. Flores","Villarroel Segarra 504","2006","4","8","Bolivia","Santa Cruz","Florida","Comunidad de Bella Vista, sobre el camino principal entre la abra hasta la casa Don Pastor, Bosques semideciduos con árboles como Astronium urundeuva, Machaerium scleroxylum, Anadenthera colubrina y Myroxylum peruiferum, suelos franco arcillosos, dosel en.","-64.6763889","-18.3319445",NA,NA,"1000.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"479","2021-04-07 18:07:04-03","UNESP-IBILCE","SJRP","33949","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Grizzon, M.","2013","02","18","Gonzatti, F.","639.0","2013","01","03","Brasil","Rio Grande do Sul","São Marcos","Morro San'Ana","-51.07222222","-28.56027778","-51.07222222","-28.56027778",NA,NA,"Em bordo da mata.",NA,NA,"Tracheophyta","Gentianales",NA,"America do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"480","2016-09-05 16:01:56-03","UFSM","HDCF","1449","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marchiori, J. N. C.","1985","09","26","Longhi, S. J.","462","1983","11","10","Brasil","Rio Grande do Sul","Passo Fundo","FLONA","-52.184444","-28.316667","-52.184444","-28.316667",NA,NA,"Árvore de grande porte",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2016-09-05 16:01:56-03","UFSM","HDCF","2409","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Longhi, S. J.","1986","03","31","Longhi, S. J.","590","1986","02","28","Brasil","Rio Grande do Sul","São Luiz Gonzaga","Limoeiro","-54.9608001708984","-28.4083003997803",NA,NA,NA,NA,"Exemplar com frutos",NA,NA,NA,NA,NA,"América",NA,NA,"39496","auto",NA,NA,NA,NA,NA
"482","2019-03-29 10:41:12-03","UFSM","HDCF","1042","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marchiori, J. N. C.","1985","09","26","Oliveira, O. S.",NA,"1981","12","10","Brasil","Rio Grande do Sul","Iraí","Farinhas","-53.2505989074707","-27.1935997009277",NA,NA,NA,NA,"Inventário de nativas (am. 18/11)",NA,NA,NA,NA,NA,"América",NA,NA,"18820","auto",NA,NA,NA,NA,NA
"483","2016-09-05 16:01:56-03","UFSM","HDCF","1008","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marchiori, J. N. C.","1985","09","26","Longhi, S. J.","268","1981","11","24","Brasil","Rio Grande do Sul","Santo Ângelo","São Miguel","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"Inventário de nativas (am. 6)",NA,NA,NA,NA,NA,"América",NA,NA,"25915","auto",NA,NA,NA,NA,NA
"484","2019-03-29 10:41:12-03","UFSM","HDCF","5092","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Longhi, S. J.","1997","10","09","Nascimento, A. R. T.",NA,"1997","10",NA,"Brasil","Rio Grande do Sul","Pinhal Grande",NA,"-53.3067016601562","-29.3460998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"21926","auto",NA,NA,NA,NA,NA
"485","2018-09-12 14:47:58-03","UNIOESTE","UNOP","2567","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Franco, G.A.D.C.","2014","12","16","Cielo-Filho, R.; Periotto, F.; Periotto, F.","1571","2014","11","21","Brasil","Paraná","Matelândia","Sítio do Sr. Raimundo Rissardi, Potreiro.","-53.957222","-25.299167","-53.957222","-25.299167","331","331","Árvore, 8 m, fruto imaturo verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2018-09-12 14:47:58-03","UNIOESTE","UNOP","9326","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Silva, D.R. da","2018","02","19","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","581","2018","01","25","Brasil","Paraná","Realeza","Estrada da Fazenda Paulão.","-53.527583","-25.573889","-53.527583","-25.573889","413","413","Árvore 8 m de altura. Folhas discolores, cartáceas. Frutos oliváceos, secos, deiscentes, com lenticelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2018-09-12 14:47:58-03","UNIOESTE","UNOP","2588","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Cielo-Filho, R.","2014","12","11","Periotto, F.; Cielo-Filho, R.; Cielo-Filho, R.","83","2014","11","20","Brasil","Paraná","Matelândia","Sítio do Sr. Raimundo Rissardi, Potreiro.","-53.957222","-25.296111","-53.957222","-25.296111","345","345","Árvore, 6 m, fruto antigo marrom.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2020-08-31 08:55:11-03","INPA","INPA","86073","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","11",NA,"Hatschbach, GG","2018","1977","10","10","Bolívia","Santa Cruz","Cercado","Km 27 carretera Santa cruz - Cochabamba.",NA,NA,NA,NA,NA,NA,NA,"INPA0086073","INPA0086073 INPA0086073_e INPA0086073_e1","Dicotyledon Asterids","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-06-15 15:28:24-03","UNESP-RC","HRCB","38641","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Andrade, S.F.","2000",NA,NA,"Pavão, O.C.",NA,"2000","02","16","Brasil","Paraná","Assaí","Fazenda São Francisco","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,"Árvore 7 m; frutos imaturos <ll>dwc_commonname:</ll> Peroba-poca",NA,NA,NA,NA,NA,NA,NA,NA,"20909","auto",NA,NA,NA,NA,NA
"490","2020-06-15 15:28:24-03","UNESP-RC","HRCB","44112","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Rambo",NA,NA,NA,"Pivetta","658","1953","09","27","Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867",NA,NA,"500","500","Árvore, flor branco-amarelada",NA,NA,NA,NA,NA,NA,NA,NA,"15366","auto",NA,NA,NA,NA,NA
"491","2020-06-15 15:28:24-03","UNESP-RC","HRCB","10564","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W.","2002","10",NA,"Gabriel, J.L.C.","s.n.","1987","11","17","Brasil","São Paulo","Botucatu","Fazenda São João","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"Árvore alta com látex.",NA,NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA
"492","2020-06-15 15:28:24-03","UNESP-RC","HRCB","25668","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Scudeler, A.L.","2018","05","21","Kinoshita, L.S.","94","1994","11","09","Brasil","São Paulo","Cássia dos Coqueiros",NA,"-47.1699981689453","-21.2800006866455",NA,NA,NA,NA,"Árvore, 8 m, botões verdes-acinzentados, maduros acastanhados",NA,NA,NA,NA,NA,NA,NA,NA,"13265","auto",NA,NA,NA,NA,NA
"493","2020-06-15 15:28:24-03","UNESP-RC","HRCB","25408","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Santos, L.B.","2006","05","06","Souza, V.C.","11013","1996","04","11","Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Árvore, até 6 m alt.; frutos castanho-claros",NA,NA,NA,NA,NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA
"494","2019-05-23 11:07:33-03","UFLA","ESAL","14394","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Ary O Filho",NA,NA,NA,"Alex R. kobal","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Estrada da Serra da Bocaina","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"árvore; 7.00m; ; Deiscentes persistentes; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
