"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"395","2020-12-11 11:31:40-03","UFMG","BHCB","55248","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Oliveira, JE","252","1940","10","10","Brasil","Minas Gerais","Arcos","Fazenda do Engenho, Calciolandia.","-45.5393981933594","-20.2819004058838",NA,NA,NA,NA,"Árvore 5m. Flor amarelada.; Pasto.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"25000","auto",NA,NA,NA,NA,NA
"396","2020-12-11 11:31:40-03","UFMG","BHCB","73201","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,"2019","11",NA,"Heringer, EP","7267A","1959","11","20","Brasil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba.","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,"BHCB053147",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"26090","auto",NA,NA,NA,NA,NA
"397","2020-12-11 11:31:40-03","UFMG","BHCB","41779","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,"2019","11",NA,"Duarte, AP","8665","1964",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morra da Dona Marta, Ponte do Inferno. Na vertente para as Laranjeiras.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto de ca. 2,5m.; Medrando em formação de leptinite.","BHCB053166",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"57442","auto",NA,NA,NA,NA,NA
"398","2020-12-11 11:31:40-03","UFMG","BHCB","41590","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Duarte, AP","10593","1967","10","16","Brasil","Minas Gerais","Brumadinho","Serra que desce para Piedade do Paraopeba, BR-03.","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"Pequena árvore.; Formação secundária remanescente.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"26639","auto",NA,NA,NA,NA,NA
"399","2020-12-11 11:31:40-03","UFMG","BHCB","10053","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,"2019","11",NA,"Andrade, PM de; Lopes, MA","s.n.","1985","04","14","Brasil","Minas Gerais","Santana do Riacho","Usina Coronel Américo Teixeira (UCAT).","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Arbórea 9m. Fruto verde, solta látex na folha; Mata ciliar bastante alterada","BHCB053169",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"26557","auto",NA,NA,NA,NA,NA
"400","2020-12-11 11:31:40-03","UFMG","BHCB","55249","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,"1941",NA,NA,"Oliveira, JE","689","1941","11","04","Brasil","Minas Gerais","Belo Horizonte","Vila Paraíso","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Arvore 5m, baixa frequência e flôr amarelada; Restos de capoeira","BHCB041831","BHCB041831","Dicotyledon",NA,NA,"Southern America",NA,NA,"17082","auto",NA,NA,NA,NA,NA
"401","2021-02-11 17:17:51-03","UFPR","UPCB","21111","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, A.C.D.","2017","06",NA,"Hatschbach, G.","51522","1987","10","21","Brasil","Mato Grosso do Sul","Iguatemi","Arredores de Iguatemi","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,"Árvore 6m, látex alvo. Flor creme. Mata. Alt. 400m..","UPCB0033495","UPCB0033495",NA,NA,NA,NA,NA,NA,"71460","auto",NA,NA,NA,NA,NA
"402","2021-02-11 17:17:51-03","UFPR","UPCB","50793","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Quinet, C.P.","2004","01","01","Hatschbach, G.","73950","2002","11","09","Brasil","Mato Grosso do Sul","Bonito","Projeto Guaicurus","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"Árvore 5m, flor alva, floresta..",NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"403","2021-02-11 17:17:51-03","UFPR","UPCB","48976","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, A.C.D.","2017","06",NA,"Goldenberg, R.","636","2004","06","18","Brasil","Paraná","Candói","Três Pinheiros","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"Árvore ca. 6m, frutos imaturos. Afloramento de basalto com vegetação predominantemente herbácea, margeado por vegetação florestal..","UPCB0033496","UPCB0033496",NA,NA,NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA,NA
"404","2021-02-11 17:17:51-03","UFPR","UPCB","85399","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Bochorny, T.",NA,NA,NA,"Perret, L.","s.n.","2012","01","23","Brasil","Paraná","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA
"405","2021-02-11 17:17:51-03","UFPR","UPCB","5282","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","11697","1964","10","08","Brasil","Paraná","Adrianópolis","Barra Grande","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Árvore 8m, flor esverdeada. Mata..",NA,NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"406","2021-02-11 17:17:51-03","UFPR","UPCB","45640","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, A.C.D.","2017","06",NA,"Hatschbach, G.","72424","2001","09","19","Brasil","Paraná","Candói","Colônia São Judas Tadeu","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"Árvore, 6m, flor creme. Matinha na borda dos lajeados..","UPCB0033497","UPCB0033497",NA,NA,NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA,NA
"407","2021-02-11 17:17:51-03","UFPR","UPCB","43425","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Andrade, S.F.","2000","01","01","Ferreira, J.A.",NA,"2000","09","22","Brasil","Paraná","Assaí","Fazenda São Francisco","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,"Flores amarelas. Árvore 6m. Nome vulgar: peroba poca..",NA,NA,NA,NA,NA,NA,NA,NA,"20909","auto",NA,NA,NA,NA,NA
"408","2021-02-11 17:17:51-03","UFPR","UPCB","5206","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Hatschbach, G.","1966","03",NA,"Hatschbach, G.","13034","1965","10","14","Brasil","Paraná","Campo Mourão","Rio da Vargem","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"Árvore de flor creme. Mata pluvial..",NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"409","2014-12-21 13:43:00-02","MO","MOBOT","3272927","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgieter I/",NA,NA,NA,"Ezechias P. Heringer|Tarciso S. Filgueiras|Roberta C. de Mendonça|B.A.S. Pereira|Anajúlia E. Heringer Salles|F. Silva","Heringer 3799","1980","3","17","Brazil","Distrito Federal",NA,"Bacia do Rio Sao Bartolomeu.","-47.9166667","-16.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2008-05-27 22:02:00-03","MO","MOBOT","1001249","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgeiter (ILL)",NA,NA,NA,"Ejasuta, J. Elias|C. Conceição","Ejasuta 1548","1982","7","26","Brazil","Mato Grosso do Sul",NA,"Corumbá, MS, baia do Tamengo, parte inundável.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2015-03-19 10:04:00-03","MO","MOBOT","100169805","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","M. Nee",NA,NA,NA,"Aquilino Molina","Molina 279","2007","7","15","Bolivia","Santa Cruz","Andrés Ibáñez","Monumento Natural Espejillos. De la catarata principal hacia ariba siguiendo la ribera del río. Bosque chiquitano.","-63.4322223","-17.9019444",NA,NA,"525.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"412","2020-05-05 11:55:00-03","MO","MOBOT","1002291","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Endress, M. E., XI-",NA,NA,NA,"Émile Hassler","Hassler 10651",NA,"10",NA,"Paraguay",NA,NA,"In regione collium: Estretla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"413","2008-05-27 22:02:00-03","MO","MOBOT","1002408","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgieter (ILL)",NA,NA,NA,"Émile Hassler","Hassler 2329","1903","10",NA,"Paraguay","Chaco",NA,"Ad ripam occidentale flum. Latit. S 23º20'-23º30'.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2019-10-02 16:32:00-03","MO","MOBOT","1002431","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragment","South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"415","2016-07-01 12:08:00-03","MO","MOBOT","1002875","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"Geraldo M. Magalhães","Magalhães 378","1940","8","26","Brazil",NA,NA,"Bairro St. Antonio. Município Belo Horizonte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"416","2008-05-27 22:02:00-03","MO","MOBOT","1002987","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Oreta",NA,NA,NA,"L.C. Stutz","Stutz de Ortega 2218","1985","1","22","Paraguay",NA,NA,"foret secondaire, C.F.A.P., Pto Stroessner, Km 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2013-02-12 12:40:00-02","MO","MOBOT","1002998","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgeiter (ILL)",NA,NA,NA,"Ezechias P. Heringer","Heringer 5825","1957","11","24","Brazil",NA,NA,"Cultura. Faz. da Serra M. de Jaquitibá - MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2013-02-12 12:40:00-02","MO","MOBOT","1003000","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgeiter (ILL)",NA,NA,NA,"Ezechias P. Heringer","Heringer 7264","1959","11","10","Brazil",NA,NA,"Horto Florestal Paraopeba MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2016-08-13 14:49:00-03","MO","MOBOT","1003038","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"Howard S. Irwin|et al.","Irwin 18049","1966","7","7","Brazil","Distrito Federal",NA,"Gallery forest, Sobradinho. 20 km E of Brasilia.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"420","2016-11-15 05:15:00-02","MO","MOBOT","1003039","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgeiter (ILL)",NA,NA,NA,"Antonio C. Krapovickas|et al.","Krapovickas 25788","1974","9","20","Argentina","Corrientes",NA,"Depto. Santo Tomé. Garruches, Estancia San Juan Bautista. costa del Rio Uruguay, interior de monte, fragantes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2008-05-27 22:02:00-03","MO","MOBOT","1003061","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgeiter (ILL)",NA,NA,NA,"J. Evangelista Oliveira","Oliveira 689","1941","11","4","Brazil","Minas Gerais",NA,"Tambú canudo. Restos de capoeira. Villa Paraiso. Bello Horizonte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2008-05-27 22:02:00-03","MO","MOBOT","1003109","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgieter (ILL)",NA,NA,NA,"Stephan G. Beck","Beck 12303","1985","8","30","Bolivia","Santa Cruz","Nuflo de Chavez","Ascención de Guarayos, 23 kms hacia La Chonta, via Río Blanco, dirección este. Bosque mayormente caducifolio, poco alterado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2016-07-05 11:24:00-03","MO","MOBOT","1003409","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"MENDES","MENDES 13008","1958",NA,NA,"Brazil",NA,NA,"50 km N de Pedra Azul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"424","2015-04-21 05:44:00-03","MO","MOBOT","100513348","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales",NA,NA,NA,"D. Villarroel|Ivan Linneo|Aquilino Molina","Villarroel Segarra 724","2006","8","2","Bolivia","Santa Cruz","Andrés Ibáñez","Carretera a Samaipata entre la Angostura y Bermejo.","-63.5063889","-18.0791667",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"425","2016-07-01 13:45:00-03","MO","MOBOT","100915379","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"F. Sellow","Sellow s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"426","2016-07-01 13:52:00-03","MO","MOBOT","100915381","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"J.E.B. Warming","Warming s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"427","2016-08-08 14:01:00-03","MO","MOBOT","100917893","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"B.A.S. Pereira|M. Pereira N.|D. Alvarenga","Pereira 2765","1995","6","19","Brazil","Goiás",NA,"Municipio de Agua Fria. Faz. Redomao. Rodovia GO-118, km 29 do Trecho Sao Gabriel/Alto Paraiso.","-47.5","-15.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"428","2016-08-31 15:35:00-03","MO","MOBOT","100926106","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"Luciano Bernardi","Bernardi 18287","1978","10","30","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"429","2016-11-30 13:38:00-02","MO","MOBOT","100940388","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Kurt Potgieter (ILL)",NA,NA,NA,"Felix Woytkowski","Woytkowski 6817A","1961","10","3","Peru","Cajamarca",NA,"Mandanguia. On dry, dtony slopes of hill.",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"430","2019-10-12 04:36:00-03","MO","MOBOT","101138028","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","M.T. Strong",NA,NA,NA,"Pedro Acevedo-Rodríguez|M. R. Pace|G.M. Antar|J.R. Fabri|R. Velasques","Acevedo-Rodríguez 16616","2017","9","1","Brazil","Mato Grosso do Sul",NA,"Serra da Bodoquena, northwestern side of the southern sector along road to Laudjá.","-56.7288889","-21.1088889",NA,NA,"590.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"431","2015-01-21 15:22:00-02","MO","MOBOT","1076165","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales",NA,NA,NA,"Teodoro Rojas","Rojas 6179","1933","8",NA,"Paraguay","Concepción",NA,"Itacurubi. Concepción.","-57.3666667","-23.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"432","2008-05-27 22:02:00-03","MO","MOBOT","1205723","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","C. Ezcurra (SI)",NA,NA,NA,"Elsa M. Zardini","Zardini 8065","1988","11","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Southern and Eastern slopes of Cerro Peró, 2 kms E of Destacamento Tororo.","-56.25","-25.91666",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","88-113",NA
"433","2015-01-21 15:22:00-02","MO","MOBOT","1072688","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales",NA,NA,NA,"Teodoro Rojas","Rojas 9874","1942","9","21","Paraguay","Central",NA,"Hortis Botanicis. (Asunción).","-57.6666667","-25.2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"434","2013-03-09 05:41:00-03","MO","MOBOT","1322103","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","A. Fuentes",NA,NA,NA,"Alfredo F. Fuentes|G. Navarro","Fuentes Claros 2320","1998","2","15","Bolivia","Santa Cruz","Cordillera","Parque Nacional Kaa-Iya del Gran Chaco, Estancia El Cañon. Bosque palmar freato-estagnico (Copernicia alba-Ruprechtia exploratricis), sobre la quebrada Avaroa, en contacto con matorrales secundarios, sobre basamento de calizas recifales.","-60.27305","-19.02083",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4",NA,NA
"435","2011-06-21 11:38:00-03","MO","MOBOT","1396063","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","C. Antezana",NA,NA,NA,"C. Antezana Valera","Antezana Valera 1036","1999","2","14","Bolivia","Cochabamba","Campero","De Aiquile a Villa Granado. Bosque de Cardenasiodendron y Schinopsis muy degradado. NW 12.",NA,NA,NA,NA,"2250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2008-05-27 22:02:00-03","MO","MOBOT","1520954","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marcondes-Ferreira",NA,NA,NA,"Michael H. Nee","Nee 35361","1987","7","27","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.18333","-17.78333",NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2016-07-28 12:42:00-03","MO","MOBOT","1520955","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"Michael H. Nee","Nee 41635","1991","7","10","Bolivia","Santa Cruz","Andrés Ibáñez","W side of city of Santa Cruz, barrio Urbari. Soil sandy.","-63.2","-17.7833333",NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"438","2016-07-28 13:54:00-03","MO","MOBOT","1521470","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","K. Potgieter (ILL)",NA,NA,NA,"Michael H. Nee","Nee 38622","1990","11","5","Bolivia","Santa Cruz","Andrés Ibáñez","City of Santa Cruz.","-63.2","-17.74166",NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"439","2011-11-11 10:10:00-02","MO","MOBOT","1522589","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Michael H. Nee","Nee 47877","1998","1","9","Bolivia","Santa Cruz","Andrés Ibáñez","1 Km WSW of bridge over río Piraí on highway from Santa Cruz to Samaipata, 1 km on dirt road from turnoff at Tarumá to El Salao (Salado or Quebrada Salada).","-63.4666667","-18.1",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"440","2008-05-27 22:02:00-03","MO","MOBOT","1525355","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marcondes-Ferreira",NA,NA,NA,"Michael H. Nee","Nee 35619",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The llanura, at the Jardin Botanico de Santa Cruz","-63.06666","-17.78333",NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2008-05-27 22:02:00-03","MO","MOBOT","1530112","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","Marcondes-Ferreira",NA,NA,NA,"Michael H. Nee","Nee 37078","1988","12","9","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.1","-17.93333",NA,NA,"380.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2011-02-23 09:43:00-03","MO","MOBOT","1580322","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|A. Acosta","Zardini 56312","2001","2","28","Paraguay","Amambay",NA,"Around Cerro Corá. Cerrado forest.","-56.0666667","-22.6291667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","1230",NA
"443","2008-05-27 22:02:00-03","MO","MOBOT","1586092","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|M. Vera","Zardini 56868","2001","6","26","Paraguay","San Pedro",NA,"Around San Pedro de Ycuamandiyú. Mosaic of Chaco and Paranense forests, esteros and cerrado scrubs.","-57.0775","-24.32138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"6","1237",NA
"444","2015-09-08 09:56:00-03","MO","MOBOT","1708737","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 57269","2001","11","3","Paraguay","Concepción",NA,"Estancia Primavera-Vallemi.","-57.6258334","-22.4019444",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","1241",NA
"445","2015-09-08 10:01:00-03","MO","MOBOT","1778663","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 58814","2002","6","26","Paraguay","Concepción",NA,"Between Estancias Belo Horizonte and Primavera.","-57.4933333","-22.7138889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","1262",NA
"446","2015-09-08 10:01:00-03","MO","MOBOT","1781006","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll. Arg.","J.F. Morales (INB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 58899","2002","6","26","Paraguay","Concepción",NA,"Between Estancias Belo Horizonte and Primavera.","-57.4933333","-22.7138889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4","1262",NA
