"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","relationshipType","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"102","2020-09-12 05:00:02-03","US","US","2249796","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. Reitz","1956","12","18","Brazil","Santa Catarina",NA,"Mun. Porto Uniao: Bog, Fazenda Frei Rogerio, 12 km southeast of Porto Uniao",NA,NA,NA,NA,"750",NA,"US02695779","US02695779_01",NA,"Rubiales","8708","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"103","2020-09-12 05:00:02-03","US","US","2283871","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"G. Hatschbach","1959","9","17","Brazil","Paraná",NA,"Est. Parana (Brasil) Mun. Tijucas de Sul, Tabatinga",NA,NA,NA,NA,NA,NA,"US02695786","US02695786_01",NA,"Rubiales","6305","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"104","2020-09-12 05:00:02-03","US","US","1495749","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"P. K. Dusén","1909","10","8","Brazil","Paraná",NA,"Parana, Curityba, in paludosis",NA,NA,NA,NA,NA,NA,"US02695772","US02695772_01",NA,"Rubiales","8719","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2020-09-12 05:00:02-03","US","US","2249794","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. M. Klein","1956","12","3","Brazil","Santa Catarina",NA,"60 km. Mun. Lajes: bog, along the Estrada de Rodagem Federal, south of Lajes",NA,NA,NA,NA,"900",NA,"US02695777","US02695777_01",NA,"Rubiales","8190","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"106","2020-09-12 05:00:02-03","US","US","2619184","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. Dombrowski & Y. S. Kuniyoshi","1970","10",NA,"Brazil","Paraná",NA,"Procedencia, Rio das Pombas-Palmeira, Parana",NA,NA,NA,NA,NA,NA,"US02695801","US02695801_01",NA,"Rubiales","2422","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"107","2020-09-12 05:00:02-03","US","US","2252174","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1957","10","19","Brazil","Santa Catarina",NA,"Faz, Ernesto Scheide, Campo Alegre",NA,NA,NA,NA,"900",NA,"US02695783","US02695783_01",NA,"Rubiales","5343","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"108","2020-09-12 05:00:02-03","US","US","2438770","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","10","24","Brazil","Santa Catarina",NA,"Santa Catarina, Brasil, Ponte Alta do Norte, Curitibanos",NA,NA,NA,NA,"900",NA,"US02695788","US02695788_01",NA,"Rubiales","13380","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"109","2020-09-12 05:00:02-03","US","US","2438761","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","10","27","Brazil","Santa Catarina",NA,"Matos Costa",NA,NA,NA,NA,"1000",NA,"US02695790","US02695790_01",NA,"Rubiales","13741","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"110","2020-09-12 05:00:02-03","US","US","2281233","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. M. Klein","1956","12","5","Brazil","Santa Catarina",NA,"14 km. from C, Mun. Curitibano and Campos Novos: bog, west of Curitibanos toward Campos Novos",NA,NA,NA,NA,"850","950","US02695778","US02695778_01",NA,"Rubiales","8293","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","2821301","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"G. Hatschbach","1969","10","1","Brazil","Paraná",NA,"10 km. Oeste S. Mateus do Sul, Parana",NA,NA,NA,NA,"760",NA,"US02695799","US02695799_01",NA,"Rubiales","22288","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"112","2020-09-12 05:00:02-03","US","US","2438759","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","10","29","Brazil","Santa Catarina",NA,"Rio dos Paros, Lebon Regis",NA,NA,NA,NA,"900",NA,"US02695791","US02695791_01",NA,"Rubiales","13832","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","2252165","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1957","10","18","Brazil","Santa Catarina",NA,"Santa Catarina, Brasil, Morro do Iquererim, Campo Alegre, Banhado do campo",NA,NA,NA,NA,"1400",NA,"US02695782","US02695782_01",NA,"Rubiales","5243","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","2452664","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"R. M. Klein","1963","10","31","Brazil","Santa Catarina",NA,"Sao Jose do Cerrito",NA,NA,NA,NA,"950",NA,"US02695773","US02695773_01",NA,"Rubiales","4323","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","3230588","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1957","10","26","Brazil","Santa Catarina",NA,"Bo, Retiro, Banhado do campo",NA,NA,NA,NA,"950",NA,"US02695784","US02695784_01",NA,"Rubiales","5502","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","2438784","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","12","17","Brazil","Santa Catarina",NA,"Santa Catarina, Morro do Pinheiro Seco, Lajess",NA,NA,NA,NA,"950",NA,"US02695793","US02695793_01",NA,"Rubiales","14061","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","2281237","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. Reitz","1956","12","21","Brazil","Santa Catarina",NA,"Mun. Cacador: bog, 8 km north of Cacador",NA,NA,NA,NA,"950","1100","US02695780","US02695780_01",NA,"Rubiales","8938","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","2438811","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"R. M. Klein","1962","12","6","Brazil","Santa Catarina",NA,"Marombas, Curitibanos, Banhado de campo",NA,NA,NA,NA,"900",NA,"US02695792","US02695792_01",NA,"Rubiales","3325","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"119","2020-09-12 05:00:02-03","US","US","2651423","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. M. Klein","1971","11","29","Brazil","Santa Catarina",NA,"Mun. Lebon Regis: 4 km. southeast of Sao Sebastiao",NA,NA,NA,NA,NA,NA,"US02695802","US02695802_01",NA,"Rubiales","15504","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","2743174","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. Reitz","1964","10","13","Brazil","Santa Catarina",NA,"Mun. Irani: Dry field, boggy river margin, gallery forest, and ruderal, Campo de Irani","-51.83","-26.95",NA,NA,"700","900","US02695796","US02695796_01",NA,"Rubiales","12462","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","2445064","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","1","9","Brazil","Santa Catarina",NA,"Santa Catarina, Marombas, Curitibanos, Banhado",NA,NA,NA,NA,"9000",NA,"US02695787","US02695787_01",NA,"Rubiales","11843","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2020-09-12 05:00:02-03","US","US","2577399","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Y. Saito & M. Pereira","1964","8",NA,"Brazil","Paraná",NA,"Curitiba, Brasil, Procedencia Roque-Piraquara-Pr. (RVPSC)",NA,NA,NA,NA,NA,NA,"US02695795","US02695795_01",NA,"Rubiales","451/48","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"123","2020-09-12 05:00:02-03","US","US","3213563","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"G. Hatschbach","1969","11","21","Brazil","Paraná",NA,"Pinhais (mun. Piraquara) Parana",NA,NA,NA,NA,NA,NA,"US02695800","US02695800_01",NA,"Rubiales","22994","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","2323479","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1958","10","23","Brazil","Santa Catarina",NA,"Serra do Oratorio, Bom Jardim, S. Joaquim",NA,NA,NA,NA,"1400",NA,"US02695785","US02695785_01",NA,"Rubiales","7405","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"125","2020-09-12 05:00:02-03","US","US","2438782","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","12","19","Brazil","Santa Catarina",NA,"Campo do Areao, Santa Cecilia, Banhado de campo",NA,NA,NA,NA,"1100",NA,"US02695794","US02695794_01",NA,"Rubiales","14178","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"126","2020-10-15 09:54:03-03","UFPR","EFC","10340","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Kozera, C.","Kozera, C.; Kersten, R.","2005","04","19","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","830","830","EFC010340",NA,NA,NA,"2273",NA,NA,"Herbácea trepadeira com ramos apoiantes sobre vegetação de várzea.",NA,NA,"2006","01","01",NA,NA,NA,NA,NA,NA
"127","2020-10-15 09:54:03-03","UFPR","EFC","10357","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Kozera, C.","Kozera, C.; Kersten, R.","2005","06","03","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","830","830","EFC010357",NA,NA,NA,"2200",NA,NA,"Herbácea com ramos apoiantes, várzea.",NA,NA,"2006","01","01",NA,NA,NA,NA,NA,NA
"128","2019-12-09 17:30:51-03","UFPR","EFC","10691","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Kozera, C.","Kozera, C.","2009","10","07","Brasil","Paraná","Araucária","REPAR","-49.3478","-25.5889","-49.3478","-25.5889","900","900","EFC010691",NA,NA,NA,"3462",NA,NA,"Trepadeira herbácea",NA,NA,"2009","11","11",NA,NA,NA,NA,NA,NA
"129","2019-12-09 17:30:51-03","UFPR","EFC","10809","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Bardelli-da-Silva, M.Y.; Santos, T.","2011","09","16","Brasil","Paraná","Araucária","REPAR","-49.3478","-25.5889","-49.3478","-25.5889","890","890","EFC010809",NA,NA,NA,"70",NA,NA,"Trepadeira herbácea, flores amarelas, entrelaçados em Equisetum giganteum, várzea, 890m s.n.m.",NA,NA,"2011","09","21",NA,NA,NA,NA,NA,NA
"130","2019-12-09 17:30:51-03","UFPR","EFC","18187","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Blum, C.T.; Dickel, G.","Bornschein, M.R.; Reinert, B.L.","1999","11","18","Brasil","Paraná","Quatro Barras","Propriedade R. Venske, margem direita do rio Iraí","-49.1155","-25.4085","-49.1155","-25.4085","908","908","EFC018187",NA,NA,NA,"146",NA,NA,"Flores esverdeadas, coloração do fruto branco-esverdeado, planta apoiante",NA,NA,"2019","05","17",NA,NA,NA,NA,NA,NA
"131","2020-10-15 09:54:03-03","UFPR","EFC","1448","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Kuniyoshi, Y.S.; Galvão, F.","1987","09","29","Brasil","Paraná","São José dos Pinhais","BR-277","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"EFC001448",NA,NA,NA,"5228",NA,NA,NA,NA,NA,"1987","01","01",NA,"45291","auto",NA,NA,NA
"132","2019-11-13 11:30:07-03","USP","SPF","153372","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G","Hatschbach, G","2001","09","20","Brasil","Paraná","Inácio Martins",NA,"-51.0788993835449","-25.5711002349854",NA,NA,NA,NA,"SPF00153372",NA,NA,NA,"73445",NA,NA,NA,NA,NA,"2001",NA,NA,NA,"35964","auto",NA,NA,NA
"133","2021-03-25 13:53:29-03","UNIVILLE","JOI","10050","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Malucelli. T","Malucelli. T","2009","10","09","Brasil","Paraná","Piraquara","Várzea do Rio Piraquara.","-49.0633010864258","-25.4416999816895",NA,NA,"900","900","JOI010050",NA,NA,NA,"18",NA,NA,"; HABITAT: Floresta ripícola, campos de inundação",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"134","2015-03-17 13:27:39-03","F","FMNH-SEEDPLANTS","V0262393F","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0262393F","V0262393F_01","Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2015-03-17 13:27:39-03","F","FMNH-SEEDPLANTS","V0262394F","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0262394F","V0262394F_01","Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2015-03-17 13:27:39-03","F","FMNH-SEEDPLANTS","V0262395F","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0262395F","V0262395F_01","Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2015-03-17 13:27:39-03","F","FMNH-SEEDPLANTS","V0262396F","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0262396F","V0262396F_01","Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2015-03-17 13:27:39-03","F","FMNH-SEEDPLANTS","V0262397F","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0262397F","V0262397F_01","Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2017-05-17 13:40:06-03","F","FMNH-SEEDPLANTS","V0430204F","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0430204F","V0430204F_01","Spermatophyta",NA,"3653","South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2015-04-02 15:08:23-03","F","FMNH-SEEDPLANTS","V0292555F","PreservedSpecimen","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0292555F","V0292555F_01","Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-04-02 15:08:23-03","F","FMNH-SEEDPLANTS","V0292556F","PreservedSpecimen","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides",NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"V0292556F","V0292556F_01","Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-09-04 18:45:51-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rubiaceae","Rubia","equisetoides","Rubia equisetoides",NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"143","2020-11-04 17:30:36-03","UEM","HUEM","30371","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Cordeiro, J; Barboza, E","Felitto, G; Roher, D; Daniel, VA","2015","08","19","Brasil","Paraná","Palmital","PCH Cantu II, Área de supressão do futuro reservat","-52.445278","-24.750556","-52.445278","-24.750556",NA,NA,"HUEM000011689","HUEM000011689",NA,NA,"956",NA,NA,"Liana herbácea; flores de coloração amarelas-esverdeadas; Floresta Estacional Semidecidual",NA,NA,"2015","10","02",NA,NA,NA,NA,NA,NA
"144","2020-11-12 16:59:59-03","UEL","FUEL","23906","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Staudl.","Jardim, JG","Hatschbach, G","1947","10","05","Brasil","Paraná","Piraquara","Rio Palmital","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","239",NA,NA,NA,NA,NA,"2009","07","28",NA,"12577","auto",NA,NA,NA
"145","2020-11-12 16:59:59-03","UEL","FUEL","32742","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Staudl.","Ribas, OS","Hashimoto, G; Mourão, C; Ribas, OS; Barbosa, E","2001","08","26","Brasil","Paraná","Roncador","Rod. PR- 460, próximo do Rio Muquilão, próximo ao rio","-52.2750015258789","-24.6028003692627",NA,NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","72317",NA,NA,NA,NA,NA,"2006",NA,NA,NA,"31309","auto",NA,NA,NA
"146","2020-08-20 20:39:07-03","UFSC","FLOR","33012","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Trevisan, R.","Trevisan, R.","2011","12","17","Brasil","Rio Grande do Sul","Quaraí",NA,"-56.421667","-30.126389","56º25'18''W","30º7'35''S",NA,NA,"FLOR0033012","FLOR0033012",NA,"Gentianales","1112",NA,NA,"Habitat: coxilha com afloramento de pedras. Solo bem raso e seco, com pedras regolíticas.",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-08-20 20:39:07-03","UFSC","FLOR","28802","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Silva, J.M.; Cordeiro, J. & Cruz, J.M.","1997","10","01","Brasil","Paraná","Piraquara","Jardim Holandês.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"FLOR0028802",NA,NA,"Gentianales","2028",NA,NA,"apoiante, flor alvacenta",NA,NA,"1997",NA,NA,NA,"12577","auto",NA,NA,NA
"148","2020-08-20 20:39:07-03","UFSC","FLOR","3381","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Smith, L.B.","Smith, L.B.; Reitz, R.","1964","10","13","Brasil","Santa Catarina","Irani","Campo de Irani.","-51.9016990661621","-27.0247001647949",NA,NA,"700","700","FLOR0003381",NA,NA,"Gentianales","12462",NA,NA,NA,NA,NA,"1964",NA,NA,NA,"13629","auto",NA,NA,NA
"149","2020-08-20 20:39:07-03","UFSC","FLOR","4137","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Smith, L.B.","Reitz, R.; Klein, R.M.","1962","12","17","Brasil","Santa Catarina","Lages","Morro do Pinheiro Seco.","-50.326099395752","-27.8160991668701",NA,NA,"950","950","FLOR0004137",NA,NA,"Gentianales","14061",NA,NA,"erva",NA,NA,"1964",NA,NA,NA,"70701","auto",NA,NA,NA
"150","2020-08-20 20:39:07-03","UFSC","FLOR","4148","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Smith, L.B.","Reitz, R.; Klein, R.M.","1962","10","29","Brasil","Santa Catarina","Lebon Régis","Rio dos Patos.","-50.6953010559082","-26.9288997650146",NA,NA,NA,NA,"FLOR0004148",NA,NA,"Gentianales","13838",NA,NA,NA,NA,NA,"1964",NA,NA,NA,"33793","auto",NA,NA,NA
"151","2020-08-20 20:39:07-03","UFSC","FLOR","4146","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Smith, L.B.","Reitz, R.; Klein, R.M.","1962","10","27","Brasil","Santa Catarina","Matos Costa",NA,"-51.1483001708984","-26.4731006622314",NA,NA,"1000","1000","FLOR0004146",NA,NA,"Gentianales","13741",NA,NA,"flor branco-esverdeada. abundante.",NA,NA,"1964",NA,NA,NA,"17656","auto",NA,NA,NA
"152","2020-08-20 20:39:07-03","UFSC","FLOR","1061","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Smith, L.B.","Reitz, R.; Klein, R.M.","1958","10","23","Brasil","Santa Catarina","São Joaquim","Serra do Oratório, Bom Jardim.","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"FLOR0001061",NA,NA,"Gentianales","7405",NA,NA,"liana, flor branca",NA,NA,"1960",NA,NA,NA,"48290","auto",NA,NA,NA
"153","2021-02-08 12:45:08-03","UFRGS","ICN","103664","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Lima, LF","Matzenbacher, NI","1993","09","26","Brasil","RS","Guaíba","BR 116 km 307 Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,"Beira de córrego.",NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"154","2021-02-08 12:45:08-03","UFRGS","ICN","096411","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Lima, LF","Nunes; Matzenbacher","1992","07","19","Brasil","RS","Guaíba","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"135","América do Sul",NA,"Em banhado, sobre gramíneas.",NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"155","2021-02-08 12:45:08-03","UFRGS","ICN","050391","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Lima, LF","Mariath, JEA","1981","09","01","Brasil","RS","Guaíba","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"928","América do Sul",NA,"Material fixado em FAA para estudo.; Apoiante, flor amarela, fruto verde (não maduro), flores jovens e adultas à sombra.",NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA
"156","2021-02-08 12:45:08-03","UFRGS","ICN","174755","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Lorscheitter, ML; Baptista, LRM","2006","11","25","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,"838","838",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
