"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relationshipType","relatedCatalogItem","infraspecificEpithet","previousCatalogNumber","sex"
"223","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Irwin, HS","34195","1972","01","15","Southern America","Brazil","Goiás","Pirenópolis","Pirenópolis, 10km ao E de Pirenópolis","-48.9592","-15.8525",NA,NA,NA,NA,"CONV013778",NA,NA,"-48.9592","-15.8525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Irwin, HS","26935","1970","03","04","Southern America","Brazil","Minas Gerais",NA,"5km W. of Corinto.",NA,NA,NA,NA,NA,"Erect herb 2m tall. Corolla rose-purple.; Cerrado.","CONV014427",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Irwin, HS","19356","1968","01","28","Southern America","Brazil","Goiás","Corumbá de Goiás","Corumbá de Goiás, 20km ao NW de Corumbá de Goiás","-48.8086","-15.9236",NA,NA,NA,NA,"CONV013779",NA,NA,"-48.8086","-15.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Irwin, HS; Souza, R; Santos, RR","11562","1966","01","11","Southern America","Brazil","Distrito Federal",NA,"Córrego Covantes, near Chapada da Contagem, ca. 22km NE of Brasília",NA,NA,NA,NA,NA,"Herb 1m. Corolla red-violet.; Steep campo slopes","CONV014615",NA,NA,NA,NA,"2011",NA,NA,"02","23",NA,NA,NA,NA,NA,NA,NA,NA
"227","2018-04-26 14:53:58-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Heringer, EP","15291","1976","01",NA,"Southern America","Brazil","Goiás","Caldas Novas","Caldas Novas","-48.625","-17.7417",NA,NA,NA,NA,"CONV013983",NA,NA,"-48.625","-17.7417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Kirkbride Junior, JH","3967","1981","03","12","Southern America","Brazil","Distrito Federal","Brasília","BR-020","-47.45","-15.583333",NA,NA,NA,"Flor roxas; .","CONV014197",NA,NA,"-47.45","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2018-04-26 14:53:58-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Heringer, EP","13239A","1974","04","10","Southern America","Brazil","Distrito Federal","Sobradinho",NA,NA,NA,NA,NA,NA,"Flor róseas; .","CONV014196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Kirkbride Junior, JH","3967","1981","03","12","Southern America","Brazil","Distrito Federal","Brasília","BR-020","-47.45","-15.583333",NA,NA,NA,"Flor roxas; .","CONV014199",NA,NA,"-47.45","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Kirkbride Junior, JH","3967","1981","03","12","Southern America","Brazil","Distrito Federal","Brasília","BR-020","-47.45","-15.583333",NA,NA,NA,"Flor roxas; .","CONV014198",NA,NA,"-47.45","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Nogueira, E","70","1981","01","14","Southern America","Brazil","Goiás","Corumbá de Goiás","Corumbá de Goiás","-48.8086","-15.9236",NA,NA,NA,NA,"CONV013777",NA,NA,"-48.8086","-15.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Heringer, EP","13133","1974","02","27","Southern America","Brazil","Goiás","Caldas Novas","Caldas Novas","-48.625","-17.7417",NA,NA,NA,NA,"CONV013980",NA,NA,"-48.625","-17.7417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Irwin, HS","13790","1966","03","08","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONV013987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Irwin, HS","12180","1966","01","31","Southern America","Brazil","Distrito Federal",NA,"25km ao NE de Brasília",NA,NA,NA,NA,NA,"Flor magenta; .","CONV013751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Irwin, HS","25462","1970","01","28","Southern America","Brazil","Minas Gerais",NA,"25km N.E. of Patrocínio.",NA,NA,NA,NA,NA,"Erect herb to 1,25m tall. Corolla magenta.; Cerrado.","CONV014426",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Barros, MAG","2276","1992","02","05","Southern America","Brazil","Distrito Federal",NA,"Parque Nacional de Brasília",NA,NA,NA,NA,NA,"Flor róseo-forte; .","CONV013776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Heringer, EP","13145","1974","02",NA,"Southern America","Brazil","Goiás","Caldas Novas","Caldas Novas","-48.625","-17.7417",NA,NA,NA,NA,"CONV013982",NA,NA,"-48.625","-17.7417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Gentry, AH","21389","1978","01","20","Southern America","Brazil","Distrito Federal","Brasília","Campus of the University","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Cerrado","CONV014620",NA,NA,NA,NA,"2011","70570","auto","02","08",NA,NA,NA,NA,NA,NA,NA,NA
"240","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Heringer, EP","7978","1961","02","21","Southern America","Brazil","Distrito Federal","Brasília","Fundação Zoobotânica","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arbusto; Cerrado","CONV014621",NA,NA,NA,NA,"2011","70570","auto","02","08",NA,NA,NA,NA,NA,NA,NA,NA
"241","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Philcox, D; Onishi, E","4319","1968","02","13","Southern America","Brazil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Shrub 1m. Flowers dark crimson-purple.; Cerrado","CONV014564",NA,NA,NA,NA,"2002","70570","auto","09","24",NA,NA,NA,NA,NA,NA,NA,NA
"242","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Heringer, EP","10992","1966","02","12","Southern America","Brazil","Distrito Federal","Brasília","Parque Botânico da UnB","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Flor rósea.","CONV014614",NA,NA,NA,NA,"2011","70570","auto","02","09",NA,NA,NA,NA,NA,NA,NA,NA
"243","2018-04-26 14:53:59-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Taxonomy Class of Universidade de Brasília","1324","1999","02","05","Southern America","Brazil","Distrito Federal","Brasília","Redondezas do Centro Olímpico da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva/arbusto","CONV014622",NA,NA,NA,NA,"2002","70570","auto","09","24",NA,NA,NA,NA,NA,NA,NA,NA
"244","2018-04-26 14:53:58-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R","Rawitscher, F","SPF16913","1945","03","01","Southern America","Brazil","São Paulo","Pirassununga","Campo cerrado de Emas.","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"CONV014423",NA,NA,NA,NA,"1995","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2018-04-26 14:54:37-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","villosa","Ipomoea villosa","Ruiz & Pav.","Simão-Bianchini, R","Heringer, EP","10859","1966",NA,NA,"Southern America","Brazil","Goiás","Serra Dourada",NA,NA,NA,NA,NA,NA,NA,"CONV014074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-06-15 15:30:05-03","UNESP-RC","HRCB","6581","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R.","Caetano, F.H.","s.n.","1986","02",NA,NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","107042","auto","05","07",NA,NA,NA,NA,NA,NA,NA,NA
"247","2017-11-24 14:10:26-02","UFLA","ESAL","13362","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão - Bianchini","Clair Dias de Oliveira","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itutinga","Lago de Camargos","-44.6577987670898","-21.2980995178223",NA,NA,NA,"sub-arbusto; 0.50; arroxeada; capsular",NA,NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2018-10-09 16:31:11-03","UFLA","ESAL","12010","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão Bianchini","Gavilanes, ML","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da UFLA","-44.999444","-21.245278",NA,NA,NA,"liana; 1.3; arroxeada - avermelhada;; cerrado",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-06-07 18:05:00-03","UFLA","ESAL","31277","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Arruda, I A C","Arruda, I A C; Martins, C P V; Biondi, M; Ribeiro, W S; Caproni, L","435","2016","01","30",NA,"Brasil","Minas Gerais","Itutinga","Serra da Chapada","-44.727417","-21.288139","948","948",NA,"Subarbusto, 80cm, sépalas verdes c/ bordas vináceas no ápice e corola rosa.; Campo Rupestre, campo geral arenoso.",NA,NA,NA,"-44.727417","-21.288139","2016",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2018-10-09 16:31:11-03","UFLA","ESAL","5953","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão - Bianchini","Hebert Trawitzki","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da UFLA","-44.999444","-21.245278",NA,NA,NA,"erva; 0.40; lilás;; cerrado",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2018-10-09 16:31:11-03","UFLA","ESAL","6330","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão Bianchini","Geraldo A. Carvalho","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da UFLA","-44.999444","-21.245278",NA,NA,NA,"erva; 0.40; lilás;; cerrado",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2018-10-09 16:31:11-03","UFLA","ESAL","6700","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão Bianchini","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Antena","-44.999444","-21.245278","12","12",NA,"erva; 0.30; violeta;; campo rupestre",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-08-20 12:04:41-03","UFLA","ESAL","31861","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Domingos, DQ","Domingos, DQ","s.n.","2007","01","13",NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,NA,NA,"Cerrado",NA,NA,NA,NA,NA,"2009","16658","auto","01","09",NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-08-20 12:04:41-03","UFLA","ESAL","31862","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Domingos, DQ","Domingos, DQ","s.n.","2007","01","17",NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,NA,NA,"Cerrado",NA,NA,NA,NA,NA,"2009","16658","auto","02","16",NA,NA,NA,NA,NA,NA,NA,NA
"255","2017-11-24 14:10:26-02","UFLA","ESAL","18737","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Leandro Alves Moreira","Silva, AF; Aline das G.","640",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,"arbusto; 60cm; lilás, tubulas axilares e terminais;",NA,NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2017-11-24 14:10:26-02","UFLA","ESAL","18743","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Leandro Alves Moreira","Leandro Alves Moreira","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2017-11-24 14:10:26-02","UFLA","ESAL","10256","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão Bianchini","B. Q. Silveira; M. L. Gavilanes","4.306",NA,NA,NA,NA,"Brasil","Minas Gerais","Oliveira","Fazenda Três Córregos","-44.8272018432617","-20.6963996887207",NA,NA,NA,"erva; 0.75; roxa;",NA,NA,NA,NA,NA,NA,"38796","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2017-11-24 14:10:26-02","UFLA","ESAL","13175","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão Bianchini","Maria Inês R. Morato","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,"arbusto; 0.80; lilás;; cerrado",NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-12-19 11:18:14-03","UFG","UFG","16484","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Moreira, A.L.C.","Ferreira, H.D.","2795","1995","02","04",NA,"Brasil","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853",NA,NA,NA,"Subarbusto, ca. 1,40m de altura. Corola lilás vermelho escuro no interior do tubo da corola.","UFG0016484","UFG0016484",NA,NA,NA,"2015","40887","auto","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-12-19 11:18:14-03","UFG","UFG","16218","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Moreira, A.L.C.","Silva, I.B.C.","16","1995","02","23",NA,"Brasil","Goiás","Pirenópolis","Parque Estadual da Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,NA,"Herbáceae com aproximadamente 70 cm, com folhas verdes discolores. Botões verdes, flores com cálice verde e corola lilás.","UFG0016218","UFG0016218",NA,NA,NA,"2015","40887","auto","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-12-19 11:18:14-03","UFG","UFG","6077","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R.","Rizzo, J.A.; Barbosa, A.","5977","1971","02","01",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,NA,"Corola branca, 40 cm. Pelos nas folhas. Cerrado.","UFG0006077","UFG0006077",NA,NA,NA,"1995","40887","auto","12","30",NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-12-19 11:18:14-03","UFG","UFG","4587B","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","R. Simão - Bianchini","J.A. Rizzo","4696","1970","02","01",NA,"Brasil","Goiás","Mossâmedes","Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,"UFG004587B","UFG004587B",NA,NA,NA,"1995","30139","auto","12","01",NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-12-19 11:18:14-03","UFG","UFG","16242","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Moreira, A.L.C.","Cassimiro, I.B.","40","1995","02","16",NA,"Brasil","Goiás","Mineiros","Parque Nacional das Emas","-52.5511016845703","-17.5694007873535",NA,NA,NA,"Herbácea ereta, folhas verdes com aproximadamente 70cm, botões verdes quando jovem. Flores com cálice verde e corola lilás, verticilos alvos.","UFG0016242","UFG0016242",NA,NA,NA,"2015","100343","auto","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-12-19 11:18:14-03","UFG","UFG","15960","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Moreira, A.L.C.","Costa, M.A.C.","54","1995","02","16",NA,"Brasil","Goiás","Mineiros","Parque Nacional das Emas","-52.5511016845703","-17.5694007873535",NA,NA,NA,"Ereta de 1m de altura. Caule marrom com pelos claros, folhas verdes discolores, flores com cálice verdes e corola lilás e estames alvos.","UFG0015960","UFG0015960",NA,NA,NA,"2015","100343","auto","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-12-19 11:18:14-03","UFG","UFG","4587","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R.","Rizzo, J.A.","4696","1970","02","01",NA,"Brasil","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,"Subarbusto, corola branca.","UFG0004587","UFG0004587",NA,NA,NA,"1995","30139","auto","12","30",NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-12-19 11:18:14-03","UFG","UFG","4602","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Simão-Bianchini, R.","Rizzo, J.A.","3988","1969","03","02",NA,"Brasil","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,"Subarbusto. Campo rupestre.","UFG0004602","UFG0004602",NA,NA,NA,"1995","30139","auto","12","30",NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-12-19 11:18:15-03","UFG","UFG","18115","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","villosa","Ipomoea villosa","Ruiz & Pav.","Gomes-Klein, V.L.","Gomes-Klein, V.L.; Marquete, R.","2734","1995","03","30",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Planta escandente, ca. 1,82 m de altura, flores vistosas com calice e corola lilás.","UFG0018115","UFG0018115",NA,NA,NA,"1996","70570","auto","04","09",NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-02-04 10:27:11-03","UFRPE","HST","22333","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","M.Aparecida da Silva","R.C.Mendonça; M.L.Fonseca, F.C.A.Oliveira & E.Cardoso","5270","2003","02","19",NA,"Brasil","Goiás","Mambaí","próximo a Vila Barú","-46.118722","-14.461333","450","450",NA,"Subarbusto heliófilo ca. 40 cm alt.; folhas membranáceas; flor com cálice cor verde e corola rosa arroxeada; botão floral cor verde com rajas escuras.","HST022333",NA,NA,"46W7'7,4''","14S27'40,8''","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-02-04 10:27:11-03","UFRPE","HST","20324","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","M.Aparecida da Silva","M.Aparecida da Silva","7579","2012","02","06",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9","-15.936667","1050","1050",NA,"Erva ereta em população, ca. 1 m alt.; folhas pilosas, discolores verde-claras; flor com corola rósea, cálice verde-claro, fauce róseo-escuro, estames brancos; frutos verde-claros com ápice vináceo.","HST020324",NA,NA,"47W54'","15S56'12''","2012",NA,NA,"02","06",NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-03-01 11:56:06-03","UFPE","UFP","76890","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Delgado Junior, GC","Yoshida-Arns, K; Alves, M; Pinheiro, K; Cavalcanti, D; Jesus, B; Ribeiro, M","557","2010","03","14",NA,"Brasil","Bahia","Canápolis",NA,"-44.235139","-13.036083",NA,NA,NA,"Subarbusto, flores roxas, botões verdes.; Cerrado.","UFP076890",NA,NA,"-44.235139","-13.036083","2015",NA,NA,"12","18",NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-09-12 05:00:02-03","US","US","1953063","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"Riedel, --","2185",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia, St. Carlos.",NA,NA,NA,NA,NA,NA,"US03152047","US03152047_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA,NA
"272","2020-09-12 05:00:02-03","US","US","3088418","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.","Holst, Bruce K.","J. A. Steyermark, B. K. Holst & B. Manara","131513","1985","9","7","South America - Neotropics","Venezuela","Amazonas","Atures","Tobogan de la Selva, Río Coromoto, 35 km SE Puerto Ayacucho","-67.55","5.45","80",NA,NA,NA,"US00760163","US00760163_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA,NA
"273","2020-09-12 05:00:02-03","US","US","1953498","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"L. Uribe","1346","1946","8",NA,"South America - Neotropics","Colombia","Meta",NA,"Meta: San Martín.",NA,NA,"400",NA,NA,NA,"US03152040",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA,NA
"274","2020-09-12 05:00:02-03","US","US","2900659","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentea","Ipomoea argentea","Meisn.",NA,"E. P. Heringer, T. S. Filgueiras, F. R. Mendonca & B. A. S. Pereira","6100","1981","2","2","South America - Neotropics","Brazil","Distrito Federal",NA,"Brasília DF, Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,"US03152033","US03152033_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA,NA
