"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"94","2020-12-21 16:25:11-03","MBM","MBM","56547","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Pedersen, T.M.","Pedersen, T.M.","11675",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,"MBM056547","MBM056547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:25:11-03","MBM","MBM","83071","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Pedersen, T.M.","Pedersen, T.M.","12022",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,"MBM083071","MBM083071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:25:11-03","MBM","MBM","83063","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Pedersen, T.M.","Pedersen, T.M.; et al.; et al.","12778",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,"MBM083063","MBM083063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:25:11-03","MBM","MBM","63192","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Pedersen, T.M.","Pedersen, T.M.","s.n.",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,"MBM063192","MBM063192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:25:11-03","MBM","MBM","418997","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1257","2019","02","25","Southern America","Brazil","Minas Gerais","Linhares","Litoral norte, próximo a foz do Rio Doce",NA,"Subarbusto 70 cm; flores amarelas; frutos castanhos.; Várzea","MBM418997",NA,"-39.773056","-19.540278","1","1",NA,NA,"-39.773056","-19.540278","2019","03","13",NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:25:11-03","MBM","MBM","14118","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Pedersen, T.M.","Pedersen, T.M.","9604",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,"MBM014118","MBM014118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:25:11-03","MBM","MBM","156601","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Vanni, R.","Silva, S.J.M.","59039",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Agachi","2 a 3km da rodovia para Agachi",NA,NA,"MBM156601","MBM156601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:25:11-03","MBM","MBM","343106","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Burkart, A.","Worth, A.","113","1945","06","05","Southern America","Argentina","Corrientes",NA,"Dpto. San Cosme, Paso de la Patria",NA,"Flor amarilla, lugar Costa Toledo","MBM343106","MBM343106",NA,NA,NA,NA,NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:25:11-03","MBM","MBM","343107","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Burkart, A.","Boelcke, O.","1344","1945","11","24","Southern America","Argentina","Santa Fe",NA,"Cañadita",NA,"Abunda en el costado del camino","MBM343107","MBM343107",NA,NA,NA,NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:25:11-03","MBM","MBM","418691","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","949","2018","10","15","Southern America","Brazil","Minas Gerais","Santa Cruz do Escalvado","Rio Doce",NA,"Arbusto 60 cm; flores amarelas; frutos verdes.; Várzea","MBM418691",NA,"-42.8725","-20.236944","344","344",NA,NA,"-42.8725","-20.236944","2019","03","13",NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:25:11-03","MBM","MBM","418916","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1176","2019","02","14","Southern America","Brazil","Minas Gerais","Resplendor","Próximo ao restaurante Bixu de pé",NA,"Subarbusto 50 cm; flores amarelas; frutos verdes.; Várzea","MBM418916",NA,"-41.237778","-19.343056","89","89",NA,NA,"-41.237778","-19.343056","2019","03","13",NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:25:11-03","MBM","MBM","420748","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Felitto, G.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Southern America","Brazil","Minas Gerais","Conselheiro Pena","São Roque",NA,"Reófita","MBM420748",NA,"-41.389167","-19.218611","185","185",NA,NA,"-41.389167","-19.218611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:25:11-03","MBM","MBM","276632","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Vanni, R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74233","2002","11","14","Southern America","Brazil","Mato Grosso do Sul","Porto Murtinho","Rodovia Bonito - Campo dos Índios, Rio Aquidaban",NA,NA,"MBM276632",NA,"-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"107","2020-12-21 16:25:11-03","MBM","MBM","78309","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Rudd, V.E.","Hatschbach, G.","45833",NA,NA,NA,"Southern America","Brazil","Paraná","Guaíra","Córrego da Onça",NA,NA,"MBM078309","MBM078309","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA
"108","2020-12-21 16:25:11-03","MBM","MBM","430033","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Gonzatti, F.; Valduga, F.","Valduga, E.","216","2011","12","16","Southern America","Brazil","Rio Grande do Sul","Balneário Pinhal","Horto Florestal",NA,"Na beira da estrada do Horto.","MBM430033",NA,"-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,NA,NA,"2018","04",NA,"17849","auto",NA,NA,NA,NA,NA
"109","2020-12-11 11:35:35-03","UFMG","BHCB","121099","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Queiroz, RT","371","2005","05","20","Southern America","Brasil","Rio Grande do Norte","Serra Negra do Norte","ESEC, estrada da lagoa",NA,"Erva ereta, aprox. 50cm, pêlos glandulosos; Mata, massapê","BHCB007562",NA,"-37.250611","-6.59825",NA,NA,NA,NA,"-37.250611","-6.59825","2015","03","23",NA,NA,NA,NA,NA,NA,NA
"110","2021-02-11 17:18:55-03","UFPR","UPCB","46846","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Seijo, G.","Seijo, G.","2727","2002","01","15",NA,"Argentina","Salta","Rivadavia","Salta, Dep. Rivadavia",NA,"Paludícola, flores amarillas, zona inundable, suelo arcilloso..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","01","01",NA,NA,NA,NA,NA,NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","2822692","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Velva E. Rudd","Lázaro J. Novara","Novara 2552","1982","4","4","South America","Argentina","Salta","La Capital","Estación Alvarado, junto a les vías, 1 km. al N. del paso a nivel del camino que va a El Aybal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2008-09-24 14:31:00-03","MO","MOBOT","100150300","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Ruffini","Ruffini s.n.","1970","2","24","South America","Argentina","Corrientes","Capital","Riachuelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"113","2008-09-24 15:15:00-03","MO","MOBOT","100150335","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"J.D. Muñoz","Muñoz 1669","1981","3","27","South America","Argentina","Entre Ríos","Federación","Pajonal en la costa del Mocoretá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"114","2008-09-24 15:37:00-03","MO","MOBOT","100150348","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","A. Burkart","Elisa G. Nicora","Nicora 4666","1947","3","21","South America","Argentina","Corrientes","Paso de los Libres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"115","2008-09-24 15:38:00-03","MO","MOBOT","100150349","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Ruffini","Ruffini 8","1970","2","24","South America","Argentina","Corrientes","Capital","Riachuelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"116","2013-08-23 04:12:00-03","MO","MOBOT","100150351","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","A. Burkart","Arturo E. Burkart","Burkart 8181","1936","9","8","South America","Argentina","Corrientes","San Martín","La Cruz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"117","2018-09-10 11:28:00-03","MO","MOBOT","101066967","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Michael H. Nee","Nee 60640","2014","2","20","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Jardin Botánico de Santa Cruz, 12 km E de la plaza central de Santa Cruz de la Sierra, al S de la carretera a Cotoca.",NA,NA,NA,NA,"-63.0713889","-17.7569444","375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","1412719","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","V. Rudd (US)","Santiago Venturi","Venturi 5604","1927","11","17","South America","Argentina","Salta",NA,"Department of Orán, Abra Grande.",NA,NA,NA,NA,NA,NA,"750.00000000",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","1446860","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Barneby (NY)","Michael H. Nee","Nee 45139","1994",NA,NA,"South America","Bolivia","Santa Cruz","Warnes","3 km. NE of railroad crossing on E. side of Warnes, Quebrada El Jipa. Flat, brushy and marshy areas and pasture, with Scheelea princeps around drainage channels, surrounded mostly by sugar cane fields.",NA,NA,NA,NA,"-63.13333","-17.48333","325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2013-09-05 13:57:00-03","MO","MOBOT","1525964","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Barneby","Michael H. Nee","Nee 43176","1992","12","18","South America","Bolivia","Santa Cruz","Andrés Ibáñez","13 km (by air) NE of Cotoca, 2-3 km N of Quebrada Cotoca on road to El Pauro. Brushy roadside on flat, fine-sandy or clay soil, originally subtropical semi-deciduous forest with Acrocomia totai, now mostly cleared for crops.",NA,NA,NA,NA,"-62.9166667","-17.6833333","325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"121","2008-05-27 22:02:00-03","MO","MOBOT","1531422","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","M. Nee","Michael H. Nee","Nee 44311","1994","1","1","South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east. Andrés Ibáñez, 1.5 km. NW of center of Cotoca. Chaco shrub vegetation along the railroad. With Prosopis chilensis, Tabebuia nodosa, Phyllostylon rhamnoides, Acacia albocorticata.",NA,NA,NA,NA,"-63","-17.75","365.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","1531967","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","M. Nee","Michael H. Nee","Nee 47450","1997","12","22","South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east Andrés Ibáñez. NE side of Viru-Viru pampa, 1 km. W. of Chuchío, 4.5 km. E. of turnoff from highway from Santa Cruz to Warnes. Brushy area, flat, fine sand. In water in roadside ditch. Sugarcane fields, probably former savanna.",NA,NA,NA,NA,NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2010-10-11 15:39:00-03","MO","MOBOT","1534916","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","M. Nee","Michael H. Nee","Nee 48629","1998","3","10","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Ca. 5 km SSW of Cotoca, vic. clay pits and brick works, near Santa Rosa de Provote. Disturbed semi-deciduous suptropical or chaco forest, partially cleared for pastures, with Aspidosperma cylindrocarpum, Reichenbachia hirsuta. Fine sandy and clay soil, flat.",NA,NA,NA,NA,"-63","-17.7833333","375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"124","2008-05-27 22:02:00-03","MO","MOBOT","1537199","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","M. Nee","Michael H. Nee","Nee 46083","1994","12","23","South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east. Andrés Ibáñez, 12.5 km. (by air) ENE of center of Santa Cruz, 3 km. N. of Jardín Botánico de Santa Cruz. Flat probably formerly grassland, now mostly pastures. Grassy and brushy roadside, soil very sandy.",NA,NA,NA,NA,"-63.07777","-17.7375","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2011-02-05 17:02:00-02","MO","MOBOT","1917212","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Vanni","Patricia Alexandra Quintana","Quintana 692","1998","10","12","South America","Paraguay","Alto Paraguay",NA,"Parque Nacional Defensores del Chaco. Aquatica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2009-07-17 06:52:00-03","MO","MOBOT","2195691","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Rudd, V. E.","Arturo E. Burkart","Burkart 14040","1943","11","25","South America","Argentina","Misiones","Capital","Posadas, bañados del Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2009-07-31 09:44:00-03","MO","MOBOT","2249940","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Fortunato, R. H.","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","Fortunato 2743","1992","3","15","South America","Argentina","Formosa","Pilcomayo","Parque Nac. Pilcomayo, alred. de la Casa de los Guardaparques en Lag. Blanca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2012-05-09 05:09:00-03","MO","MOBOT","2249971","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Seijo, G. J., //","G.J. Seijo|V.G. Solís Neffa|D. Hojsgaard|J. Chillan","Seijo 2727","2002","1","15","South America","Argentina","Salta","Rivadavia","Ruta 81, Km 1721",NA,NA,NA,NA,NA,NA,"198.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2009-07-31 09:44:00-03","MO","MOBOT","2296062","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Fortunato, R. H.","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","Fortunato 3308","1992","3","29","South America","Argentina","Formosa","Patiño","Cruce entre las rutas 81 y 95.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2009-07-31 09:44:00-03","MO","MOBOT","2296084","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Fortunato, R. H.","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","Fortunato 3311","1992","3","29","South America","Argentina","Formosa","Patiño","Ea. Canesin-Welsh, por ruta 95 a 7 km N del cruce de las rutas 95 y 81.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-09-21 04:36:00-03","MO","MOBOT","2345335","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Vanni, R. O., //","Ricardo O. Vanni|Rosa Guaglianone|L.I. Strittmatter|L. P. Dopchiz|C.S. Glibota","Vanni 4094","1997","11","23","South America","Argentina","Corrientes","Concepción","Paso Batel, 7 km S cruce de Ruta Prov. 13 a Saladas, ex Paso Crucecita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2008-05-27 22:02:00-03","MO","MOBOT","2456982","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Izaguirre de Artuccio, P.","* CAPPARELLI","CAPPARELLI 241",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2011-12-22 05:01:00-02","MO","MOBOT","2489082","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Izaguirre de Artuccio, P.","Teodoro Rojas","Rojas 7726",NA,NA,NA,"South America","Paraguay","Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2009-07-31 17:12:00-03","MO","MOBOT","2489095","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Vanni, R. O., //","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 2337","1991","2","26","South America","Paraguay","Boquerón",NA,"Estación Experimental Isla Poí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2011-03-16 21:31:00-03","MO","MOBOT","2519386","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Izaguirre de Artuccio, P.","Osvaldo Del Puerto|Eduardo Marchesi","Del Puerto 15379",NA,NA,NA,"South America","Uruguay","Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2016-11-15 05:15:00-02","MO","MOBOT","2822690","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Vanni","G.J. Seijo|Antonio C. Krapovickas","Seijo 1952","1999","5","8","South America","Argentina","Salta","Rivadavia","Ruta Nacional 81, 18 km. W. de Solá. En bajo anegado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2016-12-25 05:15:00-02","MO","MOBOT","2822696","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Fortunato","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|A. O. Bordón|Erik Garino","Fortunato 3311","1992","3","29","South America","Argentina","Buenos Aires",NA,"Dpto. Patino: Ea. Canesin-Welsh, por ruta 95a 7 km. N. del cruce de las rutas 95 y 81 Ruderal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2009-12-07 20:53:00-02","MO","MOBOT","2822698","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Fortunato","Renée H. Fortunato|Rosa Guaglianone|Erik Garino","Fortunato 2407","1991","11","17","South America","Argentina","Formosa","Patiño","6 km. de San Carlos por ruta Gral. Belgrano-San Carlos, en direcc. S. Pastizal inundado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","2822703","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"O. Ahumada","Ahumada 3149","1979","2","4","South America","Argentina","Corrientes","Santo Tomé","35 km. SW de Santo Tomé, Ruta Nac. No. 40. En cultivos de arroz. Flores amarillas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2010-03-13 06:57:00-03","MO","MOBOT","2822705","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Vanni","Aurelio Schinini|Ramón A. Palacios","Schinini Cacace 25918","1987","12","20","South America","Argentina","Corrientes",NA,"Pte. Hayes. Estero Patiño, km. 164 de la ruta Trans Chaco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2013-05-24 05:54:00-03","MO","MOBOT","2822707","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Barneby","G. Coimbra S.","Coimbra Sanz 693","1989","9","8","South America","Bolivia",NA,NA,"Prvincia Andre Ibañez. Cantón Cotoca. Lugar camino a Paurito.",NA,NA,NA,NA,NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2008-05-27 22:02:00-03","MO","MOBOT","2822709","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"O. Ahumada","Ahumada 2297","1978","4","9","South America","Argentina","Corrientes","Ituzaingó","16 km. NE de Ituzaingó, costa río Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2016-11-15 05:15:00-02","MO","MOBOT","2822710","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","V.E. Rudd","Antonio C. Krapovickas","Krapovickas 27393","1975","3","11","South America","Argentina","Corrientes","Esquina","Esquina, Quinta Los Olivos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2009-07-10 17:56:00-03","MO","MOBOT","2822713","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","T.M.P","Troels M. Pedersen","Pedersen 11675","1977","2","18","South America","Argentina","Corrientes","Empedrado","Estancia Las Tres Marias. Wet ground along irrigation ditches.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2008-05-27 22:02:00-03","MO","MOBOT","2822715","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"O. Ahumada","Ahumada 2979","1979","2","7","South America","Argentina","Corrientes","San Martín","11 km. NE de La Cruz, Ruta Nac. No. 40.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2008-05-27 22:02:00-03","MO","MOBOT","2822716","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"O. Ahumada","Ahumada 3238","1979","2","18","South America","Argentina","Corrientes","Paso de los Libres","10 km. SW de Parada Pucheta, Ruta Nac. No. 127, costa río Miriñay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
