"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","relatedCatalogItem"
"97","2020-12-11 11:36:44-03","UFMG","BHCB","49739","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:36:44-03","UFMG","BHCB","163226","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Tameirão Neto, E; Vidal, CV","5136","2012","08","15","Southern America","Brasil",NA,NA,"Campo rupestre sobre formação ferrífera; Arbustivo",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Conceição do Mato Dentro",NA,"-43.401389","-19.000833","2013","02",NA,NA,NA,NA,"-43.401389","-19.000833",NA,NA,NA,NA,NA
"99","2020-12-11 11:36:44-03","UFMG","BHCB","177497","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2349","2015","05","14","Southern America","Brasil",NA,NA,"Prensado em álcool; Arvoreta; ca. 3,5m alt; frutos imaturos verdes.; Capãoo com Afloramento Quartzítico",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Mariana","RPPN Horto Alegria","-43.436667","-20.153611","2015","11",NA,NA,NA,NA,"-43.436667","-20.153611",NA,NA,NA,NA,NA
"100","2020-12-11 11:36:44-03","UFMG","BHCB","178998","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2542","2015","09","17","Southern America","Brasil",NA,NA,"Prensada em álcool; Arvoreta; ca. 3,0m alt; botões florais verdes.; Campo Rupestre Quartzito",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","RPPN Capanema","-43.605","-20.197222","2015","11",NA,NA,NA,NA,"-43.605","-20.197222",NA,NA,NA,NA,NA
"101","2020-12-11 11:36:44-03","UFMG","BHCB","186790","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Rocha, MJR; Oliveira, CT","1294","2017","01","24","Southern America","Brasil",NA,NA,"Arvoreta 2,0 m de altura. Fruto imaturo","BHCB186790","Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Itambé do Mato Dentro",NA,"-43.271667","-19.4175","2017","02","14",NA,NA,NA,"-43.271667","-19.4175",NA,NA,NA,NA,NA
"102","2020-12-11 11:36:44-03","UFMG","BHCB","196917","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Rezende, SG; Justo, AG","6618","2018","02","20","Southern America","Brasil",NA,NA,"Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196917","Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Rio Acima","Serra do Gandarela","-43.686944","-20.080833",NA,NA,NA,NA,NA,NA,"-43.686944","-20.080833","1591","1591",NA,NA,NA
"103","2020-12-11 11:36:44-03","UFMG","BHCB","200035","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Rezende, SG","7126","2019","04","09","Southern America","Brasil",NA,NA,"Árvore; Campo Rupestre sobre Quartzito Arbustivo","BHCB200035","Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Barão de Cocais","Cocais","-43.378333","-19.844722",NA,NA,NA,NA,NA,NA,"-43.378333","-19.844722","810","810",NA,NA,NA
"104","2020-12-11 11:36:44-03","UFMG","BHCB","200036","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Rezende, SG","7127","2019","04","09","Southern America","Brasil",NA,NA,"Árvore; Campo Rupestre sobre Quartzito Arbustivo","BHCB200036","Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Barão de Cocais","Cocais","-43.377778","-19.847778",NA,NA,NA,NA,NA,NA,"-43.377778","-19.847778","890","890",NA,NA,NA
"105","2020-12-11 11:36:44-03","UFMG","BHCB","200037","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Rezende, SG","7128","2018","11","07","Southern America","Brasil",NA,NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB200037","Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Barão de Cocais","Cocais","-43.400833","-19.847222",NA,NA,NA,NA,NA,NA,"-43.400833","-19.847222","710","710",NA,NA,NA
"106","2020-12-11 11:36:44-03","UFMG","BHCB","200038","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Rezende, SG","7129","2019","11","07","Southern America","Brasil",NA,NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB200038","Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Barão de Cocais","Cocais","-43.400833","-19.847222",NA,NA,NA,NA,NA,NA,"-43.400833","-19.847222","710","710",NA,NA,NA
"107","2020-12-11 11:36:44-03","UFMG","BHCB","27363","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-11 11:36:44-03","UFMG","BHCB","28711","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-11 11:36:44-03","UFMG","BHCB","45762","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-11 11:36:44-03","UFMG","BHCB","47264","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-11 11:36:44-03","UFMG","BHCB","53790","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Lombardi, JA","4072","2000","10","18","Southern America","Brasil",NA,NA,"Vegetação (mata) ripária. Árvore, ca. 10 m, folhas cartáceas, botões verdes, flores creme-esverdeadas, anteras creme",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.340833","-18.0125",NA,NA,NA,NA,NA,NA,"-43.340833","-18.0125",NA,NA,NA,NA,NA
"112","2020-12-11 11:36:44-03","UFMG","BHCB","73773","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Oliveira, AM; Stehmann, JR","100","2002","07","05","Southern America","Brasil",NA,NA,"Árvore com 7m de altura, na borda da mata; frutos verdes.",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Itabira","Dinamitagem - CVRD.","-43.267972","-19.648833",NA,NA,NA,NA,NA,NA,"-43.267972","-19.648833","3157","3157",NA,NA,NA
"113","2020-12-11 11:36:44-03","UFMG","BHCB","75877","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Oliveira, AM; Stehmann, JR; Mota, RC da","160","2002","12","16","Southern America","Brasil",NA,NA,"Arbusto em canga couraçada; flores esverdeadas.",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Barão de Cocais","Mina do Brucutu - CVRD. Mirante.","-43.376389","-19.85",NA,NA,NA,NA,NA,NA,"-43.376389","-19.85","1063","1063",NA,NA,NA
"114","2020-12-11 11:36:44-03","UFMG","BHCB","62686","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Barreto, HLM","8804",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:36:44-03","UFMG","BHCB","62687","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Barreto, HLM","9872",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:36:44-03","UFMG","BHCB","62685","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Barreto, HLM","9938",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:36:44-03","UFMG","BHCB","62684","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Barreto, HLM","1259",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-11 11:36:44-03","UFMG","BHCB","53497","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Lemos Filho, JP","4057",NA,NA,NA,"Southern America","Brasil",NA,NA,"Sobre canga. Arbusto, folhas cartáceas, cálice verde, corola creme",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Barão de Cocais","Mina de Brucutu.","-43.4872016906738","-19.94580078125",NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-11 11:36:44-03","UFMG","BHCB","30680","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-11 11:36:44-03","UFMG","BHCB","28662","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:36:44-03","UFMG","BHCB","67352","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Mota, RC da","1154","2000","12","16","Southern America","Brasil",NA,NA,"Planta coletada em mata semidecídua; árvore.",NA,"Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-02-11 17:19:12-03","UFPR","UPCB","24251","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Britez, R.M.","1800","1987","10","19",NA,"Brasil",NA,NA,"Árvore 10m, inflorescências alvescentes. Encosta do morro..",NA,NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Giordano, L.C.","Paranaguá","Ilha do Mel - Morro do Meio","-48.5092010498047","-25.5200004577637","1995","09","27","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-02-11 17:19:12-03","UFPR","UPCB","46312","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Cervi, A.C.","8372","2002","12","04",NA,"Brasil",NA,NA,"Árvore ca. 6m, flores cremes, estames amarelos..",NA,NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Borgo, M.","Paranaguá","Parque Estadual do Palmito","-48.5092010498047","-25.5200004577637","2005","04","12","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-02-11 17:19:12-03","UFPR","UPCB","23185","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.","59751","1993","11","29",NA,"Brasil",NA,NA,"Árvore 10m, flor creme. Restinga arbórea..",NA,NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Giordano, L.C.","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637","1995","09","27","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2009-12-04 16:24:00-02","MO","MOBOT","2796858","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Gert G. Hatschbach|J.M. Silva","Hatschbach 56145","1991",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.",NA,NA,"J. Cuatrecasas",NA,"Estrada para Paruquara ( mun. Guaraqueoaba ) Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.00000000","50.00000000",NA,NA,NA
"126","2009-10-24 06:14:00-02","MO","MOBOT","2796722","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Ezechias P. Heringer|George Eiten","Heringer 15003","1975","9","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,"Ronald Liesner",NA,"Município de Marliéria; Parque Estadual Do Rio Doce. Native evergreen broadleaf forest area. Very deep light tan sandy clay. On peninsula at Lake Helvécio, near hotel. In 10-yr. old 5-10 m tall secondary forest with scattered original trees to 25 m tall.","-42.6","-19.76666",NA,NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA
"127","2020-06-22 14:18:36-03","UNESP-IBILCE","SJRP","17502","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","G. Hatschbach",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Árvore 10 m, flor creme-esverdeada, anteras amarelas.;",NA,"Tracheophyta","Malpighiales","(Casar.) Cuatr.","Paraná",NA,"J. Cuatrecasas","Guaraqueçaba","Estrada para Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"128","2020-08-31 09:03:06-03","INPA","INPA","195535","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, GG","56145","1991","12","06","Southern America","Brasil",NA,NA,NA,"INPA0195535","Dicotyledon Com-Clade","Malpighiales","(Casar.) Cuatrec.","Paraná","INPA0195535 INPA0195535_e","Cuatrecasas, J","Guaraqueçaba","Estrada para Paruquara","-48.3288993835449","-25.3066997528076","1992",NA,NA,"37295","auto",NA,NA,NA,"30","50",NA,NA,NA
"129","2020-08-31 09:03:06-03","INPA","INPA","251846","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Tamashiro, JY","18684","1986","11","03","Southern America","Brasil",NA,NA,NA,"INPA0251846","Dicotyledon Com-Clade","Malpighiales","(Casar.) Cuatrec.","São Paulo","INPA0251846 INPA0251846_e","Prance, GT","Bertioga","Restinga da praia de Itaguaré.","-46.138599395752","-23.8544006347656","2018","08",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2017-11-24 14:11:01-02","UFLA","ESAL","12138","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Oliveira Filho, AT","505",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 12,0; ; marrom; floresta",NA,NA,NA,"(Casar.) Cuatrec.","Paraíba",NA,NA,"Mataraca",NA,"-35.0511016845703","-6.60138988494873",NA,NA,NA,"15636","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-06-10 10:10:52-03","FZB-BH","BHZB","3045","S","Plantae","Humiriaceae","Sacoglotis","dentata","Sacoglotis dentata","Ordones, J. et al.","639","2000","12","16",NA,"Brasil",NA,NA,"Conferência pelo IPNI.",NA,NA,NA,NA,"MG",NA,NA,"Catas Altas","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-06-10 10:10:52-03","FZB-BH","BHZB","3045","S","Plantae","Humiriaceae","Sacoglotis","dentata","Sacoglotis dentata","Ordones, J. et al.","639","2000","12","16",NA,"Brasil",NA,NA,"Conferência pelo IPNI.",NA,NA,NA,NA,"MG",NA,NA,"Catas Altas","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-09-12 05:00:02-03","US","US","2436146","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","M. Barreto","9938","1937","11","20","South America - Neotropics","Brazil",NA,NA,NA,"US01854830",NA,"Linales","(Casar.) Cuatrec.","Minas Gerais","US01854830_01",NA,"Diamantina","Margem do Arassuai, Faz. Gavião","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"134","2020-09-12 05:00:02-03","US","US","2267200","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","G. Hatschbach","4294","1957","12","11","South America","Brazil",NA,NA,"Fragment removed for palynological work","US01854836",NA,"Linales","(Casar.) Cuatrec.","Paraná","US01854836_01",NA,"Guaratuba","Rio Boguassú","-48.5746994018555","-25.8827991485596",NA,NA,NA,"41937","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"135","2020-09-12 05:00:02-03","US","US","2436145","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Coll. illegible","4626","1942","5","19","South America - Neotropics","Brazil",NA,NA,NA,"US01854835",NA,"Linales","(Casar.) Cuatrec.","Rio de Janeiro","US01854835_01",NA,"Rio de Janeiro","S. Bento","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"136","2020-09-12 05:00:02-03","US","US","2613712","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","A. F. M. Glaziou","18178",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01854834",NA,"Linales","(Casar.) Cuatrec.","Rio de Janeiro","US01854834_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"137","2020-09-12 05:00:02-03","US","US","2436144","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","M. Barreto","9872","1937","11","28","South America - Neotropics","Brazil",NA,NA,NA,"US01854831",NA,"Linales","(Casar.) Cuatrec.","Minas Gerais","US01854831_01",NA,"Diamantina","Serra do Curral, Fazenda Santa Cruz","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"138","2020-09-12 05:00:02-03","US","US","2936958","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","H. S. Irwin, R. Souza & R. R. Santos","8930","1965","10","4","South America - Neotropics","Brazil",NA,NA,NA,"US01854832",NA,"Linales","(Casar.) Cuatrec.","Distrito Federal","US01854832_01",NA,NA,"15km E of Brasília, near Planaltina.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1200",NA,"1",NA,NA
"139","2020-09-12 05:00:02-03","US","US","3266748","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","G. Hatschbach & J. M. Silva","56145","1991","12","6","South America","Brazil",NA,NA,NA,"US01854833",NA,"Linales","(Casar.) Cuatrec.","Paraná","US01854833_01",NA,"Guaraqueçaba","Estrada para Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,NA,"37295","auto","Dicotyledonae",NA,NA,"30","50","1",NA,NA
"140","2019-10-29 10:07:50-03","UFPR","EFC","9522","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Kuniyoshi, Y.S.",NA,"2001","03","27",NA,"Brasil",NA,NA,NA,"EFC009522",NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Souza, I.","Paranaguá","Floresta Estadual do Palmito","-48.5558","-25.5917","2019","05","24",NA,NA,NA,"-48.5558","-25.5917","20","20",NA,NA,NA
"141","2019-12-09 17:30:02-03","UFPR","EFC","15452","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Kuniyoshi, Y.S.","6529","2017","03","23",NA,"Brasil",NA,NA,"Árvore restinga com frutos verdes","EFC015452",NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Blum, C.T.","Paranaguá","Floresta Estadual do Palmito","-48.5337","-25.6049","2017","04","11",NA,NA,NA,"-48.5337","-25.6049","26","26",NA,NA,NA
"142","2019-12-09 17:30:02-03","UFPR","EFC","15625","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, J.M.","8698","2014","11","28",NA,"Brasil",NA,NA,"Árvore, 6m, flor creme. Formação Pioneira com Influência Marinha","EFC015625",NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Cordeiro, J.; Silva, J.M.","Pontal do Paraná","Estrada para o Sambaqui, Rio Guaraguaçu","-48.4972","-25.6503","2015","01","16",NA,NA,NA,"-48.4972","-25.6503","13","13",NA,NA,NA
"143","2019-11-13 11:20:24-03","USP","SPF","163875","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Lombardi, JA","3409","1999","11","17",NA,"Brasil",NA,NA,NA,"SPF00163875",NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,"Lombardi, JA","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.333333","-18.083333","2001","04",NA,NA,NA,NA,"-43.333333","-18.083333",NA,NA,NA,NA,NA
"144","2019-11-13 11:20:24-03","USP","SPF","163876","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Lombardi, JA","4075","2000","10","18",NA,"Brasil",NA,NA,NA,"SPF00163876",NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,"Lombardi, JA","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.340833","-18.1125","2001","04",NA,NA,NA,NA,"-43.340833","-18.1125",NA,NA,NA,NA,NA
"145","2019-11-13 11:20:24-03","USP","SPF","179597","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Giordano, LC","2808","2006","10","25",NA,"Brasil",NA,NA,NA,"SPF00179597",NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,"Giordano, LC","Marliéria","Parque Estadual do Rio Doce","-42.603","-19.775944","2006","10",NA,NA,NA,NA,"-42.603","-19.775944","300","300",NA,NA,NA
"146","2019-11-13 11:20:24-03","USP","SPF","47745","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Pirani, JR","CFCR10882","1987","05","24",NA,"Brasil",NA,NA,NA,"SPF00047745",NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,"Giordano, LC","Grão Mogol","Vale do Ribeirão das Mortes","-42.8897018432617","-16.5594005584717","2003","12",NA,"67219","auto",NA,NA,NA,"900","900",NA,NA,NA
"147","2019-11-13 11:20:24-03","USP","SPF","109268","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G","59751","1993","11","29",NA,"Brasil",NA,NA,NA,"SPF00109268",NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Hatschbach, G","Paranaguá",NA,"-48.5092010498047","-25.5200004577637","1994",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-13 11:20:24-03","USP","SPF","156749","PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","Mota, RC","1154","2000","12","16",NA,"Brasil",NA,NA,NA,"SPF00156749",NA,NA,"(Casar.) Urb.","Minas Gerais",NA,"Mota, RC","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-13 11:20:24-03","USP","SPF","156749","PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","Mota, RC","1154","2000","12","16",NA,"Brasil",NA,NA,NA,"SPF00156749",NA,NA,"(Casar.) Urb.","Minas Gerais",NA,"Mota, RC","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-25 13:52:21-03","UNIVILLE","JOI","17511","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, J. M.","8698","2014","11","28",NA,"Brasil",NA,NA,"Flor creme Habito: Árvore","JOI017511",NA,NA,"(Casar.) Cuatrec.","Paraná",NA,"Cordeiro, J.; Silva, J. M.","Pontal do Paraná","Estrada para o Sambaqui, Rio Guaraguaçu.","-48.497222","-25.650278","2015","01","16",NA,NA,NA,"48º29'50''W","25º39'1''S","13","13",NA,NA,NA
