"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"880","2021-02-11 17:20:09-03","UFPR","UPCB","83804","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Souza, V.C.","9105","1995","09","04","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para o mirante mais alto. Mata atlântica com transição para campo de altitude.","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"UPCB0020026","UPCB0020026","2009",NA,NA,"Arvoreta, ca. 5m alt.; frutos imaturos verdes. Mata.",NA,NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"881","2021-02-11 17:20:09-03","UFPR","UPCB","78842","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Fendrich, T. G.","Fendrich, T.G.","157","2010","09","10","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0019914","UPCB0019914","2010","10",NA,"Floresta Ombrófila Mista. Arbusto. 2,5m. Flor branca..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"882","2021-02-11 17:20:09-03","UFPR","UPCB","22828","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Cervi, A.C.","3719","1992","09","24","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Fortaleza","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0020087","UPCB0020087","1998","01","01","Arbusto, 4m, flor alva e fruto. Sobre rochedo..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"883","2021-02-11 17:20:09-03","UFPR","UPCB","22826","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Cervi, A.C.","3723","1992","09","24","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Fortaleza","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0020088","UPCB0020088",NA,NA,NA,"Arbusto, flor alva e fruto. Orla do capão..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"884","2021-02-11 17:20:09-03","UFPR","UPCB","30694","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Cervi, A.C.","Cervi, A.C.","6154","1996","08","17","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"UPCB0020094","UPCB0020094","1997","05",NA,"Arbusto, ca. 5m, pétalas alvas, estames alvos..",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"885","2021-02-11 17:20:09-03","UFPR","UPCB","25695","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Uhlmann, A.","Silva, S.M.",NA,"1992","07","22","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"UPCB0020111","UPCB0020111","1995","06","26","Árvore, 5m, flor branca. Borda de mata..",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"886","2021-02-11 17:20:09-03","UFPR","UPCB","23713","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Silva, S.M.","Uhlmann, A.","25","1994","05","31","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"UPCB0020090","UPCB0020090","1995","01","12","Árvore, 4m, flor creme, tronco retilíneo não suberoso. Cerrado..",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"887","2021-02-11 17:20:09-03","UFPR","UPCB","67888","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meirelles, J.","Meirelles, J.","345","2009","07","15","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"UPCB0020018","UPCB0020018",NA,NA,NA,"Arvoreta ca. 1,5 m alt., flor branca. Ao sol..",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"888","2021-02-11 17:20:09-03","UFPR","UPCB","75259","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Maia, F.R.","Maia, F.R.","45","2011","07","14","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá. Encontrado em afloramentos rochosos, trilha para o campo rupestre.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"UPCB0020070","UPCB0020070","2011","07","14","Arvoreta, flores brancas, cheiro de ovo podre..",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"889","2021-02-11 17:20:09-03","UFPR","UPCB","67856","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Meirelles, J.","313","2009","07","02","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá, trilha principal próx. passarela de madeira na chegada do mirante.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"UPCB0020014","UPCB0020014","2009","07","02","Campos Gerais. Arvoreta ca. 3 m alt. Flor branca..",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"890","2021-02-11 17:20:09-03","UFPR","UPCB","45012","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Manhães, M.A.","59","1999","04","16","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"UPCB0020103","UPCB0020103","2001","12",NA,"Na borda de mata grande..",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"891","2021-02-11 17:20:09-03","UFPR","UPCB","53437","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Foresto, E.B.","149","2005","11","01","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Córrego do Capão Azul","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,"UPCB0019981","UPCB0019981","2006","01","01","Árvore ca. 8m, DAP 22cm..",NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"892","2021-02-11 17:20:09-03","UFPR","UPCB","86078","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Giordano, L.C. et al.","2817","2007","09","26","Brasil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro, trilha do encontro. Floresta Pluvial Atlântica secudária.","-42.5208015441895","-20.6667003631592",NA,NA,"1300","1300","UPCB0019901","UPCB0019901","2015",NA,NA,"Árvore de pequeno porte, com ca. 3,5m de altura, heliófila. Folhas membranaceas, discolores. Flores alvo-amareladas..",NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA
"893","2021-02-11 17:20:09-03","UFPR","UPCB","88131","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Wasum, R. et al","s.n.","1992","09","28","Brasil","Rio Grande do Sul","Novo Hamburgo","Parque Municipal","-51.1305999755859","-29.6783008575439",NA,NA,"30","30","UPCB0031930","UPCB0031930","2017",NA,NA,"Arvoreta. Hábitat: interior de matinha, junto ao riacho..",NA,NA,NA,NA,NA,NA,NA,"20722","auto",NA,NA,NA,NA,NA
"894","2021-02-11 17:20:09-03","UFPR","UPCB","80185","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Tomasulo, P.L.B. | Piacentin, E.","102","1990","09","16","Brasil","São Paulo","Mogi das Cruzes","Parque Municipal da Serra do Itapety, área p#?#roxima ao Centro Cívico.","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"UPCB0019916","UPCB0019916","1998",NA,NA,"Árvore ca. 3,0m altura. Flores brancas..",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA
"895","2021-02-11 17:20:09-03","UFPR","UPCB","43598","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Romero, R.","Romero, R.","1383","1994","10","18","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"UPCB0020097","UPCB0020097","2001","02",NA,"Árvore ca. 4m com corola e estames brancos e flores perfumadas no cerrado..",NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"896","2021-02-11 17:20:09-03","UFPR","UPCB","83030","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Goldenberg, R.","2212","2015","05","29","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"UPCB0020056","UPCB0020056","2015",NA,NA,"Arbusto 2cm; caule decorticante; frutos imaturos verdes..",NA,NA,NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA
"897","2021-02-11 17:20:09-03","UFPR","UPCB","93648","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin.","Baumgratz, J. F.","da Silva, M. F. O | Silva, J. M. | Romano, D. P.","3273","2017","11","09","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Pantanal Matogrossense. Parque Nacional do Itatiaia, estrada para o posto Marcão.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"UPCB0040009","UPCB0040009","2017","11","10","Area preservada com atividade antrópica. Ramos descascando; lamina foliar membranácea esverdeada levemente discolor; pedunculo pedicelo e calice esverdeado, corola e androceu esbranquiçado. Observado população com oito into individuo",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"898","2021-02-11 17:20:09-03","UFPR","UPCB","71926","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Caddah, M.K.","Caddah, M.K.","861","2011","02","10","Brasil","Rio de Janeiro","Santa Maria Madalena","Pico do Desen.gano. Trilha para o Alto.","-42.0080986022949","-21.9552993774414",NA,NA,"1350","1350","UPCB0020046","UPCB0020046","2011","02","10","Árvore ca. 10m. Frutos imaturos amarelos, maduros roxos com faixas amarelas. Coleta em sílica..",NA,NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA
"899","2021-02-11 17:20:09-03","UFPR","UPCB","73107","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Pastore, J.A.","Sakita, M.N.",NA,"2005","07","28","Brasil","São Paulo","Cotia","Reserva do Morro Grande.","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"UPCB0020016","UPCB0020016","2006","07","21","Porte arbóreo, flores brancas..",NA,NA,NA,NA,NA,NA,NA,"23869","auto",NA,NA,NA,NA,NA
"900","2021-02-11 17:20:09-03","UFPR","UPCB","47350","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Sá, K.L.V.R.de","251","2002","08","15","Brasil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"UPCB0020123","UPCB0020123","2003","01","01","Árvore 4m, botões florais e flores creme, frutos imaturos verdes..",NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA
"901","2021-02-11 17:20:09-03","UFPR","UPCB","47353","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Sá, K.L.V.R.de","275","2002","09","05","Brasil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"UPCB0020124","UPCB0020124","2003","01","01","Arbusto escandente 70cm, vegetativo, vários indivíduos pela mata aberta, fragmento perto da casa das bananeiras..",NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA
"902","2021-02-11 17:20:09-03","UFPR","UPCB","69308","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meirelles, J.","Bolson, M.","358","2010","08","09","Brasil","Paraná","Curitiba","Reserva Mata Viva","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0019985","UPCB0019985","2010","09","29","Floresta Ombrófila Mista. Arvoreta. Flor branca..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"903","2021-02-11 17:20:09-03","UFPR","UPCB","21394","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","D'El Rei Souza, M.L.","Negrelle, R.R.B.","A290","1992","07","31","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha, estrada de acesso à trilha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0020089","UPCB0020089","1993","07",NA,"Árvore, ca. 3m, com botões..",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"904","2021-02-11 17:20:09-03","UFPR","UPCB","21392","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","D'El Rei Souza, M.L.","Negrelle, R.R.B.","A375","1992","08","27","Brasil","Santa Catarina","Itapoá","Reseva Volta Velha, estrada do Pinheiro","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0020084","UPCB0020084","1993","07",NA,"Árvore, ca. 3,5m, com botão..",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"905","2021-02-11 17:20:09-03","UFPR","UPCB","21393","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","D'El Rei Souza, M.L.","Negrelle, R.R.B.","A448","1992","10","11","Brasil","Santa Catarina","Itapoá","Reseva Volta Velha, final da trilha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0020082","UPCB0020082","1993","07",NA,"Árvore, ca. 5m, fruto verde jovem..",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"906","2021-02-11 17:20:09-03","UFPR","UPCB","24206","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Brade, A.C.","Hatschbach, G.","4065","1957","09","01","Brasil","Paraná","Tijucas do Sul","Rincão","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,"1958","01","01","Árvore, 5m, flor alva. Mata..",NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA
"907","2021-02-11 17:20:09-03","UFPR","UPCB","21707","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","D'El Rei Souza, M.L.","Zanette, V.C.",NA,"1990","08","15","Brasil","Santa Catarina","Orleans","Rio Novo","-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,"UPCB0020083","UPCB0020083","1991","06",NA,"Com flor. Mata do Sr. Mattei, sem afluentes do rio Novo..",NA,NA,NA,NA,NA,NA,NA,"31549","auto",NA,NA,NA,NA,NA
"908","2021-02-11 17:20:09-03","UFPR","UPCB","32032","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","D'El Rei Souza, M.L.","D'El Rei Souza, M.L.","408","1984","10","26","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"UPCB0020116","UPCB0020116","1984","01","01","Arbusto, 3m, com fruto. Duna fixa..",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"909","2021-02-11 17:20:09-03","UFPR","UPCB","32031","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","D'El Rei Souza, M.L.","D'El Rei Souza, M.L.","235","1984","09","14","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"20","20","UPCB0020115","UPCB0020115","1984","01","01","Arvoreta, flor branca. Matinha de restinga..",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"910","2021-02-11 17:20:09-03","UFPR","UPCB","16157","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Silva, J.M.","542","1988","08","28","Brasil","Paraná","Guaratuba","Rodovia Guaratuba-Itapoá, Fazenda Menegusso","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"UPCB0020085","UPCB0020085","1989","01","01","Arvoreta, 3m, flor alva. Mata pluvial da planície litorânea..",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"911","2021-02-11 17:20:09-03","UFPR","UPCB","86010","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Bacci, L.F.","Lozano, E.D.","1559","2013","10","13","Brasil","Paraná","São José dos Pinhais","RPPN Nhandara-Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"UPCB0019902","UPCB0019902","2013",NA,NA,"Arbusto, 3m, pétalas creme, estames amarelos. Interior da mata..",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"912","2021-02-11 17:20:09-03","UFPR","UPCB","53173","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Vieira, F.C.S.","581","2004","12","01","Brasil","Santa Catarina","Itapoá","Samabaiaí","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0020129","UPCB0020129","2006","01","01","Árvore 3m, fruto amarelo/azulado. Restinga. Alt.: ca. 5m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"913","2021-02-11 17:20:09-03","UFPR","UPCB","24184","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Acra, L.A.","Bidá, A.","468","1984","07","26","Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"UPCB0020091","UPCB0020091",NA,NA,NA,"Arbusto..",NA,NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA
"914","2021-02-11 17:20:09-03","UFPR","UPCB","46347","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Meireles, L.D.","722","2001","10","31","Brasil","Minas Gerais","Camanducaia","Serra da Mantiqueira, Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"UPCB0020105","UPCB0020105","2003","01","01","Árvore 7m, frutos amarelos. Floresta ombrófila densa alto-montana..",NA,NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
"915","2021-02-11 17:20:09-03","UFPR","UPCB","51470","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Giulietti, A.M.",NA,"1994","01","16","Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"UPCB0020135","UPCB0020135","2005","01","01","Arbusto até 1,5m, frutos amarelos, passando a negros. Alt.: 1120m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA
"916","2021-02-11 17:20:09-03","UFPR","UPCB","44062","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Ordones, J.","395","2000","10","08","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Buraco da Boiada - Cascatona","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"UPCB0020099","UPCB0020099","2001","01","01","Arbórea na mata com frutos verdes..",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA
"917","2021-02-11 17:20:09-03","UFPR","UPCB","49452","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Scheer, M.B.","654","2003","09","13","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Ferraria","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"UPCB0020127","UPCB0020127","2004","01","01","Refúgio vegetacional altomontano. Área possivelmente influenciada por fogo. Alt.: 1610m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"918","2021-02-11 17:20:09-03","UFPR","UPCB","39836","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Goldenberg, R.","396","1996","09","04","Brasil","São Paulo","Jundiaí","Serra do Japi, perto do mirante","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UPCB0020098","UPCB0020098","1999","01","01","Árvore 7m, flores hipanto verdes, pétalas e estames brancos. Floresta de encosta, ca. 1000m..",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"919","2021-02-11 17:20:09-03","UFPR","UPCB","7049","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Hatschbach, G.","16873","1967","08","03","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"UPCB0020073","UPCB0020073","1968","05",NA,"Arbusto, 3m, flor alva. Mata..",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"920","2021-02-11 17:20:09-03","UFPR","UPCB","29527","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Ribas, O.S.","Silva, J.M.","1725","1996","09","06","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"UPCB0020086","UPCB0020086","1997","01","01","Arbusto, 2,20m, flor alva. Beira do rio, mata atlântica..",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"921","2021-02-11 17:20:09-03","UFPR","UPCB","38899","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Cavalheiro, A.L.",NA,"1998","10","23","Brasil","Paraná","Ventania","Sítio Pinheiro","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"UPCB0020112","UPCB0020112","1999","01","01","Árvore 5m, flores amarelas..",NA,NA,NA,NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA
