"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"831","2021-02-11 17:20:09-03","UFPR","UPCB","91982","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Dittrich, V.A.O.","1858","2013","08","31","Brasil","Minas Gerais","Minduri","Chapada das Perdizes, no topo da Chapada","-44.578056","-21.604722","-44.578056","-21.604722","1560","1560","UPCB0033241","UPCB0033241","2017",NA,NA,"Arvoreta de aproximadamente 4m de altura em campo rupestre. Flores creme..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","2021-02-11 17:20:09-03","UFPR","UPCB","95051","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Guarino, E.S.G. | Pereira, J.B.","905","2001","10","31","Brasil","Distrito Federal","Brasília","Atrás da Mata do Córrego Sem Nome, Fazenda Sucupira (EMBRAPA/CENARGEN)","-48.016667","-15.866667","-48.016667","-15.866667","1100","1100","UPCB0046230",NA,"2019",NA,NA,"Borda da mata de galeria, solo argiloso com bastante serrapilheira, área antropizada na beira do açude. Fruto amarelo, árvore com cerca de 8 m de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","2021-02-11 17:20:09-03","UFPR","UPCB","77238","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Nandin","R. Goldenberg","Tamashiro, J.Y. et al.","183","1980","09","01","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"UPCB0020060","UPCB0020060","2013",NA,NA,"Árvore de 15m, flores brancas. Nativo em Mata de encosta..",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"834","2021-02-11 17:20:09-03","UFPR","UPCB","83364","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Romão, G.O.","313","2000","09","21","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UPCB0020067","UPCB0020067",NA,NA,NA,"Árvore, ca.8m alt.; Cultivado.",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"835","2021-02-11 17:20:09-03","UFPR","UPCB","73110","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Arzolla, F.A.R.D.P.","347","2003","11","20","Brasil","Minas Gerais","Extrema","Alto da Serra do Lopo.","-46.3182983398438","-22.854700088501",NA,NA,"1700","1700","UPCB0019913","UPCB0019913","2015",NA,NA,"Árvore 6m, frutos maduros de cor amarela..",NA,NA,NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA
"836","2021-02-11 17:20:09-03","UFPR","UPCB","90697","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Klein, V.L.G. et al.","3011","1995","12","07","Brasil","Goiás","Pirenópolis","Alto da Serra dos Pirineus, na base dos Três Picos. Na trilha da mata","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"UPCB0027389","UPCB0027389","2002",NA,NA,"Árvore de ca 4,0m. Frutos jovens verde claro com listras longitudinais verde escuras e amarelas quando maduros..",NA,NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA
"837","2021-02-11 17:20:09-03","UFPR","UPCB","5569","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Hatschbach, G.","14649","1966","09","05","Brasil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0020069","UPCB0020069","1966","12",NA,"Arbusto, flor alva. Orla de capão..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"838","2021-02-11 17:20:09-03","UFPR","UPCB","83812","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","(Naudin)",NA,"Nicolau, S.A.","1228","1996","12","27","Brasil","São Paulo","Salesópolis","Área seguindo o curso do Tietê, abaixo das Nascentes","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"UPCB0020013","UPCB0020013",NA,NA,NA,"Arvoreta ca. 8m alt. Frutos amarelos passando a atropúrpureo. Visitado por Tiê-preto..",NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA
"839","2021-02-11 17:20:09-03","UFPR","UPCB","11364","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Hatschbach, G.","43046","1980","07","24","Brasil","Paraná","Rio Branco do Sul","Arvoreta, 4m, flor alva. Mata secundária.","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"UPCB0020079","UPCB0020079","1980","01","01","Arvoreta, 4m, flor alva. Mata secundária..",NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA
"840","2021-02-11 17:20:09-03","UFPR","UPCB","29720","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Isernhagen, I. & Kersten, R.","Diogenes, G.C.","4","1994","07","15","Brasil","Paraná","Curitiba","Bosque Chico Mendes","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0020117","UPCB0020117","1997","03",NA,"Arbusto, 3m, fruto jovem, flor branca. Beira da mata..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"841","2021-02-11 17:20:09-03","UFPR","UPCB","29719","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Isernhagen, I. & Kersten, R.","Diogenes, G.C.","15","1994","08","26","Brasil","Paraná","Curitiba","Bosque Chico Mendes","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0020092","UPCB0020092","1997","03",NA,"Arbusto, 3m, flor branca..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"842","2021-02-11 17:20:09-03","UFPR","UPCB","52618","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Poliquesi, C.B.","626","1999","11","24","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0020134","UPCB0020134","2003","01","01","Subarbusto 80cm, fruto amarelo. Afloramentos rochosos, região de campo limpo..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"843","2021-02-11 17:20:09-03","UFPR","UPCB","51541","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Goldenberg, R.","688","2005","08","16","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0020139","UPCB0020139","2005","01","01","Arbusto com aspecto de bonsai (porte baixo mas largo e caules grossos), 1,5m, pétalas e estames brancos. Vegetação rupestre..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"844","2021-02-11 17:20:09-03","UFPR","UPCB","34183","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Goldenberg, R.","453","1998","09","06","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0020113","UPCB0020113","1998","01","01","Arbusto de 1,5m. Flores com pétalas e estames brancos. Vegetação rupícola. Coletada a 20m de Goldenberg 454, a qual já estava sem flores..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"845","2021-02-11 17:20:09-03","UFPR","UPCB","34181","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Goldenberg, R.","454","1998","09","06","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"UPCB0020114","UPCB0020114","1998","01","01","Arvoreta 4m, frutos muito jovens. Capão, em meio à vegetação rupícola. Coletada a 20m de Goldenberg 453, que estava com flores..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"846","2021-02-11 17:20:09-03","UFPR","UPCB","69309","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meirelles, J.","Bolson, M.","370","2010","08","21","Brasil","Paraná","Curitiba","Capão do Tigre","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0019994","UPCB0019994","2010","09","29","Floresta Ombrófila Mista. Arvoreta. Flor branca..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"847","2021-02-11 17:20:09-03","UFPR","UPCB","11825","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Oliveira, P.I.","579","1982","07","13","Brasil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"UPCB0020078","UPCB0020078","1982","01","01","Arbusto, 3m, flor alva. Capoeira..",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"848","2021-02-11 17:20:09-03","UFPR","UPCB","6224","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Wurdack, J.J.","Hatschbach, G.","14599","1966","08","12","Brasil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"UPCB0020077","UPCB0020077",NA,NA,NA,"Arvoreta, flor alva. Mata pluvial..",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"849","2021-02-11 17:20:09-03","UFPR","UPCB","46228","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Oliveira, A.M.","122","2002","08","09","Brasil","Minas Gerais","Barão de Cocais","CVRD, Mina do Brucutu","-43.4872016906738","-19.94580078125",NA,NA,NA,NA,"UPCB0020104","UPCB0020104","2002","01","01","Arbusto 2m, botões verdes. Alt.: 1120m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA
"850","2021-02-11 17:20:09-03","UFPR","UPCB","49712","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Coutinho, A.P.S.","653","2002","08","18","Brasil","São Paulo","Assis","Estação Ecológica de Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"UPCB0020132","UPCB0020132","2004","01","01","Árvore ca. 6m, flores brancas. Cerradão..",NA,NA,NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA
"851","2021-02-11 17:20:09-03","UFPR","UPCB","68190","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Polisel, R.T.","903","2008","11","21","Brasil","São Paulo","Bananal","Estação Ecológica de Bananal, na estrada para a Unidade.","-44.3199996948242","-22.6800003051758",NA,NA,"1115","1115","UPCB0020049","UPCB0020049","2010","01","01","Árvore 7m, frutos amarelos..",NA,NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA
"852","2021-02-11 17:20:09-03","UFPR","UPCB","19353","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Hatschbach, G.","51285","1987","07","27","Brasil","Paraná","Adrianópolis","Estrada da Ribeira, Boa Vista","-48.9911003112793","-24.6571998596191",NA,NA,"700","700","UPCB0020081","UPCB0020081","1987","01","01","Arvoreta, 4m, flor alva. Mata pluvial encosta de morro..",NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"853","2021-02-11 17:20:09-03","UFPR","UPCB","83767","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Souza, V.C.","8806","1995","08","18","Brasil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso de Itararé. Fazenda Ibiti (Ripasa). Mata de Araucária","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"UPCB0020062","UPCB0020062","1998",NA,NA,"Árvore, ca. 8m alt.; flores creme.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"854","2021-02-11 17:20:09-03","UFPR","UPCB","83365","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Souza, V.C.","8806","1995","08","18","Brasil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso de Itararé. Fazenda Ibiti (Ripasa). Mata de Araucária","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"UPCB0020061","UPCB0020061","2015",NA,NA,"Árvore, ca. 8m alt.; Flores creme.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"855","2021-02-11 17:20:09-03","UFPR","UPCB","83406","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Souza, V.C.","4800","1993","11","27","Brasil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso de Itararé. Mata de Araucária.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"UPCB0020074","UPCB0020074","2015",NA,NA,"Árvore; frutos amarelos..",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"856","2021-02-11 17:20:09-03","UFPR","UPCB","52145","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Goldenberg, R.","732","2005","10","17","Brasil","Paraná","Tunas do Paraná","Estrada Tunas - Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"UPCB0020126","UPCB0020126","2005","01","01","Arvoreta 2,5m, frutos imaturos verdes, depois amarelos, e maduros enegrecidos. Floresta ombrófila densa..",NA,NA,NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA
"857","2021-02-11 17:20:09-03","UFPR","UPCB","96995","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Rezende, S.G.","s.n.","2003","11","05","Brasil","Minas Gerais","Miraí","Fazenda Chorona","-42.614200592041","-21.1952991485596",NA,NA,NA,NA,"UPCB0042395",NA,"2019",NA,NA,"Cerrado. Floresta Estacional Semi-decídua. Hábito arbóreo.",NA,NA,NA,NA,NA,NA,NA,"18007","auto",NA,NA,NA,NA,NA
"858","2021-02-11 17:20:09-03","UFPR","UPCB","53661","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Ferreira, F.M.","396","2002","11","16","Brasil","Minas Gerais","São Tomé das Letras","Fazenda dos Correia, Paredão","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"UPCB0020128","UPCB0020128","2006","01","01","Arbusto ca. 1m, fruto verde, rajado de roxo e amarelo. Campo rupestre entre rochas..",NA,NA,NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA,NA
"859","2021-02-11 17:20:09-03","UFPR","UPCB","38898","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Souza, L.R.M.",NA,"1998","07","21","Brasil","Paraná","Ventania","Fazenda Santa Inês","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"UPCB0020118","UPCB0020118","1999","01","01","Árvore 5m, botões florais branco-esverdeado, flores brancas. Borda da mata..",NA,NA,NA,NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA
"860","2021-02-11 17:20:09-03","UFPR","UPCB","83803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naud.","Goldenberg, R.","Miyagi, P.H.","563","1995","05","27","Brasil","São Paulo","Bom Sucesso de Itararé","Fazenda São Nicolau. Campo rupestre na borda de encosta íngreme.","-49.1399993896484","-24.3099994659424",NA,NA,NA,NA,"UPCB0020027","UPCB0020027","2009",NA,NA,"Arvoreta, 4m alt.; botões alvos.",NA,NA,NA,NA,NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA
"861","2021-02-11 17:20:09-03","UFPR","UPCB","2310","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Hatschbach, G.","6296","1959","08","28","Brasil","Paraná","Campina Grande do Sul","Florestal","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"UPCB0020076","UPCB0020076","1959","01","01","Arvoreta, flor alvescente. Mata com Ilex e Araucarieto..",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"862","2021-02-11 17:20:09-03","UFPR","UPCB","66117","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Hatschbach, G.","6296","1959","08","28","Brasil","Paraná","Campina Grande do Sul","Florestal","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,"1959","01","01","Arvoreta, flor alvescente. Mata com Ilex e Araucarieto..",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"863","2021-02-11 17:20:09-03","UFPR","UPCB","51634","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Matos, F.B.","Matos, F.B.","40","2004","09","10","Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0020068","UPCB0020068","2004","01","01","Arbórea 6m, flor alva, borda da mata. Floresta ombrófila mista. Alt.: 900m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"864","2021-02-11 17:20:09-03","UFPR","UPCB","69307","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meirelles, J.","Bolson, M.","351","2010","08","07","Brasil","Paraná","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0019992","UPCB0019992","2010","09","29","Floresta Ombrófila Mista. Arvoreta. Flor branca..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"865","2021-02-11 17:20:09-03","UFPR","UPCB","4969","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Hatschbach, G.","11941","1964","12","03","Brasil","Paraná","Jaguariaíva","Lageado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"UPCB0020072","UPCB0020072","1965","02",NA,"Arbusto, fruto amarelo. Orla de capão..",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"866","2021-02-11 17:20:09-03","UFPR","UPCB","50707","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Reginato, M.","Reginato, M.","101","2004","10",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020130","UPCB0020130","2004","01","01","Árvore 5m, fruto amarelo..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"867","2021-02-11 17:20:09-03","UFPR","UPCB","47585","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Goldenberg, R.","608","2003","09","04","Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020108","UPCB0020108","2003","01","01","Arvoreta 3m, flores brancas..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"868","2021-02-11 17:20:09-03","UFPR","UPCB","44403","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Caxambú, M.G.",NA,"2001","09","19","Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020121","UPCB0020121","2001","09","25","Encontrada na beira da estrada, na orla da floresta..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"869","2021-02-11 17:20:09-03","UFPR","UPCB","44807","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Labiak, P.H.","1922","2001","10","13","Brasil","Paraná","Piraquara","Mananciais da Serra, Vale do Rio Caiguava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020102","UPCB0020102","2001","01","01","Arvoreta ca. 4m, frutos amarelados quando maduros. Floresta ombrófila densa montana..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"870","2021-02-11 17:20:09-03","UFPR","UPCB","19355","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Hatschbach, G.","Cardoso da Silva, F.","702","1983","08","09","Brasil","Paraná","Morretes","Marumbi, trilha para o Pico. km 60 da ferrovia Curitiba-Paranaguá","-48.834400177002","-25.476900100708",NA,NA,"1100","1100","UPCB0020080","UPCB0020080","1987","01","01","Sub-arbusto, 0,80m, flor branca. Formçaõ rupestre..",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"871","2021-02-11 17:20:09-03","UFPR","UPCB","43073","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Torres, R.B.","937","1999","11","22","Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"UPCB0020110","UPCB0020110","2001","01","01","Árvore ca. 19m, frutos amadurecendo amarelos, maduros vinosos. Mata de altitude, dossel..",NA,NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
"872","2021-02-11 17:20:09-03","UFPR","UPCB","66694","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Vieira, F.C.S.","1393","2005","11","15","Brasil","Santa Catarina","Garuva","Monte Cirsta, rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"30","30","UPCB0019993","UPCB0019993","2007","01","01","Arbusto, 3m de altura. Fruto amarelo, carnoso, indeiscente. FODTB, mata ciliar..",NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"873","2021-02-11 17:20:09-03","UFPR","UPCB","79137","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","(DC.) Naudin",NA,"Charnei, A.M. | Alves-da-Silva, S. | Imig, D.C.","508","2011","11","04","Brasil","Paraná","Piraquara","Morro do Bruninho.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020028","UPCB0020028",NA,NA,NA,"Arvoreta com ca. 1,5-2m..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"874","2021-02-11 17:20:09-03","UFPR","UPCB","85990","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Reginato, M.","Reginato, M.","37","2004","08",NA,"Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020065","UPCB0020065","2004",NA,NA,"Arbusto 1,5m..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"875","2021-02-11 17:20:09-03","UFPR","UPCB","39688","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Lacerda, A.","195","1998","12","17","Brasil","Paraná","Piraquara","Morro do Canal, Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020101","UPCB0020101","1999","01","01","Árvore 3m, frutos amarelos imaturos, preto ao amadurecer, capoeirão, área de contato entre as florestas ombrófilas densa e mista, 990m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"876","2021-02-11 17:20:09-03","UFPR","UPCB","39687","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Lacerda, A.","231","1998","11","13","Brasil","Paraná","Piraquara","Morro do Canal, Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"UPCB0020093","UPCB0020093","1999","01","01","Árvore 3m, frutos amarelos imaturos, preto ao amadurecer, capoeirão, área de contato entre as florestas ombrófilas densa e mista, 990m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"877","2021-02-11 17:20:09-03","UFPR","UPCB","28413","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Kozera, C. & Silva, S.M.","Kozera, C.","196","1996","09","12","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UPCB0020109","UPCB0020109","1996","10",NA,"Árvore, ca. 5m, flor branca. Subosque da floresta com Araucária..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"878","2021-02-11 17:20:09-03","UFPR","UPCB","46243","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Silva, A.F.","2209","2002","02","02","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Fazenda da Neblina","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"UPCB0020120","UPCB0020120","2002","01","01","Arvoreta ca. 2m, frutos variando de marrom a negro. Alt.: 1410m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA
"879","2021-02-11 17:20:09-03","UFPR","UPCB","46242","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R.","Ribeiro, C.A.N.","3","2002","10","04","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Fazenda da Neblina","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"UPCB0020122","UPCB0020122","2002","01","01","Árvore ca. 6m, flores brancas. Ocorrendo no interior da mata. Alt.: 1410m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA
